,DeepAnT
OBSEA/2020-01-02.out,0.0
OBSEA/2020-01-03.out,0.10691470780241175
OBSEA/2020-01-04.out,1.0
OBSEA/2020-01-05.out,0.97141181989994
OBSEA/2020-01-06.out,0.0
OBSEA/2020-01-07.out,0.7408015852251818
OBSEA/2020-01-08.out,0.6415094339622642
OBSEA/2020-01-09.out,0.960878342061968
OBSEA/2020-01-10.out,1.0
OBSEA/2020-01-11.out,0.7533692722371967
OBSEA/2020-01-12.out,0.7412398921832885
OBSEA/2020-01-13.out,0.0
OBSEA/2020-01-14.out,0.0
OBSEA/2020-01-15.out,0.0
OBSEA/2020-01-16.out,0.05525606469002695
OBSEA/2020-01-17.out,1.0
OBSEA/2020-01-18.out,0.9191374663072777
OBSEA/2020-01-19.out,0.5188679245283019
OBSEA/2020-01-20.out,0.0
OBSEA/2020-01-21.out,0.628032345013477
OBSEA/2020-01-22.out,0.3975741239892183
OBSEA/2020-02-15.out,0.0
OBSEA/2020-02-16.out,0.27088948787061995
OBSEA/2020-02-17.out,0.9177897574123989
OBSEA/2020-02-18.out,0.0
OBSEA/2020-02-19.out,0.8746630727762803
OBSEA/2020-02-20.out,0.0
OBSEA/2020-02-22.out,0.9568733153638814
OBSEA/2020-02-24.out,0.03638814016172509
OBSEA/2020-02-25.out,0.9932614555256065
OBSEA/2020-02-26.out,1.0
OBSEA/2020-02-27.out,0.9716981132075472
OBSEA/2020-02-29.out,0.0
OBSEA/2020-03-01.out,0.8800539083557951
OBSEA/2020-03-02.out,0.38409703504043125
OBSEA/2020-03-05.out,0.0
OBSEA/2020-03-07.out,0.3153638814016172
OBSEA/2020-03-08.out,0.0
OBSEA/2020-03-10.out,0.2924528301886793
OBSEA/2020-03-11.out,0.0
OBSEA/2020-03-15.out,1.0
OBSEA/2020-03-16.out,0.7250673854447439
OBSEA/2020-03-18.out,0.5808625336927224
OBSEA/2020-03-19.out,0.44339622641509435
OBSEA/2020-03-20.out,1.0
OBSEA/2020-03-21.out,1.0
OBSEA/2020-03-22.out,0.6644204851752021
OBSEA/2020-03-23.out,1.0
OBSEA/2020-03-24.out,0.36657681940700804
OBSEA/2020-03-25.out,0.022911051212938016
OBSEA/2020-03-26.out,0.5862533692722371
OBSEA/2020-03-27.out,0.26010781671159033
OBSEA/2020-03-28.out,0.8679245283018868
OBSEA/2020-03-29.out,0.0
OBSEA/2020-03-30.out,0.0
OBSEA/2020-03-31.out,0.0
OBSEA/2020-04-01.out,1.0
OBSEA/2020-04-02.out,0.633423180592992
OBSEA/2020-04-03.out,0.5943396226415094
OBSEA/2020-04-04.out,0.0
OBSEA/2020-04-05.out,0.3099730458221024
OBSEA/2020-04-06.out,0.4177897574123989
OBSEA/2020-04-07.out,0.2749326145552561
OBSEA/2020-04-08.out,0.0
OBSEA/2020-04-09.out,0.0
OBSEA/2020-04-10.out,0.6064690026954178
OBSEA/2020-04-11.out,0.14559675037540062
OBSEA/2020-04-12.out,0.47843665768194066
OBSEA/2020-04-13.out,0.049865229110512166
OBSEA/2020-04-14.out,0.8881401617250674
OBSEA/2020-04-15.out,0.6738544474393531
OBSEA/2020-04-19.out,0.5498652291105122
OBSEA/2020-04-21.out,1.0
OBSEA/2020-04-23.out,0.38901990402316844
OBSEA/2020-04-24.out,0.5102918446756622
OBSEA/2020-05-01.out,0.4043126684636119
OBSEA/2020-05-02.out,0.0
OBSEA/2020-05-03.out,0.7169811320754718
OBSEA/2020-05-04.out,0.48517520215633425
OBSEA/2020-05-05.out,0.22718652844782397
OBSEA/2020-05-06.out,0.5660377358490566
OBSEA/2020-05-07.out,0.0
OBSEA/2020-05-08.out,0.19209077297534727
OBSEA/2020-05-09.out,0.8920459960757683
OBSEA/2020-05-10.out,0.077275974552606
OBSEA/2020-05-11.out,1.0
OBSEA/2020-05-12.out,0.9896649172114722
OBSEA/2020-05-13.out,0.0
OBSEA/2020-05-14.out,0.7574123989218329
OBSEA/2020-05-15.out,0.3424988038696339
OBSEA/2020-05-16.out,0.42452830188679247
OBSEA/2020-05-17.out,1.0
OBSEA/2020-05-18.out,0.0
OBSEA/2020-05-19.out,0.0
OBSEA/2020-05-20.out,0.0
OBSEA/2020-05-21.out,0.2964959568733153
OBSEA/2020-05-22.out,0.18733153638814015
OBSEA/2020-05-23.out,0.7533692722371967
OBSEA/2020-05-24.out,0.3867924528301887
OBSEA/2020-05-25.out,0.9366576819407009
OBSEA/2020-05-27.out,0.9870045057526665
OBSEA/2020-05-29.out,1.0
OBSEA/2020-05-31.out,1.0
OBSEA/2020-06-01.out,0.09811815024713348
OBSEA/2020-06-02.out,0.5350404312668464
OBSEA/2020-06-03.out,0.8975741239892183
OBSEA/2020-06-04.out,0.13494748768369538
OBSEA/2020-06-05.out,1.0
OBSEA/2020-06-06.out,0.0
OBSEA/2020-06-07.out,0.1847142029486641
OBSEA/2020-06-08.out,0.605121293800539
OBSEA/2020-06-09.out,1.0
OBSEA/2020-06-10.out,0.8369272237196765
OBSEA/2020-06-11.out,0.18640188439179436
OBSEA/2020-06-12.out,0.39487870619946097
OBSEA/2020-06-13.out,0.0
OBSEA/2020-06-14.out,0.14557550422691598
OBSEA/2020-06-15.out,0.1383806464169655
OBSEA/2020-06-16.out,0.9905660377358491
OBSEA/2020-06-17.out,0.8205963979865604
OBSEA/2020-06-18.out,0.06449926644560251
OBSEA/2020-06-19.out,0.4051711639703385
OBSEA/2020-06-20.out,0.8611029622021558
OBSEA/2020-06-21.out,0.46652224699969697
OBSEA/2020-06-22.out,1.0
OBSEA/2020-06-23.out,1.0
OBSEA/2020-06-24.out,0.5907369060051625
OBSEA/2020-06-25.out,0.4393530997304582
OBSEA/2020-06-26.out,0.10503291015377506
OBSEA/2020-06-27.out,1.0
OBSEA/2020-06-28.out,0.0
OBSEA/2020-06-29.out,0.43665768194070076
OBSEA/2020-06-30.out,1.0
OBSEA/2020-07-01.out,0.15645932176571062
OBSEA/2020-07-02.out,0.01608854443136424
OBSEA/2020-07-03.out,0.14307378857692596
OBSEA/2020-07-04.out,0.07771121981928453
OBSEA/2020-07-06.out,0.40418005739062923
OBSEA/2020-07-07.out,0.06340655955393919
OBSEA/2020-07-08.out,0.496203480118507
OBSEA/2020-07-12.out,0.37943450869225515
OBSEA/2020-07-13.out,0.5935658679259939
OBSEA/2020-07-15.out,0.12413481623878196
OBSEA/2020-07-16.out,0.5211279959856502
OBSEA/2020-07-17.out,0.5353620272675866
OBSEA/2020-07-18.out,0.4038235898689886
OBSEA/2020-07-19.out,0.06921176519632657
OBSEA/2020-07-20.out,0.41374663072776285
OBSEA/2020-07-21.out,0.9919137466307277
OBSEA/2020-07-22.out,0.0714285714285714
OBSEA/2020-07-23.out,0.5188679245283019
OBSEA/2020-07-24.out,1.0
OBSEA/2020-07-25.out,0.0
OBSEA/2020-07-26.out,0.12132077425933525
OBSEA/2020-07-27.out,0.0
OBSEA/2020-07-28.out,0.2565508300473706
OBSEA/2020-08-01.out,0.07498008374578444
OBSEA/2020-08-02.out,0.9519996117276169
OBSEA/2020-08-03.out,1.0
OBSEA/2020-08-04.out,1.0
OBSEA/2020-08-05.out,0.6114686123100079
OBSEA/2020-08-06.out,0.6761274692096102
OBSEA/2020-08-07.out,0.004516386345390618
OBSEA/2020-08-09.out,0.0
OBSEA/2020-08-10.out,0.9380053908355795
OBSEA/2020-08-12.out,0.18852545047790886
OBSEA/2020-08-14.out,1.0
OBSEA/2020-08-18.out,0.18867924528301883
OBSEA/2020-08-19.out,0.09752358344744777
OBSEA/2020-08-20.out,0.17601538861164862
OBSEA/2020-08-21.out,0.33888572585499604
OBSEA/2020-08-22.out,0.3921832884097035
OBSEA/2020-08-23.out,0.0
OBSEA/2020-08-24.out,0.5934696903713743
OBSEA/2020-08-25.out,0.30772072307698617
OBSEA/2020-08-26.out,0.472973894477821
OBSEA/2020-08-27.out,0.0
OBSEA/2020-08-28.out,0.3683182249167323
OBSEA/2020-08-29.out,0.9793395287077382
OBSEA/2020-08-30.out,1.0
OBSEA/2020-08-31.out,0.9908470655209689
OBSEA/2020-09-01.out,0.09868435873789064
OBSEA/2020-09-02.out,0.6576819407008085
OBSEA/2020-09-03.out,0.9927600430532961
OBSEA/2020-09-04.out,0.45021309537103105
OBSEA/2020-09-08.out,0.8008937735097208
OBSEA/2020-09-09.out,0.0
OBSEA/2020-09-10.out,0.5350404312668464
