,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127
2020-10-02.out.0,9.0,0.3939617,0.4412212,0.3624553,0.2647857,0.2679363,0.2868401,0.3876604,0.3876604,0.3939617,0.3813591,0.3750579,0.365606,0.3530034,0.3467022,0.3498528,0.3435515,0.3498528,0.4979326,0.8665569,0.7751885,0.6397112,1.0650468,0.7594353,0.8854607,0.9390214,0.9327202,0.7310796,0.6302593,0.7121758,0.8129961,0.8318999,0.847653,0.7909416,0.7058745,0.8886113,1.0083354,0.9484734,0.6019036,0.5609453,0.5672466,0.5010833,0.529439,0.5672466,0.6491631,0.7121758,0.7405315,0.5829998,0.5231377,0.4223174,0.494782,0.4916314,0.4160161,0.5199871,0.4569744,0.4349199,0.4758782,0.4695769,0.460125,0.4538237,0.5357402,0.623958,0.6019036,0.6428618,0.529439,0.5483428,0.5451921,0.529439,0.6019036,0.5609453,0.494782,0.6208074,0.6113555,0.6019036,0.6050542,0.5388909,0.5042339,0.4758782,0.5262883,0.5357402,0.4884807,0.4412212,0.4821794,0.4758782,0.4758782,0.4821794,0.5577947,0.5766985,0.6334099,0.5483428,0.5010833,0.4727275,0.5514934,0.5042339,0.4286187,0.4286187,0.3939617,0.4317693,0.4128655,0.4317693,0.5105352,0.4758782,0.5388909,0.4853301,0.5357402,0.5829998,0.623958,0.5735478,0.6271086,0.589301,0.589301,0.5987529,0.5861504,0.6176567,0.5956023,0.5388909,0.5451921,0.5420415,0.5420415,0.5483428,0.4727275,0.4160161,0.4223174,0.4569744,0.4538237,0.4380706,0.4884807,0.4853301,0.4727275
2020-10-02.out.1,9.0,0.5483428,0.5451921,0.529439,0.6019036,0.5609453,0.494782,0.6208074,0.6113555,0.6019036,0.6050542,0.5388909,0.5042339,0.4758782,0.5262883,0.5357402,0.4884807,0.4412212,0.4821794,0.4758782,0.4758782,0.4821794,0.5577947,0.5766985,0.6334099,0.5483428,0.5010833,0.4727275,0.5514934,0.5042339,0.4286187,0.4286187,0.3939617,0.4317693,0.4128655,0.4317693,0.5105352,0.4758782,0.5388909,0.4853301,0.5357402,0.5829998,0.623958,0.5735478,0.6271086,0.589301,0.589301,0.5987529,0.5861504,0.6176567,0.5956023,0.5388909,0.5451921,0.5420415,0.5420415,0.5483428,0.4727275,0.4160161,0.4223174,0.4569744,0.4538237,0.4380706,0.4884807,0.4853301,0.4727275,0.4317693,0.4160161,0.390811,0.4034136,0.425468,0.4443718,0.4380706,0.4475225,0.4160161,0.4223174,0.4223174,0.4727275,0.5924517,0.6050542,0.6176567,0.6145061,0.7814897,0.8413518,0.6680669,0.6743682,0.6082048,0.753134,0.8129961,0.7342302,0.951624,0.6806694,0.8161467,0.8003935,0.8035442,0.7405315,0.7436821,0.7909416,0.9201176,1.0146367,0.9705278,0.8697075,0.8129961,0.7657366,0.8508037,0.8445024,0.822448,0.8003935,0.7720378,0.7751885,0.7499834,0.7279289,0.7058745,1.1973735,1.4305204,1.2855912,1.1028544,1.0335405,0.9957329,0.9736784,0.9232683,0.88231,0.9673772,1.2288798,1.1721684,1.2257292,1.2950431,1.175319,1.2635368,1.2288798
2020-10-02.out.2,9.0,1.209976,1.1690178,1.1123063,1.1217582,1.0650468,0.9610759,1.0051848,0.8728581,0.9295695,0.9012138,0.9201176,1.046143,0.986281,0.9358708,0.916967,1.0713481,1.0272392,0.986281,0.9894316,0.9579253,0.9075151,0.8634062,0.8161467,0.8539543,0.822448,0.8318999,0.7972429,0.7972429,0.8318999,0.8192973,0.8287492,0.8791594,0.9075151,0.8854607,0.8350505,0.8287492,0.8318999,0.7940923,0.7940923,0.7594353,0.8129961,0.8003935,0.7846404,0.7940923,0.8350505,0.9358708,0.9106657,0.8634062,0.9201176,0.9547746,0.9453227,0.9610759,0.9390214,0.9358708,0.8697075,0.8697075,0.9138164,1.150114,1.1879216,1.2509343,1.1406621,1.1186076,1.2005241,1.2194279,1.2036747,1.2068254,1.1312102,1.0555949,1.1438127,1.0744987,1.0997038,1.0272392,0.9106657,0.8255986,0.6460124,0.6995732,0.6617656,0.6428618,1.2635368,1.4809306,1.4651774,1.313947,1.2068254,1.1123063,1.2005241,1.2666874,1.0083354,0.8665569,0.8760088,0.8697075,0.9075151,1.0681975,1.0272392,1.1595659,1.1028544,1.2351811,1.2351811,1.3612065,1.304495,1.3076457,1.2288798,1.1280595,1.0965532,1.1060051,1.0335405,1.0083354,1.1123063,1.1280595,1.0524443,0.9988835,0.9390214,0.8728581,0.8445024,0.9988835,1.0839506,1.1312102,1.1658671,1.2540849,1.2918925,1.2288798,1.1280595,1.0524443,0.986281,0.9831303,0.9295695,0.9358708,0.8917619,0.847653
2020-10-02.out.3,9.0,0.8413518,0.8634062,0.8255986,0.7499834,0.7121758,0.6838201,0.6806694,0.6460124,0.623958,0.6145061,0.6523137,0.6334099,0.6838201,0.6995732,0.7310796,0.7468327,0.7058745,0.7027239,0.8035442,0.822448,0.8003935,0.7562846,0.7279289,0.693272,0.6460124,0.5987529,0.5703972,0.6554643,0.6901213,0.6649162,0.6460124,0.5956023,0.5956023,0.5829998,0.5609453,0.4884807,0.4569744,0.4538237,0.4506731,0.4538237,0.460125,0.4758782,0.4884807,0.4790288,0.5105352,0.5199871,0.5924517,0.6019036,0.5829998,0.6334099,0.6302593,0.8634062,1.1847709,1.4305204,1.4935331,1.5596964,1.899965,1.701475,1.6290104,1.468328,1.3612065,1.2036747,1.2194279,1.1060051,1.0051848,1.4053154,1.830651,1.8527054,1.7802409,1.6951737,1.4494242,1.5502445,1.7046256,1.6794206,1.7455839,1.8873624,1.7802409,1.6825712,1.5912028,1.4872318,1.502985,1.443123,1.3832609,1.3202482,1.27929,1.2887419,1.1973735,1.2540849,1.1564152,1.1595659,1.1816203,1.1469633,1.1375114,1.1280595,1.1627165,1.1280595,1.1060051,1.1249089,1.1123063,1.0398418,1.0209379,1.0366911,1.0020341,1.0020341,0.9106657,0.8350505,0.9295695,0.9736784,0.9547746,0.8949126,0.8066948,0.7846404,0.753134,0.7814897,0.7436821,0.7058745,0.718477,0.7121758,0.7216277,0.7058745,0.7027239,0.7027239,0.658615,0.6208074,0.6523137,0.6208074,0.6617656,0.693272
2020-10-02.out.4,9.0,0.7121758,0.7940923,0.8192973,0.9547746,0.9579253,1.0146367,0.9957329,0.916967,0.9232683,0.8413518,0.847653,0.8287492,0.9547746,0.9043645,0.8445024,0.8035442,0.847653,0.9736784,0.9925822,0.9138164,0.8917619,0.8917619,1.0618962,0.9768291,0.9799797,0.986281,1.046143,1.1123063,1.0744987,1.1469633,1.1343608,1.0303898,1.0272392,1.0587456,1.011486,0.9642265,0.9390214,0.9421721,0.9894316,0.9799797,0.9484734,0.9453227,0.9264189,0.9106657,0.8980632,0.8917619,0.847653,0.9579253,0.9673772,0.9831303,0.9799797,1.0776494,1.011486,0.951624,0.9957329,1.0650468,1.0934025,1.0429924,0.9579253,0.9421721,0.8949126,1.0303898,1.0429924,0.9799797,1.0839506,1.0303898,0.9642265,0.9106657,0.8854607,0.88231,0.8949126,1.0083354,1.0713481,1.1627165,1.2855912,1.2603862,1.1690178,1.1690178,1.2194279,1.1784697,1.2603862,1.373809,1.4336711,1.3643571,1.3454533,1.175319,1.1595659,1.1595659,1.0839506,1.2729887,1.2225786,1.209976,1.1060051,1.1627165,1.0744987,1.0808,1.4368217,1.313947,1.5786002,1.5691483,1.5533952,1.5943534,1.6699686,1.5786002,1.5502445,1.865308,1.701475,1.9913334,1.9850321,1.8842118,1.8590067,1.7802409,1.6447636,1.6920231,1.6636674,1.6353117,1.5565458,1.4714787,1.4368217,1.4021647,1.3454533,1.3643571,1.3170976,1.4651774,1.4651774,1.502985,1.5880522,1.5596964
2020-10-02.out.5,9.0,1.4462736,1.5912028,1.572299,1.5786002,1.572299,1.7329813,1.8621574,1.7329813,1.666818,1.8464042,1.7644877,2.0354422,2.0165384,2.0574967,1.8810612,1.8085966,1.6762699,1.6101066,1.5565458,1.468328,1.3864115,1.2666874,1.2320305,1.1690178,1.1658671,1.175319,1.1532646,1.1690178,1.1690178,1.2635368,1.2383317,1.1217582,1.1186076,1.1060051,1.1343608,1.244633,1.2131266,1.2225786,1.27929,1.2005241,1.0997038,1.1217582,1.2131266,1.2131266,1.1910722,1.175319,1.1217582,1.1123063,1.0776494,1.046143,1.0083354,0.9295695,0.9264189,0.9295695,0.9358708,0.9201176,0.9106657,0.9768291,0.9547746,0.951624,0.9925822,1.0618962,1.1186076,1.1217582,1.1627165,1.1627165,1.1406621,1.1091557,1.3013444,1.4557255,1.4494242,1.5281901,1.5155876,1.3643571,1.3580558,1.2666874,1.2666874,1.2824406,1.2509343,1.304495,1.4242192,1.5659977,1.8968143,1.959827,1.8779105,1.6731193,1.7644877,1.9157181,1.736132,1.4210685,1.2635368,1.2225786,1.2194279,1.6416129,1.5502445,1.4998344,1.4273698,1.572299,1.6353117,1.6605167,1.6573661,1.6290104,1.5250395,1.6605167,1.5281901,1.1816203,1.339152,1.3769596,1.3769596,1.3328508,1.2288798,1.2887419,1.2603862,1.1910722,1.1910722,1.2131266,1.175319,1.0902519,1.0744987,1.2477836,1.1910722,1.1186076,1.4620268,1.4998344,1.4179179,1.3706584,1.2068254,1.0776494
2020-10-02.out.6,9.0,1.0303898,1.115457,1.244633,1.1123063,1.4809306,1.4494242,1.666818,1.6227091,1.468328,1.6857218,1.6731193,1.6384623,1.7802409,1.9283207,2.158317,2.2937943,2.2780411,2.1677689,2.0921537,2.0133878,1.9440738,1.9188688,1.8022953,1.795994,1.7865421,1.7455839,1.7046256,1.6164079,1.468328,1.3486039,1.3675077,1.3895622,1.3107963,1.27929,1.4399723,1.5691483,1.6195585,1.5943534,1.4462736,1.3864115,1.3454533,1.4588761,1.4714787,1.4368217,1.4210685,1.4242192,1.4021647,1.373809,1.3297001,1.3801103,1.3927128,1.3990141,1.4021647,1.4242192,1.4714787,1.4714787,1.408466,1.3769596,1.373809,1.339152,1.3076457,1.4242192,1.4620268,1.3958634,1.3454533,1.2887419,1.2288798,1.2005241,1.1595659,1.0902519,1.0146367,1.0650468,1.0934025,1.0555949,1.0335405,1.0051848,0.9894316,1.0524443,1.0997038,1.2761393,1.6699686,1.5218888,1.830651,1.1847709,0.6334099,1.2635368,1.4777799,1.3769596,1.537642,1.8621574,1.6731193,1.7140775,1.7487345,1.5975041,1.5817509,1.6573661,1.6731193,1.6951737,1.6353117,1.4746293,1.4368217,1.4147673,1.2351811,1.2540849,1.2194279,1.2761393,1.2981938,1.3927128,1.4998344,1.3643571,1.4714787,1.4714787,1.4809306,1.5596964,1.6006547,1.7392826,1.8369523,1.8936637,1.8590067,1.8369523,1.8211991,1.761337,1.666818,1.6227091,1.6038053,1.795994,1.830651,2.0385929
2020-10-02.out.7,9.0,1.9062662,1.8117472,1.7203788,1.6983244,1.8747599,1.9220194,1.7991447,1.701475,1.5281901,1.6605167,1.736132,1.7550358,1.8684586,1.7392826,1.6510648,1.7046256,1.6542155,1.6605167,1.6857218,1.7298307,1.7581864,1.736132,1.6101066,1.5943534,1.5407926,1.5344914,1.468328,1.3612065,1.3517546,1.4336711,1.4305204,1.3832609,1.3958634,1.4840812,1.4210685,1.4116166,1.4809306,1.4840812,1.5218888,1.443123,1.4494242,1.5092863,1.5691483,1.6447636,1.6038053,1.666818,1.6699686,1.6101066,1.5502445,1.5092863,1.4336711,1.4557255,1.5281901,1.5596964,1.5659977,1.5124369,1.5092863,1.5092863,1.4557255,1.4746293,1.3233989,1.2383317,1.2950431,1.3265495,1.2887419,1.1312102,1.2257292,1.0681975,1.2509343,1.1217582,1.1249089,1.3076457,1.3517546,1.3233989,1.1186076,0.9925822,1.0020341,1.046143,1.244633,1.27929,1.313947,1.2824406,1.2572355,1.2288798,1.0776494,0.7562846,0.7405315,0.8697075,0.8382011,0.8980632,0.9453227,0.9799797,1.0303898,1.0744987,1.0713481,1.0997038,1.0839506,1.0902519,1.115457,1.0808,1.1123063,1.2351811,1.2257292,1.175319,1.1816203,1.2194279,1.4368217,1.5533952,1.4935331,1.4021647,1.373809,1.6195585,1.8054459,1.8401029,1.9062662,1.9346219,1.9787308,1.9976346,1.9850321,1.92517,1.8621574,1.8905131,1.8905131,1.8810612,1.795994,1.7392826,1.6006547,1.4242192
2020-10-02.out.8,9.0,1.3675077,1.4557255,1.4399723,1.408466,1.4305204,1.3958634,1.3958634,1.443123,1.3990141,1.4336711,1.4053154,1.3454533,1.3486039,1.3297001,1.3895622,1.3675077,1.3297001,1.3013444,1.3423027,1.3801103,1.373809,1.4242192,1.5439433,1.5250395,1.5250395,1.6132572,1.7455839,1.8905131,1.8810612,1.7833915,1.7235294,1.6731193,1.6258598,1.5470939,1.4777799,1.4305204,1.4966838,1.4557255,1.4462736,1.4242192,1.5313407,1.4588761,1.4179179,1.3643571,1.4210685,1.3832609,1.5596964,1.468328,1.4399723,1.5691483,1.6636674,1.6888725,1.7046256,1.8243497,1.8211991,1.8684586,1.9377726,1.9566764,1.9283207,1.9062662,1.8275004,1.6920231,1.5218888,1.5565458,1.5817509,1.5061357,1.4966838,1.4525749,1.3895622,1.3233989,1.2950431,1.2225786,1.2036747,1.1532646,1.1375114,1.0997038,1.0744987,1.0366911,0.916967,1.0366911,1.0934025,1.1343608,1.0398418,1.0524443,0.9768291,1.0681975,1.115457,1.115457,1.0650468,1.0997038,1.1060051,1.0713481,1.1249089,1.1123063,0.8665569,0.6775188,0.6649162,0.986281,1.0713481,1.1123063,1.115457,1.1469633,1.2036747,1.1627165,1.1721684,1.0839506,1.0650468,1.0398418,1.0524443,1.1343608,1.1406621,1.1343608,1.1469633,1.1847709,1.1973735,1.1658671,1.1627165,1.1249089,1.0492937,1.0902519,1.1249089,1.1721684,1.1910722,1.1879216,1.1595659,1.1343608,1.0965532,1.1280595
2020-10-02.out.9,9.0,1.1375114,1.1280595,1.1217582,1.1847709,1.2162773,1.1847709,1.2005241,1.1564152,1.1217582,1.0555949,1.0177873,1.0808,1.0492937,0.9264189,0.9799797,1.011486,1.0524443,1.0492937,0.916967,0.986281,1.0871013,1.0618962,1.0209379,1.0146367,1.0429924,1.1028544,1.0902519,0.8129961,0.7720378,0.986281,1.0934025,1.1532646,1.1091557,1.0934025,1.1060051,1.1217582,1.1406621,1.1816203,1.0146367,0.9547746,1.0303898,0.9484734,0.6271086,0.7562846,0.9012138,0.9957329,1.0051848,1.046143,1.0524443,1.0618962,1.0934025,1.0839506,1.0965532,1.1532646,1.2981938,1.3233989,1.2603862,1.339152,1.3864115,1.4588761,1.3486039,1.3580558,1.3549052,1.27929,1.4620268,1.4179179,1.3801103,1.3895622,1.4116166,1.4336711,1.2068254,1.3328508,1.4935331,1.4840812,1.443123,1.1343608,0.4821794,0.6365605,1.1879216,1.1249089,1.2194279,1.2887419,1.1973735,1.1406621,1.1406621,1.1721684,1.1690178,1.0020341,1.0303898,0.9925822,1.0366911,1.1690178,1.1438127,1.0020341,0.9610759,0.986281,1.0303898,1.046143,1.0524443,0.857105,0.9138164,0.7972429,0.8003935,0.7310796,0.4412212,0.5262883,0.8129961,0.7499834,0.8161467,0.7688872,0.7373808,0.8728581,1.0335405,1.1847709,1.209976,1.2131266,0.9736784,0.589301,0.5514934,0.7909416,0.857105,0.9421721,0.7058745,0.7562846,0.8728581,0.9673772,0.9201176,0.951624
