,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127
2020-01-07.out.0,7.0,3.0452521,3.0481834,3.0501076,3.0501076,3.0491361,3.0491361,3.0539854,3.0539854,3.0539949,3.0539946,3.0491837,3.0462681,3.0443531,3.0434007,3.0424188,3.0395134,3.0366739,3.0279852,3.0241553,3.0192961,3.020278,3.0202873,3.0212403,3.0250985,3.0270325,3.0289668,3.0280045,3.0289668,3.0289763,3.0308814,3.0318342,3.0289382,3.0298906,3.0299382,3.0231835,3.0193441,3.0164573,3.0154662,3.013542,3.0116172,3.0135703,3.0059104,3.0010513,3.0010421,3.0058628,3.0078067,3.0087495,3.0116172,3.0145328,3.0164573,3.018372,3.0174481,2.9991744,2.9866173,2.9788908,2.9779381,2.9721552,2.9692779,2.9654575,2.9606175,2.9615892,2.9606368,2.9471838,2.9356084,2.9327029,2.9404005,2.94424,2.942325,2.9394573,2.9423441,2.9413818,2.9346461,2.9298254,2.9269288,2.9269672,2.9240615,2.9250237,2.9211839,2.9182782,2.9144574,2.8942405,2.8778627,2.8691743,2.8701365,2.8749287,2.8816834,2.8874858,2.8884293,2.8932688,2.892297,2.8894198,2.8855613,2.8836273,2.8797685,2.8797593,2.8807402,2.8817215,2.8778627,2.8452316,2.8306748,2.835486,2.8374292,2.8393537,2.8393727,2.8403445,2.8451367,2.8431931,2.8422595,2.8374387,2.8297693,2.8230429,2.8143538,2.8104858,2.8104858,2.8056749,2.8056749,2.8095143,2.8162786,2.8172408,2.8191653,2.8220714,2.8201085,2.8230238,2.8191558,2.8162786,2.8153164,2.8153259,2.8134014
2020-01-07.out.1,7.0,2.9327029,2.9404005,2.94424,2.942325,2.9394573,2.9423441,2.9413818,2.9346461,2.9298254,2.9269288,2.9269672,2.9240615,2.9250237,2.9211839,2.9182782,2.9144574,2.8942405,2.8778627,2.8691743,2.8701365,2.8749287,2.8816834,2.8874858,2.8884293,2.8932688,2.892297,2.8894198,2.8855613,2.8836273,2.8797685,2.8797593,2.8807402,2.8817215,2.8778627,2.8452316,2.8306748,2.835486,2.8374292,2.8393537,2.8393727,2.8403445,2.8451367,2.8431931,2.8422595,2.8374387,2.8297693,2.8230429,2.8143538,2.8104858,2.8104858,2.8056749,2.8056749,2.8095143,2.8162786,2.8172408,2.8191653,2.8220714,2.8201085,2.8230238,2.8191558,2.8162786,2.8153164,2.8153259,2.8134014,2.8095239,2.7834684,2.7794822,2.8095619,2.8056841,2.8047504,2.7989195,2.7999106,2.8008919,2.7989671,2.7922127,2.7912501,2.7902784,2.7912501,2.7931845,2.795128,2.7950991,2.7989674,2.7960522,2.7979957,2.7979957,2.8038072,2.7989484,2.8028259,2.7979957,2.8047504,2.8028072,2.8066943,2.8066749,2.8047507,2.8047698,2.7970236,2.7970426,2.7960709,2.7970236,2.7912406,2.7893161,2.7912695,2.7912406,2.795128,2.7950991,2.7931845,2.7960998,2.795128,2.7960998,2.795128,2.7941559,2.7931937,2.7836093,2.7729863,2.7691183,2.7691278,2.7710237,2.7749203,2.778722,2.7883729,2.7864773,2.7797509,2.772958,2.7681557,2.7671747,2.7748632,2.7768356,2.7758733
2020-01-07.out.2,7.0,2.7729672,2.7672128,2.7652693,2.7662128,2.7700999,2.7729672,2.777807,2.7778073,2.7758638,2.7691373,2.7605057,2.7498921,2.7470146,2.7440806,2.7431279,2.7354674,2.7287225,2.7267793,2.7258263,2.7277314,2.7277314,2.7373446,2.7431276,2.7412129,2.7373922,2.7229583,2.712326,2.712326,2.71426,2.7152413,2.7171277,2.7191001,2.7219865,2.7238919,2.7258072,2.7286936,2.71526,2.7075529,2.7046185,2.7113634,2.7104205,2.7133358,2.7133165,2.7113828,2.7113733,2.7094869,2.6902607,2.6796662,2.6758483,2.6815336,2.6863734,2.6805904,2.6805618,2.6786469,2.683439,2.6921091,2.7008267,2.6950434,2.686421,2.6853921,2.6844492,2.6853921,2.6825336,2.6719394,2.6700149,2.6690051,2.6690527,2.6699962,2.6738261,2.6815622,2.6872975,2.6979301,2.6998352,2.7007784,2.6806567,2.6719394,2.6747976,2.6795898,2.6892315,2.6950244,2.6969676,2.6940713,2.6738734,2.6709201,2.6709772,2.6603922,2.6536375,2.6459681,2.62859,2.6209301,2.6180053,2.6189866,2.6151281,2.6122509,2.5930248,2.5776096,2.5699113,2.5660147,2.5728079,2.5698923,2.5718266,2.5775905,2.5852884,2.5795531,2.5766375,2.5785813,2.5804579,2.5833925,2.5785528,2.581449,2.5872415,2.5901476,2.5891377,2.5930156,2.6074302,2.614156,2.6180434,2.6218638,2.6257607,2.6276852,2.6257223,2.6247508,2.6209111,2.6036571,2.572865,2.5458835,2.5265812,2.5188833
2020-01-07.out.3,7.0,2.5159772,2.5111374,2.5121377,2.5169585,2.5208265,2.5179398,2.5140908,2.5121568,2.5131,2.516968,2.5179588,2.5159962,2.5159864,2.5159299,2.516968,2.5169585,2.5217602,2.5256377,2.5199023,2.5121473,2.5130812,2.5217982,2.5227227,2.5256475,2.5170156,2.5073453,2.5063548,2.5121758,2.5150245,2.5217982,2.5246948,2.529487,2.5074027,2.4986946,2.4996476,2.5035061,2.5082983,2.5131289,2.516987,2.5131285,2.5131381,2.5102609,2.5054493,2.4948551,2.4842606,2.4784586,2.4755814,2.4678832,2.4621284,2.4505625,2.446723,2.4418452,2.4399683,2.4390251,2.4390153,2.4370911,2.4284687,2.4082327,2.4024212,2.3947039,2.3918362,2.3860244,2.3908644,2.387025,2.3793458,2.3668268,2.3610438,2.3619969,2.361968,2.365836,2.3677703,2.3629969,2.3552228,2.3590721,2.3600724,2.3504588,2.3418082,2.3350531,2.3321569,2.3360443,2.3331099,2.333129,2.3360249,2.3331287,2.333148,2.3341007,2.3389119,2.3437232,2.3437041,2.3475915,2.3446664,2.3437136,2.3427993,2.3350531,2.337016,2.3360255,2.3398551,2.3389405,2.3283171,2.3225342,2.3023652,2.2956101,2.2831009,2.2696197,2.2513273,2.2455443,2.2455345,2.2464685,2.2493834,2.2494028,2.2455345,2.243629,2.2426477,2.2426766,2.2455535,2.238808,2.2311008,2.2282332,2.2311005,2.2339971,2.2311008,2.233044,2.2330253,2.2359311,2.2368838,2.2369124,2.2311005,2.2282332
2020-01-07.out.4,7.0,2.2195822,2.2080162,2.2022329,2.1984027,2.1909167,2.1935632,2.1935439,2.1945442,2.1926102,2.1887327,2.1925912,2.1954877,2.2022329,2.2003275,2.185884,2.1916384,2.1897235,2.1570634,2.1358373,2.1300445,2.0791205,2.0770059,2.0991854,2.1021103,2.0982422,2.0982806,2.102101,2.10695,2.1069313,2.1165537,2.123318,2.1281105,2.1329407,2.1348842,2.1425346,2.1502706,2.1531288,2.1618083,2.1704783,2.1762613,2.1743368,2.1762803,2.1752898,2.1781572,2.1801011,2.1839119,2.1955068,2.1993462,2.2003275,2.1965071,2.1829687,2.179148,2.1762426,2.1810062,2.1849123,2.1686014,2.1531484,2.1367706,2.1356853,2.1357989,2.1358274,2.1291013,2.1252333,2.1232897,2.1271289,2.1300448,2.1338934,2.131969,2.1338934,2.1358278,2.1367516,2.1386951,2.1425349,2.1464124,2.1463934,2.1502424,2.1531288,2.1521767,2.1531291,2.144507,2.1309969,2.1233183,2.1155912,2.1078837,2.1011578,2.101129,2.1011766,2.0982613,2.1002045,2.0973086,2.1097799,2.11945,2.1213935,2.0974133,2.0857709,2.0886389,2.0905824,2.0953936,2.1002048,2.1049875,2.1069408,2.1050351,2.1068174,2.1098272,2.11078,2.0982994,2.095346,2.0953933,2.0925069,2.0905729,2.0857712,2.0867334,2.0857518,2.0809882,2.0434884,2.02895,2.0299221,2.0375912,2.0424217,2.0376673,2.0183936,2.0049317,1.9933655,1.985639,1.9750918,1.9520167,1.922177,1.9086104
2020-01-07.out.5,7.0,1.9172614,1.9355821,1.9432997,1.9510167,1.9554412,1.9616013,1.9616013,1.9644979,1.971205,1.9779883,1.9779598,1.9818373,1.9789125,1.9818281,1.982771,1.9866203,1.9904311,1.9952896,1.99529,1.9933461,1.9923934,1.9837427,1.9760448,1.9712526,1.9615823,1.9654312,1.966403,1.9596673,1.9529313,1.9481201,1.9384783,1.9355919,1.9355916,1.9269409,1.9250358,1.9240253,1.9240447,1.9240542,1.9259882,1.9269409,1.9249974,1.9221488,1.9182998,1.9182998,1.9163369,1.9172896,1.9221297,1.9230824,1.9221488,1.9180433,1.9163179,1.9230729,1.9288845,1.9269409,1.9278933,1.9269314,1.9269603,1.9250164,1.9221488,1.9202052,1.9173185,1.9163369,1.9153937,1.9153747,1.9153747,1.9144413,1.9134787,1.9028747,1.8951768,1.8884125,1.888422,1.8855258,1.8855353,1.8874693,1.8864782,1.8884122,1.8903849,1.8922901,1.8903656,1.8884217,1.8903656,1.888422,1.8874693,1.8865071,1.8865071,1.8855544,1.8797996,1.8451583,1.8345263,1.8335352,1.8383655,1.8450729,1.8576297,1.8644133,1.8585824,1.8557337,1.8499314,1.8278471,1.8008469,1.7815827,1.7700355,1.7671488,1.7680916,1.7690634,1.7690923,1.7671583,1.7652528,1.7633093,1.7642617,1.763309,1.7652528,1.7652433,1.765224,1.7691212,1.768092,1.7738845,1.7758185,1.7767712,1.777762,1.7767997,1.7757994,1.7777429,1.7786861,1.781611,1.778715,1.7748467,1.7719882,1.7690923
2020-01-07.out.6,7.0,1.7748277,1.7863942,1.7940728,1.8017996,1.8047054,1.8056581,1.8036952,1.8076016,1.8046864,1.8046864,1.8037146,1.8046864,1.8046864,1.8066108,1.8066108,1.8075636,1.8066112,1.8066302,1.8085544,1.8046867,1.8075823,1.8055918,1.8047054,1.8027714,1.7989034,1.7960357,1.7931296,1.7883374,1.7815827,1.7815827,1.7786865,1.7671773,1.7460074,1.728687,1.7219034,1.7238472,1.7238469,1.7219224,1.7113568,1.709432,1.7055735,1.7046018,1.7026773,1.7027062,1.703649,1.7024779,1.7026582,1.7084698,1.7065167,1.7084701,1.7103847,1.7084412,1.7133,1.7084412,1.7113568,1.7122803,1.714234,1.7142435,1.7132622,1.7161677,1.7132619,1.7132813,1.712281,1.7132622,1.7142054,1.7180449,1.7219034,1.7238279,1.7277152,1.7248095,1.7267051,1.7295826,1.732469,1.7373281,1.7363373,1.7382999,1.7373281,1.7373281,1.7334884,1.728668,1.7257714,1.724819,1.7199789,1.7200075,1.7200265,1.7209602,1.7209602,1.719036,1.7199884,1.7209602,1.7228942,1.7219513,1.7199884,1.7190167,1.7199979,1.7180639,1.7209792,1.7190354,1.7142054,1.7132527,1.7142245,1.7123473,1.7084412,1.707498,1.707517,1.7027062,1.6988188,1.6959514,1.6959511,1.6940263,1.6901392,1.6891964,1.6882433,1.6882243,1.6872525,1.6882433,1.6882243,1.6891964,1.6940073,1.6920828,1.6940266,1.69496,1.6959321,1.6920644,1.6949793,1.6959511,1.6920637,1.6920828
2020-01-07.out.7,7.0,1.6911399,1.6872719,1.6872522,1.6891957,1.6872716,1.688224,1.6882246,1.6930355,1.6940076,1.6939882,1.6959511,1.6939885,1.6939885,1.6978756,1.6959321,1.6988378,1.6997905,1.7026773,1.7026773,1.7046208,1.7007337,1.6997715,1.7007623,1.6978277,1.7007337,1.7017055,1.7026868,1.7026773,1.7055545,1.7065456,1.7084507,1.7074885,1.7065167,1.7084602,1.707479,1.709432,1.7045732,1.7065456,1.7084698,1.7046021,1.7065259,1.6721985,1.7046021,1.7026582,1.7036297,1.7046014,1.7055732,1.7007337,1.7007433,1.6997905,1.6959511,1.6930548,1.6930548,1.6911205,1.6892151,1.6872716,1.6843848,1.6776298,1.6737716,1.6766866,1.6776587,1.6766869,1.6776777,1.6737808,1.6757342,1.6766771,1.6776777,1.6737716,1.6756862,1.6747621,1.6757243,1.6709039,1.6718849,1.6680264,1.660357,1.6564411,1.6545452,1.6516584,1.6487619,1.6449227,1.6449224,1.6429789,1.641083,1.6343282,1.6324133,1.6295361,1.628545,1.6305364,1.6266395,1.6276211,1.6256773,1.6256674,1.6237626,1.6208565,1.6218378,1.6218378,1.6179505,1.6199038,1.6189416,1.6189321,1.6199038,1.6218283,1.6227905,1.6244967,1.6276113,1.6295262,1.629517,1.632413,1.6353286,1.6343473,1.6353191,1.6353191,1.6372435,1.6333565,1.6353286,1.6314606,1.6295167,1.6295453,1.6246957,1.6257062,1.6237817,1.6237626,1.6218378,1.6198848,1.6199038,1.615064,1.6189603,1.6170457
2020-01-07.out.8,7.0,1.6151212,1.6112532,1.6122151,1.6112243,1.6122154,1.6151113,1.6044981,1.59781,1.5900832,1.587187,1.5862438,1.5804319,1.5785649,1.5756683,1.5718003,1.5698758,1.570838,1.56697,1.5669697,1.5689326,1.564083,1.5650646,1.5631303,1.5612156,1.5621493,1.5631588,1.5631588,1.5583191,1.5593197,1.5573762,1.5564044,1.5583479,1.5544987,1.5535269,1.5515735,1.5525834,1.5506402,1.5496681,1.5486773,1.5496684,1.5506398,1.5487252,1.5448858,1.543914,1.5390834,1.537178,1.5323379,1.5294515,1.5294702,1.5246688,1.5236682,1.5198097,1.5208005,1.5159798,1.5149982,1.5159795,1.51114,1.5131026,1.511159,1.5101873,1.5111682,1.504404,1.504423,1.5053761,1.5111587,1.5121403,1.5111587,1.5092342,1.5053757,1.5082625,1.5111492,1.511159,1.510187,1.5131121,1.5121305,1.510206,1.5092342,1.508291,1.5053951,1.5034798,1.5005642,1.5005833,1.4986493,1.4957533,1.4976778,1.4957533,1.4957533,1.4967248,1.4957724,1.4948003,1.4967438,1.4957819,1.4957721,1.4977156,1.495753,1.4957721,1.495753,1.4986686,1.4967251,1.5006121,1.5015553,1.5073383,1.5083009,1.5121498,1.516008,1.5160175,1.5140835,1.515055,1.5083193,1.5034795,1.5006121,1.4986873,1.4918948,1.4977251,1.4948479,1.4900176,1.4890649,1.4832626,1.4803759,1.4765272,1.4784517,1.4803952,1.4803762,1.4813479,1.4832629,1.4861779,1.48715,1.4909891
2020-01-07.out.9,7.0,1.4910085,1.49097,1.4890649,1.4871309,1.48715,1.4861782,1.4871496,1.4842728,1.4832819,1.4832915,1.4794235,1.4794231,1.477518,1.4771949,1.4765364,1.4765555,1.4736589,1.4669327,1.4611307,1.460178,1.4592348,1.4563195,1.4524512,1.4495841,1.451508,1.4495838,1.4466875,1.4447532,1.4476879,1.4486212,1.4457253,1.4466971,1.4505552,1.4486406,1.4486311,1.4486406,1.4466971,1.4486403,1.4476593,1.4466968,1.445725,1.4467158,1.445744,1.4448008,1.4428764,1.442876,1.4409614,1.4380651,1.4350832,1.4342066,1.4322822,1.4313104,1.4322628,1.4313101,1.4303574,1.4323104,1.4293856,1.4274516,1.4293856,1.4284427,1.4313482,1.4313101,1.4322822,1.4409325,1.4448484,1.4409325,1.4458202,1.4428954,1.4419332,1.4399896,1.4390461,1.4361692,1.4351975,1.4351971,1.4323009,1.4313291,1.4352162,1.4351971,1.4342254,1.4371407,1.4352257,1.4323199,1.4313577,1.4255462,1.424603,1.4256125,1.4207632,1.4130938,1.4073299,1.4015469,1.3986503,1.3909235,1.3861602,1.3803293,1.3793573,1.3793957,1.3774617,1.3726406,1.3726406,1.3707066,1.368811,1.3639995,1.3582165,1.3563301,1.3524332,1.3514903,1.3495658,1.3495465,1.3485744,1.345688,1.3447353,1.341839,1.3437826,1.341839,1.3428105,1.3408765,1.3408765,1.3389523,1.3408955,1.3399237,1.3370275,1.3341601,1.3322258,1.3303013,1.3293486,1.3283959,1.3274241,1.3283959
