,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127
2020-10-01.out.0,5.0,-1.0256118,-1.0246374,-1.0249631,-1.0225153,-1.0223561,-1.0212122,-1.0197432,-1.0195892,-1.0210606,-1.0226877,-1.0254673,-1.0253008,-1.0226847,-1.0244897,-1.0311738,-1.029045,-1.0269237,-1.0262748,-1.0261196,-1.024161,-1.0256324,-1.0282467,-1.0267707,-1.0249757,-1.0236648,-1.0303661,-1.0297073,-1.0279149,-1.0264445,-1.0251466,-1.0246553,-1.0241663,-1.0274385,-1.0285781,-1.0272749,-1.0248271,-1.0238468,-1.0217223,-1.0215657,-1.0212455,-1.0204257,-1.0205898,-1.0200982,-1.0209185,-1.0202761,-1.0184809,-1.0196289,-1.0181613,-1.0147347,-1.0149014,-1.0162095,-1.017684,-1.0167037,-1.0153928,-1.0149041,-1.0149044,-1.0137643,-1.0131141,-1.0127884,-1.0157305,-1.0129566,-1.0103435,-1.0177024,-1.0237269,-1.0199646,-1.0139255,-1.013925,-1.0122924,-1.0157241,-1.0170283,-1.0183366,-1.0150694,-1.0126245,-1.0116449,-1.0113247,-1.0103476,-1.0090514,-1.0077429,-1.0070915,-1.0046471,-1.0067711,-1.0054672,-1.004977,-1.0039955,-1.0043242,-1.0044915,-1.0044912,-1.0059629,-1.0044898,-1.0030193,-1.0038343,-1.0022032,-1.0023699,-1.0020434,-1.0028637,-1.0015617,-1.0007424,-1.0038539,-1.0035305,-1.0081011,-1.0056436,-1.0180615,-1.0271952,-1.0247435,-1.0316002,-1.0229298,-1.0209555,-1.0247116,-1.0220876,-1.0219164,-1.0248529,-1.0217446,-1.0183249,-1.021268,-1.0232317,-1.0176695,-1.0153928,-1.0106572,-1.0067563,-1.0201625,-1.0160483,-1.0230838,-1.0180183,-1.0183397,-1.0152398,-1.0134521,-1.009209,-1.0128075
2020-10-01.out.1,5.0,-1.0199646,-1.0139255,-1.013925,-1.0122924,-1.0157241,-1.0170283,-1.0183366,-1.0150694,-1.0126245,-1.0116449,-1.0113247,-1.0103476,-1.0090514,-1.0077429,-1.0070915,-1.0046471,-1.0067711,-1.0054672,-1.004977,-1.0039955,-1.0043242,-1.0044915,-1.0044912,-1.0059629,-1.0044898,-1.0030193,-1.0038343,-1.0022032,-1.0023699,-1.0020434,-1.0028637,-1.0015617,-1.0007424,-1.0038539,-1.0035305,-1.0081011,-1.0056436,-1.0180615,-1.0271952,-1.0247435,-1.0316002,-1.0229298,-1.0209555,-1.0247116,-1.0220876,-1.0219164,-1.0248529,-1.0217446,-1.0183249,-1.021268,-1.0232317,-1.0176695,-1.0153928,-1.0106572,-1.0067563,-1.0201625,-1.0160483,-1.0230838,-1.0180183,-1.0183397,-1.0152398,-1.0134521,-1.009209,-1.0128075,-1.0128104,-1.0136239,-1.0129718,-1.0118344,-1.0105267,-1.009384,-1.0106941,-1.0106956,-1.0284807,-1.0508209,-1.0662969,-1.0478331,-1.0443982,-1.0434197,-1.0414639,-1.0406463,-1.05289,-1.0646374,-1.0623243,-1.0691763,-1.0613176,-1.0569112,-1.0520264,-1.0481101,-1.0546492,-1.050723,-1.0500731,-1.0451753,-1.0448531,-1.0443671,-1.0422496,-1.0474854,-1.0443905,-1.0409607,-1.0339472,-1.0355888,-1.0336279,-1.0333072,-1.0329809,-1.0333181,-1.0313604,-1.0396861,-1.0452331,-1.0440839,-1.0422816,-1.0367237,-1.0303637,-1.0279301,-1.0325118,-1.0310368,-1.0241772,-1.021085,-1.0176627,-1.0152359,-1.0154112,-1.0108406,-1.0085555,-1.0106876,-1.0093796,-1.0100363,-1.0077552,-1.007761,-1.0049881,-1.0048257
2020-10-01.out.2,5.0,-1.0048301,-1.0040149,-1.0038551,-1.0032086,-1.0035373,-1.0022363,-1.0014228,-0.9996307,-0.9991463,-0.9986528,-0.9986586,-0.999154,-0.9996456,-1.0002979,-0.999811,-1.0003052,-1.0001338,-0.9999748,-1.0006259,-0.9994791,-1.0001309,-1.0017766,-1.0055332,-1.0065067,-1.0110843,-1.0159727,-1.0174182,-1.0177389,-1.0179013,-1.016753,-1.0157733,-1.0234478,-1.0229369,-1.0230983,-1.0271773,-1.0340287,-1.037769,-1.0402072,-1.0400351,-1.0428036,-1.0450944,-1.0352878,-1.0326796,-1.0330126,-1.0318713,-1.0302431,-1.027301,-1.0268164,-1.0242152,-1.0358128,-1.0274714,-1.0430081,-1.0548873,-1.0566608,-1.0584382,-1.0548421,-1.0463438,-1.0437479,-1.0417914,-1.0390275,-1.0406586,-1.0416396,-1.0398487,-1.0396919,-1.0367527,-1.0346355,-1.0349746,-1.0353033,-1.035299,-1.0336681,-1.0338276,-1.0317041,-1.0295845,-1.0294235,-1.0281269,-1.0253557,-1.0245465,-1.028306,-1.0269979,-1.0242185,-1.0238958,-1.022111,-1.0234229,-1.0226062,-1.0211416,-1.0217985,-1.0196772,-1.0200047,-1.0376509,-1.0286455,-1.0242335,-1.0229257,-1.0206389,-1.0186943,-1.0224561,-1.018701,-1.0172367,-1.0147883,-1.0134905,-1.0131683,-1.0144746,-1.0166,-1.0236238,-1.0264037,-1.0257397,-1.0254081,-1.0322516,-1.0314293,-1.035821,-1.0323782,-1.0392373,-1.0462607,-1.042334,-1.0402098,-1.0423236,-1.0420022,-1.0426494,-1.0414954,-1.0414925,-1.0437793,-1.0437767,-1.0424674,-1.041812,-1.0405086,-1.0416539,-1.043775,-1.0494909,-1.0498077
2020-10-01.out.3,5.0,-1.0499714,-1.0564894,-1.0532114,-1.0533746,-1.0567954,-1.0625099,-1.0698548,-1.0642844,-1.064455,-1.0615076,-1.0580761,-1.0590571,-1.0559582,-1.0593998,-1.0595736,-1.0590748,-1.0703357,-1.0799462,-1.0828605,-1.0844725,-1.0923057,-1.087395,-1.0873897,-1.0850981,-1.0823213,-1.081843,-1.0816917,-1.0798957,-1.0751531,-1.0749945,-1.0787595,-1.0771296,-1.0750056,-1.0753416,-1.0723995,-1.0728967,-1.0706183,-1.0678427,-1.062782,-1.0613246,-1.0623199,-1.062149,-1.0659041,-1.0592087,-1.0539928,-1.0504134,-1.0538507,-1.0522193,-1.0505949,-1.0540228,-1.0582644,-1.0569593,-1.0682367,-1.06087,-1.0546572,-1.0512506,-1.0528885,-1.0613733,-1.0587587,-1.0616867,-1.0598844,-1.0634827,-1.057112,-1.0558166,-1.0870081,-1.0696559,-1.0724479,-1.0670406,-1.0686947,-1.0644509,-1.0642686,-1.0670306,-1.0719401,-1.0740667,-1.0875853,-1.1004457,-1.0901384,-1.0961917,-1.091779,-1.0934123,-1.0929295,-1.092768,-1.0901469,-1.0966892,-1.1033614,-1.10612,-1.1023623,-1.1164063,-1.1191581,-1.1122918,-1.1046167,-1.0995606,-1.1077435,-1.1109987,-1.1165402,-1.1101647,-1.1064125,-1.1005448,-1.1025119,-1.1051265,-1.1059432,-1.1056055,-1.1049561,-1.1069152,-1.1219487,-1.1207799,-1.1233751,-1.1191214,-1.1147135,-1.1132443,-1.1108006,-1.1103242,-1.1098363,-1.1083615,-1.1082044,-1.1090217,-1.1194896,-1.1127723,-1.1122804,-1.1148962,-1.1281096,-1.1217287,-1.1731776,-1.1688809,-1.1425971,-1.1285537,-1.1270901,-1.1344394
2020-10-01.out.4,5.0,-1.1233328,-1.1226897,-1.1220454,-1.1195934,-1.1171429,-1.1194363,-1.1202586,-1.1181285,-1.118298,-1.1279392,-1.1238527,-1.1205889,-1.1228627,-1.1213925,-1.1205747,-1.1372534,-1.1238488,-1.1298765,-1.1295408,-1.1257966,-1.1249831,-1.1277581,-1.128729,-1.1249719,-1.1308585,-1.132479,-1.1277378,-1.1239866,-1.1236627,-1.1231752,-1.1422749,-1.15774,-1.1456614,-1.1458347,-1.1479565,-1.1458144,-1.1550942,-1.1580237,-1.1524796,-1.1451328,-1.1461201,-1.143672,-1.1425366,-1.1397642,-1.1365009,-1.134231,-1.1342324,-1.1342351,-1.1352151,-1.137183,-1.1357055,-1.1356956,-1.1394626,-1.1415868,-1.1402703,-1.1404347,-1.1397753,-1.1412424,-1.1381362,-1.1381434,-1.1386391,-1.1448423,-1.1479357,-1.1494032,-1.1464553,-1.1438398,-1.1423827,-1.1476068,-1.1497239,-1.1537988,-1.1528115,-1.1511765,-1.1562323,-1.159819,-1.1620954,-1.160291,-1.1630649,-1.1604481,-1.157674,-1.1571812,-1.1576726,-1.1663168,-1.1710413,-1.1697221,-1.1664618,-1.1627113,-1.158307,-1.1579892,-1.1565219,-1.159797,-1.1576714,-1.1599483,-1.1632094,-1.1749629,-1.1827912,-1.1813002,-1.1757382,-1.1765506,-1.1832524,-1.1866577,-1.179792,-1.1797998,-1.1786552,-1.1745835,-1.1871725,-1.1895981,-1.1876312,-1.1864771,-1.1861555,-1.1884356,-1.1910441,-1.1885919,-1.1892445,-1.1866316,-1.1854918,-1.1871273,-1.1854915,-1.1903887,-1.1890741,-1.190705,-1.1889044,-1.192989,-1.1911966,-1.1903831,-1.1943006,-1.1928292,-1.1915173,-1.1951105
2020-10-01.out.5,5.0,-1.1897129,-1.192332,-1.2016409,-1.1946192,-1.1955975,-1.197065,-1.1993393,-1.1954213,-1.1970626,-1.1950924,-1.1939511,-1.1918342,-1.1906973,-1.1903705,-1.1916727,-1.191352,-1.1946177,-1.1903734,-1.189396,-1.1894001,-1.1869523,-1.188421,-1.1858113,-1.1846727,-1.184024,-1.1956072,-1.193642,-1.1885852,-1.1889247,-1.1838636,-1.1810921,-1.193011,-1.1858234,-1.1871317,-1.1897387,-1.192996,-1.1982145,-1.1923296,-1.1864525,-1.1872994,-1.1864861,-1.184199,-1.1835537,-1.1881226,-1.1915434,-1.1936509,-1.1977405,-1.2124117,-1.1981833,-1.1926395,-1.1923282,-1.2001584,-1.1980303,-1.1942844,-1.1986795,-1.1999933,-1.1944483,-1.1903749,-1.1890686,-1.1867926,-1.1877714,-1.186796,-1.1835298,-1.181414,-1.1858316,-1.1833811,-1.1832131,-1.183377,-1.1855041,-1.1861482,-1.1846795,-1.1851752,-1.1910368,-1.2024544,-1.2016245,-1.1993379,-1.1967247,-1.1965625,-1.2039157,-1.2037334,-1.2006292,-1.203406,-1.198179,-1.1993296,-1.2024329,-1.1985173,-1.2003061,-1.2012806,-1.2025813,-1.2042101,-1.2086095,-1.2097464,-1.2087622,-1.2010848,-1.2002867,-1.2012665,-1.2024133,-1.2040462,-1.2037255,-1.2012735,-1.2166287,-1.2166094,-1.2110576,-1.240086,-1.2290002,-1.2312772,-1.2338891,-1.239742,-1.2522632,-1.2765378,-1.2539738,-1.2473083,-1.2517467,-1.2354255,-1.2324984,-1.2326676,-1.2315307,-1.2282708,-1.2353044,-1.2437802,-1.2357735,-1.2292511,-1.2307155,-1.2295745,-1.233338,-1.2395327,-1.2486642,-1.2462026
2020-10-01.out.6,5.0,-1.2439107,-1.2455452,-1.2461861,-1.2404719,-1.2378743,-1.2365718,-1.238538,-1.2422986,-1.2403383,-1.2367444,-1.237234,-1.2328319,-1.2334884,-1.2315333,-1.2303947,-1.2266426,-1.2271366,-1.2370922,-1.2323553,-1.2362801,-1.2396913,-1.2354472,-1.2289222,-1.2259897,-1.225998,-1.2248582,-1.2227407,-1.2209428,-1.2333559,-1.2305724,-1.2328566,-1.2287733,-1.2317122,-1.2315486,-1.2464192,-1.2622188,-1.2662723,-1.2500904,-1.2432489,-1.2362443,-1.2365803,-1.2341342,-1.2364287,-1.2365914,-1.239029,-1.2338161,-1.2339824,-1.233005,-1.231538,-1.2317028,-1.2286012,-1.2269739,-1.2287788,-1.2286428,-1.2261618,-1.2225745,-1.2282969,-1.229437,-1.2242056,-1.2271489,-1.2286205,-1.22878,-1.2273098,-1.2268253,-1.2354871,-1.233681,-1.2320404,-1.2308934,-1.2297521,-1.2279624,-1.22682,-1.225029,-1.2268282,-1.2284535,-1.2260052,-1.2271532,-1.2264975,-1.2240529,-1.2252011,-1.2281389,-1.228301,-1.2269964,-1.2248719,-1.2234015,-1.2220964,-1.2186729,-1.2190115,-1.2198291,-1.217383,-1.2182033,-1.2229348,-1.2199959,-1.2190156,-1.2173842,-1.2177107,-1.2216273,-1.2186843,-1.2173803,-1.2141205,-1.2134747,-1.2128265,-1.214134,-1.2136467,-1.2134831,-1.2129915,-1.212339,-1.2154502,-1.2174023,-1.2157656,-1.213479,-1.2121756,-1.2118476,-1.2142979,-1.2126701,-1.2110385,-1.2222977,-1.2222837,-1.2180358,-1.2164073,-1.2159198,-1.2219601,-1.2226158,-1.2211427,-1.2160796,-1.2141275,-1.2129915,-1.2156059,-1.2160987
2020-10-01.out.7,5.0,-1.2160905,-1.238769,-1.2487114,-1.2361107,-1.2290966,-1.231711,-1.2230673,-1.2229157,-1.2229172,-1.2206279,-1.2167125,-1.2149284,-1.2167319,-1.2168955,-1.2173839,-1.2284866,-1.2266836,-1.2227639,-1.2181963,-1.220655,-1.2260279,-1.2274805,-1.2279776,-1.2227603,-1.22048,-1.2204805,-1.2208007,-1.2201598,-1.219667,-1.2190156,-1.2204846,-1.2245636,-1.2261932,-1.2327123,-1.2317168,-1.2344805,-1.244767,-1.244424,-1.2426292,-1.2422962,-1.2476771,-1.2450575,-1.2470328,-1.2450613,-1.2391864,-1.2346211,-1.2408311,-1.2497779,-1.2554815,-1.2561314,-1.2561244,-1.2557993,-1.255147,-1.2618318,-1.2663857,-1.2655748,-1.2614923,-1.257893,-1.2562616,-1.2569282,-1.2538211,-1.2566031,-1.253009,-1.2490936,-1.2522078,-1.249592,-1.246664,-1.246342,-1.2442302,-1.2457018,-1.2435779,-1.2419508,-1.2450572,-1.2429333,-1.2427726,-1.2427697,-1.2424422,-1.2419561,-1.2439148,-1.2417966,-1.2395139,-1.2378808,-1.2362525,-1.2385464,-1.2370745,-1.2328329,-1.2307155,-1.2297483,-1.2302423,-1.2302449,-1.2289342,-1.2274652,-1.2273086,-1.229762,-1.2300851,-1.2287774,-1.2268223,-1.2248688,-1.2247095,-1.2279805,-1.22602,-1.225037,-1.2243847,-1.2239001,-1.2235753,-1.2227589,-1.2225892,-1.222923,-1.2211287,-1.2204807,-1.2222757,-1.2227598,-1.2224355,-1.2219439,-1.2217844,-1.2217841,-1.2209648,-1.2199848,-1.2196629,-1.2191754,-1.2160764,-1.2154352,-1.2126594,-1.2121707,-1.2103871,-1.2102262,-1.208428,-1.2085933
2020-10-01.out.8,5.0,-1.206966,-1.206645,-1.2055055,-1.2037105,-1.2029023,-1.2029049,-1.1994759,-1.1980219,-1.1931308,-1.1862833,-1.1861335,-1.1866292,-1.1869598,-1.1863077,-1.1874548,-1.1868025,-1.1846841,-1.1851754,-1.1827267,-1.1788236,-1.1786639,-1.1734396,-1.1719788,-1.1711735,-1.1690507,-1.1680818,-1.1666143,-1.1640082,-1.1583133,-1.157019,-1.1580008,-1.1579986,-1.1535938,-1.1549016,-1.148865,-1.1478999,-1.1417192,-1.1374832,-1.1369913,-1.133416,-1.1344103,-1.134413,-1.1345815,-1.1332735,-1.1342532,-1.1309936,-1.1327884,-1.132626,-1.1316534,-1.1316515,-1.1283904,-1.1236589,-1.1252999,-1.1244859,-1.1264494,-1.1262814,-1.1264497,-1.1189467,-1.1158536,-1.1156938,-1.1122698,-1.1116313,-1.1116325,-1.1121267,-1.1116368,-1.1144119,-1.1162072,-1.1157114,-1.1145714,-1.1109828,-1.1096879,-1.103977,-1.1013837,-1.1013864,-1.1000824,-1.0979626,-1.0971532,-1.1004228,-1.0986217,-1.0960173,-1.0950428,-1.0943902,-1.0930933,-1.0881982,-1.0882023,-1.0877124,-1.0826473,-1.0803716,-1.0828303,-1.0816859,-1.0787624,-1.080402,-1.077469,-1.0777974,-1.0764998,-1.0766631,-1.0784564,-1.0758441,-1.076508,-1.0745445,-1.071615,-1.0722717,-1.0742306,-1.0752111,-1.0708029,-1.0693366,-1.070975,-1.0712999,-1.0713066,-1.069835,-1.0690229,-1.0699998,-1.0685308,-1.068534,-1.0688632,-1.0678788,-1.0670635,-1.06723,-1.0662515,-1.0636424,-1.0641457,-1.0639859,-1.0617005,-1.0612074,-1.0612142,-1.0599067,-1.0603937,-1.0604024
2020-10-01.out.9,5.0,-1.0605692,-1.061052,-1.0621901,-1.0621901,-1.0625152,-1.0621889,-1.0605592,-1.0617031,-1.0607287,-1.0608906,-1.0602385,-1.0589293,-1.0582779,-1.0569769,-1.0568174,-1.0540436,-1.0535578,-1.053559,-1.054381,-1.0538952,-1.0537299,-1.0503047,-1.0506374,-1.0504724,-1.0509722,-1.0491789,-1.0485215,-1.0480342,-1.0475487,-1.0475502,-1.0455896,-1.0464128,-1.0462419,-1.0465737,-1.0452744,-1.0429919,-1.0421781,-1.0413605,-1.0402205,-1.0407092,-1.0395723,-1.0403855,-1.04088,-1.0394159,-1.0379479,-1.037784,-1.0366445,-1.0369676,-1.0351757,-1.0351769,-1.0366481,-1.0369758,-1.0355044,-1.03452,-1.0343605,-1.0335482,-1.033387,-1.033228,-1.032739,-1.0342075,-1.0350239,-1.0368093,-1.0384407,-1.0363238,-1.0350201,-1.0325694,-1.0322504,-1.0312715,-1.0312713,-1.0320903,-1.0309479,-1.0301356,-1.0299746,-1.0291596,-1.0285073,-1.0276916,-1.0247629,-1.0249308,-1.0249274,-1.0304742,-1.03748,-1.0364915,-1.0351878,-1.0340437,-1.0327356,-1.0319267,-1.0304589,-1.0275229,-1.0263829,-1.0252472,-1.024271,-1.023624,-1.0229746,-1.0213473,-1.0216736,-1.0211861,-1.0200446,-1.0198836,-1.0193938,-1.019066,-1.0185785,-1.0143345,-1.0118908,-1.0161421,-1.015491,-1.0150049,-1.0132102,-1.012074,-1.0099556,-1.0091392,-1.0068526,-1.0055571,-1.0058933,-1.0065468,-1.0034387,-0.9993636,-0.9967672,-0.9964494,-0.9975933,-0.9980805,-0.9992331,-0.9976003,-0.9982497,-0.9995565,-0.9989054,-0.9974364,-0.996133,-0.9954814
