,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127
2020-07-27.out.0,8.0,2.7858686,2.7669113,2.9628033,3.1713336,2.9564842,2.9248888,2.8680169,3.1776527,3.588394,3.4746503,3.3861829,3.392502,3.3672256,3.1397381,3.0449516,2.8932933,2.7037203,2.6026148,2.5015092,2.3308936,2.1918734,1.9959814,1.9201522,1.970705,1.8822376,1.8253657,1.7874512,1.7053029,1.7368984,1.6863456,1.5662827,1.522049,1.3956671,1.4209435,1.4272626,1.326157,1.1492223,1.0923504,1.0607549,1.0733931,1.003883,0.9659684,0.934373,0.934373,1.0165212,1.0228403,1.0417976,1.1239459,1.0860313,1.1239459,1.3514334,1.3008806,1.2503278,1.2503278,1.2060942,1.1492223,1.1365841,1.0544358,1.003883,1.0544358,1.067074,1.0544358,1.1049886,1.0354785,1.0354785,0.9722875,0.9090966,0.9659684,0.8901393,0.9154157,0.8395865,0.8964584,0.871182,0.8143101,0.7890337,0.8206292,0.6689708,0.5868226,0.6436945,0.6373754,0.4983552,0.485717,0.4730788,0.5046743,0.5173125,0.6057799,0.6436945,0.6373754,0.6373754,0.6310563,0.7321618,0.7511191,0.8016719,0.7890337,0.8459056,0.8395865,0.8143101,0.8016719,0.8395865,0.9217348,0.9406921,1.0291594,0.9154157,0.9975639,1.1049886,1.8253657,2.0718106,1.9896623,2.0718106,2.229788,2.5015092,2.1539588,2.2108307,2.3688082,2.2361071,2.1792352,2.2866599,2.166597,2.2613835,2.2992981,2.0275769,2.0907678,1.9959814,1.9517477,1.8000894,1.6863456,1.58524,1.5726018
2020-07-27.out.1,8.0,1.0354785,0.9722875,0.9090966,0.9659684,0.8901393,0.9154157,0.8395865,0.8964584,0.871182,0.8143101,0.7890337,0.8206292,0.6689708,0.5868226,0.6436945,0.6373754,0.4983552,0.485717,0.4730788,0.5046743,0.5173125,0.6057799,0.6436945,0.6373754,0.6373754,0.6310563,0.7321618,0.7511191,0.8016719,0.7890337,0.8459056,0.8395865,0.8143101,0.8016719,0.8395865,0.9217348,0.9406921,1.0291594,0.9154157,0.9975639,1.1049886,1.8253657,2.0718106,1.9896623,2.0718106,2.229788,2.5015092,2.1539588,2.2108307,2.3688082,2.2361071,2.1792352,2.2866599,2.166597,2.2613835,2.2992981,2.0275769,2.0907678,1.9959814,1.9517477,1.8000894,1.6863456,1.58524,1.5726018,1.4841345,1.452539,1.3703907,1.2692851,1.2124133,1.130265,1.0354785,1.0607549,0.9027775,0.9027775,0.8964584,0.8459056,0.9596493,0.9659684,0.8964584,0.9090966,0.9090966,0.9596493,0.9659684,0.9217348,0.9849257,1.0923504,0.9659684,0.9217348,0.9470112,0.9912448,0.9912448,0.9533302,0.934373,0.9090966,0.9090966,0.8775011,0.871182,0.807991,0.8522247,0.7700764,0.807991,0.6752899,0.5931417,0.6373754,0.7384809,0.6436945,0.6563327,0.6436945,0.6247372,0.6057799,0.6626517,0.7195236,0.5615462,0.6057799,0.6184181,0.5741844,0.5425889,0.5173125,0.5868226,0.5299507,0.4920361,0.5173125,0.4983552,0.5236316,0.5425889,0.5425889,0.5931417,0.5425889
2020-07-27.out.2,8.0,0.5805035,0.6500136,0.6184181,0.7068854,0.7068854,0.7574382,0.8016719,0.8206292,0.7890337,0.7574382,0.9154157,0.8648629,1.2060942,1.3008806,1.2819233,1.2692851,1.2440087,1.3703907,1.2313706,1.2313706,1.2566469,1.2376896,1.067074,1.0354785,1.067074,1.0481167,1.0354785,1.067074,1.1681796,1.1113077,1.0228403,1.0986695,1.1049886,1.0481167,1.0797122,1.0481167,1.0481167,0.9786066,1.003883,1.0228403,0.9912448,0.9786066,0.9280539,0.8522247,0.8585438,0.9027775,0.8775011,0.8016719,0.7574382,0.8016719,0.8269483,0.7827146,0.7700764,0.8838202,0.9533302,1.0923504,1.1113077,1.1555414,1.2060942,1.1871369,1.2250515,1.2503278,1.3008806,1.3135188,1.3198379,1.2124133,1.2376896,1.1555414,1.1113077,1.0291594,1.0165212,0.9849257,1.0417976,1.1113077,1.0860313,1.0797122,1.130265,1.1239459,1.1239459,1.0733931,1.1113077,1.0860313,1.0607549,1.0228403,0.9406921,0.9849257,0.9849257,1.0228403,1.067074,1.0102021,0.9786066,0.9786066,0.9912448,0.9596493,1.0354785,1.003883,1.0544358,1.0165212,0.9849257,0.9786066,1.0165212,0.9470112,0.8964584,0.9154157,0.934373,0.8648629,0.8206292,0.7953528,0.7448,0.7321618,0.7321618,0.7384809,0.7068854,0.7511191,0.8459056,0.8332674,0.8332674,0.8143101,0.9154157,0.8585438,0.7637573,0.7448,0.8459056,0.8332674,0.8459056,0.8332674,0.7953528,0.7763955
2020-07-27.out.3,8.0,0.7511191,0.7321618,0.6626517,0.7195236,0.6626517,0.6184181,0.6247372,0.5931417,0.6310563,0.6247372,0.6689708,0.7384809,0.8206292,0.8648629,0.8459056,0.8901393,0.8332674,0.8143101,0.8522247,0.8332674,0.7953528,0.8395865,0.8522247,0.8206292,0.871182,0.8206292,0.7763955,0.7700764,0.7132045,0.7258427,0.8522247,0.7953528,0.8459056,0.8143101,0.7637573,0.7511191,0.7068854,0.7321618,0.681609,0.7132045,0.7763955,0.7448,0.7258427,0.7258427,0.807991,0.7511191,0.8901393,0.7574382,0.7195236,0.8269483,0.7953528,0.7827146,0.7448,0.7448,0.681609,0.7132045,0.7448,0.7321618,0.7258427,0.7890337,0.6942472,0.7321618,0.7890337,0.7700764,0.7827146,0.8016719,0.8395865,0.7953528,0.8332674,0.7574382,0.8016719,0.7321618,0.7068854,0.7384809,0.681609,0.6247372,0.6563327,0.7068854,0.681609,0.7068854,0.7132045,0.7384809,0.6942472,0.6626517,0.7068854,0.7258427,0.7258427,0.7321618,0.7827146,0.7321618,0.7763955,0.7890337,0.7637573,0.7321618,0.7574382,0.7195236,0.7132045,0.7827146,0.7637573,0.7763955,0.7637573,0.7258427,0.7511191,0.7068854,0.6689708,0.6626517,0.6942472,0.7068854,0.7068854,0.6626517,0.6310563,0.6436945,0.6626517,0.6436945,0.6184181,0.7258427,0.6689708,0.6500136,0.6373754,0.6310563,0.6689708,0.5994608,0.6310563,0.6184181,0.6373754,0.7511191,0.6563327,0.681609
2020-07-27.out.4,8.0,0.6310563,0.6500136,0.681609,0.681609,0.5931417,0.6500136,0.5994608,0.5994608,0.5994608,0.6057799,0.5868226,0.5994608,0.6057799,0.5552271,0.5741844,0.5868226,0.5994608,0.6436945,0.5805035,0.5425889,0.612099,0.5362698,0.5868226,0.5931417,0.5741844,0.6310563,0.5678653,0.5868226,0.5805035,0.5994608,0.6310563,0.5678653,0.6184181,0.6184181,0.5994608,0.6500136,0.6373754,0.6436945,0.6373754,0.6500136,0.6436945,0.7068854,0.7005663,0.6942472,0.6879281,0.7258427,0.7195236,0.7005663,0.6942472,0.6879281,0.6752899,0.7068854,0.7195236,0.6942472,0.6689708,0.6689708,0.6879281,0.7763955,0.8395865,0.8648629,0.8838202,0.8522247,0.871182,0.8585438,0.8395865,0.7763955,0.8648629,0.7953528,0.7890337,0.8016719,0.7890337,0.807991,0.7195236,0.7132045,0.7384809,0.7132045,0.7384809,0.7953528,0.807991,0.8016719,0.8332674,0.8459056,0.8143101,0.7448,0.7827146,0.7763955,0.7195236,0.6879281,0.6689708,0.6563327,0.6310563,0.6563327,0.6752899,0.6184181,0.7384809,0.7574382,0.6879281,0.681609,0.6942472,0.7890337,0.8016719,0.8522247,0.9406921,1.0291594,0.9912448,0.934373,0.8964584,0.9090966,1.0417976,1.0481167,0.9849257,0.9722875,0.9406921,0.9154157,0.8585438,0.8901393,0.8648629,1.0165212,1.0228403,1.0165212,0.9217348,0.9596493,1.003883,0.934373,0.9406921,0.9912448,0.9406921,1.0165212
2020-07-27.out.5,8.0,1.2060942,1.0102021,1.130265,1.1681796,1.1365841,1.3135188,1.3451143,1.4019862,1.326157,1.3135188,1.3071997,1.2945615,1.2819233,1.3640716,1.326157,1.2819233,1.4019862,1.6168355,1.5346872,1.3514334,1.3514334,1.2945615,1.262966,1.1808178,1.2124133,1.193456,1.1555414,1.0607549,1.130265,1.1997751,1.1176268,0.9912448,0.8395865,0.7005663,0.934373,1.0165212,0.9470112,1.262966,1.0165212,1.1239459,1.4714963,1.3324761,1.2503278,1.2756042,1.3387952,1.2124133,1.2819233,1.5473254,1.4335817,1.2187324,1.1744987,1.130265,1.0544358,0.9217348,0.9533302,1.1239459,1.0860313,0.8395865,0.5805035,0.6500136,0.5236316,0.5109934,0.4730788,0.3656542,0.5868226,0.6057799,0.9027775,0.8206292,0.6752899,0.6247372,0.485717,0.5425889,0.5362698,0.5109934,0.548908,0.6626517,0.6689708,0.681609,0.681609,0.6563327,0.681609,0.681609,0.6247372,0.6626517,0.5805035,0.5173125,0.485717,0.4035687,0.3403778,0.2708677,0.2139958,0.3024632,0.0433802,0.163443,0.2329531,0.3593351,0.4667597,0.4478024,0.4414833,0.422526,0.4793979,0.4541215,0.5236316,0.5236316,0.5299507,0.5109934,0.4793979,0.4667597,0.4541215,0.4414833,0.4604406,0.4541215,0.4162069,0.4604406,0.4667597,0.485717,0.4541215,0.4730788,0.485717,0.4478024,0.485717,0.4920361,0.4667597,0.4604406,0.5362698,0.4983552,0.5931417,0.5109934
2020-07-27.out.6,8.0,0.485717,0.4730788,0.4288451,0.4414833,0.4478024,0.3719733,0.4793979,0.5299507,0.548908,0.5109934,0.4730788,0.4983552,0.4793979,0.4793979,0.4920361,0.4667597,0.5362698,0.485717,0.5173125,0.5615462,0.5805035,0.5299507,0.5236316,0.4478024,0.4414833,0.3656542,0.3593351,0.3403778,0.3466969,0.3403778,0.2961441,0.3340587,0.1508048,0.2329531,0.4098878,0.4793979,0.1444857,0.2835059,-0.0071726,-0.5885296,-0.8918463,-0.3736803,0.0686566,0.2708677,0.3340587,0.612099,0.5994608,0.6563327,0.681609,0.6563327,0.6626517,0.5805035,0.6563327,0.6563327,0.7700764,0.8269483,0.8775011,0.9217348,0.8143101,0.7827146,0.7132045,0.8143101,0.8459056,0.8143101,0.8648629,1.0102021,1.1871369,1.2566469,1.1744987,1.193456,1.1365841,1.1049886,1.0733931,0.9533302,0.9722875,0.9406921,1.0544358,1.1492223,1.1618605,0.7574382,0.7700764,0.289825,0.0244229,0.2519104,0.6184181,0.4098878,-0.0450872,0.0560184,0.0812948,0.1255284,0.3846114,0.5046743,0.5109934,0.3466969,0.1887194,0.1508048,0.2455913,0.2013576,0.1192093,0.0117847,-0.1019591,-0.1525119,-0.2472983,-0.5758914,-0.6201251,-1.1572484,-2.0482412,-5.3910439,-6.9013083,-8.8349522,-15.8428317,-13.0118758,-16.0703192,-15.3436229,-16.5695279,-16.9865884,-16.9297165,-15.3562611,-14.9771153,-14.31361,-12.569539,-8.1967233,-4.9107925,-4.6074758,-2.6043218,-1.4732033,-1.6059044,-0.9423991
2020-07-27.out.7,8.0,0.3719733,1.1618605,1.5410063,2.3877654,4.1191982,4.1002409,4.492025,4.6247261,4.4035576,-1.8649874,-4.3357546,-5.6058932,-5.4163203,-6.6169489,-6.2251648,-6.4716096,-5.4668731,-4.7338578,-5.915529,-6.5411197,-5.97872,-7.4131552,-8.2346379,-9.3973519,-8.2725525,-4.7780914,-6.2567603,-6.9960948,-6.81916,-5.9534436,-3.0592968,1.4272626,4.6752788,2.0086196,1.4778154,3.3356301,2.7858686,1.9580668,-1.6880526,-1.2078012,-4.2409681,-4.165139,-4.942388,-5.1761946,-3.135126,-2.3957916,-4.7149005,-5.3910439,-3.6785684,-4.0134806,-3.5079528,-3.1667215,-3.1414451,-2.9455531,-2.6991083,-2.4716207,-0.9676755,-0.0893209,1.2819233,1.8190466,1.9138331,2.7037203,3.8285197,5.8885456,5.9390984,6.2297769,5.7052918,5.7432064,4.6942361,0.9722875,-0.5316577,-1.3278641,-1.391055,-1.1256529,-0.0387681,1.2692851,1.1871369,1.6041973,1.5789209,1.2945615,1.193456,1.1997751,0.681609,0.9470112,-0.9044845,-0.6454015,-0.4621477,-1.1825248,-1.1888439,-0.613806,1.5726018,0.9470112,2.4825519,3.1776527,2.1476397,3.2724391,3.2850773,2.3119363,2.5773384,-0.4305522,0.030742,-1.1256529,-0.8918463,-1.3468213,-1.650138,-1.068781,-1.1256529,-1.1635675,0.2455913,1.4083053,3.5378412,4.555216,3.8158815,3.2534818,2.5078283,1.7811321,0.4604406,-1.6754144,0.1571239,0.6310563,1.9580668,0.4414833,0.1444857,0.7448,0.9912448,-0.550615,-2.1430277,-1.6880526
2020-07-27.out.8,8.0,0.5046743,1.522049,1.8127275,2.1855543,2.2613835,2.0907678,1.9454286,1.9454286,1.5978782,1.4209435,-0.2788938,-0.7338689,-1.0877383,-1.2393967,-1.3405022,-1.258354,-1.3784168,-1.9408165,-2.1367086,-2.1303895,-1.650138,-1.3089068,-1.2141203,-0.872889,-0.9234418,-0.6264442,-0.6517206,-0.6011678,-0.5569341,0.5173125,0.2771868,-0.0703636,-0.0577254,0.2835059,0.3782923,0.681609,1.3514334,2.0086196,2.2740217,2.3245745,2.7353158,2.3688082,2.1855543,2.5078283,2.6974012,2.9185697,2.8806551,2.7732304,2.166597,1.3198379,0.8901393,0.6563327,0.3340587,0.030742,0.0876139,-0.0830018,-0.3104893,-0.3231275,-0.0008535,-0.0830018,-0.1209164,-0.1904265,-0.2472983,-0.2788938,-0.6011678,-1.4605651,-1.1825248,-1.1572484,-1.2709922,-0.9676755,-0.809698,-0.4305522,-0.3168084,0.0054656,-0.3989567,-0.8792081,-0.5758914,0.0749757,0.8206292,0.7890337,1.4146244,0.8901393,0.100252,-0.291532,-0.7907407,-0.809698,-0.3926376,-0.2599365,-0.1398737,-0.0008535,0.3909305,0.9596493,0.9280539,0.8964584,0.871182,1.0544358,1.2124133,1.262966,0.9849257,0.9722875,1.1492223,1.1239459,1.0354785,1.1429032,1.2060942,1.1555414,1.1365841,1.1492223,1.0481167,1.0291594,0.8143101,0.5362698,0.4604406,0.100252,-0.3926376,-0.5379768,-0.5948487,-0.5442959,-0.8286553,-0.5316577,-0.1082782,0.6436945,0.2835059,0.6247372,0.4414833,0.6563327,0.5425889,0.289825
2020-07-27.out.9,8.0,0.1824003,-0.032449,-0.1209164,-0.1019591,-0.2346601,-0.032449,-0.1082782,-0.1398737,-0.3294466,-0.6011678,-0.7022734,-0.8602508,-1.1130147,-1.2078012,-1.3973741,-2.1114322,-1.2899495,-1.0498237,-0.3736803,0.0054656,0.6057799,0.6689708,0.4730788,0.5236316,0.8648629,0.4983552,0.2835059,0.2708677,0.0560184,-0.1019591,0.0686566,0.0496993,-0.1209164,0.3782923,0.4604406,0.4288451,0.4098878,0.5362698,0.7574382,0.6373754,0.5805035,0.8648629,0.7700764,0.2771868,-0.4621477,-0.3926376,-0.354723,0.3846114,0.2961441,0.1128902,0.4730788,0.5994608,0.5678653,0.6247372,0.6310563,0.8901393,0.9280539,1.0986695,1.003883,0.9280539,0.7574382,0.5425889,0.3024632,0.1508048,-0.0071726,0.1444857,0.2835059,0.7511191,0.7321618,0.7763955,0.9849257,0.871182,0.7637573,0.6310563,0.422526,0.3151014,0.2392722,0.2645486,0.6310563,0.7448,0.7827146,0.7890337,0.7448,0.7763955,0.8585438,0.8522247,0.8964584,0.8648629,1.0797122,1.003883,1.2376896,1.1871369,1.1176268,1.0544358,1.1618605,1.003883,1.0986695,1.130265,1.1176268,1.0733931,1.0354785,1.130265,1.0228403,0.9596493,0.934373,0.934373,0.9406921,1.0607549,0.934373,0.9722875,0.934373,0.9659684,0.9280539,0.9470112,0.9217348,0.9090966,0.9154157,0.8206292,0.7890337,0.7132045,0.6500136,0.6057799,0.7321618,0.7258427,0.6500136,0.7511191,0.7511191,0.6500136
