,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127
2020-09-01.out.0,11.0,-3.4323288,-3.7390206,-4.1070508,-3.9268694,-3.5013345,-3.4246615,-3.4553307,-3.2138109,-3.2943175,-2.9377883,-2.799777,-3.2138109,-2.8419471,-2.6771003,-4.1607218,-5.6558443,-6.1503848,-5.8091902,-5.3031488,-5.1076327,-5.2724796,-5.4679956,-5.778521,-5.8935305,-5.5255003,-5.3721544,-4.6475951,-3.4936672,-3.2598147,-3.658514,-4.3255687,-4.8891148,-4.6897652,-2.8227789,-1.5768435,-1.6726847,-1.7378567,-1.952541,-2.7039358,-3.5128354,-3.8080263,-3.788858,-3.1639735,-2.3704085,-2.6655994,-3.539671,-4.1798901,-4.46358,-5.2609786,-5.0194589,-4.7856064,-4.6897652,-4.9581205,-5.257145,-5.4449937,-5.2034739,-5.2916478,-5.7555192,-6.0660446,-6.0200408,-6.0583773,-5.8858632,-5.594506,-5.2954815,-5.3683208,-5.713349,-5.6443434,-5.4679956,-5.4871638,-6.1005474,-5.4296591,-5.6328424,-5.8245248,-5.7938556,-5.8360258,-5.9510352,-5.855194,-5.4986648,-4.9926233,-6.0967138,-5.9165323,-5.3759881,-3.7773571,-4.4482454,-5.2916478,-5.1191337,-4.8891148,-3.9230357,-3.6853496,-3.3633232,-3.2483138,-2.9722912,-3.060465,-2.9262874,-2.3627412,-2.7959434,-3.4323288,-3.658514,-4.1108844,-3.9575385,-3.4591644,-2.5237544,-1.9180381,-2.2822346,-2.0292139,-2.3819095,-1.8605334,-2.0982196,-2.9492893,-2.9531229,-2.1978944,-1.952541,-2.7116031,-2.5927601,-2.213229,-1.6880193,-2.0445485,-2.2362309,-1.5270061,-1.0209646,-0.35391,-0.3232408,-1.1359741,-1.9142045,-2.1633916,-2.4432478,-2.3205711,-2.3090702
2020-09-01.out.1,11.0,-5.3683208,-5.713349,-5.6443434,-5.4679956,-5.4871638,-6.1005474,-5.4296591,-5.6328424,-5.8245248,-5.7938556,-5.8360258,-5.9510352,-5.855194,-5.4986648,-4.9926233,-6.0967138,-5.9165323,-5.3759881,-3.7773571,-4.4482454,-5.2916478,-5.1191337,-4.8891148,-3.9230357,-3.6853496,-3.3633232,-3.2483138,-2.9722912,-3.060465,-2.9262874,-2.3627412,-2.7959434,-3.4323288,-3.658514,-4.1108844,-3.9575385,-3.4591644,-2.5237544,-1.9180381,-2.2822346,-2.0292139,-2.3819095,-1.8605334,-2.0982196,-2.9492893,-2.9531229,-2.1978944,-1.952541,-2.7116031,-2.5927601,-2.213229,-1.6880193,-2.0445485,-2.2362309,-1.5270061,-1.0209646,-0.35391,-0.3232408,-1.1359741,-1.9142045,-2.1633916,-2.4432478,-2.3205711,-2.3090702,-2.3129038,-1.810696,-1.8336979,-1.8835353,-1.6228473,-2.4164123,-2.082885,-2.017713,-1.8528661,-1.8835353,-1.419664,-1.61518,-1.8988699,-2.0445485,-2.0598831,-1.8375315,-1.8912026,-2.082885,-2.4125786,-2.2937356,-1.9947111,-2.0560494,-2.0483821,-2.017713,-2.0905523,-2.0138793,-1.6841856,-1.8375315,-1.9333727,-2.5045862,-2.9876257,-2.9646239,-2.4585824,-2.6157619,-2.5697582,-2.1097205,-1.6650174,-1.408163,-1.603679,-2.1327224,-2.4010777,-2.864949,-2.9607902,-3.0106276,-2.995293,-2.8342798,-2.4125786,-2.4854179,-2.669433,-2.734605,-2.7844424,-2.5659245,-2.539089,-2.6387638,-2.6847676,-2.6962685,-2.7154368,-2.4700833,-2.017713,-2.2553991,-2.0253803,-1.810696,-1.7263558,-1.6650174
2020-09-01.out.2,11.0,-1.6880193,-1.6765183,-1.5308397,-1.5576753,-1.6573501,-1.9793765,-2.5582572,-2.5889264,-2.5467563,-2.6272629,-3.0374632,-3.1793081,-3.1984764,-3.1831418,-2.8189453,-2.8917846,-2.9492893,-3.2138109,-2.9569566,-2.9914594,-2.7537733,-2.734605,-2.7269377,-2.680934,-2.2553991,-2.7614405,-2.8802836,-2.995293,-2.1825598,-1.8720344,-2.2822346,-2.3780758,-1.9717092,-2.1518906,-2.6080947,-1.9640419,-2.1902271,-1.8912026,-1.7723595,-2.5735918,-4.0993835,-4.1530545,-3.462998,-3.2981512,-2.7154368,-2.7767751,-2.8151116,-2.7231041,-2.5965937,-2.6272629,-2.4509151,-2.8304462,-3.1716408,-2.8841173,-2.7039358,-2.5659245,-2.6195956,-2.5544236,-1.9027035,-1.7378567,-1.7071875,-1.5615089,-1.2241479,-1.3506583,-1.5806772,-2.4125786,-2.9032855,-2.7767751,-2.6234292,-2.680934,-2.4892516,-2.941622,-2.7039358,-2.7882761,-2.9569566,-2.6387638,-2.7767751,-2.1442233,-2.1825598,-2.2247299,-2.4969189,-3.0221286,-2.7231041,-3.0489641,-3.1754745,-3.2138109,-3.1141361,-3.1754745,-2.9339547,-2.9799584,-2.8572817,-2.5735918,-2.3857431,-2.3359057,-2.8036107,-2.4355805,-2.1557243,-1.9563746,-1.5155051,-1.6113463,-1.9678755,-2.1518906,-2.3474066,-2.6234292,-2.87645,-2.5084198,-2.9991267,-2.5774255,-2.3895768,-2.7077695,-2.4202459,-2.7039358,-2.8266126,-2.4930852,-2.3665749,-2.8841173,-2.8381135,-2.5735918,-2.5160871,-2.5850928,-2.5122535,-2.4892516,-2.3780758,-2.148057,-2.3397393,-2.5927601,-2.5505899,-2.4624161
2020-09-01.out.3,11.0,-2.3589076,-2.3742422,-2.1825598,-2.1442233,-2.082885,-2.0522158,-2.3474066,-2.6272629,-2.7959434,-2.746106,-2.7614405,-2.7231041,-2.5467563,-2.213229,-2.3167375,-2.4892516,-2.4969189,-2.6119283,-2.7652742,-2.7652742,-2.8381135,-3.0834669,-2.9339547,-3.0873006,-2.6924349,-2.6080947,-2.3550739,-2.343573,-2.213229,-2.2093953,-2.0522158,-2.3397393,-2.4240796,-2.3167375,-2.2055617,-2.1442233,-2.1978944,-2.1902271,-2.213229,-2.2208963,-2.3359057,-2.2860683,-2.3742422,-2.5505899,-2.5659245,-1.9985447,-1.8413652,-1.8566998,-2.2515654,-2.2707337,-2.1442233,-1.9678755,-2.1173878,-2.1595579,-2.2669,-2.2055617,-2.3627412,-2.473917,-2.5007525,-2.7422723,-2.9032855,-2.8994519,-2.7806088,-2.5850928,-2.4700833,-2.278401,-2.136556,-1.7991951,-1.7493576,-1.7301894,-2.1173878,-2.2170626,-1.9103708,-1.7876941,-1.94104,-1.8835353,-2.0330475,-2.1863934,-2.2630664,-2.1978944,-2.2170626,-1.9602082,-1.680352,-1.603679,-1.5998454,-1.7186885,-1.8260306,-2.0905523,-2.4317469,-2.4355805,-2.3359057,-2.3704085,-2.5812591,-2.5659245,-2.4930852,-2.4892516,-2.2285636,-2.1902271,-2.3589076,-2.4202459,-2.1595579,-1.9487073,-1.8912026,-1.7416903,-1.8835353,-1.9103708,-2.0522158,-2.0637167,-2.0637167,-2.2055617,-2.1327224,-1.7110212,-1.8566998,-2.1058868,-2.3205711,-2.3244047,-2.0598831,-1.9142045,-1.6458492,-1.6650174,-1.5615089,-1.8835353,-1.94104,-2.2669,-2.1020532,-2.0675504,-1.9678755,-2.0407148
2020-09-01.out.4,11.0,-1.8068623,-1.7646922,-1.94104,-2.0023784,-2.1212214,-2.0560494,-1.9065372,-2.1135541,-1.9908774,-2.1212214,-1.8720344,-1.5768435,-1.6841856,-1.6496828,-1.5998454,-1.7416903,-1.8260306,-1.9602082,-2.0483821,-2.136556,-2.1020532,-2.0253803,-1.9717092,-1.9448737,-2.006212,-2.201728,-2.1978944,-2.1672252,-2.0522158,-1.8720344,-2.0292139,-2.0330475,-1.8835353,-1.9295391,-1.7915278,-1.668851,-1.7800268,-1.3928284,-1.6496828,-1.9947111,-2.0100457,-2.006212,-2.0253803,-2.0100457,-1.9832101,-1.8988699,-1.7416903,-1.6535165,-1.6918529,-1.6956866,-1.7838605,-1.8260306,-1.5806772,-1.4656677,-1.4043294,-1.3889948,-1.3583256,-1.3966621,-1.5461743,-1.7225221,-1.5845108,-1.6343482,-1.6841856,-1.5116715,-1.4426658,-1.4426658,-1.4388322,-1.3046545,-1.3161555,-1.4925033,-1.3928284,-1.4541668,-1.4618341,-1.4771687,-1.5078379,-1.6190136,-1.6305146,-1.6880193,-1.7723595,-1.7148548,-1.5845108,-1.5883444,-1.6190136,-1.6343482,-1.5768435,-1.7263558,-1.7148548,-1.7876941,-1.875868,-1.8643671,-1.7071875,-1.8490325,-1.9487073,-1.9142045,-1.7800268,-1.4810023,-1.6918529,-1.538507,-1.6343482,-1.6266809,-1.3391574,-1.5078379,-1.6381819,-1.668851,-1.6956866,-1.7071875,-1.7838605,-1.4311649,-1.5346734,-1.550008,-1.3736602,-1.603679,-1.5231724,-1.2854863,-1.3161555,-1.2969872,-1.4580004,-1.538507,-1.7723595,-1.6496828,-1.6458492,-1.7531913,-1.5883444,-1.2701517,-1.2394825,-1.408163,-1.419664,-1.5883444
2020-09-01.out.5,11.0,-1.550008,-1.5270061,-1.4388322,-1.4963369,-1.5806772,-1.4004957,-1.2548171,-1.3774938,-1.5308397,-1.5653426,-1.4503331,-1.4388322,-1.1896451,-1.2318152,-1.3966621,-1.3468247,-1.3851611,-1.2164807,-1.2318152,-1.3123218,-1.3161555,-1.5001706,-1.4656677,-1.538507,-1.5576753,-1.5653426,-1.6496828,-1.8413652,-1.5921781,-1.7570249,-1.7493576,-1.734023,-1.4695014,-1.4695014,-1.6420155,-1.4925033,-1.3928284,-1.5423407,-1.4388322,-1.4771687,-1.3774938,-1.5960117,-1.8835353,-1.6650174,-1.7033539,-1.7800268,-1.8490325,-1.6190136,-1.7608586,-1.6075127,-1.6573501,-1.603679,-1.668851,-1.8528661,-1.668851,-1.4925033,-1.4388322,-1.4695014,-1.2816527,-1.5960117,-1.3084882,-1.4158303,-1.4004957,-1.4886696,-1.5845108,-1.5845108,-1.4503331,-1.3353237,-1.538507,-1.538507,-1.5730099,-1.6113463,-1.5615089,-1.4886696,-1.3391574,-1.4043294,-1.5078379,-1.4695014,-1.4503331,-1.5001706,-1.2969872,-1.1781442,-1.4388322,-1.277819,-1.1206395,-1.0708021,-1.2011461,-1.1436414,-1.2203143,-1.4464995,-1.4503331,-1.3506583,-1.3698265,-1.3391574,-1.3889948,-1.4273313,-1.473335,-1.4388322,-1.3353237,-1.3046545,-1.3161555,-1.2739854,-1.1053049,-1.1321404,-1.2701517,-1.4119967,-1.6535165,-1.6075127,-1.3621593,-1.3698265,-1.603679,-1.3851611,-1.5615089,-1.3583256,-1.4234976,-1.6381819,-1.6496828,-1.61518,-1.4886696,-1.473335,-1.6841856,-1.6918529,-1.6113463,-1.5960117,-1.5653426,-1.6075127,-1.5691762,-1.7033539
2020-09-01.out.6,11.0,-1.7876941,-1.7800268,-1.8566998,-1.7186885,-1.7378567,-1.8643671,-1.5346734,-1.5078379,-1.5270061,-1.5078379,-1.5615089,-1.5001706,-1.4810023,-1.3928284,-1.473335,-1.5270061,-1.419664,-1.3774938,-1.3468247,-1.4311649,-1.4311649,-1.3353237,-1.3736602,-1.3353237,-1.538507,-1.6190136,-1.2241479,-1.1973124,-1.2241479,-1.2241479,-1.2164807,-1.1513086,-1.1359741,-1.0708021,-1.0401329,-1.0708021,-1.0669684,-1.0554675,-1.017131,-0.9902955,-1.1283068,-1.1206395,-1.0631348,-1.0132973,-0.9749609,-1.0094637,-1.0247983,-1.00563,-1.0094637,-1.017131,-0.9596263,-0.9711272,-1.00563,-0.9366244,-1.0094637,-1.0439665,-1.0094637,-0.940458,-0.886787,-0.9059552,-0.9711272,-1.0861366,-0.9979628,-0.9902955,-0.951959,-0.9864618,-1.00563,-0.9174562,-0.9136225,-0.8982879,-0.9749609,-0.9557926,-1.00563,-1.0784693,-1.1896451,-1.1321404,-1.0209646,-1.017131,-1.0209646,-0.9826282,-0.8791197,-0.8906206,-0.9634599,-0.8369496,-0.886787,-0.8676187,-0.9251235,-1.0439665,-1.0094637,-1.0708021,-1.1168058,-1.1551423,-0.9711272,-1.017131,-1.0439665,-1.0247983,-0.8407832,-0.8024467,-0.8446169,-0.8331159,-0.7947794,-0.8407832,-0.8829533,-0.9136225,-0.8561178,-0.9251235,-0.886787,-0.8177813,-0.7717776,-0.8292823,-0.875286,-0.8944543,-0.9174562,-0.7832785,-0.8637851,-1.0094637,-1.00563,-0.951959,-1.0017964,-1.0209646,-0.8599514,-0.7794449,-0.7909458,-0.7909458,-0.7717776,-0.9327907,-0.9174562,-0.7871121
2020-09-01.out.7,11.0,-0.8292823,-0.8906206,-0.9366244,-1.0209646,-1.0861366,-0.9749609,-1.082303,-0.9941291,-1.0439665,-1.0593011,-1.1283068,-1.2471498,-1.7685259,-1.7761932,-1.6381819,-1.5193388,-1.3506583,-1.3621593,-1.1628096,-1.1628096,-1.8030287,-1.6650174,-1.3506583,-1.1819778,-1.0708021,-1.0631348,-1.0401329,-1.3698265,-1.7416903,-1.5768435,-1.4771687,-1.4503331,-1.3583256,-1.0094637,-1.1053049,-1.1819778,-0.951959,-1.0209646,-1.212647,-1.2701517,-1.2433162,-1.1589759,-1.3391574,-1.2548171,-1.1819778,-1.0017964,-1.1091385,-1.1589759,-1.0132973,-0.9711272,-1.1091385,-1.0516338,-1.0401329,-1.0938039,-1.1551423,-1.082303,-1.0132973,-1.0247983,-0.9481253,-0.9787945,-1.0247983,-1.2049797,-1.1743105,-1.0094637,-1.0861366,-1.1053049,-1.1053049,-1.0746357,-1.0899703,-1.1398077,-1.2241479,-1.2164807,-1.0938039,-1.0899703,-1.1321404,-1.0554675,-1.1206395,-1.1819778,-1.2471498,-1.3506583,-1.419664,-1.3276564,-1.3468247,-1.3621593,-1.2663181,-1.1589759,-1.277819,-1.3583256,-1.354492,-1.2394825,-1.2088134,-0.9864618,-0.9672936,-0.9787945,-0.9366244,-0.8561178,-0.9212898,-0.9864618,-0.9557926,-1.017131,-1.0861366,-1.00563,-1.0324656,-1.0976376,-1.1321404,-1.1129722,-1.1283068,-1.0899703,-1.017131,-0.8791197,-0.8982879,-0.940458,-0.9557926,-0.9941291,-0.9672936,-1.1206395,-1.2049797,-1.2049797,-1.1666432,-1.0593011,-0.9672936,-0.8561178,-0.9097889,-0.7372747,-0.8676187,-0.951959,-0.9634599,-1.017131
2020-09-01.out.8,11.0,-0.9902955,-0.9136225,-0.8139477,-0.8522842,-0.8982879,-0.8062804,-0.8407832,-0.7602766,-0.744942,-0.7296074,-0.7756112,-0.7947794,-0.7066056,-0.7411084,-0.691271,-0.6721027,-0.7027719,-0.7871121,-0.8599514,-0.8561178,-0.8369496,-0.810114,-0.821615,-0.8407832,-0.8369496,-0.8024467,-0.7832785,-0.7871121,-0.8369496,-0.8829533,-0.8331159,-0.8139477,-0.7947794,-0.6951046,-0.7679439,-0.7986131,-0.8676187,-0.7756112,-0.7487757,-0.7296074,-0.7487757,-0.7181065,-0.7871121,-0.7679439,-0.7181065,-0.7794449,-0.7832785,-0.7219401,-0.6759364,-0.7602766,-0.756443,-0.8292823,-0.7372747,-0.6874373,-0.8062804,-0.8522842,-0.8446169,-0.7947794,-0.8254486,-0.8292823,-0.7487757,-0.7487757,-0.8139477,-0.7181065,-0.7334411,-0.7142728,-0.7142728,-0.7947794,-1.00563,-0.9366244,-0.7794449,-0.8177813,-0.756443,-0.7794449,-0.8177813,-0.7372747,-0.7947794,-0.8446169,-0.8331159,-0.8024467,-0.7947794,-0.7334411,-0.8522842,-0.7986131,-0.7372747,-0.7909458,-0.8331159,-0.6759364,-0.8637851,-0.7602766,-0.7641103,-0.7717776,-0.8254486,-0.9481253,-0.9327907,-0.7832785,-0.7947794,-0.821615,-0.8522842,-0.8599514,-0.886787,-0.9327907,-0.7756112,-0.8599514,-0.8062804,-0.8254486,-0.7487757,-0.7641103,-0.7832785,-0.7871121,-0.7832785,-0.7181065,-0.7526093,-0.875286,-0.7794449,-0.7909458,-0.7756112,-0.8254486,-0.9366244,-0.7602766,-0.7641103,-0.7027719,-0.614598,-0.6529345,-0.7104392,-0.7871121,-0.7909458,-0.7832785
2020-09-01.out.9,11.0,-0.6222653,-0.6375999,-0.6414335,-0.691271,-0.7372747,-0.6874373,-0.6375999,-0.6414335,-0.6567681,-0.6337663,-0.6836037,-0.5954298,-0.6644354,-0.6491008,-0.7832785,-0.7487757,-0.7219401,-0.6452672,-0.744942,-0.7679439,-0.7142728,-0.7756112,-0.7871121,-0.7756112,-0.7487757,-0.7296074,-0.6606018,-0.7372747,-0.756443,-0.7756112,-0.7602766,-0.7679439,-0.7142728,-0.7679439,-0.6721027,-0.6644354,-0.614598,-0.6759364,-0.7142728,-0.6184317,-0.6491008,-0.7181065,-0.7334411,-0.7219401,-0.7104392,-0.6491008,-0.6337663,-0.6682691,-0.6759364,-0.6375999,-0.6375999,-0.6491008,-0.6491008,-0.691271,-0.7411084,-0.7526093,-0.7372747,-0.7066056,-0.7526093,-0.6874373,-0.6414335,-0.67977,-0.7027719,-0.6644354,-0.6874373,-0.7066056,-0.7296074,-0.6989383,-0.7257738,-0.6491008,-0.6567681,-0.6567681,-0.6414335,-0.6069307,-0.5992634,-0.6644354,-0.691271,-0.67977,-0.7027719,-0.6989383,-0.6414335,-0.6452672,-0.6069307,-0.67977,-0.6529345,-0.626099,-0.5187568,-0.5877625,-0.6030971,-0.5762615,-0.5532597,-0.5570933,-0.549426,-0.5724279,-0.4919213,-0.4765867,-0.4727531,-0.4497512,-0.4727531,-0.5225905,-0.4574185,-0.5034222,-0.4765867,-0.4535848,-0.5570933,-0.4995886,-0.4880876,-0.4765867,-0.4382502,-0.5379251,-0.4305829,-0.4459175,-0.4880876,-0.5110895,-0.4727531,-0.4727531,-0.5379251,-0.4612521,-0.5187568,-0.5187568,-0.4574185,-0.5187568,-0.5187568,-0.4765867,-0.4650858,-0.4650858,-0.4535848,-0.5149232
