,DenoisingAutoEncoder (DAE)
OBSEA/2020-01-02.out,0.1343503251160915
OBSEA/2020-01-03.out,0.2654940382302476
OBSEA/2020-01-04.out,0.3459212030925529
OBSEA/2020-01-05.out,0.1476451560914859
OBSEA/2020-01-06.out,0.3981825743500844
OBSEA/2020-01-07.out,0.6076473122779107
OBSEA/2020-01-08.out,0.4373108756802507
OBSEA/2020-01-09.out,0.4281503099093018
OBSEA/2020-01-10.out,1.0
OBSEA/2020-01-11.out,1.0
OBSEA/2020-01-12.out,1.0
OBSEA/2020-01-13.out,1.0
OBSEA/2020-01-14.out,1.0
OBSEA/2020-01-15.out,1.0
OBSEA/2020-01-16.out,0.9999999999999998
OBSEA/2020-01-17.out,1.0
OBSEA/2020-01-18.out,1.0
OBSEA/2020-01-19.out,1.0
OBSEA/2020-01-20.out,0.8789653651368351
OBSEA/2020-01-21.out,1.0
OBSEA/2020-01-22.out,1.0
OBSEA/2020-02-29.out,0.0391961375130397
OBSEA/2020-03-10.out,0.1285343089083777
OBSEA/2020-03-15.out,0.3996077780051939
OBSEA/2020-03-17.out,0.1647973855473331
OBSEA/2020-03-29.out,0.0856823031099175
OBSEA/2020-04-01.out,0.0768297753219264
OBSEA/2020-04-10.out,0.2941757616656586
OBSEA/2020-04-11.out,0.5850385013073667
OBSEA/2020-04-15.out,0.2953865143770216
OBSEA/2020-04-23.out,0.2804172668171871
OBSEA/2020-04-24.out,0.7600221666894226
OBSEA/2020-05-01.out,0.1524139397714209
OBSEA/2020-05-04.out,0.1017618491034592
OBSEA/2020-05-05.out,0.3147815178117409
OBSEA/2020-05-06.out,0.0409226234777647
OBSEA/2020-05-08.out,0.1654373362220132
OBSEA/2020-05-09.out,0.7864127804862303
OBSEA/2020-05-10.out,0.8872858866804916
OBSEA/2020-05-12.out,0.6359768480167406
OBSEA/2020-05-13.out,0.6271389043905642
OBSEA/2020-05-14.out,0.5380569141323305
OBSEA/2020-05-15.out,0.3684273790151112
OBSEA/2020-05-16.out,0.7662490508132301
OBSEA/2020-05-23.out,0.0335573339269822
OBSEA/2020-05-24.out,0.2480593045415275
OBSEA/2020-05-26.out,0.1044022045245864
OBSEA/2020-05-27.out,0.2235247359395342
OBSEA/2020-05-28.out,0.7384444402361034
OBSEA/2020-05-29.out,0.1738128548461177
OBSEA/2020-05-30.out,0.2513949835317472
OBSEA/2020-05-31.out,0.0054346141251242
OBSEA/2020-06-01.out,0.1757698822466805
OBSEA/2020-06-04.out,0.2266448373006531
OBSEA/2020-06-05.out,0.5314137618691127
OBSEA/2020-06-07.out,0.3993940568635286
OBSEA/2020-06-08.out,0.333250212288759
OBSEA/2020-06-09.out,0.2970522773013126
OBSEA/2020-06-10.out,0.2276640820313409
OBSEA/2020-06-11.out,0.5917281443647384
OBSEA/2020-06-13.out,0.3090408916795917
OBSEA/2020-06-14.out,0.1893075115985177
OBSEA/2020-06-15.out,0.5536463541985014
OBSEA/2020-06-16.out,0.199497180078572
OBSEA/2020-06-17.out,0.4053657130958311
OBSEA/2020-06-18.out,0.2379077541355489
OBSEA/2020-06-19.out,0.5466231428738187
OBSEA/2020-06-20.out,0.6601953792839008
OBSEA/2020-06-21.out,0.562821375852319
OBSEA/2020-06-22.out,0.2209241062030795
OBSEA/2020-06-23.out,0.4075873617350787
OBSEA/2020-06-24.out,0.2437146475785701
OBSEA/2020-06-25.out,0.529901458864232
OBSEA/2020-06-26.out,0.4303271101868736
OBSEA/2020-06-27.out,0.4135229904693369
OBSEA/2020-06-28.out,0.2588396809759612
OBSEA/2020-06-29.out,0.2674193604260378
OBSEA/2020-06-30.out,0.2015119065068952
OBSEA/2020-07-01.out,0.2242223804248905
OBSEA/2020-07-02.out,0.3686808963469634
OBSEA/2020-07-03.out,0.4613162501948236
OBSEA/2020-07-04.out,0.3673017504202527
OBSEA/2020-07-05.out,0.3125328655120001
OBSEA/2020-07-06.out,0.4507426587318722
OBSEA/2020-07-07.out,0.3867813686212886
OBSEA/2020-07-08.out,0.2580236573876155
OBSEA/2020-07-09.out,0.4165465185426979
OBSEA/2020-07-10.out,0.3981775508066756
OBSEA/2020-07-11.out,0.4635795766861469
OBSEA/2020-07-12.out,0.2227342116052552
OBSEA/2020-07-13.out,0.6093463948671785
OBSEA/2020-07-14.out,0.4008638655914781
OBSEA/2020-07-15.out,0.2966657343766038
OBSEA/2020-07-16.out,0.3751643371258177
OBSEA/2020-07-17.out,0.3065012034784936
OBSEA/2020-07-18.out,0.3542579767528673
OBSEA/2020-07-19.out,0.504814651959762
OBSEA/2020-07-20.out,0.2878256513319054
OBSEA/2020-07-21.out,0.0943690309737624
OBSEA/2020-07-24.out,0.0254076706767209
OBSEA/2020-07-25.out,8.115565654926148e-05
OBSEA/2020-07-26.out,0.7736776362219795
OBSEA/2020-07-27.out,0.3127743116498258
OBSEA/2020-07-28.out,0.1394505234596312
OBSEA/2020-08-01.out,0.1268617078640901
OBSEA/2020-08-02.out,0.4669649378295263
OBSEA/2020-08-03.out,0.2206329407653281
OBSEA/2020-08-04.out,0.5919946956272093
OBSEA/2020-08-05.out,0.6760528891869956
OBSEA/2020-08-06.out,0.3745142471068998
OBSEA/2020-08-07.out,0.1802864991628927
OBSEA/2020-08-11.out,0.3126344074732257
OBSEA/2020-08-12.out,0.2829933525797486
OBSEA/2020-08-13.out,0.2612986477191562
OBSEA/2020-08-14.out,0.3803138398851823
OBSEA/2020-08-16.out,0.5004945233194927
OBSEA/2020-08-17.out,0.3580389208857359
OBSEA/2020-08-18.out,0.2127761505113208
OBSEA/2020-08-19.out,0.3193552821283105
OBSEA/2020-08-20.out,0.2752077616388111
OBSEA/2020-08-21.out,0.1933511322290627
OBSEA/2020-08-22.out,0.4132566286758284
OBSEA/2020-08-23.out,0.1647273957927647
OBSEA/2020-08-24.out,0.2281162384129915
OBSEA/2020-08-25.out,0.5882397140874489
OBSEA/2020-08-26.out,0.4564018722556524
OBSEA/2020-08-27.out,0.4171277076815691
OBSEA/2020-08-28.out,0.3161390751457767
OBSEA/2020-08-29.out,0.8468134637164967
OBSEA/2020-08-30.out,0.7516695768974518
OBSEA/2020-08-31.out,0.6536046148910495
OBSEA/2020-09-01.out,0.1917499455037234
OBSEA/2020-09-02.out,0.2194646941496259
OBSEA/2020-09-03.out,0.8259586678616306
OBSEA/2020-09-04.out,0.7238831706137907
OBSEA/2020-09-05.out,0.7749036596108914
OBSEA/2020-09-06.out,0.7263106301580963
OBSEA/2020-09-07.out,0.69758153501767
OBSEA/2020-09-08.out,0.9382898498102747
OBSEA/2020-09-09.out,0.6482257984606399
OBSEA/2020-09-10.out,0.2762452250748289
OBSEA/2020-09-14.out,0.049555208307632
OBSEA/2020-09-15.out,0.7177216618744474
OBSEA/2020-09-16.out,0.7686460670920997
OBSEA/2020-09-17.out,0.6436294630358902
OBSEA/2020-09-18.out,0.8064989144269239
OBSEA/2020-09-19.out,0.6119557414153679
OBSEA/2020-09-20.out,0.4174020051888614
OBSEA/2020-09-21.out,0.308251693262131
OBSEA/2020-09-22.out,0.2514135813806362
OBSEA/2020-09-23.out,0.6967786590535904
OBSEA/2020-09-24.out,0.3143977941591656
OBSEA/2020-09-25.out,0.3422183317974141
OBSEA/2020-09-26.out,0.2222666342592317
OBSEA/2020-09-29.out,0.5006670238512936
