,HBOS
OBSEA/2020-01-02.out,0.9395970738817856
OBSEA/2020-01-03.out,0.7250502342852392
OBSEA/2020-01-04.out,0.8415707435728134
OBSEA/2020-01-05.out,0.2160888985491496
OBSEA/2020-01-06.out,0.9433119226077468
OBSEA/2020-01-07.out,0.7345941661783748
OBSEA/2020-01-08.out,0.5256946999866189
OBSEA/2020-01-09.out,0.7084176554617803
OBSEA/2020-02-29.out,0.698283585638832
OBSEA/2020-03-10.out,0.5383901979410226
OBSEA/2020-03-15.out,0.974411104368932
OBSEA/2020-03-17.out,0.6315499684645277
OBSEA/2020-03-29.out,0.3653483024169653
OBSEA/2020-04-01.out,0.95920108153346
OBSEA/2020-04-10.out,0.8517277550056052
OBSEA/2020-04-11.out,0.8794610456240459
OBSEA/2020-04-15.out,0.7184907375759435
OBSEA/2020-04-23.out,0.7789513480864172
OBSEA/2020-04-24.out,0.5576911339605426
OBSEA/2020-05-01.out,0.6280768722844112
OBSEA/2020-05-04.out,0.7195395103042211
OBSEA/2020-05-05.out,0.9118631957308808
OBSEA/2020-05-06.out,0.5812735635434602
OBSEA/2020-05-08.out,0.3474421436148475
OBSEA/2020-05-09.out,0.7235192794687824
OBSEA/2020-05-12.out,0.932515378500412
OBSEA/2020-05-14.out,0.6892353940901981
OBSEA/2020-05-15.out,0.6505082490926448
OBSEA/2020-05-16.out,0.5456285276921728
OBSEA/2020-05-23.out,0.6811897335932423
OBSEA/2020-05-24.out,0.4668114798489038
OBSEA/2020-05-26.out,0.8231189484954009
OBSEA/2020-05-27.out,0.7517385566706697
OBSEA/2020-05-28.out,0.9143851676122602
OBSEA/2020-05-29.out,0.5661286450063897
OBSEA/2020-05-30.out,0.8229058370041151
OBSEA/2020-05-31.out,0.7676105275996359
OBSEA/2020-06-01.out,0.5971921446418402
OBSEA/2020-06-04.out,0.7813312956242697
OBSEA/2020-06-05.out,0.8812449571928517
OBSEA/2020-06-07.out,0.9513793194610748
OBSEA/2020-06-08.out,0.7038429995770377
OBSEA/2020-06-09.out,0.8040789266133541
OBSEA/2020-06-10.out,0.795557897145655
OBSEA/2020-06-11.out,0.755571845591582
OBSEA/2020-06-13.out,0.744997322539909
OBSEA/2020-06-14.out,0.5572545752958477
OBSEA/2020-06-15.out,0.6594634647648839
OBSEA/2020-06-16.out,0.5874533526640087
OBSEA/2020-06-17.out,0.5113428294015492
OBSEA/2020-06-18.out,0.6858979332097611
OBSEA/2020-06-19.out,0.5851734629047547
OBSEA/2020-06-20.out,0.428689198912017
OBSEA/2020-06-21.out,0.5915111006635893
OBSEA/2020-06-22.out,0.7455750487329436
OBSEA/2020-06-23.out,0.8726488133670307
OBSEA/2020-06-24.out,0.980590165830526
OBSEA/2020-06-25.out,0.7887356050715041
OBSEA/2020-06-26.out,0.7844141230262742
OBSEA/2020-06-27.out,0.5875132940060293
OBSEA/2020-06-28.out,0.5427896452329752
OBSEA/2020-06-29.out,0.933111181264396
OBSEA/2020-06-30.out,0.7908092157748536
OBSEA/2020-07-01.out,0.4814588251373856
OBSEA/2020-07-02.out,0.6641695151338944
OBSEA/2020-07-03.out,0.5812595747779233
OBSEA/2020-07-04.out,0.7161516863906375
OBSEA/2020-07-05.out,0.4393063358790401
OBSEA/2020-07-06.out,0.6621810279520276
OBSEA/2020-07-07.out,0.6746540902206428
OBSEA/2020-07-08.out,0.5843470958652472
OBSEA/2020-07-09.out,0.7857669533143662
OBSEA/2020-07-10.out,0.6747437160486278
OBSEA/2020-07-11.out,0.7437276247393502
OBSEA/2020-07-12.out,0.564584687309046
OBSEA/2020-07-14.out,0.496076849338686
OBSEA/2020-07-15.out,0.577425344052461
OBSEA/2020-07-16.out,0.622191928224744
OBSEA/2020-07-17.out,0.363817813399637
OBSEA/2020-07-18.out,0.5908488328364668
OBSEA/2020-07-19.out,0.8146763667622545
OBSEA/2020-07-20.out,0.7610107355738654
OBSEA/2020-07-21.out,0.5406153346328785
OBSEA/2020-07-24.out,0.9589293799483596
OBSEA/2020-07-25.out,0.9975112860284756
OBSEA/2020-07-26.out,0.9143227761969566
OBSEA/2020-07-27.out,0.8782107552392249
OBSEA/2020-07-28.out,0.3314340165243986
OBSEA/2020-08-01.out,0.5312447227710418
OBSEA/2020-08-02.out,0.9434713933334476
OBSEA/2020-08-03.out,0.6477788332350707
OBSEA/2020-08-04.out,0.9506373121083388
OBSEA/2020-08-05.out,0.7375549419271341
OBSEA/2020-08-06.out,0.9144975327110324
