,HBOS
OBSEA/2020-01-02.out,0.4010296495956873
OBSEA/2020-01-03.out,0.2856743951993226
OBSEA/2020-01-04.out,0.8278948787061994
OBSEA/2020-01-05.out,0.09650312907880582
OBSEA/2020-01-06.out,0.714933962264151
OBSEA/2020-01-07.out,0.7353110188865594
OBSEA/2020-01-08.out,0.7967857142857144
OBSEA/2020-01-09.out,0.9781563642364567
OBSEA/2020-01-10.out,0.6632021563342319
OBSEA/2020-01-11.out,0.31567385444743934
OBSEA/2020-01-12.out,0.3756064690026954
OBSEA/2020-01-13.out,0.4201145552560647
OBSEA/2020-01-14.out,0.3215363881401617
OBSEA/2020-01-15.out,0.4064312668463612
OBSEA/2020-01-16.out,0.46544474393530993
OBSEA/2020-01-17.out,0.45024797843665765
OBSEA/2020-01-18.out,0.4200080862533692
OBSEA/2020-01-19.out,0.4609636118598383
OBSEA/2020-01-20.out,0.04919946091644202
OBSEA/2020-01-21.out,0.35716037735849054
OBSEA/2020-01-22.out,0.2806873315363882
OBSEA/2020-02-15.out,0.46748652291105125
OBSEA/2020-02-16.out,0.4852358490566038
OBSEA/2020-02-17.out,0.5227964959568733
OBSEA/2020-02-18.out,0.4216415094339623
OBSEA/2020-02-19.out,0.5205741239892184
OBSEA/2020-02-20.out,0.5882331536388141
OBSEA/2020-02-22.out,0.5925350404312669
OBSEA/2020-02-24.out,0.4634986522911051
OBSEA/2020-02-25.out,0.4905242587601078
OBSEA/2020-02-26.out,0.5898692722371968
OBSEA/2020-02-27.out,0.4607587601078168
OBSEA/2020-02-29.out,0.7040256064690027
OBSEA/2020-03-01.out,0.527676549865229
OBSEA/2020-03-02.out,0.42392587601078174
OBSEA/2020-03-05.out,0.495766846361186
OBSEA/2020-03-07.out,0.4883975741239892
OBSEA/2020-03-08.out,0.6031253369272238
OBSEA/2020-03-10.out,0.4532075471698113
OBSEA/2020-03-11.out,0.41782614555256065
OBSEA/2020-03-15.out,0.6759919137466308
OBSEA/2020-03-16.out,0.5511927223719677
OBSEA/2020-03-18.out,0.46970215633423185
OBSEA/2020-03-19.out,0.5194582210242589
OBSEA/2020-03-20.out,0.6073773584905661
OBSEA/2020-03-21.out,0.533543126684636
OBSEA/2020-03-22.out,0.4696846361185984
OBSEA/2020-03-23.out,0.6442425876010782
OBSEA/2020-03-24.out,0.4366509433962264
OBSEA/2020-03-25.out,0.3799245283018868
OBSEA/2020-03-26.out,0.40453099730458225
OBSEA/2020-03-27.out,0.3821644204851752
OBSEA/2020-03-28.out,0.34973719676549864
OBSEA/2020-03-29.out,0.6047385444743936
OBSEA/2020-03-30.out,0.43991374663072774
OBSEA/2020-03-31.out,0.5082560646900269
OBSEA/2020-04-01.out,0.47663342318059293
OBSEA/2020-04-02.out,0.5717385444743937
OBSEA/2020-04-03.out,0.5956549865229112
OBSEA/2020-04-04.out,0.4997237196765499
OBSEA/2020-04-05.out,0.5601846361185984
OBSEA/2020-04-06.out,0.4953382749326145
OBSEA/2020-04-07.out,0.6304191374663074
OBSEA/2020-04-08.out,0.4183692722371968
OBSEA/2020-04-09.out,0.6397466307277627
OBSEA/2020-04-10.out,0.46943935309973045
OBSEA/2020-04-11.out,0.2943122578581652
OBSEA/2020-04-12.out,0.6383530997304582
OBSEA/2020-04-13.out,0.48913342318059294
OBSEA/2020-04-14.out,0.4349609164420486
OBSEA/2020-04-15.out,0.6688908355795149
OBSEA/2020-04-19.out,0.5437169811320754
OBSEA/2020-04-21.out,0.5679690026954177
OBSEA/2020-04-23.out,0.3159921674302192
OBSEA/2020-04-24.out,0.7271784417957894
OBSEA/2020-05-01.out,0.5684892183288409
OBSEA/2020-05-02.out,0.500722371967655
OBSEA/2020-05-03.out,0.5151185983827494
OBSEA/2020-05-04.out,0.6122371967654987
OBSEA/2020-05-05.out,0.8329330155474249
OBSEA/2020-05-06.out,0.6667142857142858
OBSEA/2020-05-07.out,0.4145741239892183
OBSEA/2020-05-08.out,0.2020294856378582
OBSEA/2020-05-09.out,0.9827542583476488
OBSEA/2020-05-10.out,0.27014447731260033
OBSEA/2020-05-11.out,0.82
OBSEA/2020-05-12.out,0.9648362538785493
OBSEA/2020-05-13.out,0.7063477088948786
OBSEA/2020-05-14.out,0.6146051212938005
OBSEA/2020-05-15.out,0.17717439305047142
OBSEA/2020-05-16.out,0.5371509433962264
OBSEA/2020-05-17.out,0.590588948787062
OBSEA/2020-05-18.out,0.6256320754716981
OBSEA/2020-05-19.out,0.6013355795148247
OBSEA/2020-05-20.out,0.4673962264150943
OBSEA/2020-05-21.out,0.549277628032345
OBSEA/2020-05-22.out,0.5229433962264151
OBSEA/2020-05-23.out,0.5314892183288409
OBSEA/2020-05-24.out,0.5430768194070081
OBSEA/2020-05-25.out,0.5456320754716981
OBSEA/2020-05-27.out,0.7360532351861578
OBSEA/2020-05-29.out,0.6253140161725067
OBSEA/2020-05-31.out,0.4860390835579515
OBSEA/2020-06-01.out,0.3241797815971492
OBSEA/2020-06-02.out,0.4273921832884097
OBSEA/2020-06-03.out,0.6158463611859838
OBSEA/2020-06-04.out,0.33693448803133746
OBSEA/2020-06-05.out,0.7115134770889487
OBSEA/2020-06-06.out,0.4371536388140162
OBSEA/2020-06-07.out,0.9795200023625896
OBSEA/2020-06-08.out,0.6361172506738544
OBSEA/2020-06-09.out,0.5628396226415094
OBSEA/2020-06-10.out,0.5773018867924529
