,Torsk
OBSEA/2020-01-01.out,0.8603973649538866
OBSEA/2020-01-02.out,0.3559559350991346
OBSEA/2020-01-03.out,0.6670516455385144
OBSEA/2020-01-04.out,0.335824874794738
OBSEA/2020-01-05.out,0.8930347792878667
OBSEA/2020-01-06.out,0.6950552557740436
OBSEA/2020-01-07.out,0.530278505192945
OBSEA/2020-01-08.out,0.8103644859741146
OBSEA/2020-01-09.out,0.6971504086910686
OBSEA/2020-01-10.out,0.14193425559947298
OBSEA/2020-01-11.out,0.15484967061923582
OBSEA/2020-01-12.out,0.1321061923583663
OBSEA/2020-01-13.out,0.20423596837944663
OBSEA/2020-01-14.out,0.12859670619235836
OBSEA/2020-01-15.out,0.1634371541501976
OBSEA/2020-01-16.out,0.3217833992094862
OBSEA/2020-01-17.out,0.10085573122529644
OBSEA/2020-01-18.out,0.19702134387351783
OBSEA/2020-01-19.out,0.2084002635046113
OBSEA/2020-01-20.out,0.9801125133970956
OBSEA/2020-01-21.out,0.17417628458498025
OBSEA/2020-01-22.out,0.535631818181818
OBSEA/2020-02-15.out,0.8174429512516469
OBSEA/2020-02-16.out,0.7586553359683794
OBSEA/2020-02-17.out,0.7909865612648221
OBSEA/2020-02-18.out,0.8707823451910408
OBSEA/2020-02-19.out,0.7371839262187089
OBSEA/2020-02-20.out,0.8435321475625823
OBSEA/2020-02-21.out,0.8422142292490119
OBSEA/2020-02-22.out,0.7602154150197629
OBSEA/2020-02-23.out,0.7891223978919631
OBSEA/2020-02-24.out,0.7872988142292491
OBSEA/2020-02-25.out,0.7654328063241106
OBSEA/2020-02-26.out,0.8428889328063242
OBSEA/2020-02-27.out,0.7794396574440053
OBSEA/2020-02-28.out,0.847009881422925
OBSEA/2020-02-29.out,0.692941196819489
OBSEA/2020-03-01.out,0.8369577075098814
OBSEA/2020-03-02.out,0.7997774703557313
OBSEA/2020-03-03.out,0.8495957839262187
OBSEA/2020-03-04.out,0.7548798418972333
OBSEA/2020-03-05.out,0.7454072463768115
OBSEA/2020-03-06.out,0.8220205533596837
OBSEA/2020-03-07.out,0.8396250329380764
OBSEA/2020-03-08.out,0.7593137022397892
OBSEA/2020-03-09.out,0.7515399209486165
OBSEA/2020-03-10.out,0.7672302340884116
OBSEA/2020-03-11.out,0.7835600790513834
OBSEA/2020-03-12.out,0.7949418972332016
OBSEA/2020-03-13.out,0.7690270092226614
OBSEA/2020-03-14.out,0.86153465085639
OBSEA/2020-03-15.out,0.013175230566534914
