,Torsk
OBSEA/2020-01-02.out,0.2148618749586586
OBSEA/2020-01-03.out,0.5016615837966371
OBSEA/2020-01-04.out,0.4110712172550076
OBSEA/2020-01-05.out,0.7528073121786718
OBSEA/2020-01-06.out,0.475047041165914
OBSEA/2020-01-07.out,0.3813955978063513
OBSEA/2020-01-08.out,0.7751858469288476
OBSEA/2020-01-09.out,0.7452378939145741
OBSEA/2020-01-10.out,1.0
OBSEA/2020-01-11.out,1.0000000000000002
OBSEA/2020-01-12.out,1.0
OBSEA/2020-01-13.out,1.0
OBSEA/2020-01-14.out,1.0
OBSEA/2020-01-15.out,1.0
OBSEA/2020-01-16.out,1.0
OBSEA/2020-01-17.out,1.0000000000000002
OBSEA/2020-01-18.out,1.0
OBSEA/2020-01-19.out,1.0
OBSEA/2020-01-20.out,0.9767225130714408
OBSEA/2020-01-21.out,1.0
OBSEA/2020-01-22.out,1.0000000000000004
OBSEA/2020-02-29.out,0.4624307824782195
OBSEA/2020-03-17.out,0.6827567474395122
OBSEA/2020-04-23.out,0.3099722695057318
OBSEA/2020-04-24.out,0.7654338974656156
OBSEA/2020-05-01.out,0.2733614666106353
OBSEA/2020-05-04.out,0.0897261376988993
OBSEA/2020-05-14.out,0.4542492386465803
OBSEA/2020-05-15.out,0.4191440416539355
OBSEA/2020-05-16.out,0.6902210734259122
OBSEA/2020-05-31.out,0.0696532776282733
OBSEA/2020-06-01.out,0.0963676265048631
OBSEA/2020-06-04.out,0.1892287895619707
OBSEA/2020-06-05.out,0.1661700012132172
OBSEA/2020-06-07.out,0.2483319417278518
OBSEA/2020-06-18.out,0.1794785907310329
OBSEA/2020-06-19.out,0.5304200403571384
OBSEA/2020-06-20.out,0.5468836826269733
OBSEA/2020-06-21.out,0.5171868935987893
OBSEA/2020-06-22.out,0.9045005685966536
OBSEA/2020-06-23.out,0.1244257075896549
OBSEA/2020-06-24.out,0.0489269039372339
OBSEA/2020-06-25.out,0.3234048404795739
OBSEA/2020-07-05.out,0.3397446176512808
OBSEA/2020-07-06.out,0.3746185762851843
OBSEA/2020-07-07.out,0.2413077502133875
OBSEA/2020-07-08.out,0.358521527815045
OBSEA/2020-07-09.out,0.2838962833909923
OBSEA/2020-07-10.out,0.4256693792421549
OBSEA/2020-07-11.out,0.3551703927656445
OBSEA/2020-07-12.out,0.3277315778909412
OBSEA/2020-07-24.out,0.0759043696453105
OBSEA/2020-07-25.out,0.0002665245202558
OBSEA/2020-07-26.out,0.6466582540363379
OBSEA/2020-07-27.out,0.0121527777777777
OBSEA/2020-07-28.out,0.3404291742677202
OBSEA/2020-08-01.out,0.2904036768438254
OBSEA/2020-08-02.out,0.4153934108861026
OBSEA/2020-08-03.out,0.1859387966131349
OBSEA/2020-08-12.out,0.2651895325760093
OBSEA/2020-08-13.out,0.3793396767534519
OBSEA/2020-08-14.out,0.1701149910503914
OBSEA/2020-08-16.out,0.2531924480823055
OBSEA/2020-08-17.out,0.1934577281990775
OBSEA/2020-08-18.out,0.1829856079789657
OBSEA/2020-08-19.out,0.3275976172153416
OBSEA/2020-08-30.out,0.6344910475572798
OBSEA/2020-08-31.out,0.3942081579053427
OBSEA/2020-09-01.out,0.0831844839565819
OBSEA/2020-09-02.out,0.1736659688051811
OBSEA/2020-09-03.out,0.3292944435129847
OBSEA/2020-09-04.out,0.558094608535798
OBSEA/2020-09-05.out,0.7097041842789809
OBSEA/2020-09-06.out,0.520593471811543
OBSEA/2020-09-07.out,0.694809750686138
OBSEA/2020-09-16.out,0.5019196573903785
OBSEA/2020-09-17.out,0.4827869992325604
OBSEA/2020-09-18.out,0.588735850691773
OBSEA/2020-09-19.out,0.4765850159931076
OBSEA/2020-09-20.out,0.4063576788990176
OBSEA/2020-09-21.out,0.392197252605107
OBSEA/2020-09-22.out,0.6262684538089404
OBSEA/2020-09-23.out,0.5217907029811666
OBSEA/2020-09-24.out,0.3033591287980194
OBSEA/2020-09-25.out,0.4058242505750009
OBSEA/2020-10-04.out,0.1809014702633697
OBSEA/2020-10-05.out,0.4008272126530094
OBSEA/2020-10-06.out,0.2745219323917007
OBSEA/2020-10-07.out,0.2468436518430506
OBSEA/2020-10-08.out,0.3390631155910464
OBSEA/2020-10-09.out,0.2029063464594723
OBSEA/2020-10-10.out,0.2047182091882293
OBSEA/2020-10-11.out,0.1428415623155995
OBSEA/2020-10-21.out,0.4711826137812666
