34.0535,4.15974,14.6987,0
34.0535,4.15974,14.6987,0
34.0539,4.15977,14.6986,0
34.0538,4.15977,14.6987,0
34.0538,4.15977,14.6987,0
34.0534,4.15973,14.6987,0
34.0537,4.15976,14.6986,0
34.0535,4.15973,14.6986,0
34.0533,4.15973,14.6988,0
34.0537,4.15973,14.6984,0
34.053,4.1597,14.6988,0
34.0535,4.15973,14.6985,0
34.0542,4.15977,14.6982,0
34.0545,4.15977,14.6979,0
34.0541,4.15977,14.6983,0
34.0544,4.15976,14.6979,0
34.054,4.15976,14.6983,0
34.0541,4.15974,14.6981,0
34.0543,4.15974,14.6979,0
34.0542,4.15973,14.6978,0
34.0544,4.15973,14.6976,0
34.0546,4.15973,14.6974,0
34.0546,4.15973,14.6973,0
34.0543,4.15973,14.6976,0
34.0541,4.15971,14.6978,0
34.0541,4.15972,14.6977,0
34.0538,4.15971,14.6981,0
34.0536,4.15971,14.6983,0
34.0533,4.1597,14.6985,0
34.0535,4.15971,14.6984,0
34.0537,4.15972,14.6982,0
34.0537,4.15974,14.6985,0
34.0533,4.15974,14.6989,0
34.0535,4.15974,14.6988,0
34.0535,4.15976,14.6989,0
34.0534,4.15976,14.699,0
34.053,4.1597,14.6988,0
34.0536,4.15976,14.6988,0
34.0539,4.15979,14.6988,0
34.0539,4.1598,14.6989,0
34.054,4.15977,14.6985,0
34.054,4.15977,14.6984,0
34.0545,4.1598,14.6982,0
34.0547,4.15982,14.6981,0
34.0539,4.15974,14.6983,0
34.0545,4.15982,14.6983,0
34.0544,4.15982,14.6985,0
34.0543,4.15982,14.6985,0
34.0541,4.15977,14.6984,0
34.0539,4.15976,14.6985,0
34.0541,4.15979,14.6985,0
34.0536,4.15974,14.6987,0
34.0543,4.15982,14.6986,0
34.054,4.1598,14.6988,0
34.054,4.1598,14.6988,0
34.0539,4.15982,14.699,0
34.0537,4.15979,14.6989,0
34.0536,4.1598,14.6992,0
34.053,4.15973,14.6992,0
34.0541,4.1598,14.6986,0
34.0539,4.15976,14.6985,0
34.0538,4.15979,14.6988,0
34.0536,4.15979,14.699,0
34.0534,4.15977,14.6991,0
34.0539,4.15982,14.699,0
34.0538,4.15982,14.6991,0
34.0542,4.15982,14.6987,0
34.0533,4.15976,14.6991,0
34.0539,4.15979,14.6987,0
34.0534,4.15977,14.6991,0
34.0535,4.1598,14.6993,0
34.0532,4.1598,14.6997,0
34.053,4.1598,14.7,0
34.0531,4.15982,14.6999,0
34.0525,4.15976,14.7,0
34.0526,4.15979,14.7002,0
34.0525,4.15977,14.7002,0
34.0535,4.15983,14.6997,0
34.0534,4.15986,14.7001,0
34.0534,4.15987,14.7002,0
34.0529,4.15983,14.7003,0
34.0531,4.15984,14.7002,0
34.0534,4.15988,14.7003,0
34.0536,4.1599,14.7002,0
34.0528,4.15984,14.7006,0
34.0523,4.15982,14.7008,0
34.0524,4.15984,14.701,0
34.0535,4.15993,14.7007,0
34.0534,4.15993,14.7008,0
34.0536,4.15994,14.7007,0
34.0537,4.15996,14.7007,0
34.0537,4.15996,14.7008,0
34.0537,4.15993,14.7005,0
34.0534,4.1599,14.7004,0
34.0533,4.15988,14.7004,0
34.0533,4.15988,14.7005,0
34.0532,4.15986,14.7002,0
34.0541,4.1599,14.6997,0
34.0543,4.1599,14.6995,0
34.0545,4.15994,14.6997,0
34.0547,4.15994,14.6994,0
34.0548,4.15997,14.6997,0
34.0546,4.15997,14.6998,0
34.0545,4.15994,14.6997,0
34.0552,4.15993,14.6987,0
34.0548,4.1599,14.6989,0
34.0532,4.15973,14.6989,0
34.0561,4.15988,14.6973,0
34.0571,4.1599,14.6963,0
34.0553,4.15988,14.6982,0
34.0553,4.15984,14.6977,0
34.0535,4.15973,14.6986,0
34.0544,4.15977,14.698,0
34.0543,4.15976,14.698,0
34.0541,4.15976,14.6982,0
34.054,4.15977,14.6985,0
34.0536,4.15973,14.6985,0
34.0533,4.15974,14.6989,0
34.0537,4.15974,14.6985,0
34.0545,4.15971,14.6974,0
34.0549,4.15976,14.6973,0
34.0548,4.15973,14.6971,0
34.0546,4.15974,14.6975,0
34.055,4.15971,14.6967,0
34.0551,4.15964,14.6959,0
34.0557,4.15969,14.6956,0
34.0534,4.1596,14.6974,0
34.0531,4.15966,14.6984,0
34.0534,4.15966,14.698,0
34.0539,4.15966,14.6974,0
34.0531,4.15959,14.6976,0
34.0541,4.15966,14.6972,0
34.055,4.15969,14.6965,0
34.0546,4.15963,14.6963,0
34.0545,4.15964,14.6966,0
34.0546,4.1596,14.696,0
34.0533,4.15956,14.697,0
34.0539,4.15959,14.6967,0
34.0542,4.1596,14.6964,0
34.0536,4.15957,14.6968,0
34.0529,4.15953,14.6972,0
34.0525,4.15952,14.6975,0
34.0531,4.15962,14.6978,0
34.0529,4.15962,14.6981,0
34.0535,4.15964,14.6977,0
34.0534,4.15963,14.6977,0
34.0526,4.15957,14.698,0
34.0535,4.15966,14.6979,0
34.0532,4.15964,14.698,0
34.053,4.15966,14.6985,0
34.0528,4.15964,14.6985,0
34.0525,4.15969,14.6993,0
34.0532,4.15971,14.6988,0
34.0536,4.15973,14.6984,0
34.0531,4.15971,14.6989,0
34.0533,4.15971,14.6986,0
34.0528,4.1597,14.6992,0
34.0519,4.15973,14.7004,0
34.052,4.15976,14.7007,0
34.0522,4.1598,14.7008,0
34.0535,4.15982,14.6995,0
34.0539,4.15983,14.6991,0
34.0531,4.15982,14.6999,0
34.0535,4.15986,14.7,0
34.0538,4.15987,14.6998,0
34.0525,4.15982,14.7006,0
34.0527,4.15987,14.701,0
34.0535,4.15987,14.7001,0
34.0554,4.15986,14.6977,0
34.0569,4.15983,14.6957,0
34.0578,4.15982,14.6946,0
34.0579,4.15982,14.6945,0
34.0554,4.15976,14.6967,0
34.0548,4.15974,14.6973,0
34.0537,4.1597,14.698,0
34.0525,4.15952,14.6975,0
34.0539,4.15952,14.6959,0
34.0549,4.15947,14.6943,0
