,Random Black Forest (RR)
OBSEA/2020-01-01.out,0.8446516203703704
OBSEA/2020-01-02.out,0.01733322103281488
OBSEA/2020-01-03.out,0.1706964847333871
OBSEA/2020-01-04.out,0.7160177260200858
OBSEA/2020-01-05.out,0.06330512438808529
OBSEA/2020-01-06.out,0.026841988601477296
OBSEA/2020-01-07.out,0.3044798432331971
OBSEA/2020-01-08.out,0.4698521392175594
OBSEA/2020-01-09.out,0.9132090857485458
OBSEA/2020-01-10.out,0.38765393120393116
OBSEA/2020-01-11.out,0.14276547911547907
OBSEA/2020-01-12.out,0.1832240786240786
OBSEA/2020-01-13.out,0.27564938574938574
OBSEA/2020-01-14.out,0.12582751842751844
OBSEA/2020-01-15.out,0.11247432432432433
OBSEA/2020-01-16.out,0.14214950859950862
OBSEA/2020-01-17.out,0.11029398034398033
OBSEA/2020-01-18.out,0.10992825552825554
OBSEA/2020-01-19.out,0.12982825552825553
OBSEA/2020-01-20.out,0.9998171711325028
OBSEA/2020-01-21.out,0.2292536855036855
OBSEA/2020-01-22.out,0.10088181818181818
OBSEA/2020-02-15.out,0.9075243243243243
OBSEA/2020-02-16.out,0.7891587223587223
OBSEA/2020-02-17.out,0.8020786240786241
OBSEA/2020-02-18.out,0.822782800982801
OBSEA/2020-02-19.out,0.8026773955773956
OBSEA/2020-02-20.out,0.7741248157248158
OBSEA/2020-02-21.out,0.843350737100737
OBSEA/2020-02-22.out,0.861443366093366
OBSEA/2020-02-23.out,0.8566019656019657
OBSEA/2020-02-24.out,0.8088746928746928
OBSEA/2020-02-25.out,0.8530743243243244
OBSEA/2020-02-26.out,0.8233592137592138
OBSEA/2020-02-27.out,0.8545285012285012
OBSEA/2020-02-28.out,0.6999566339066339
OBSEA/2020-02-29.out,0.04382497326390997
OBSEA/2020-03-01.out,0.6382699017199017
OBSEA/2020-03-02.out,0.8869305896805897
OBSEA/2020-03-03.out,0.8660723587223588
OBSEA/2020-03-04.out,0.8487600737100737
OBSEA/2020-03-05.out,0.7454035626535627
OBSEA/2020-03-06.out,0.778242628992629
OBSEA/2020-03-07.out,0.6842944717444717
OBSEA/2020-03-08.out,0.7612723587223588
OBSEA/2020-03-09.out,0.8274152334152334
OBSEA/2020-03-10.out,0.022666056706356283
OBSEA/2020-03-11.out,0.7344783783783785
OBSEA/2020-03-12.out,0.78292457002457
OBSEA/2020-03-13.out,0.7808369778869778
OBSEA/2020-03-14.out,0.6409867321867322
OBSEA/2020-03-15.out,0.035240207784080796
OBSEA/2020-03-16.out,0.74317371007371
OBSEA/2020-03-17.out,0.052361962873530565
OBSEA/2020-03-18.out,0.6448469287469288
OBSEA/2020-03-19.out,0.8125547911547911
OBSEA/2020-03-20.out,0.8427113022113023
OBSEA/2020-03-21.out,0.7825992628992628
OBSEA/2020-03-22.out,0.7345159705159706
OBSEA/2020-03-23.out,0.9117414004914005
OBSEA/2020-03-24.out,0.7426289926289926
OBSEA/2020-03-25.out,0.848048402948403
OBSEA/2020-03-26.out,0.8260448402948403
OBSEA/2020-03-27.out,0.6759841523341523
OBSEA/2020-03-28.out,0.7902878378378378
OBSEA/2020-03-29.out,0.017559494059469136
OBSEA/2020-03-30.out,0.8097174447174448
OBSEA/2020-03-31.out,0.7729320638820638
OBSEA/2020-04-01.out,0.19251160699424605
OBSEA/2020-04-02.out,0.6994378378378379
OBSEA/2020-04-03.out,0.9202600737100737
OBSEA/2020-04-04.out,0.7984428746928748
OBSEA/2020-04-05.out,0.9313818181818183
OBSEA/2020-04-06.out,0.8120852579852581
OBSEA/2020-04-07.out,0.9031856265356265
OBSEA/2020-04-08.out,0.9124318181818183
OBSEA/2020-04-09.out,0.9169969287469288
OBSEA/2020-04-10.out,0.06409839475759947
OBSEA/2020-04-11.out,0.02501066945567134
OBSEA/2020-04-12.out,0.5996414004914006
OBSEA/2020-04-13.out,0.8299974201474202
OBSEA/2020-04-14.out,0.8414707616707617
OBSEA/2020-04-15.out,0.197885086910062
OBSEA/2020-04-16.out,0.7219388206388206
OBSEA/2020-04-17.out,0.8403780098280098
OBSEA/2020-04-18.out,0.7554718673218673
OBSEA/2020-04-19.out,0.781511547911548
OBSEA/2020-04-20.out,0.8464766584766585
OBSEA/2020-04-21.out,0.8662936117936119
OBSEA/2020-04-22.out,0.8168260442260441
OBSEA/2020-04-23.out,0.03527714896396161
OBSEA/2020-04-24.out,0.6285209453558396
OBSEA/2020-05-01.out,0.021432888972198194
OBSEA/2020-05-02.out,0.935164742014742
OBSEA/2020-05-03.out,0.9369305896805897
OBSEA/2020-05-04.out,0.0677794275542129
OBSEA/2020-05-05.out,0.10637522030912033
OBSEA/2020-05-06.out,0.9477189189189189
OBSEA/2020-05-07.out,0.8580315724815726
OBSEA/2020-05-08.out,0.22510783787307936
OBSEA/2020-05-09.out,0.376749848756873
OBSEA/2020-05-10.out,0.4205042475232399
OBSEA/2020-05-11.out,0.8801144963144963
OBSEA/2020-05-12.out,0.16586951915963186
OBSEA/2020-05-13.out,0.4676306264608989
OBSEA/2020-05-14.out,0.5371959394438353
OBSEA/2020-05-15.out,0.2915211039669294
OBSEA/2020-05-16.out,0.5297827365349441
OBSEA/2020-05-17.out,0.8447362407862409
OBSEA/2020-05-18.out,0.7621840294840295
OBSEA/2020-05-19.out,0.7789936117936119
OBSEA/2020-05-20.out,0.840484398034398
OBSEA/2020-05-21.out,0.8611744471744472
OBSEA/2020-05-22.out,0.928582800982801
OBSEA/2020-05-23.out,0.021646525815965545
OBSEA/2020-05-24.out,0.07346881469942877
OBSEA/2020-05-25.out,0.8325829238329239
