algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,BestF1Score,FalseNegativeRate,result_path,RANGE_PR_AUC,train_main_time,train_preprocess_time,train_postprocess_time,error_message,Recommendation_ACC
HBOS,OBSEA,2021-12-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",14.913633108139038,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_35_23/results.csv,1.0,,,,,0.999995000025
AutoEncoder (AE),OBSEA,2021-12-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",10.839214086532593,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_55_53/results.csv,1.0,25.07722759246826,,,,0.999995000025
PCC,OBSEA,2021-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",9.958696126937866,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_14_53_31/results.csv,1.0,,,,,0.999995000025
HBOS,OBSEA,2021-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",18.237134218215942,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_11_41_53/results.csv,1.0,,,,,0.999995000025
HBOS,OBSEA,2021-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",12.48787760734558,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_49_53/results.csv,1.0,,,,,0.999995000025
PCC,OBSEA,2021-12-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",7.5903403759002686,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_04_13_37/results.csv,1.0,,,,,0.999995000025
PCC,OBSEA,2021-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",10.752958297729492,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_23_54_21/results.csv,1.0000000000000002,,,,,0.999995000025
PCC,OBSEA,2021-12-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",7.122995138168335,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_29_43/results.csv,1.0000000000000002,,,,,0.999995000025
PCC,OBSEA,2021-12-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",8.768526554107666,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_34_23/results.csv,1.0000000000000002,,,,,0.999995000025
HBOS,OBSEA,2021-12-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",14.840832233428957,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_03_28_27/results.csv,1.0,,,,,0.999995000025
PCC,OBSEA,2021-12-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",10.4971182346344,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_38_22/results.csv,1.0,,,,,0.999995000025
PCC,OBSEA,2021-12-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",7.927991390228271,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_12_45_09/results.csv,1.0,,,,,0.999995000025
HBOS,OBSEA,2021-12-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",11.522294998168944,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_04_53_37/results.csv,1.0,,,,,0.999995000025
HBOS,OBSEA,2021-12-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",11.45250916481018,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_12_46_09/results.csv,1.0,,,,,0.999995000025
HBOS,OBSEA,2021-12-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",12.173562049865724,,,,0.999995000025,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_01_38/results.csv,1.0000000000000002,,,,,0.999995000025
PCC,OBSEA,2021-12-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.428763389587402,,,0.9865043464634446,0.9844357070107144,0.0253955037468776,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_28_42/results.csv,0.964757106072748,,,,,0.9590402032638368
DenoisingAutoEncoder (DAE),OBSEA,2021-01-10,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",8.777958869934082,,,0.3616093707669713,0.9499076508925608,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_09_11/results.csv,0.9652383770922776,22.597135305404663,,,,0.9499076508925608
HBOS,OBSEA,2021-01-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",14.567524671554564,,,0.4644086949082457,0.9499076508925608,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_58_07/results.csv,0.95630087218794,,,,,0.9499076508925608
PCC,OBSEA,2021-01-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",7.782654047012329,,,0.3015092752341978,0.9499076508925608,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_10_11/results.csv,0.9782574856733436,,,,,0.9499076508925608
Torsk,OBSEA,2021-12-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",2624.488564491272,,0.0156259536743164,,0.999995000025,0.1157407407407407,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_16_49/results.csv,1.0000000000000002,,,,,0.8842542592842593
Torsk,OBSEA,2021-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",2031.2223680019376,,0.0114965438842773,,0.999995000025,0.1157407407407407,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_33_05/results.csv,1.0,,,,,0.8842542592842593
HBOS,OBSEA,2021-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",12.642691135406494,,,0.6274630814354049,0.8707472251323953,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_20_13/results.csv,0.8731489564969591,,,,,0.8707472251323953
DenoisingAutoEncoder (DAE),OBSEA,2021-01-11,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",9.472889184951782,,,0.5467077419735832,0.8707472251323953,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_19_12/results.csv,0.9043510680279522,22.43233609199524,,,,0.8707472251323953
PCC,OBSEA,2021-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.96001410484314,,,0.5339113009586426,0.8707472251323953,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_18_12/results.csv,0.9007291334762536,,,,,0.8707472251323953
PCC,OBSEA,2021-01-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",8.060150623321533,,,0.3569856244384546,0.8631872760202063,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_30_41/results.csv,0.8986886300828778,,,,,0.8631872760202063
DenoisingAutoEncoder (DAE),OBSEA,2021-01-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",8.86024260520935,,,0.7063540405649358,0.8597369174111703,0.0035658914728682,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_16_37/results.csv,0.852122569479246,19.919962167739868,,,,0.8561710259383021
HBOS,OBSEA,2021-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",12.54500699043274,,,0.5531123854022866,0.8548658806883969,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_15_55/results.csv,0.9044994265225148,,,,,0.8548658806883969
PCC,OBSEA,2021-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",7.13163161277771,,,0.5084034547449647,0.8548658806883969,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_14_37/results.csv,0.9372703224795328,,,,,0.8548658806883969
AutoEncoder (AE),OBSEA,2021-01-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",10.402462005615234,,,0.6995079112243814,0.8661249844692613,0.015968992248062,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_17_55/results.csv,0.8544938831818243,23.61984205245972,,,,0.8501559922211993
PCC,OBSEA,2021-01-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.896858215332031,,,0.5867926754321305,0.836593800464259,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_07_44_07/results.csv,0.9408722897253358,,,,,0.836593800464259
DenoisingAutoEncoder (DAE),OBSEA,2021-01-20,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",7.771878957748413,,,0.5099887983922371,0.7808616151796564,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_09_05_32/results.csv,0.922877239390466,16.85539221763611,,,,0.7808616151796564
PCC,OBSEA,2021-01-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",6.694825410842896,,,0.5468344316967219,0.7808616151796564,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_09_04_32/results.csv,0.9084842392742134,,,,,0.7808616151796564
PCC,OBSEA,2021-02-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",12.7018141746521,,,0.4965991925169982,0.7522517875258543,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_59_25/results.csv,0.8988944147319282,,,,,0.7522517875258543
DeepAnT,OBSEA,2021-01-18,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,f1d3356f9300f17a84a6becaa8cf8758,1,"{'batch_size': 64, 'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'learning_rate': 0.001, 'prediction_window_size': 50, 'random_state': 42, 'split': 0.8, 'window_size': 50}",550.4315509796143,,0.0157601833343505,0.3276877114855615,0.7383809132013975,0.0028288543140028,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_03_40_25/results.csv,0.6083888083655813,10811.52982878685,,,,0.7355520588873947
HBOS,OBSEA,2021-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",15.00196385383606,,,0.4636531712653123,0.7284858374470715,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_03_50_32/results.csv,0.859522631350165,,,,,0.7284858374470715
PCC,OBSEA,2021-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",11.01708459854126,,,0.3877077773665472,0.7284858374470715,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_23_09_32/results.csv,0.9415778299877028,,,,,0.7284858374470715
AutoEncoder (AE),OBSEA,2021-01-13,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",9.185410261154177,,,0.703376717597055,0.7082829060825806,0.0071960935492161,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_09_53/results.csv,0.8610691937638738,23.815465450286865,,,,0.7010868125333645
HBOS,OBSEA,2021-01-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",11.271178722381592,,,0.5534488396573054,0.6979081983823118,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_17_41/results.csv,0.8569300909439033,,,,,0.6979081983823118
AutoEncoder (AE),OBSEA,2021-01-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",11.499383211135864,,,0.4919897623997484,0.6979081983823118,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_41_34/results.csv,0.6962458048407945,28.881463050842285,,,,0.6979081983823118
DenoisingAutoEncoder (DAE),OBSEA,2021-01-22,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,4612c4e06ea4131330882ffd0a43444a,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",10.051820278167725,,,0.4927923724200984,0.6979081983823118,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_39_34/results.csv,0.7818371036662444,19.88842797279358,,,,0.6979081983823118
DenoisingAutoEncoder (DAE),OBSEA,2021-01-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,bafd0b5bab66633b17924ba1c20b0398,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",8.48494029045105,,,0.5642862433419424,0.6949159975945282,0.0017905102954341,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_22_46/results.csv,0.8596842647908931,21.501675128936768,,,,0.6931254872990941
AutoEncoder (AE),OBSEA,2021-02-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",6.041774988174439,,,0.5604028855900645,0.6900690375928734,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_11_48/results.csv,0.8584530186543091,22.197816848754883,,,,0.6900690375928734
DenoisingAutoEncoder (DAE),OBSEA,2021-02-01,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",6.1036412715911865,,,0.659596576655544,0.6993179070756111,0.0131868131868131,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_10_48/results.csv,0.8471905107195173,12.995216369628906,,,,0.686131093888798
DenoisingAutoEncoder (DAE),OBSEA,2021-01-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",9.024390459060667,,,0.8153017364547696,0.7850924564422009,0.1001552795031055,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_07_10/results.csv,0.7446678009197125,16.49115300178528,,,,0.6849371769390954
HBOS,OBSEA,2021-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",12.427917242050173,,,0.640987749090144,0.6830128695148842,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_08_10/results.csv,0.8291132497138441,,,,,0.6830128695148842
PCC,OBSEA,2021-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",7.792076587677002,,,0.5366086365537432,0.6830128695148842,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_06_10/results.csv,0.8920623116505146,,,,,0.6830128695148842
DenoisingAutoEncoder (DAE),OBSEA,2021-01-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,c8d37c7a26a5f51260539d3c90e37648,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",8.794191837310791,,,0.5653900511430957,0.6823197382625144,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_24_33/results.csv,0.9121055438944842,19.964831113815308,,,,0.6823197382625144
PCC,OBSEA,2021-01-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",7.722038507461548,,,0.6719019701176328,0.6823197382625144,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_18_19/results.csv,0.8634524575284054,,,,,0.6823197382625144
AutoEncoder (AE),OBSEA,2021-01-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",8.716225147247314,,,0.644057944219667,0.6823197382625144,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_23_33/results.csv,0.8133707437808205,23.39135265350341,,,,0.6823197382625144
HBOS,OBSEA,2021-01-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",10.243057489395142,,,0.6532378573508733,0.6823197382625144,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_22_33/results.csv,0.846506153000345,,,,,0.6823197382625144
HBOS,OBSEA,2021-02-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",7.691780805587768,,,0.6079602975932803,0.7083986652146192,0.0263736263736263,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_08_49/results.csv,0.6624248711451811,,,,,0.682025038840993
AutoEncoder (AE),OBSEA,2021-01-27,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",8.86613130569458,,,0.4814765913321267,0.6818206244723376,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_23_46/results.csv,0.6588758246737318,21.06176280975341,,,,0.6818206244723376
PCC,OBSEA,2021-01-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",6.843683958053589,,,0.4906425441562596,0.6818206244723376,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_02_57_19/results.csv,0.8788992998225271,,,,,0.6818206244723376
HBOS,OBSEA,2021-01-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",10.159597635269163,,,0.5880004680230748,0.6818206244723376,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_21_46/results.csv,0.8234532572682486,,,,,0.6818206244723376
AutoEncoder (AE),OBSEA,2021-01-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",8.561348676681519,,,0.5062420439244243,0.67351975189172,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_29_04/results.csv,0.8325439694457508,20.53955388069153,,,,0.67351975189172
HBOS,OBSEA,2021-01-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",10.889317512512209,,,0.5143591637884862,0.67351975189172,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_27_04/results.csv,0.8202189700614364,,,,,0.67351975189172
PCC,OBSEA,2021-01-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",8.04301118850708,,,0.5119802390505894,0.6683577850151022,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_04_17_31/results.csv,0.9241890444401752,,,,,0.6683577850151022
Torsk,OBSEA,2022-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1259.3918442726135,,0.0151126384735107,0.9979676203941232,0.7755052876428118,0.109375,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_33_32/results.csv,0.7962946896280776,,,,,0.6661302876428118
PCC,OBSEA,2021-01-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",9.553809404373167,,,0.6333227301817957,0.6576511441731642,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_10_19_34/results.csv,0.7603155289360252,,,,,0.6576511441731642
AutoEncoder (AE),OBSEA,2021-01-31,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",8.080649614334106,,,0.5950508744892945,0.6576511441731642,0.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_08_02_40/results.csv,0.7827632334446797,23.0422158241272,,,,0.6576511441731642
