algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,status,hyper_params_id,repetition,hyper_params,execute_main_time,execute_preprocess_time,execute_postprocess_time,ROC_AUC,BestF1Score,FalseNegativeRate,result_path,RANGE_PR_AUC,train_main_time,train_preprocess_time,train_postprocess_time,Recommendation_ACC
Torsk,OBSEA,2022-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1259.3918442726135,,0.0151126384735107,0.9979676203941232,0.7755052876428118,0.109375,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_33_32/results.csv,0.7962946896280776,,,,0.6661302876428118
PCC,OBSEA,2022-05-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",14.335143804550173,,,0.9596823664681894,0.6616707269715038,0.0407055630936228,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_38_32/results.csv,0.4839051922884921,,,,0.6209651638778809
Torsk,OBSEA,2022-06-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",430.2774300575256,,0.0042259693145751,0.5348886805718304,0.5891977217390755,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_14_54/results.csv,0.2779153599355268,,,,0.5891977217390755
HBOS,OBSEA,2022-09-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",13.820628643035889,,,0.670660513011655,0.5814985820371139,0.0090605627086313,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_42_14/results.csv,0.5538161297588359,,,,0.5724380193284826
HBOS,OBSEA,2022-08-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",16.42465114593506,,,0.9939424885388504,0.6888840340534184,0.1696428571428571,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_35_19/results.csv,0.445059043335151,,,,0.5192411769105613
PCC,OBSEA,2022-09-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",9.745651245117188,,,0.3939426937831884,0.5196733679314702,0.0019074868860276,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_15_59/results.csv,0.677509061963528,,,,0.5177658810454426
HBOS,OBSEA,2022-05-16_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",10.889564514160156,,,0.9656638128076332,0.6769521767889867,0.1668928086838534,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_18_22/results.csv,0.5976115491062467,,,,0.5100593681051333
AutoEncoder (AE),OBSEA,2022-09-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",16.447101831436157,,,0.6357377787536453,0.5808999231329741,0.0989676041295834,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_53_07/results.csv,0.5499083217401932,53.39449334144592,,,0.48193231900339073
PCC,OBSEA,2022-09-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",13.80449628829956,,,0.5744083825520687,0.4973603130377203,0.0259878960484158,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_12_53_55/results.csv,0.6139799755674348,,,,0.47137241698930454
AutoEncoder (AE),OBSEA,2022-08-15,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",17.993040084838867,,,0.3858458377664453,0.4529787637671658,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_51_11/results.csv,0.5128365769159551,41.22970771789551,,,0.4529787637671658
PCC,OBSEA,2022-08-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",10.392342567443848,,,0.4139254812720956,0.4528570931280467,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_49_11/results.csv,0.6121079408728034,,,,0.4528570931280467
HBOS,OBSEA,2022-08-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",16.436758279800415,,,0.8324845043269413,0.7164464327999741,0.2733485193621868,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_26_43/results.csv,0.3496584189609529,,,,0.4430979134377873
PCC,OBSEA,2022-08-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",9.503632068634031,,,0.993279694033485,0.6565988933079003,0.2232142857142857,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_19_03_33/results.csv,0.3540851990778669,,,,0.43338460759361463
HBOS,OBSEA,2022-09-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",15.148459434509276,,,0.750041494420721,0.6319289399546582,0.199003203987184,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_13_55_54/results.csv,0.4663314725309344,,,,0.4329257359674742
HBOS,OBSEA,2022-03-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",10.692436933517456,,,0.7859446643072577,0.7761146536267464,0.3658536585365853,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_55_55/results.csv,0.6712164932366543,,,,0.41026099509016106
HBOS,OBSEA,2022-07-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",25.31024432182312,,,0.6701276864004505,0.5287285790826379,0.1187422424493173,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_38_44/results.csv,0.4316350849457102,,,,0.4099863366333206
PCC,OBSEA,2022-09-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",12.758949756622314,,,0.3920083650385723,0.3946456617070631,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_49_22/results.csv,0.5634039313673391,,,,0.3946456617070631
HBOS,OBSEA,2022-06-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",29.803873300552368,,,0.8631099132880244,0.7090669609922164,0.3227091633466135,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_01_00_29/results.csv,0.6995866533318046,,,,0.38635779764560296
AutoEncoder (AE),OBSEA,2022-07-07,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",9.14834213256836,,,0.495371738056428,0.3845978677525162,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_06_51_00/results.csv,0.2582010022572377,16.634166479110718,,,0.3845978677525162
PCC,OBSEA,2022-07-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",15.417651176452637,,,0.4650105290121482,0.3844105316715993,0.0004870920603994,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_40_37/results.csv,0.2707438943808491,,,,0.3839234396111999
Torsk,OBSEA,2022-04-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1185.595731496811,,0.0146527290344238,0.9837166172106826,0.4142823469661453,0.0333333333333333,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_13_59_23/results.csv,0.5086620271311966,,,,0.380949013632812
HBOS,OBSEA,2022-07-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",17.287420749664307,,,0.4878014385890938,0.3890378853649011,0.031660983925962,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_16_39/results.csv,0.2777253088150185,,,,0.3573769014389391
AutoEncoder (AE),OBSEA,2022-06-05,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",9.129153728485107,,,0.805696039371924,0.6452745918699281,0.298804780876494,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_05_12_54/results.csv,0.677437191116482,20.715384244918823,,,0.3464698109934341
HBOS,OBSEA,2022-09-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",14.415837287902832,,,0.7821352392104469,0.5147105607648933,0.1690694626474443,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_32_07/results.csv,0.2431447044589237,,,,0.34564109811744903
PCC,OBSEA,2022-08-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",12.78696084022522,,,0.8516228722057976,0.6243127005122271,0.2835990888382688,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_25_42/results.csv,0.5639136235417339,,,,0.3407136116739583
HBOS,OBSEA,2022-08-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",15.532691478729248,,,0.7820057420649318,0.6041583980939631,0.2712534598655595,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_20_23/results.csv,0.5002655053647154,,,,0.3329049382284036
PCC,OBSEA,2022-06-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",16.205394506454468,,,0.7992406843215374,0.5589473276807563,0.2350597609561753,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_03_52/results.csv,0.7361968270796492,,,,0.32388756672458097
AutoEncoder (AE),OBSEA,2022-09-02,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",11.20398235321045,,,0.4462144049901487,0.31414369346194,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_04_16/results.csv,0.4052663864530259,26.38105845451355,,,0.31414369346194
AutoEncoder (AE),OBSEA,2022-08-09,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dfdc9a9fdc00b09d9d188aaabfa8f91c,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",18.929215908050537,,,0.3579340157872718,0.3121677113410568,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_12_31_27/results.csv,0.3226730452806305,36.867451190948486,,,0.3121677113410568
AutoEncoder (AE),OBSEA,2022-01-20,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",13.888572454452516,,,0.6450338527283146,0.3079061849907894,0.0090579710144927,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_19_19/results.csv,0.5727317034115289,28.39457058906555,,,0.29884821397629674
Torsk,OBSEA,2022-07-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",2164.6198902130127,,0.0142276287078857,0.5205910089771504,0.3890321853390658,0.1013151485630784,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_06_50_00/results.csv,0.2584692550468426,,,,0.2877170367759874
AutoEncoder (AE),OBSEA,2022-07-06,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",15.24652647972107,,,0.490552666742017,0.2777643080255947,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_21_53/results.csv,0.1881552183695851,35.046576499938965,,,0.2777643080255947
HBOS,OBSEA,2022-07-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",18.09965848922729,,,0.9391099780444212,0.5959389150279447,0.3194774346793349,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_04_27_27/results.csv,0.3007245906583828,,,,0.2764614803486098
PCC,OBSEA,2022-07-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",16.152039289474487,,,0.8301286474455581,0.4612231762350588,0.1876484560570071,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_51_23/results.csv,0.42407246651576,,,,0.27357472017805173
COPOD,OBSEA,2022-03-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,4293618dd12c59117ac7a434fda4220a,1,{'random_state': 42},9.872448682785034,,,0.6778339057514949,0.6510588407806477,0.3780487804878049,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_56_55/results.csv,0.2708799538227245,,,,0.2730100602928428
HBOS,OBSEA,2022-01-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",16.182576417922974,,,0.7160743411618579,0.2729271858228428,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_02_36_10/results.csv,0.3169034462011459,,,,0.2729271858228428
HBOS,OBSEA,2022-07-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",33.30129265785217,,,0.6445157080014752,0.3120444925669756,0.0435855263157894,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_09_00/results.csv,0.1993207389114051,,,,0.2684589662511862
PCC,OBSEA,2022-01-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",10.43191409111023,,,0.8963986670632506,0.5177619769005062,0.25,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_28_02/results.csv,0.2878554838936861,,,,0.2677619769005062
PCC,OBSEA,2022-09-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",17.98280692100525,,,0.4711271012150957,0.29845160587434,0.0353574173712528,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_02_29/results.csv,0.2564894546020151,,,,0.2630941885030872
AutoEncoder (AE),OBSEA,2022-09-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,b98f98446ffdbf7f8a0cb80942138c22,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",13.063966512680054,,,0.4202546461419597,0.2617946862033409,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_01_53/results.csv,0.3105876755728102,25.394627809524536,,,0.2617946862033409
Torsk,OBSEA,2022-01-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1092.1856060028076,,0.0136380195617675,0.9882590213623084,0.7092152809510237,0.4505494505494505,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_03_57_57/results.csv,0.6939765646400515,,,,0.2586658304015732
HBOS,OBSEA,2022-01-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",18.31279802322388,,,0.9640350907531404,0.4861067970204539,0.2279411764705882,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_17_05/results.csv,0.2304465236284311,,,,0.2581656205498657
HBOS,OBSEA,2022-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",14.200621843338013,,,0.8580249387826492,0.5999950367757502,0.34375,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_15_32_31/results.csv,0.3266725110579146,,,,0.25624503677575017
AutoEncoder (AE),OBSEA,2022-06-30,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",13.296326875686646,,,0.4214807567027286,0.2505258345554943,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_20_45_16/results.csv,0.1829173462379506,30.413355827331543,,,0.2505258345554943
AutoEncoder (AE),OBSEA,2022-07-04,semi-supervised,multivariate,multivariate,semi-supervised,Status.OK,dc234b17555e618106e747494bd37087,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",14.449640989303589,,,0.3805633705735501,0.2471271908626956,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_06_14/results.csv,0.2102525954514152,35.14095449447632,,,0.2471271908626956
PCC,OBSEA,2022-09-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",14.025768280029297,,,0.6835971118536137,0.3374248223182908,0.0937996820349761,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_11_57_19/results.csv,0.2938236821558793,,,,0.2436251402833147
HBOS,OBSEA,2022-09-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,1,"{'n_bins': 20, 'random_state': 42}",12.197438955307009,,,0.5575861431068525,0.2422418148913166,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_21_24_24/results.csv,0.2278383924640472,,,,0.2422418148913166
PCC,OBSEA,2022-07-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",8.028698921203613,,,0.7075412603646962,0.3425293727887355,0.104984093319194,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_10_14_18/results.csv,0.2994282947116099,,,,0.23754527946954151
PCC,OBSEA,2022-07-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,1,"{'random_state': 42, 'svd_solver': 'auto'}",10.07506823539734,,,0.638118492325406,0.5113440868854399,0.2776168804302855,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_18_30_57/results.csv,0.4231760779781263,,,,0.23372720645515438
Torsk,OBSEA,2022-09-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",1005.1255609989166,,0.0103719234466552,0.7325354410698004,0.6234548380857332,0.3967572722937529,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_21_00_17_59/results.csv,0.5461423849868883,,,,0.2266975657919803
HBOS,OBSEA,2022-09-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,3,"{'n_bins': 20, 'random_state': 42}",20.42909598350525,,,0.6083189357453822,0.3383405494696938,0.1176018447348193,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_59_53/results.csv,0.2634998001278848,,,,0.22073870473487447
PCC,OBSEA,2022-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,3,"{'random_state': 42, 'svd_solver': 'auto'}",11.209733963012695,,,0.8075679949860075,0.6666619066099512,0.453125,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_19_54_36/results.csv,0.573059392512903,,,,0.21353690660995117
HBOS,OBSEA,2022-08-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,cf425e384a70a0bc760418d597d853dd,2,"{'n_bins': 20, 'random_state': 42}",26.04984259605408,,,0.6845264866259448,0.2907304296409148,0.0867117117117117,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_20_06_10/results.csv,0.1806051566245815,,,,0.20401871792920306
PCC,OBSEA,2022-08-13_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",12.96636199951172,,,0.7440513026571464,0.3350708597844531,0.1328828828828828,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_23_08_40/results.csv,0.1902074653293902,,,,0.2021879769015703
Torsk,OBSEA,2022-08-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,de9b8b973f50539dc5ef4c8c1a722f4b,2,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",958.2702870368958,,0.0109577178955078,0.8142239579671697,0.2800651819416772,0.0780669144981412,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_14_11_35/results.csv,0.2063770810814282,,,,0.201998267443536
PCC,OBSEA,2022-07-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,Status.OK,6f4f0a7ce802ffdcb5a6590625043544,2,"{'random_state': 42, 'svd_solver': 'auto'}",13.793315410614014,,,0.4417695566319555,0.2009561265514605,0.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained21_infer22/2024_04_20_17_54_49/results.csv,0.1678968189354679,,,,0.2009561265514605
