algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,train_preprocess_time,train_main_time,execute_preprocess_time,execute_main_time,execute_postprocess_time,status,error_message,repetition,hyper_params,hyper_params_id,ROC_AUC,RANGE_PR_AUC,result_path,BestF1Score,FalseNegativeRate,train_postprocess_time,Recommendation_ACC
HBOS,OBSEA,2021-12-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,19.635432958602905,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_18_27_38/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.269940376281738,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_04_52_37/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.02310848236084,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_28_25/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,14.695459365844728,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_14_54_31/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,14.58012580871582,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_21_01_29_26/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.097354888916016,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_04_54_29/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,13.432639598846436,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_14_43_13/results.csv,0.999995000025,0.0,,0.999995000025
AutoEncoder (AE),OBSEA,2021-12-30,semi-supervised,multivariate,multivariate,semi-supervised,,24.92372226715088,,10.458609580993652,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,,1.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_37_23/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,8.054610252380371,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0000000000000002,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_52_52/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,14.41080641746521,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_14_37_38/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,14.041460275650024,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_32_28/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.951066970825195,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0000000000000002,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_14_49/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,18.799809455871586,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0000000000000002,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_30_26/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,16.790526866912842,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,,1.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_23_53_21/results.csv,0.999995000025,0.0,,0.999995000025
PCC,OBSEA,2021-12-26_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.41653561592102,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,,1.0000000000000002,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_11_42_54/results.csv,0.999995000025,0.0,,0.999995000025
HBOS,OBSEA,2021-12-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.350629091262816,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.9884374168261514,0.9815528380644342,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_20_21/results.csv,0.9905392324538004,0.0187343880099916,,0.9718048444438088
PCC,OBSEA,2021-12-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.187177658081055,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.9865043464634446,0.964757106072748,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_28_42/results.csv,0.9844357070107144,0.0253955037468776,,0.9590402032638368
DenoisingAutoEncoder (DAE),OBSEA,2021-01-10,semi-supervised,multivariate,multivariate,semi-supervised,,19.06811141967773,,9.027350664138794,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",bafd0b5bab66633b17924ba1c20b0398,0.3616093707669713,0.9652383770922776,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_28_00/results.csv,0.9499076508925608,0.0,,0.9499076508925608
HBOS,OBSEA,2021-01-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,13.158183813095093,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.4644086949082457,0.95630087218794,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_30_00/results.csv,0.9499076508925608,0.0,,0.9499076508925608
PCC,OBSEA,2021-01-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,8.450779914855957,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.3015092752341978,0.9782574856733436,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_57_07/results.csv,0.9499076508925608,0.0,,0.9499076508925608
Torsk,OBSEA,2021-12-29_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2624.488564491272,0.0156259536743164,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,1.0000000000000002,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_16_49/results.csv,0.999995000025,0.1157407407407407,,0.8842542592842593
Torsk,OBSEA,2021-12-28_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2031.2223680019376,0.0114965438842773,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,1.0,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_33_05/results.csv,0.999995000025,0.1157407407407407,,0.8842542592842593
Torsk,OBSEA,2021-12-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1594.2265598773956,0.0219159126281738,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,1.0000000000000002,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_33_28/results.csv,0.999995000025,0.115754138210441,,0.884240861814559
Torsk,OBSEA,2021-12-25_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1490.3127045631409,0.0228266716003417,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,,1.0,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_29_26/results.csv,0.999995000025,0.115754138210441,,0.884240861814559
DenoisingAutoEncoder (DAE),OBSEA,2021-01-11,semi-supervised,multivariate,multivariate,semi-supervised,,22.43233609199524,,9.472889184951782,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",c8d37c7a26a5f51260539d3c90e37648,0.5467077419735832,0.9043510680279522,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_19_12/results.csv,0.8707472251323953,0.0,,0.8707472251323953
HBOS,OBSEA,2021-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.679070234298706,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6274630814354049,0.8731489564969591,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_20_13/results.csv,0.8707472251323953,0.0,,0.8707472251323953
PCC,OBSEA,2021-01-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,9.704859733581545,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.5339113009586426,0.9007291334762536,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_10_57/results.csv,0.8707472251323953,0.0,,0.8707472251323953
PCC,OBSEA,2021-01-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.664856672286987,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.3569856244384546,0.8986886300828778,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_26_51/results.csv,0.8631872760202063,0.0,,0.8631872760202063
DenoisingAutoEncoder (DAE),OBSEA,2021-01-09,semi-supervised,multivariate,multivariate,semi-supervised,,19.07195353507996,,8.70229196548462,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",bafd0b5bab66633b17924ba1c20b0398,0.7063540405649358,0.852122569479246,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_16_37/results.csv,0.8597369174111703,0.0035658914728682,,0.8561710259383021
PCC,OBSEA,2021-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.13163161277771,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.5084034547449647,0.9372703224795328,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_14_37/results.csv,0.8548658806883969,0.0,,0.8548658806883969
HBOS,OBSEA,2021-01-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,13.02852201461792,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.5531123854022866,0.9044994265225148,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_15_55/results.csv,0.8548658806883969,0.0,,0.8548658806883969
AutoEncoder (AE),OBSEA,2021-01-09,semi-supervised,multivariate,multivariate,semi-supervised,,26.5518102645874,,12.762044429779053,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,0.6995079112243814,0.8544938831818243,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_48_51/results.csv,0.8661249844692613,0.015968992248062,,0.8501559922211993
PCC,OBSEA,2021-01-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.830992698669434,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.5867926754321305,0.9408722897253358,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_07_44_07/results.csv,0.836593800464259,0.0,,0.836593800464259
DenoisingAutoEncoder (DAE),OBSEA,2021-01-20,semi-supervised,multivariate,multivariate,semi-supervised,,20.24890279769897,,9.909656524658203,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",c8d37c7a26a5f51260539d3c90e37648,0.5099887983922371,0.922877239390466,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_07_42_03/results.csv,0.7808616151796564,0.0,,0.7808616151796564
PCC,OBSEA,2021-01-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.694825410842896,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.5468344316967219,0.9084842392742134,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_09_04_32/results.csv,0.7808616151796564,0.0,,0.7808616151796564
PCC,OBSEA,2021-02-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,8.135454654693604,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.4965991925169982,0.8988944147319282,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_30_24/results.csv,0.7522517875258543,0.0,,0.7522517875258543
DeepAnT,OBSEA,2021-01-18,semi-supervised,multivariate,multivariate,semi-supervised,,10811.747406721115,,977.3341574668884,0.0344641208648681,Status.OK,,2,"{'batch_size': 64, 'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'learning_rate': 0.001, 'prediction_window_size': 50, 'random_state': 42, 'split': 0.8, 'window_size': 50}",f1d3356f9300f17a84a6becaa8cf8758,0.3276877114855615,0.6083888083655813,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_03_40_25/results.csv,0.7383809132013975,0.0028288543140028,,0.7355520588873947
HBOS,OBSEA,2021-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,18.2195897102356,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.4636531712653123,0.859522631350165,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_23_10_32/results.csv,0.7284858374470715,0.0,,0.7284858374470715
PCC,OBSEA,2021-01-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.529401540756226,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.3877077773665472,0.9415778299877028,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_23_09_32/results.csv,0.7284858374470715,0.0,,0.7284858374470715
AutoEncoder (AE),OBSEA,2021-01-13,semi-supervised,multivariate,multivariate,semi-supervised,,23.815465450286865,,9.185410261154177,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,0.703376717597055,0.8610691937638738,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_09_53/results.csv,0.7082829060825806,0.0071960935492161,,0.7010868125333645
DenoisingAutoEncoder (DAE),OBSEA,2021-01-22,semi-supervised,multivariate,multivariate,semi-supervised,,19.88842797279358,,10.051820278167725,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",4612c4e06ea4131330882ffd0a43444a,0.4927923724200984,0.7818371036662444,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_39_34/results.csv,0.6979081983823118,0.0,,0.6979081983823118
HBOS,OBSEA,2021-01-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.052464723587036,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.5534488396573054,0.8569300909439033,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_38_33/results.csv,0.6979081983823118,0.0,,0.6979081983823118
AutoEncoder (AE),OBSEA,2021-01-22,semi-supervised,multivariate,multivariate,semi-supervised,,29.347257375717163,,11.300591230392456,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,0.4919897623997484,0.6962458048407945,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_41_34/results.csv,0.6979081983823118,0.0,,0.6979081983823118
DenoisingAutoEncoder (DAE),OBSEA,2021-01-27,semi-supervised,multivariate,multivariate,semi-supervised,,21.501675128936768,,8.48494029045105,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",bafd0b5bab66633b17924ba1c20b0398,0.5642862433419424,0.8596842647908931,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_22_46/results.csv,0.6949159975945282,0.0017905102954341,,0.6931254872990941
AutoEncoder (AE),OBSEA,2021-02-01,semi-supervised,multivariate,multivariate,semi-supervised,,26.81109547615052,,10.997411489486694,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,0.5527098250416087,0.8597360091324499,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_07_28_14/results.csv,0.6900690375928734,0.0,,0.6900690375928734
DenoisingAutoEncoder (DAE),OBSEA,2021-02-01,semi-supervised,multivariate,multivariate,semi-supervised,,12.995216369628906,,6.1036412715911865,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",c8d37c7a26a5f51260539d3c90e37648,0.659596576655544,0.8471905107195173,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_10_48/results.csv,0.6993179070756111,0.0131868131868131,,0.686131093888798
DenoisingAutoEncoder (DAE),OBSEA,2021-01-04,semi-supervised,multivariate,multivariate,semi-supervised,,13.682653188705444,,7.814732551574707,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",c8d37c7a26a5f51260539d3c90e37648,0.8153017364547696,0.7446678009197125,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_16_48_49/results.csv,0.7850924564422009,0.1001552795031055,,0.6849371769390954
HBOS,OBSEA,2021-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.427917242050173,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.640987749090144,0.8291132497138441,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_08_10/results.csv,0.6830128695148842,0.0,,0.6830128695148842
PCC,OBSEA,2021-01-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.913986444473267,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.5366086365537432,0.8920623116505146,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_16_47_49/results.csv,0.6830128695148842,0.0,,0.6830128695148842
AutoEncoder (AE),OBSEA,2021-01-05,semi-supervised,multivariate,multivariate,semi-supervised,,27.991195678710938,,11.308635234832764,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,0.644057944219667,0.8133707437808205,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_03_25_26/results.csv,0.6823197382625144,0.0,,0.6823197382625144
PCC,OBSEA,2021-01-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.318071365356445,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.6719019701176328,0.8634524575284054,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_21_33/results.csv,0.6823197382625144,0.0,,0.6823197382625144
HBOS,OBSEA,2021-01-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.679646015167236,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6532378573508733,0.846506153000345,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_19_19/results.csv,0.6823197382625144,0.0,,0.6823197382625144
DenoisingAutoEncoder (DAE),OBSEA,2021-01-05,semi-supervised,multivariate,multivariate,semi-supervised,,19.964831113815308,,8.794191837310791,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",c8d37c7a26a5f51260539d3c90e37648,0.5653900511430957,0.9121055438944842,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_24_33/results.csv,0.6823197382625144,0.0,,0.6823197382625144
HBOS,OBSEA,2021-02-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.3005757331848145,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6079602975932803,0.6624248711451811,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_08_49/results.csv,0.7083986652146192,0.0263736263736263,,0.682025038840993
AutoEncoder (AE),OBSEA,2021-01-27,semi-supervised,multivariate,multivariate,semi-supervised,,23.760576725006104,,9.136602640151978,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,0.4458970692738557,0.5450746159215016,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_10_40/results.csv,0.6818206244723376,0.0,,0.6818206244723376
HBOS,OBSEA,2021-01-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.159597635269163,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.5880004680230748,0.8234532572682486,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_21_46/results.csv,0.6818206244723376,0.0,,0.6818206244723376
PCC,OBSEA,2021-01-27_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.843683958053589,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.4906425441562596,0.8788992998225271,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_02_57_19/results.csv,0.6818206244723376,0.0,,0.6818206244723376
AutoEncoder (AE),OBSEA,2021-01-02,semi-supervised,multivariate,multivariate,semi-supervised,,22.02177667617798,,8.36177372932434,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,0.4993201007336781,0.8007232536300384,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_29_04/results.csv,0.67351975189172,0.0,,0.67351975189172
HBOS,OBSEA,2021-01-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.85753083229065,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.5143591637884862,0.8202189700614364,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_27_04/results.csv,0.67351975189172,0.0,,0.67351975189172
