algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,train_preprocess_time,train_main_time,execute_preprocess_time,execute_main_time,execute_postprocess_time,status,error_message,repetition,hyper_params,hyper_params_id,ROC_AUC,RANGE_PR_AUC,result_path,BestF1Score,FalseNegativeRate,train_postprocess_time,Recommendation_ACC
Torsk,OBSEA,2021-02-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1468.2515060901642,0.0202014446258544,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.6828293608518986,0.4101061003659283,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_22_33_38/results.csv,0.5059069526433984,0.4286718200983836,,0.07723513254501474
PCC,OBSEA,2021-03-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.7131733894348145,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.7996581196581197,0.0980194646403975,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_05_46_45/results.csv,0.0856319023827165,0.0109890109890109,,0.0746428913937056
DeepAnT,OBSEA,2021-10-10,semi-supervised,multivariate,multivariate,semi-supervised,,10812.45458483696,,688.4071567058563,0.0662016868591308,Status.OK,,1,"{'batch_size': 64, 'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'learning_rate': 0.001, 'prediction_window_size': 50, 'random_state': 42, 'split': 0.8, 'window_size': 50}",f1d3356f9300f17a84a6becaa8cf8758,0.4739535051873865,0.2526308696331514,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_47_02/results.csv,0.3162162251327163,0.2426614481409001,,0.0735547769918162
Torsk,OBSEA,2022-10-17_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2521.94761633873,0.0117380619049072,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.4448960591090141,0.034013469380842,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_16_37_49/results.csv,0.0728962581316532,0.0,,0.0728962581316532
PCC,OBSEA,2022-10-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.596115112304688,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.3034584253127299,0.0776941809328549,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_inferredtrained1H22_infer2H22/2024_04_21_22_31_04/results.csv,0.0816131473152613,0.0111111111111111,,0.0705020362041502
Torsk,OBSEA,2021-08-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1698.2550683021543,0.0201504230499267,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.7714998261862787,0.1324301657722059,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_21_39_30/results.csv,0.2542819444914803,0.1841432225063938,,0.07013872198508647
HBOS,OBSEA,2022-09-18_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.54337239265442,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.3757051217455409,0.1065955202234051,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_inferredtrained1H22_infer2H22/2024_04_21_22_13_18/results.csv,0.1016203774154246,0.0347071583514099,,0.06691321906401469
PCC,OBSEA,2021-10-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.373516321182251,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.164867108155981,0.1480754893779376,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_46_51/results.csv,0.0628997984719577,0.0,,0.0628997984719577
HBOS,OBSEA,2022-07-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,16.474570274353027,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.898608199629122,0.2618083238305803,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_22_53_27/results.csv,0.5241471102343914,0.4620253164556962,,0.0621217937786952
PCC,OBSEA,2021-09-07_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.613049030303957,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.663646762209699,0.1875088181830619,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_21_00_28_47/results.csv,0.3964552639313137,0.3349447513812155,,0.061510512550098206
AutoEncoder (AE),OBSEA,2022-10-16,semi-supervised,multivariate,multivariate,semi-supervised,,27.943098306655884,,11.536618947982788,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,0.402827884373205,0.0611618390867494,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_47_56/results.csv,0.0933740216018876,0.0323383084577114,,0.0610357131441762
HBOS,OBSEA,2021-10-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.983204126358032,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.196842149768129,0.1023520563944651,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_39_24/results.csv,0.0609337355645949,0.0,,0.0609337355645949
PCC,OBSEA,2022-06-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.218950986862183,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.515166838169546,0.2144302438712095,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_infer1H22/2024_04_21_14_18_27/results.csv,0.2627834633611199,0.2036316472114137,,0.059151816149706216
HBOS,OBSEA,2021-09-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,17.466551303863525,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.4164159099981102,0.1197831885057379,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_20_50_15/results.csv,0.0709716283551861,0.0118577075098814,,0.0591139208453047
HBOS,OBSEA,2021-10-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.290205955505371,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.4589892361013014,0.1309154122435161,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_13_49/results.csv,0.1234585673857574,0.066420664206642,,0.057037903179115404
DenoisingAutoEncoder (DAE),OBSEA,2022-02-22,semi-supervised,multivariate,multivariate,semi-supervised,,20.59112977981568,,8.484684944152832,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",4612c4e06ea4131330882ffd0a43444a,0.5904317051127198,0.1384076624364644,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_infer1H22/2024_04_21_17_13_45/results.csv,0.0566796112102554,0.0,,0.0566796112102554
DenoisingAutoEncoder (DAE),OBSEA,2022-05-16,semi-supervised,multivariate,multivariate,semi-supervised,,15.998877048492432,,8.552946090698242,,Status.OK,,2,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",c8d37c7a26a5f51260539d3c90e37648,0.7582496625038566,0.4366454468818256,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_infer1H22/2024_04_21_15_34_51/results.csv,0.5037079099428117,0.4477611940298507,,0.055946715912960965
HBOS,OBSEA,2022-10-15_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,15.781144618988035,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.8060484594204504,0.1325032388178909,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_22_00_40/results.csv,0.3631802083591281,0.3080568720379147,,0.05512333632121341
PCC,OBSEA,2021-08-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.777554035186768,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.5229641177679211,0.0950269764363439,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_20_11_47/results.csv,0.1670165799078636,0.1121495327102803,,0.054867047197583285
HBOS,OBSEA,2022-06-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.288041830062866,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6395244046771266,0.216551298565898,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_14_02_17/results.csv,0.3360595044212406,0.2814526588845655,,0.05460684553667511
PCC,OBSEA,2021-09-01_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.536080598831177,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.9306081871345028,0.1947615150784866,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_03_32_24/results.csv,0.3519515433753542,0.3,,0.05195154337535424
HBOS,OBSEA,2021-08-31_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.456733465194702,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6839850240875681,0.2306074151060555,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_04_46_33/results.csv,0.3640199677191342,0.3151563753007217,,0.04886359241841248
PCC,OBSEA,2021-09-12_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.14911699295044,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.2114261625487591,0.1913349066762124,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_06_04_48/results.csv,0.0592481445368231,0.0118577075098814,,0.047390437026941706
Torsk,OBSEA,2022-02-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1156.8841922283173,0.0192561149597167,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.9745335371776572,0.5099280696341124,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_28_57/results.csv,0.4975074825374126,0.4505494505494505,,0.04695803198796211
HBOS,OBSEA,2022-09-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.416597604751589,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.9208402953963766,0.1719020283747566,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_inferredtrained1H22_infer2H22/2024_04_21_22_23_20/results.csv,0.4322102051379699,0.3854961832061068,,0.04671402193186314
HBOS,OBSEA,2022-01-21_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.557486295700071,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.7621011779389969,0.4855197462189749,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_02_56_22/results.csv,0.6086914177988326,0.5625,,0.046191417798832624
AutoEncoder (AE),OBSEA,2021-10-17,semi-supervised,multivariate,multivariate,semi-supervised,,28.24242401123047,,12.391262531280518,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,0.2836995480754247,0.0422290357599311,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_11_22_47/results.csv,0.049524698047162,0.0048309178743961,,0.0446937801727659
AutoEncoder (AE),OBSEA,2021-09-14,semi-supervised,multivariate,multivariate,semi-supervised,,23.465464115142822,,9.038544178009031,,Status.OK,,3,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 41, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dc234b17555e618106e747494bd37087,0.2141937727239452,0.0615815500176182,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_19_11/results.csv,0.0487409410568946,0.0046728971962616,,0.044068043860633004
Torsk,OBSEA,2021-07-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,1760.6826083660126,0.0243959426879882,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.6295495891951672,0.0623381898232441,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_49_55/results.csv,0.1799981318153081,0.136986301369863,,0.0430118304454451
HBOS,OBSEA,2022-07-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.21461009979248,,Status.OK,,2,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.7646943051788714,0.3557458928616726,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_09_40_17/results.csv,0.5130012611149561,0.4704282800815771,,0.04257298103337903
PCC,OBSEA,2021-08-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.46994137763977,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.3012832547441921,0.0643435214169374,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_02_59_19/results.csv,0.0421638572967759,0.0,,0.0421638572967759
PCC,OBSEA,2021-07-24_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,8.493491649627686,,Status.OK,,2,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.4124103045822511,0.1372735016431029,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_08_07_08/results.csv,0.1208990934779265,0.0802348336594911,,0.0406642598184354
HBOS,OBSEA,2021-09-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.56767201423645,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6547560288470711,0.052064365077609,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_18_17_11/results.csv,0.0914199338623536,0.0514018691588785,,0.0400180647034751
HBOS,OBSEA,2022-03-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,13.952166318893433,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.5406472549329693,0.0610297328798111,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_02_08_48/results.csv,0.0398507151920271,0.0,,0.0398507151920271
HBOS,OBSEA,2021-03-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.58568239212036,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6170663839084892,0.070355140956294,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_45_25/results.csv,0.0495453414822902,0.0109890109890109,,0.0385563304932793
HBOS,OBSEA,2021-08-03_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,13.046287298202516,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.5000925946735588,0.0622856790745738,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_08_45_40/results.csv,0.128088865767915,0.0909090909090909,,0.03717977485882411
PCC,OBSEA,2021-11-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.708387136459351,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.4848165955321526,0.0829387960482905,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_03_53_27/results.csv,0.0366931881872312,0.0,,0.0366931881872312
PCC,OBSEA,2022-03-14_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.669768571853638,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.4518158803873089,0.1679822206438523,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_19_29_31/results.csv,0.035925426906832,0.0,,0.035925426906832
HBOS,OBSEA,2022-08-09_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,16.268147230148315,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.7196857741446903,0.268604322344051,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_16_48/results.csv,0.5172147871511095,0.4831038798498123,,0.03411090730129718
DenoisingAutoEncoder (DAE),OBSEA,2022-03-14,semi-supervised,multivariate,multivariate,semi-supervised,,19.73731303215027,,8.72019910812378,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'noise_ratio': 0.1, 'random_state': 42, 'split': 0.8}",4612c4e06ea4131330882ffd0a43444a,0.5794835794835794,0.0954528509385389,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_infer1H22/2024_04_21_17_57_03/results.csv,0.0447311682842024,0.0109890109890109,,0.0337421572951915
PCC,OBSEA,2021-03-20_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.665768623352051,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.1473256896176161,0.1539248025019028,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_00_57_52/results.csv,0.0321712652317871,0.0,,0.0321712652317871
PCC,OBSEA,2022-10-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.311338186264038,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.4432677221509057,0.0571903976344199,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_06_46_38/results.csv,0.056995580681328,0.0263157894736842,,0.0306797912076438
Torsk,OBSEA,2021-12-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,2301.027974843979,0.0156915187835693,Status.OK,,1,"{'context_window_size': 10, 'density': 0.01, 'imed_loss': False, 'input_map_scale': 0.125, 'input_map_size': 100, 'prediction_window_size': 5, 'random_state': 42, 'reservoir_representation': 'sparse', 'scoring_large_window_size': 100, 'scoring_small_window_size': 10, 'spectral_radius': 2.0, 'tikhonov_beta': None, 'train_method': 'pinv_svd', 'train_window_size': 100, 'transient_window_size': 20, 'verbose': 0}",de9b8b973f50539dc5ef4c8c1a722f4b,0.2775928362349438,0.005602196315544,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_08_35_12/results.csv,0.0296541689176061,0.0,,0.0296541689176061
PCC,OBSEA,2021-08-23_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.571134328842163,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.56186775228226,0.1791075601407366,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_03_58_28/results.csv,0.1314364109136121,0.1025641025641025,,0.0288723083495096
HBOS,OBSEA,2022-08-05_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.79251480102539,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.6587941082842494,0.1911278359042877,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_inferredtrained1H22_infer2H22/2024_04_21_23_13_28/results.csv,0.2321593846134598,0.2034104750304506,,0.028748909583009213
HBOS,OBSEA,2022-09-10_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.03932785987854,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.7307440528832981,0.4752679796573444,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_inferredtrained1H22_infer2H22/2024_04_22_00_23_41/results.csv,0.555397195846829,0.5268361581920904,,0.028561037654738608
PCC,OBSEA,2021-12-19_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,17.673454999923706,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.9138767301549744,0.0044298097355589,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_infer2H21/2024_04_20_18_17_55/results.csv,0.0909081682370965,0.0625,,0.028408168237096507
HBOS,OBSEA,2022-04-11_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,10.532638311386108,,Status.OK,,1,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.9740636777128006,0.1834731648459421,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_05_44_50/results.csv,0.3722356815617953,0.3444444444444444,,0.02779123711735093
PCC,OBSEA,2021-08-04_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.2037513256073,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.6725691780137755,0.1395241769652001,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_03_16_21/results.csv,0.1887042224739415,0.1610169491525423,,0.027687273321399197
HBOS,OBSEA,2022-02-22_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,12.334432125091553,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.0819876510883428,0.0122898881995304,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_17_12_55/results.csv,0.027216719722621,0.0,,0.027216719722621
AutoEncoder (AE),OBSEA,2021-08-28,semi-supervised,multivariate,multivariate,semi-supervised,,25.85950994491577,,11.29564619064331,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,0.2492202729044834,0.1879657987617503,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_03_54/results.csv,0.0268854703830741,0.0,,0.0268854703830741
PCC,OBSEA,2021-12-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,6.8041064739227295,,Status.OK,,1,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.2246407408540627,0.0605578995062667,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_08_34_12/results.csv,0.0263668153553289,0.0,,0.0263668153553289
HBOS,OBSEA,2021-07-30_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,11.27917742729187,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.7365792396301462,0.030294658085569,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_01_45_07/results.csv,0.0259831430389887,0.0,,0.0259831430389887
PCC,OBSEA,2022-02-08_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,7.390743255615234,,Status.OK,,3,"{'random_state': 42, 'svd_solver': 'auto'}",6f4f0a7ce802ffdcb5a6590625043544,0.1568374340311259,0.0580679679504534,../../../../TimeEval_work_results/MSAD_trained20_inferredtrained1H21_inferredtrained2H21_infer1H22/2024_04_21_16_03_34/results.csv,0.0258777482676973,0.0,,0.0258777482676973
AutoEncoder (AE),OBSEA,2021-07-27,semi-supervised,multivariate,multivariate,semi-supervised,,19.389806747436523,,7.378314256668091,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 32, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",dfdc9a9fdc00b09d9d188aaabfa8f91c,0.267709847297986,0.0226657897754709,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_20_01_51_06/results.csv,0.0247469615530925,0.0,,0.0247469615530925
HBOS,OBSEA,2022-09-02_unsupervised,unsupervised,multivariate,multivariate,unsupervised,,,,9.773869752883911,,Status.OK,,3,"{'n_bins': 20, 'random_state': 42}",cf425e384a70a0bc760418d597d853dd,0.7814996510076602,0.4129339395782109,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_21_28_10/results.csv,0.4954878961625863,0.470807453416149,,0.024680442746437325
AutoEncoder (AE),OBSEA,2022-04-23,semi-supervised,multivariate,multivariate,semi-supervised,,23.85605192184448,,10.420239686965942,,Status.OK,,1,"{'early_stopping_delta': 0.05, 'early_stopping_patience': 10, 'epochs': 500, 'latent_size': 22, 'learning_rate': 0.001, 'random_state': 42, 'split': 0.8}",b98f98446ffdbf7f8a0cb80942138c22,0.4957483936915887,0.0505769607687269,../../../../TimeEval_work_results/MSAD_trained20_infer2122/2024_04_19_15_46_54/results.csv,0.0241361320447597,0.0,,0.0241361320447597
