Algorithm,Accuracy
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.1164786269506357
HBOS,0.0
HBOS,0.0287489095830092
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.1210416217278435
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0178708407594608
HBOS,0.089985122219298
HBOS,0.0
HBOS,0.0
HBOS,0.042572981033379
HBOS,0.2764614803486098
HBOS,0.1460406353492377
HBOS,0.4099863366333206
HBOS,0.3573769014389391
HBOS,0.0
HBOS,0.0
HBOS,0.0621217937786952
HBOS,0.0
HBOS,0.0
HBOS,0.0341109073012971
HBOS,0.0
HBOS,0.345641098117449
HBOS,0.0246804427464373
HBOS,0.0
HBOS,0.0
HBOS,0.1127726010070048
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.5192411769105613
HBOS,0.0
HBOS,0.0
HBOS,0.1240061094120542
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.4430979134377873
HBOS,0.0
HBOS,0.0
HBOS,0.3329049382284036
HBOS,0.0
HBOS,0.204018717929203
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0888224239741072
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0488635924184124
HBOS,0.13672580654773
HBOS,0.0
HBOS,0.0814516992164541
HBOS,0.0
HBOS,0.0
HBOS,0.0062625186489697
HBOS,0.0015760283813712
HBOS,0.1190720541629913
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.1656692434545847
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.3711149522863801
HBOS,0.4654108397427169
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0400180647034751
HBOS,0.0
HBOS,0.0591139208453047
HBOS,0.0
HBOS,0.0
HBOS,0.1103587989013302
HBOS,0.2641865569343526
HBOS,0.2544816979855319
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.3870658812955677
HBOS,0.0371797748588241
HBOS,0.0
HBOS,0.5793566593676122
HBOS,0.6093632183339719
HBOS,0.6818206244723376
HBOS,0.2260031502269519
HBOS,0.5978536469851428
HBOS,0.0
HBOS,0.6979081983823118
HBOS,0.655220397445205
HBOS,0.3459464514113016
HBOS,0.7284858374470715
HBOS,0.0
HBOS,0.4946744774861366
HBOS,0.682025038840993
HBOS,0.4288018686596242
HBOS,0.6210155888798277
HBOS,0.6225545007007685
HBOS,0.8707472251323953
HBOS,0.9499076508925608
HBOS,0.8548658806883969
HBOS,0.5878751872304226
HBOS,0.2574257547255295
HBOS,0.0952811648732432
HBOS,0.6823197382625144
HBOS,0.6830128695148842
HBOS,0.67351975189172
HBOS,0.5167343651631631
HBOS,0.4912213008364278
HBOS,0.3983984442210614
HBOS,0.3122640765634081
HBOS,0.0
HBOS,0.0
HBOS,0.0259831430389887
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.1123584900996439
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0385563304932793
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.3899697900217193
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.999995000025
HBOS,0.999995000025
HBOS,0.999995000025
HBOS,0.999995000025
HBOS,0.999995000025
HBOS,0.999995000025
HBOS,0.999995000025
HBOS,0.9718048444438088
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0187681425255558
HBOS,0.0781572303399462
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.6280037007237181
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.2581656205498657
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0461914177988326
HBOS,0.2729271858228428
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.2562450367757501
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.3815490496305014
HBOS,0.1426794454077705
HBOS,0.0
HBOS,0.2822966599292457
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.1148292534083207
HBOS,0.0609337355645949
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0570379031791154
HBOS,0.0
HBOS,0.0
HBOS,0.2654062506424356
HBOS,0.0
HBOS,0.0
HBOS,0.3459875095382046
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.231164937130377
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
HBOS,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0628997984719577
PCC,0.1716422520607034
PCC,0.0
PCC,0.2490835568853177
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1161694966309407
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1756624794829436
PCC,0.3018879448801214
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1104156400514135
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.4183099315429809
PCC,0.5784902706363382
PCC,0.5703607777636139
PCC,0.0
PCC,0.6569673591156809
PCC,0.0
PCC,0.1822835905979963
PCC,0.3387220613449325
PCC,0.1326458577991469
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0263668153553289
PCC,0.0284081682370965
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.9590402032638368
PCC,0.999995000025
PCC,0.999995000025
PCC,0.999995000025
PCC,0.999995000025
PCC,0.0
PCC,0.999995000025
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1599292579899481
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0366931881872312
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0050831285955033
PCC,0.0
PCC,0.2216455671446362
PCC,0.0
PCC,0.0
PCC,0.6818206244723376
PCC,0.6512600476999593
PCC,0.6093632183339719
PCC,0.836593800464259
PCC,0.6576511441731642
PCC,0.4925548343522709
PCC,0.7522517875258543
PCC,0.6119324547382047
PCC,0.1599380920849415
PCC,0.0
PCC,0.6683577850151022
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0746428913937056
PCC,0.0321712652317871
PCC,0.0
PCC,0.2691233118039816
PCC,0.5978536469851428
PCC,0.3892798152013575
PCC,0.999995000025
PCC,0.4549698648742005
PCC,0.5990172580252598
PCC,0.8631872760202063
PCC,0.6830128695148842
PCC,0.6823197382625144
PCC,0.3306562795334491
PCC,0.5720389265177719
PCC,0.5172699876362403
PCC,0.8548658806883969
PCC,0.9499076508925608
PCC,0.8707472251323953
PCC,0.6225545007007685
PCC,0.4549900019672529
PCC,0.4879260268063463
PCC,0.2758625725040918
PCC,0.6267846915180799
PCC,0.1758422791021692
PCC,0.7284858374470715
PCC,0.4469702399041286
PCC,0.7808616151796564
PCC,0.645551357921514
PCC,0.639070202264908
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0421638572967759
PCC,0.0
PCC,0.0
PCC,0.0288723083495096
PCC,0.0017459450175986
PCC,0.006538935291509
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1772135747623565
PCC,0.1941240431265288
PCC,0.0519515433753542
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0955863348307246
PCC,0.0615105125500982
PCC,0.2642396438239291
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0473904370269417
PCC,0.0
PCC,0.0
PCC,0.1636348611708201
PCC,0.0
PCC,0.0406642598184354
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1180945419080962
PCC,0.0091208681307111
PCC,0.0
PCC,0.0
PCC,0.0276872733213991
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0548670471975832
PCC,0.1119778231287228
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.999995000025
PCC,0.1359510292565653
PCC,0.0
PCC,0.0
PCC,0.0210097908435073
PCC,0.0
PCC,0.2009561265514605
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0963607145732647
PCC,0.0
PCC,0.1410720732337201
PCC,0.0
PCC,0.0988087961702413
PCC,0.0
PCC,0.0
PCC,0.2021879769015703
PCC,0.078352500822917
PCC,0.4528570931280467
PCC,0.0
PCC,0.0
PCC,0.3407136116739583
PCC,0.1601689206185982
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.3238875667245809
PCC,0.0
PCC,0.0591518161497062
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1825825304976049
PCC,0.0
PCC,0.3839234396111999
PCC,0.2337272064551543
PCC,0.0
PCC,0.2735747201780517
PCC,0.0
PCC,0.0060487091456686
PCC,0.0
PCC,0.0
PCC,0.0133603087648679
PCC,0.2375452794695415
PCC,0.0
PCC,0.4333846075936146
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.2630941885030872
PCC,0.2436251402833147
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0869689978262261
PCC,0.0
PCC,0.5177658810454426
PCC,0.0240316790175693
PCC,0.0
PCC,0.1065796380395369
PCC,0.1014403397213652
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.1311956393636699
PCC,0.0
PCC,0.1522245091084696
PCC,0.0
PCC,0.3946456617070631
PCC,0.4713724169893045
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0153974172822144
PCC,0.1394737922516462
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0790686722659438
PCC,0.0
PCC,0.0705020362041502
PCC,0.0
PCC,0.0
PCC,0.0842898076366672
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0306797912076438
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0258777482676973
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0
PCC,0.0078524133787798
