,LOF
OBSEA/2020-01-02.out,0.6259179468326737
OBSEA/2020-01-03.out,0.44690291206115
OBSEA/2020-01-04.out,0.5391207247097631
OBSEA/2020-01-05.out,0.4967587893278269
OBSEA/2020-01-06.out,0.652148120916398
OBSEA/2020-01-07.out,0.4930188583133796
OBSEA/2020-01-08.out,0.4829493019274627
OBSEA/2020-01-09.out,0.517670787543384
OBSEA/2020-02-29.out,0.7552512407466203
OBSEA/2020-03-10.out,0.6996538377986501
OBSEA/2020-03-15.out,0.5928637742718447
OBSEA/2020-03-17.out,0.4539906359992676
OBSEA/2020-03-29.out,0.440473726764521
OBSEA/2020-04-01.out,0.5375305481205632
OBSEA/2020-04-10.out,0.5774919196804101
OBSEA/2020-04-11.out,0.7020580978718789
OBSEA/2020-04-15.out,0.606782607394505
OBSEA/2020-04-23.out,0.4974865995546837
OBSEA/2020-04-24.out,0.6273661046319938
OBSEA/2020-05-01.out,0.8278410212145452
OBSEA/2020-05-04.out,0.5166184681756476
OBSEA/2020-05-05.out,0.6274355001745551
OBSEA/2020-05-06.out,0.8626975133713853
OBSEA/2020-05-08.out,0.4968809890542771
OBSEA/2020-05-09.out,0.5333775206566886
OBSEA/2020-05-12.out,0.6089468197476218
OBSEA/2020-05-14.out,0.6437083264429098
OBSEA/2020-05-15.out,0.7260672462920238
OBSEA/2020-05-16.out,0.6462699422082256
OBSEA/2020-05-23.out,0.5966309291747889
OBSEA/2020-05-24.out,0.4976693157365258
OBSEA/2020-05-26.out,0.7456442518477351
OBSEA/2020-05-27.out,0.5000270611450228
OBSEA/2020-05-28.out,0.6269647389519196
OBSEA/2020-05-29.out,0.5620966666236387
OBSEA/2020-05-30.out,0.5616099630583584
OBSEA/2020-05-31.out,0.7874852152405697
OBSEA/2020-06-01.out,0.6502280410060444
OBSEA/2020-06-04.out,0.6964969963953574
OBSEA/2020-06-05.out,0.6576859738227728
OBSEA/2020-06-07.out,0.7079052030326047
OBSEA/2020-06-08.out,0.6314420939920601
OBSEA/2020-06-09.out,0.7666497774931049
OBSEA/2020-06-10.out,0.5672003097285085
OBSEA/2020-06-11.out,0.5737878249176832
OBSEA/2020-06-13.out,0.6570093375004531
OBSEA/2020-06-14.out,0.5193291789071433
OBSEA/2020-06-15.out,0.5154795340163035
OBSEA/2020-06-16.out,0.6054527002537151
OBSEA/2020-06-17.out,0.5271444954208412
OBSEA/2020-06-18.out,0.5402636988658494
OBSEA/2020-06-19.out,0.5371612140470998
OBSEA/2020-06-20.out,0.5329302839198773
OBSEA/2020-06-21.out,0.5759787639065799
OBSEA/2020-06-22.out,0.6795198180636777
OBSEA/2020-06-23.out,0.5569838486708604
OBSEA/2020-06-24.out,0.7219772434831639
OBSEA/2020-06-25.out,0.5511965095960973
OBSEA/2020-06-26.out,0.5860760421099076
OBSEA/2020-06-27.out,0.5801408590797104
OBSEA/2020-06-28.out,0.5968059706872494
OBSEA/2020-06-29.out,0.6370612788943841
OBSEA/2020-06-30.out,0.6342144851096851
OBSEA/2020-07-01.out,0.526038400199434
OBSEA/2020-07-02.out,0.5348671146341442
OBSEA/2020-07-03.out,0.5992459589340323
OBSEA/2020-07-04.out,0.5425891750728775
OBSEA/2020-07-05.out,0.5439908284117532
OBSEA/2020-07-06.out,0.5192890301822763
OBSEA/2020-07-07.out,0.5425982020076057
OBSEA/2020-07-08.out,0.6140862771529096
OBSEA/2020-07-09.out,0.6285476304134138
OBSEA/2020-07-10.out,0.5009535341039948
OBSEA/2020-07-11.out,0.550135619911349
OBSEA/2020-07-12.out,0.5321380224971656
OBSEA/2020-07-14.out,0.5021888689084177
OBSEA/2020-07-15.out,0.5601256269970321
OBSEA/2020-07-16.out,0.5345759336146607
OBSEA/2020-07-17.out,0.537935590553029
OBSEA/2020-07-18.out,0.4904548411742996
OBSEA/2020-07-19.out,0.6083614582631799
OBSEA/2020-07-20.out,0.5709142075814706
OBSEA/2020-07-21.out,0.5344158544509421
OBSEA/2020-07-24.out,0.9153532226287644
OBSEA/2020-07-25.out,0.7089940965389513
OBSEA/2020-07-26.out,0.5396679759990102
OBSEA/2020-07-27.out,0.834885047732023
OBSEA/2020-07-28.out,0.4760928774668674
OBSEA/2020-08-01.out,0.660013298065828
OBSEA/2020-08-02.out,0.564601280680794
OBSEA/2020-08-03.out,0.5624796270365877
OBSEA/2020-08-04.out,0.5865310811912364
OBSEA/2020-08-05.out,0.6272119670711971
OBSEA/2020-08-06.out,0.6047541762875585
OBSEA/2020-08-07.out,0.6423703302045548
OBSEA/2020-08-11.out,0.5316192372525839
OBSEA/2020-08-12.out,0.478422465386476
OBSEA/2020-08-13.out,0.7873957961027436
OBSEA/2020-08-14.out,0.5411356260441873
OBSEA/2020-08-16.out,0.6811645695023417
OBSEA/2020-08-17.out,0.525311477608937
OBSEA/2020-08-18.out,0.549577634389058
OBSEA/2020-08-19.out,0.5145398176059831
OBSEA/2020-08-20.out,0.4840045928092896
OBSEA/2020-08-21.out,0.4230830304404767
OBSEA/2020-08-22.out,0.4993235282370796
OBSEA/2020-08-23.out,0.5124516377922232
OBSEA/2020-08-24.out,0.5233816797343545
OBSEA/2020-08-25.out,0.5398558316678608
OBSEA/2020-08-26.out,0.5398581303940169
OBSEA/2020-08-27.out,0.5359191523154152
OBSEA/2020-08-28.out,0.5208814879341138
OBSEA/2020-08-29.out,0.6096973144745554
