,CBLOF
OBSEA/2020-01-01.out,0.9834900462962963
OBSEA/2020-01-02.out,0.08840213863986499
OBSEA/2020-01-03.out,0.10118211993022255
OBSEA/2020-01-04.out,0.3524395340722432
OBSEA/2020-01-05.out,0.041382952472754315
OBSEA/2020-01-06.out,0.022605412623476505
OBSEA/2020-01-07.out,0.1253432161390069
OBSEA/2020-01-08.out,0.1720847326789463
OBSEA/2020-01-09.out,0.426043129656147
OBSEA/2020-01-10.out,0.006767013888888889
OBSEA/2020-01-11.out,0.015199768518518519
OBSEA/2020-01-12.out,0.006715277777777778
OBSEA/2020-01-13.out,0.01152696759259259
OBSEA/2020-01-14.out,0.009913773148148149
OBSEA/2020-01-15.out,0.010320254629629629
OBSEA/2020-01-16.out,0.010820138888888888
OBSEA/2020-01-17.out,0.013115624999999995
OBSEA/2020-01-18.out,0.009337847222222225
OBSEA/2020-01-19.out,0.013043981481481483
OBSEA/2020-01-20.out,0.9343274830287941
OBSEA/2020-01-21.out,0.021259722222222218
OBSEA/2020-01-22.out,0.011022047244094488
OBSEA/2020-02-15.out,0.9810658564814815
OBSEA/2020-02-16.out,0.9839202546296296
OBSEA/2020-02-17.out,0.9766905092592593
OBSEA/2020-02-18.out,0.9744120370370369
OBSEA/2020-02-19.out,0.9770484953703703
OBSEA/2020-02-20.out,0.9806002314814815
OBSEA/2020-02-21.out,0.9773729166666667
OBSEA/2020-02-22.out,0.9839282407407408
OBSEA/2020-02-23.out,0.9816121527777777
OBSEA/2020-02-24.out,0.9790274305555556
OBSEA/2020-02-25.out,0.9779567129629629
OBSEA/2020-02-26.out,0.9838797453703703
OBSEA/2020-02-27.out,0.982064236111111
OBSEA/2020-02-28.out,0.9796829861111112
OBSEA/2020-02-29.out,0.0496337577684465
OBSEA/2020-03-01.out,0.9798777777777777
OBSEA/2020-03-02.out,0.9863701388888889
OBSEA/2020-03-03.out,0.984643287037037
OBSEA/2020-03-04.out,0.9887986111111111
OBSEA/2020-03-05.out,0.9835930555555555
OBSEA/2020-03-06.out,0.9859175925925927
OBSEA/2020-03-07.out,0.9887737268518518
OBSEA/2020-03-08.out,0.9872756944444444
OBSEA/2020-03-09.out,0.9770012731481481
OBSEA/2020-03-10.out,0.033876316636961216
OBSEA/2020-03-11.out,0.9897296296296296
OBSEA/2020-03-12.out,0.9838444444444444
OBSEA/2020-03-13.out,0.980658912037037
OBSEA/2020-03-14.out,0.988515625
OBSEA/2020-03-15.out,0.40241188072158124
OBSEA/2020-03-16.out,0.9864961805555557
OBSEA/2020-03-17.out,0.03081625216561649
OBSEA/2020-03-18.out,0.9841995370370371
OBSEA/2020-03-19.out,0.9827881944444444
OBSEA/2020-03-20.out,0.9833318287037036
OBSEA/2020-03-21.out,0.9845202546296296
OBSEA/2020-03-22.out,0.9844922453703704
OBSEA/2020-03-23.out,0.9845924768518519
OBSEA/2020-03-24.out,0.9803662037037038
OBSEA/2020-03-25.out,0.9823721064814815
OBSEA/2020-03-26.out,0.9852653935185185
OBSEA/2020-03-27.out,0.9825694444444445
OBSEA/2020-03-28.out,0.9761842592592593
OBSEA/2020-03-29.out,0.022802032779040977
OBSEA/2020-03-30.out,0.9855563657407407
OBSEA/2020-03-31.out,0.9842711805555555
OBSEA/2020-04-01.out,0.07348663160536656
OBSEA/2020-04-02.out,0.9767275462962963
OBSEA/2020-04-03.out,0.9764337962962963
OBSEA/2020-04-04.out,0.972537962962963
OBSEA/2020-04-05.out,0.9832744212962964
OBSEA/2020-04-06.out,0.9688538194444444
OBSEA/2020-04-07.out,0.9740810185185185
OBSEA/2020-04-08.out,0.975304050925926
OBSEA/2020-04-09.out,0.9803493055555554
OBSEA/2020-04-10.out,0.5753406992374199
OBSEA/2020-04-11.out,0.11645374748156893
OBSEA/2020-04-12.out,0.9783881944444445
OBSEA/2020-04-13.out,0.9790371527777778
OBSEA/2020-04-14.out,0.9674989583333333
OBSEA/2020-04-15.out,0.25235968540124987
OBSEA/2020-04-16.out,0.9842035879629629
OBSEA/2020-04-17.out,0.980950462962963
OBSEA/2020-04-18.out,0.987225462962963
OBSEA/2020-04-19.out,0.9777446759259258
OBSEA/2020-04-20.out,0.9913648148148148
OBSEA/2020-04-21.out,0.9854832175925926
OBSEA/2020-04-22.out,0.9836218750000001
OBSEA/2020-04-23.out,0.16829600308022824
OBSEA/2020-04-24.out,0.6387501066292075
OBSEA/2020-05-01.out,0.3000004011889973
OBSEA/2020-05-02.out,0.9811856481481481
OBSEA/2020-05-03.out,0.9767090277777777
OBSEA/2020-05-04.out,0.13146108911337162
OBSEA/2020-05-05.out,0.699978706995785
OBSEA/2020-05-06.out,0.13276612068889843
OBSEA/2020-05-07.out,0.9877063657407407
OBSEA/2020-05-08.out,0.1702222841012957
OBSEA/2020-05-09.out,0.7335837947979394
OBSEA/2020-05-10.out,0.842841787866019
OBSEA/2020-05-11.out,0.9928003472222222
OBSEA/2020-05-12.out,0.7404429109581855
OBSEA/2020-05-13.out,0.8164107430580197
OBSEA/2020-05-14.out,0.7274197626664689
OBSEA/2020-05-15.out,0.479769022321043
OBSEA/2020-05-16.out,0.7411571727342332
OBSEA/2020-05-17.out,0.9828039351851852
OBSEA/2020-05-18.out,0.9836349537037037
OBSEA/2020-05-19.out,0.9869400462962963
OBSEA/2020-05-20.out,0.9873230324074075
OBSEA/2020-05-21.out,0.9812778935185186
OBSEA/2020-05-22.out,0.9836050925925927
OBSEA/2020-05-23.out,0.02026414809578364
OBSEA/2020-05-24.out,0.24877449361754908
OBSEA/2020-05-25.out,0.9819262731481481
OBSEA/2020-05-26.out,0.11365339088544664
OBSEA/2020-05-27.out,0.196662476661324
OBSEA/2020-05-28.out,0.5051843728642059
OBSEA/2020-05-29.out,0.10581583910581722
OBSEA/2020-05-30.out,0.33365683844141436
OBSEA/2020-05-31.out,0.01762066918158094
OBSEA/2020-06-01.out,0.21155477063266742
OBSEA/2020-06-02.out,0.9777854166666666
OBSEA/2020-06-03.out,0.9791456018518517
OBSEA/2020-06-04.out,0.19812338698050397
OBSEA/2020-06-05.out,0.5585323550223938
OBSEA/2020-06-06.out,0.9755853009259258
OBSEA/2020-06-07.out,0.6067368434887833
OBSEA/2020-06-08.out,0.31848805794003987
OBSEA/2020-06-09.out,0.6435332287659346
OBSEA/2020-06-10.out,0.23940500930279973
OBSEA/2020-06-11.out,0.634193911208441
OBSEA/2020-06-12.out,0.9785025462962963
OBSEA/2020-06-13.out,0.5023245887602594
OBSEA/2020-06-14.out,0.2111711958868526
OBSEA/2020-06-15.out,0.5758763043674655
OBSEA/2020-06-16.out,0.1715318413923189
OBSEA/2020-06-17.out,0.3653538509051704
OBSEA/2020-06-18.out,0.24803183608808377
OBSEA/2020-06-19.out,0.5535721707448538
OBSEA/2020-06-20.out,0.5859221246204099
OBSEA/2020-06-21.out,0.5468782178364603
OBSEA/2020-06-22.out,0.363802656576879
OBSEA/2020-06-23.out,0.6647799362741041
OBSEA/2020-06-24.out,0.5526065131769747
OBSEA/2020-06-25.out,0.3654252584268462
OBSEA/2020-06-26.out,0.657303917018899
OBSEA/2020-06-27.out,0.5132770267460001
OBSEA/2020-06-28.out,0.19727847139809335
OBSEA/2020-06-29.out,0.267668204888977
OBSEA/2020-06-30.out,0.18194951549456828
OBSEA/2020-07-01.out,0.22607784444737164
OBSEA/2020-07-02.out,0.37738253520293885
OBSEA/2020-07-03.out,0.4395958948213634
OBSEA/2020-07-04.out,0.3259161688496881
OBSEA/2020-07-05.out,0.2437424002220086
OBSEA/2020-07-06.out,0.3980991041498776
OBSEA/2020-07-07.out,0.3043000756122932
OBSEA/2020-07-08.out,0.29599057963837017
OBSEA/2020-07-09.out,0.3824999407159525
OBSEA/2020-07-10.out,0.40086709226477246
OBSEA/2020-07-11.out,0.4888228461315829
OBSEA/2020-07-12.out,0.16743384216273238
OBSEA/2020-07-13.out,0.7454652095754896
OBSEA/2020-07-14.out,0.31274706381012535
OBSEA/2020-07-15.out,0.2896706210622625
OBSEA/2020-07-16.out,0.36066934741146434
OBSEA/2020-07-17.out,0.16336000808983042
OBSEA/2020-07-18.out,0.34032327203063595
OBSEA/2020-07-19.out,0.5831914080302115
OBSEA/2020-07-20.out,0.3661093256562782
OBSEA/2020-07-21.out,0.051059359913457884
OBSEA/2020-07-22.out,0.9775106481481483
OBSEA/2020-07-23.out,0.9726046296296296
