,CBLOF
OBSEA/2020-01-02.out,0.0989120507512907
OBSEA/2020-01-03.out,0.0715652189550784
OBSEA/2020-01-04.out,0.2357098950576609
OBSEA/2020-01-05.out,0.0451625756739068
OBSEA/2020-01-06.out,0.0299613683313107
OBSEA/2020-01-07.out,0.1495481333221184
OBSEA/2020-01-08.out,0.2256771140717637
OBSEA/2020-01-09.out,0.3618457673197828
OBSEA/2020-02-29.out,0.0427259968047189
OBSEA/2020-03-10.out,0.0261053534148447
OBSEA/2020-03-15.out,0.3747277975583653
OBSEA/2020-03-17.out,0.0304493507259179
OBSEA/2020-03-29.out,0.025440766700867
OBSEA/2020-04-01.out,0.0449049923324473
OBSEA/2020-04-10.out,0.2612164337917724
OBSEA/2020-04-11.out,0.1912992680510197
OBSEA/2020-04-15.out,0.2638816922108833
OBSEA/2020-04-23.out,0.1726422429190929
OBSEA/2020-04-24.out,0.5323676785594674
OBSEA/2020-05-01.out,0.241870623755545
OBSEA/2020-05-04.out,0.105113394255756
OBSEA/2020-05-05.out,0.5058889221276254
OBSEA/2020-05-06.out,0.034678428389266
OBSEA/2020-05-08.out,0.2098556319436676
OBSEA/2020-05-09.out,0.7441472879691516
OBSEA/2020-05-12.out,0.7316028272202938
OBSEA/2020-05-14.out,0.5697360842488225
OBSEA/2020-05-15.out,0.3335021729079815
OBSEA/2020-05-16.out,0.6822486618024508
OBSEA/2020-05-23.out,0.0355544005887693
OBSEA/2020-05-24.out,0.2853034092045748
OBSEA/2020-05-26.out,0.1128582545896173
OBSEA/2020-05-27.out,0.270954476486083
OBSEA/2020-05-28.out,0.5003427269157982
OBSEA/2020-05-29.out,0.1350979591001619
OBSEA/2020-05-30.out,0.2319592315826668
OBSEA/2020-05-31.out,0.0203123445347151
OBSEA/2020-06-01.out,0.1524413828205457
OBSEA/2020-06-04.out,0.264581393576817
OBSEA/2020-06-05.out,0.5743915903246822
OBSEA/2020-06-07.out,0.5115463999974222
OBSEA/2020-06-08.out,0.2905065312497478
OBSEA/2020-06-09.out,0.5474364154942455
OBSEA/2020-06-10.out,0.2285278933618197
OBSEA/2020-06-11.out,0.5545290188051748
OBSEA/2020-06-13.out,0.3841211826867664
OBSEA/2020-06-14.out,0.197857006562503
OBSEA/2020-06-15.out,0.4178514992267332
OBSEA/2020-06-16.out,0.2038921887516417
OBSEA/2020-06-17.out,0.4079391323048337
OBSEA/2020-06-18.out,0.2232763208873532
OBSEA/2020-06-19.out,0.5512719069360554
OBSEA/2020-06-20.out,0.6198545842020822
OBSEA/2020-06-21.out,0.5537265825538814
OBSEA/2020-06-22.out,0.2413463226743985
OBSEA/2020-06-23.out,0.4524662148455552
OBSEA/2020-06-24.out,0.5493621173061541
OBSEA/2020-06-25.out,0.4012465499912437
OBSEA/2020-06-26.out,0.446506800919859
OBSEA/2020-06-27.out,0.3956994334780708
OBSEA/2020-06-28.out,0.2017255855114558
OBSEA/2020-06-29.out,0.3945498593870504
OBSEA/2020-06-30.out,0.2034098297112142
OBSEA/2020-07-01.out,0.2743895604414854
OBSEA/2020-07-02.out,0.3815736330937677
OBSEA/2020-07-03.out,0.4172013655948322
OBSEA/2020-07-04.out,0.4741665192753841
OBSEA/2020-07-05.out,0.3269645470384884
OBSEA/2020-07-06.out,0.4139567803171339
OBSEA/2020-07-07.out,0.3486670246852558
OBSEA/2020-07-08.out,0.2447602171217227
OBSEA/2020-07-09.out,0.3819980009072903
OBSEA/2020-07-10.out,0.4031315133480169
OBSEA/2020-07-11.out,0.4562079941858828
OBSEA/2020-07-12.out,0.2172775546595753
OBSEA/2020-07-14.out,0.3892738083786001
OBSEA/2020-07-15.out,0.2966389529864568
OBSEA/2020-07-16.out,0.419511172593367
OBSEA/2020-07-17.out,0.2968049312918412
OBSEA/2020-07-18.out,0.3812966561155886
OBSEA/2020-07-19.out,0.4912714313866267
OBSEA/2020-07-20.out,0.2574827666968992
OBSEA/2020-07-21.out,0.0332189613633549
OBSEA/2020-07-24.out,0.1351621067446224
OBSEA/2020-07-25.out,0.0006775067750677
OBSEA/2020-07-26.out,0.7406897237568737
OBSEA/2020-07-27.out,0.5122995770465617
OBSEA/2020-07-28.out,0.1207719636400502
OBSEA/2020-08-01.out,0.1508928279173676
OBSEA/2020-08-02.out,0.4813225668853483
