,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127,val_128,val_129,val_130,val_131,val_132,val_133,val_134,val_135,val_136,val_137,val_138,val_139,val_140,val_141,val_142,val_143,val_144,val_145,val_146,val_147,val_148,val_149,val_150,val_151,val_152,val_153,val_154,val_155,val_156,val_157,val_158,val_159,val_160,val_161,val_162,val_163,val_164,val_165,val_166,val_167,val_168,val_169,val_170,val_171,val_172,val_173,val_174,val_175,val_176,val_177,val_178,val_179,val_180,val_181,val_182,val_183,val_184,val_185,val_186,val_187,val_188,val_189,val_190,val_191
2020-09-14.out.0,1.0,1.1770618,-1.2655766,0.1006809,1.1771603,-1.2655812,0.1005294,1.1772361,-1.2655865,0.1003931,1.1772058,-1.2655865,0.1004234,1.1772588,-1.2655743,0.1004688,1.1774179,-1.2655774,0.1002643,1.1772815,-1.2655796,0.1004006,1.1773724,-1.2655622,0.1004537,1.1773421,-1.2655622,0.1004915,1.1773573,-1.2655622,0.1004688,1.1772285,-1.2655865,0.1004006,1.177183,-1.2656039,0.100287,1.1772361,-1.2656145,0.1001279,1.1772209,-1.2656175,0.1001279,1.1771452,-1.2656312,0.1000901,1.1771073,-1.2656289,0.1001582,1.1770543,-1.2656289,0.1002188,1.1770315,-1.2656221,0.1003097,1.1769634,-1.2656289,0.1003249,1.1770315,-1.2656312,0.1002264,1.1770467,-1.2656357,0.1001582,1.1770846,-1.2656327,0.1001507,1.1770921,-1.2656327,0.1001431,1.1769861,-1.2656387,0.1002037,1.1769028,-1.2656478,0.1002264,1.17688,-1.265641,0.1003097,1.1769406,-1.2656221,0.1004158,1.1770012,-1.2656175,0.1003855,1.1770088,-1.2656243,0.1003173,1.177024,-1.2656152,0.1003703,1.1769482,-1.265616,0.1004612,1.1769861,-1.2656084,0.100484,1.1769406,-1.2656137,0.100484,1.1770088,-1.2656107,0.1004309,1.1770846,-1.265619,0.1002719,1.1770618,-1.2656198,0.1002946,1.1770694,-1.2656137,0.10034,1.1769103,-1.2656251,0.1004234,1.176827,-1.2656296,0.1004764,1.1767816,-1.2656259,0.1005673,1.1769558,-1.2656137,0.1004688,1.1769861,-1.2656069,0.1004991,1.1768952,-1.2656107,0.1005673,1.1769937,-1.2655971,0.1005749,1.1770618,-1.2655865,0.1005976,1.1771527,-1.2655743,0.1005976,1.1770846,-1.2655751,0.1006658,1.1769634,-1.2655812,0.1007642,1.1770467,-1.2655728,0.1007339,1.1769709,-1.2655759,0.1007945,1.1771376,-1.2655592,0.1007567,1.1770618,-1.265566,0.1007794,1.1770391,-1.2655607,0.1008627,1.1771149,-1.2655592,0.1007794,1.1770543,-1.2655577,0.1008627,1.1770618,-1.2655539,0.1008855,1.177077,-1.2655524,0.1008855,1.1770921,-1.2655478,0.1009082,1.1770694,-1.265544,0.1009612,1.1770618,-1.2655387,0.1010218,1.1769937,-1.265544,0.1010597,1.1771224,-1.2655562,0.1007945,1.177077,-1.265563,0.100787,1.1770467,-1.2655713,0.1007491
2020-09-14.out.1,1.0,1.1770543,-1.2655645,0.1008021,1.1770088,-1.265563,0.1008627,1.1769785,-1.2655607,0.1009309,1.1769937,-1.2655698,0.1008173,1.177024,-1.2655743,0.1007491,1.1770543,-1.2655766,0.1006885,1.1769634,-1.2655698,0.1008627,1.1770391,-1.2655796,0.1006809,1.1770846,-1.2655774,0.1006506,1.1769861,-1.2655766,0.1007718,1.1768952,-1.2655713,0.1009233,1.176774,-1.2655577,0.1011885,1.176827,-1.265544,0.1012491,1.1767664,-1.2655471,0.1012945,1.1767513,-1.2655456,0.1013324,1.1767285,-1.2655387,0.1014157,1.1767588,-1.2655387,0.1013778,1.1767891,-1.2655387,0.1013475,1.176827,-1.2655289,0.1013854,1.1768422,-1.2655251,0.1014081,1.1769558,-1.2655168,0.10134,1.1769028,-1.2655198,0.1013778,1.1769179,-1.26551,0.1014536,1.1768573,-1.2655221,0.1014081,1.1769482,-1.2655425,0.1011203,1.1768422,-1.2655425,0.1012491,1.1768194,-1.265541,0.1012869,1.1770618,-1.2655403,0.1010142,1.1772058,-1.2655403,0.10084,1.177077,-1.2655577,0.1008324,1.1770997,-1.2655592,0.1007945,1.1770164,-1.2655554,0.1009309,1.1770467,-1.2655592,0.1008552,1.1770694,-1.2655486,0.1009233,1.1770315,-1.2655622,0.1008476,1.1768725,-1.2655675,0.1009915,1.1769937,-1.2655622,0.100893,1.1769331,-1.2655592,0.1009915,1.1769709,-1.2655562,0.1009688,1.1769558,-1.2655607,0.1009536,1.177024,-1.2655562,0.1009082,1.1769937,-1.2655592,0.1009233,1.1768422,-1.2655743,0.1009612,1.1768194,-1.2655713,0.1010142,1.176827,-1.2655698,0.1010142,1.1767588,-1.2655759,0.1010445,1.1767664,-1.2655675,0.1011127,1.176721,-1.2655759,0.10109,1.1767134,-1.2655698,0.101143,1.1767967,-1.2655683,0.1010673,1.1768725,-1.2655645,0.1010142,1.1769482,-1.2655554,0.1010067,1.1769558,-1.2655493,0.1010521,1.1769331,-1.2655493,0.1010748,1.1768649,-1.2655493,0.1011506,1.1768194,-1.2655456,0.1012491,1.1768422,-1.2655425,0.1012491,1.1769709,-1.2655319,0.101196,1.1769331,-1.2655357,0.101196,1.1768422,-1.2655387,0.1012794,1.1768497,-1.2655403,0.1012642,1.1770164,-1.2655304,0.1011506,1.1770012,-1.2655281,0.101196,1.1769558,-1.2655304,0.1012188
2020-09-14.out.2,1.0,1.1770846,-1.2655251,0.1011203,1.1770467,-1.2655206,0.1012036,1.1769331,-1.2655319,0.1012339,1.1769861,-1.2655289,0.1012036,1.1770391,-1.2655266,0.1011582,1.1770012,-1.2655198,0.1012642,1.1769331,-1.2655198,0.1013475,1.1770012,-1.2655221,0.1012415,1.1769937,-1.2655198,0.1012794,1.1771073,-1.2655168,0.1011733,1.1770012,-1.2655115,0.10134,1.177024,-1.26551,0.1013248,1.1770391,-1.2655016,0.1013778,1.1770088,-1.2655016,0.1014233,1.1769634,-1.2655031,0.1014536,1.1770618,-1.2654963,0.1014081,1.1770391,-1.265488,0.1015066,1.1770164,-1.2654759,0.101643,1.1770694,-1.2654736,0.1015975,1.1769634,-1.265485,0.1016278,1.1770012,-1.2654774,0.1016505,1.1769785,-1.2654804,0.1016505,1.1770088,-1.2654713,0.101696,1.1770467,-1.2654615,0.1017339,1.1770012,-1.2654615,0.1017869,1.1769406,-1.2654645,0.1018323,1.1770012,-1.2654713,0.1017111,1.1769482,-1.2654728,0.1017566,1.1769255,-1.265469,0.1018172,1.1770164,-1.2654774,0.1016354,1.1770618,-1.2654797,0.1015596,1.1769406,-1.2654781,0.1017111,1.177077,-1.2654728,0.1016051,1.1769406,-1.2654759,0.1017339,1.1769634,-1.265469,0.1017642,1.1769937,-1.265463,0.1017869,1.1772133,-1.2654592,0.1015672,1.1770997,-1.2654547,0.1017339,1.1771073,-1.2654441,0.1018248,1.1771149,-1.2654327,0.1019157,1.1772512,-1.2654236,0.1018475,1.1771224,-1.2654206,0.1020142,1.1770694,-1.2654183,0.1021126,1.177024,-1.2654221,0.1021278,1.1769785,-1.2654327,0.1020748,1.1769255,-1.265438,0.1020899,1.1770012,-1.2654418,0.1019687,1.1768043,-1.265463,0.1020066,1.1767437,-1.2654645,0.1020672,1.1769937,-1.2654759,0.1016657,1.1771376,-1.2654637,0.1016051,1.1773118,-1.2654569,0.1014687,1.1772133,-1.2654675,0.1014915,1.1771149,-1.265463,0.1016505,1.1771603,-1.265463,0.1015899,1.1770088,-1.2654615,0.1017869,1.1769406,-1.2654584,0.1018854,1.1770997,-1.2654501,0.1017793,1.1770164,-1.2654562,0.1018248,1.177024,-1.2654448,0.1019233,1.1772285,-1.2654251,0.1018627,1.1772739,-1.2654153,0.101893,1.1771376,-1.2654221,0.1019914,1.1770997,-1.2654175,0.1020748
2020-09-14.out.3,1.0,1.1770088,-1.2654191,0.1021657,1.1770012,-1.265416,0.102196,1.1769331,-1.2654206,0.1022414,1.1769103,-1.2654221,0.1022566,1.1769331,-1.2654175,0.1022641,1.1770164,-1.2654084,0.1022566,1.1769028,-1.2654153,0.1023247,1.17688,-1.2654107,0.1023853,1.1769255,-1.2654069,0.1023778,1.1769482,-1.2654031,0.1023853,1.1769634,-1.26541,0.102302,1.1769331,-1.2654069,0.1023702,1.1770315,-1.265388,0.1024232,1.1769709,-1.2653812,0.102552,1.1769558,-1.2653781,0.1025974,1.1767588,-1.2654001,0.1026353,1.1770012,-1.2653812,0.1025217,1.17713,-1.2653645,0.1025217,1.1769558,-1.265388,0.1025065,1.1769785,-1.265388,0.1024838,1.1768573,-1.2654001,0.1025141,1.1768725,-1.2653948,0.102552,1.1768422,-1.2653766,0.1027489,1.1768194,-1.2653683,0.1028398,1.1768043,-1.2653797,0.1027641,1.1770997,-1.2653744,0.1024687,1.1769558,-1.2654107,0.1023096,1.1769785,-1.2654092,0.1022869,1.1768497,-1.2654084,0.1024459,1.1766528,-1.2654228,0.1025444,1.1767361,-1.2654206,0.1024762,1.1767437,-1.2654251,0.1024232,1.1766452,-1.2654297,0.1024914,1.1767967,-1.2654228,0.1023853,1.1768194,-1.2654327,0.1022641,1.1768043,-1.2654327,0.1022793,1.1768649,-1.2654327,0.1022111,1.1769255,-1.2654312,0.1021505,1.1769634,-1.2654342,0.1020823,1.1770164,-1.2654206,0.1021429,1.1769634,-1.2654221,0.102196,1.1769482,-1.2654183,0.102249,1.1766073,-1.2654357,0.1024914,1.1767134,-1.2654228,0.1024762,1.1766073,-1.2654342,0.102499,1.1766907,-1.2654319,0.1024232,1.1768194,-1.2654259,0.1023247,1.1768497,-1.2654221,0.1023247,1.1767816,-1.2654221,0.1024081,1.1769028,-1.2654107,0.1023626,1.1769179,-1.26541,0.102355,1.1770164,-1.2654137,0.1022111,1.17688,-1.2654297,0.1022263,1.1769709,-1.2654244,0.1021657,1.1768725,-1.2654228,0.1022944,1.1769558,-1.2654122,0.1022944,1.1769406,-1.2654054,0.1023702,1.1768422,-1.2654054,0.1024762,1.1768725,-1.2653948,0.102552,1.1770088,-1.2653812,0.1025141,1.1768649,-1.2653956,0.1025444,1.1768876,-1.2653971,0.102499,1.1770012,-1.2653766,0.1025596,1.1768346,-1.2653903,0.1026277
2020-09-14.out.4,1.0,1.1767816,-1.2653888,0.1027111,1.1767513,-1.2653888,0.1027414,1.1767058,-1.2653804,0.1028701,1.1767588,-1.2653797,0.1028171,1.1768497,-1.2653781,0.1027262,1.176827,-1.2653804,0.1027262,1.1769406,-1.2653759,0.1026353,1.1769634,-1.2653751,0.1026126,1.1770012,-1.2653797,0.1025293,1.1771452,-1.2653812,0.102355,1.1771376,-1.2653744,0.1024232,1.177183,-1.2653766,0.1023399,1.1771149,-1.2653827,0.1023702,1.1771906,-1.2653683,0.1024156,1.1771906,-1.2653781,0.1023247,1.1771452,-1.2653812,0.102355,1.1772361,-1.2653766,0.1022869,1.1772361,-1.2653691,0.102355,1.177024,-1.2653713,0.1025823,1.177077,-1.2653645,0.1025747,1.177077,-1.2653713,0.1025217,1.1771755,-1.2653592,0.1025217,1.1771982,-1.2653509,0.1025596,1.1772588,-1.2653441,0.102552,1.177183,-1.2653441,0.1026353,1.1772361,-1.2653395,0.1026202,1.177183,-1.2653372,0.1027035,1.1771452,-1.2653357,0.1027565,1.1771982,-1.2653221,0.1028247,1.1772891,-1.2653168,0.1027641,1.1772361,-1.2653206,0.1027868,1.1771073,-1.2653236,0.1029156,1.1769103,-1.2653304,0.1030823,1.1769709,-1.2653236,0.1030747,1.1769255,-1.2653274,0.1030898,1.1768194,-1.2653388,0.1031201,1.1769785,-1.2653191,0.103105,1.17688,-1.2653236,0.1031807,1.1769103,-1.2653221,0.103158,1.1769179,-1.2653289,0.1030898,1.1770846,-1.2653085,0.1030823,1.1772512,-1.2652903,0.1030444,1.1773876,-1.265288,0.102908,1.1772209,-1.2653001,0.1029914,1.1771149,-1.2653062,0.1030595,1.177024,-1.2653077,0.103158,1.1770012,-1.2653024,0.1032338,1.1771376,-1.265288,0.1031959,1.177183,-1.2652729,0.1032944,1.1770846,-1.2652759,0.1033625,1.1769331,-1.2652819,0.1034913,1.1767588,-1.2652971,0.1035595,1.1768725,-1.2652857,0.1035368,1.1768497,-1.265291,0.1035065,1.1769861,-1.2652804,0.1034459,1.1771679,-1.2652789,0.1032413,1.17713,-1.2652903,0.1031807,1.1769937,-1.2653047,0.1032186,1.1770315,-1.2653138,0.1030898,1.1768952,-1.2653213,0.1031807,1.1769028,-1.2653122,0.1032565,1.1771376,-1.2653221,0.1028929,1.1774861,-1.2653183,0.1025217,1.17738,-1.2653372,0.1024762
2020-09-14.out.5,1.0,1.1774103,-1.2653259,0.1025368,1.1773194,-1.2653122,0.1027717,1.1771527,-1.2653236,0.102855,1.17713,-1.2653274,0.102855,1.1772361,-1.265313,0.102855,1.1771755,-1.2653115,0.1029459,1.1771452,-1.2653092,0.1029914,1.177183,-1.2653024,0.1030217,1.1771679,-1.2652978,0.1030747,1.1770997,-1.2653009,0.1031277,1.177024,-1.2653009,0.103211,1.1769179,-1.2652956,0.1033928,1.1767891,-1.2652941,0.1035595,1.1770391,-1.2652713,0.1034686,1.176721,-1.2653009,0.1035746,1.1765998,-1.2653032,0.1036958,1.1765089,-1.2652978,0.1038473,1.1764861,-1.2652933,0.1039155,1.1764634,-1.2652941,0.1039383,1.1764861,-1.265288,0.1039534,1.1765316,-1.2652941,0.1038473,1.1768573,-1.2652865,0.1035443,1.1768119,-1.2653032,0.1034459,1.1766755,-1.2653153,0.1034913,1.1765467,-1.2653312,0.1034989,1.176774,-1.2653122,0.103408,1.1770088,-1.2652865,0.1033625,1.1770164,-1.2652857,0.1033625,1.1767437,-1.2652994,0.1035595,1.1767664,-1.2652888,0.1036277,1.1767285,-1.2652888,0.1036731,1.1766755,-1.2652956,0.1036655,1.1766679,-1.2652918,0.103711,1.1767058,-1.2652948,0.1036428,1.1766073,-1.2652925,0.1037792,1.1763422,-1.2653054,0.1039761,1.1764407,-1.2652956,0.1039383,1.1767285,-1.2652729,0.103817,1.176774,-1.2652865,0.1036352,1.1768194,-1.2652827,0.1036201,1.176774,-1.2652729,0.103764,1.1768194,-1.2652691,0.1037337,1.1766907,-1.2652782,0.103817,1.1766225,-1.2652789,0.1038852,1.1767664,-1.2652721,0.1037716,1.177327,-1.2652395,0.1034156,1.177024,-1.2652479,0.1036958,1.1767437,-1.2652736,0.1037943,1.1767967,-1.2652668,0.1037867,1.1769406,-1.2652479,0.1037943,1.1768649,-1.2652516,0.1038398,1.1768952,-1.2652509,0.1038246,1.176827,-1.2652615,0.1038019,1.1770391,-1.2652365,0.1037716,1.1770391,-1.2652547,0.1036201,1.1769331,-1.2652668,0.1036352,1.1768725,-1.2652554,0.1038019,1.1769709,-1.2652274,0.1039383,1.176721,-1.2652668,0.1038776,1.1766982,-1.2652683,0.1039004,1.1767361,-1.2652448,0.1040595,1.1766982,-1.2652516,0.1040443,1.1767816,-1.2652501,0.1039534,1.1767967,-1.2652516,0.1039307
2020-09-14.out.6,1.0,1.1769331,-1.265216,0.1040898,1.1768497,-1.2652532,0.1038473,1.1772058,-1.265241,0.1035443,1.1772209,-1.2652395,0.1035368,1.1770694,-1.2652365,0.1037413,1.1770618,-1.2652418,0.1036958,1.1770618,-1.2652357,0.103764,1.1771452,-1.2652274,0.1037337,1.1771982,-1.2652054,0.1038701,1.1769028,-1.2652244,0.1040519,1.177077,-1.2651971,0.1040898,1.1768952,-1.2652259,0.1040443,1.1767588,-1.2652494,0.1039913,1.1767588,-1.2652638,0.1038625,1.17688,-1.265263,0.1037337,1.1769255,-1.2652857,0.1034762,1.1768194,-1.2653016,0.1034459,1.1769785,-1.2652903,0.1033625,1.1769861,-1.2652835,0.1034231,1.1769937,-1.2652797,0.1034459,1.1769709,-1.2652782,0.1034837,1.1768346,-1.2652782,0.1036428,1.1769482,-1.2652615,0.103658,1.1769558,-1.265266,0.1036201,1.1768876,-1.2652819,0.1035443,1.1767664,-1.2652835,0.1036731,1.1767361,-1.2652759,0.1037716,1.1768497,-1.2652812,0.1036049,1.1769331,-1.2652683,0.1036201,1.1768725,-1.2652691,0.1036731,1.17688,-1.2652683,0.1036731,1.1768876,-1.2652736,0.1036201,1.1770088,-1.2652782,0.1034459,1.1768952,-1.2652819,0.1035368,1.1767664,-1.2652857,0.103658,1.1768119,-1.2652721,0.1037186,1.1769709,-1.2652486,0.1037489,1.1770012,-1.2652297,0.1038852,1.1768649,-1.2652312,0.1040292,1.1768497,-1.2652282,0.1040746,1.1768952,-1.2652229,0.104067,1.1769558,-1.2652039,0.1041731,1.1768497,-1.2652191,0.1041655,1.1767437,-1.2652327,0.1041579,1.1767134,-1.2652229,0.1042867,1.1766831,-1.2652259,0.1042943,1.1764861,-1.2652463,0.1043397,1.1766982,-1.2652342,0.1042034,1.1769028,-1.2652479,0.1038322,1.1769179,-1.2652569,0.1037337,1.1771073,-1.265238,0.1036807,1.1770315,-1.2652327,0.103817,1.1769634,-1.265216,0.1040519,1.1770846,-1.2651986,0.104067,1.1770391,-1.2652001,0.1041125,1.1770467,-1.2652138,0.1039761,1.1770694,-1.2652236,0.1038625,1.1770543,-1.2652206,0.103908,1.1769709,-1.2652221,0.1039913,1.177077,-1.2652153,0.1039231,1.1771982,-1.2652206,0.1037337,1.1771982,-1.265216,0.1037716,1.1771224,-1.2652085,0.1039383,1.1770618,-1.2651971,0.1041125
2020-09-14.out.7,1.0,1.1768952,-1.2652122,0.1041731,1.1768876,-1.2652176,0.1041276,1.177077,-1.2651933,0.1041276,1.177077,-1.2651948,0.1041125,1.1770618,-1.2651903,0.1041655,1.1770543,-1.2651729,0.1043397,1.177024,-1.2651698,0.1043928,1.1767588,-1.2651941,0.1044912,1.176721,-1.2651971,0.1045064,1.1768649,-1.2652009,0.1043019,1.1767437,-1.2652221,0.1042564,1.1768952,-1.2652001,0.1042791,1.1768725,-1.2652001,0.1043019,1.1767967,-1.2652009,0.1043776,1.1768119,-1.2651903,0.1044685,1.1768346,-1.2651819,0.104514,1.1767967,-1.2651819,0.1045518,1.1768573,-1.2651819,0.1044837,1.1768573,-1.2651782,0.104514,1.1766679,-1.2651948,0.1045897,1.1767588,-1.265185,0.104567,1.1768497,-1.2651751,0.1045518,1.1768876,-1.2651713,0.1045443,1.1769255,-1.2651577,0.10462,1.1768119,-1.2651592,0.1047488,1.1770618,-1.2651585,0.1044609,1.1770164,-1.2651782,0.1043322,1.1772815,-1.2651471,0.1043019,1.1771073,-1.26516,0.1043928,1.1773345,-1.2651183,0.1044988,1.1774179,-1.2650986,0.1045821,1.1773118,-1.2650979,0.1047109,1.1768876,-1.2651494,0.1047412,1.1770467,-1.2651403,0.1046427,1.1768573,-1.2651509,0.1047639,1.1767134,-1.2651683,0.1047715,1.1766604,-1.2651789,0.1047412,1.17688,-1.2651782,0.1044988,1.1770164,-1.2651577,0.1045215,1.1769634,-1.2651426,0.1047109,1.1767134,-1.2651524,0.104923,1.1766755,-1.2651547,0.1049382,1.1765998,-1.265163,0.1049609,1.1767513,-1.2651645,0.1047715,1.1767134,-1.2651698,0.1047639,1.176721,-1.2651645,0.1048018,1.1765998,-1.2651615,0.1049685,1.176418,-1.2651698,0.1051048,1.1763346,-1.2651804,0.1051048,1.1765164,-1.2651615,0.105067,1.1766982,-1.265141,0.1050367,1.1767513,-1.2651342,0.1050367,1.1766907,-1.2651456,0.1050064,1.1766982,-1.2651577,0.1048927,1.1766452,-1.2651698,0.1048473,1.176577,-1.2651751,0.1048776,1.1767058,-1.2651713,0.1047639,1.1766831,-1.2651721,0.1047791,1.1767513,-1.2651615,0.1047942,1.1768422,-1.2651426,0.1048548,1.1768497,-1.2651342,0.104923,1.1769634,-1.2651282,0.1048473,1.1771149,-1.2651054,0.1048851,1.1768346,-1.2651153,0.1051124
2020-09-14.out.8,1.0,1.1767664,-1.265116,0.1051882,1.1765922,-1.2651327,0.1052412,1.1766604,-1.2651441,0.1050594,1.1764104,-1.2651729,0.1050897,1.1763346,-1.2651713,0.1051882,1.1763573,-1.2651698,0.1051806,1.1766982,-1.2651494,0.1049685,1.176827,-1.265135,0.1049382,1.1763952,-1.2651645,0.1051882,1.1762816,-1.2651683,0.1052791,1.176524,-1.2651509,0.1051579,1.176774,-1.2651251,0.1050973,1.1766376,-1.2651388,0.1051351,1.1765316,-1.2651494,0.1051579,1.1765619,-1.2651479,0.1051427,1.1767361,-1.2651479,0.1049382,1.1769785,-1.2651297,0.104817,1.1770846,-1.2651107,0.1048624,1.1768649,-1.2651198,0.1050291,1.1768043,-1.2651335,0.1049836,1.1768194,-1.2651267,0.1050367,1.1768725,-1.2651327,0.1049155,1.1769331,-1.2651251,0.1049079,1.1770012,-1.26511,0.1049609,1.1771982,-1.2650804,0.1050064,1.1770543,-1.2650842,0.1051351,1.177183,-1.2650721,0.1050973,1.1773648,-1.2650653,0.1049458,1.177183,-1.2650721,0.1050973,1.1772436,-1.2650547,0.1051806,1.1773876,-1.2650312,0.105226,1.1772891,-1.265038,0.1052791,1.1771224,-1.2650501,0.1053624,1.1770315,-1.265057,0.1054078,1.1771527,-1.2650395,0.105423,1.1768194,-1.2650729,0.1055139,1.1766149,-1.265091,0.1055896,1.176524,-1.2650926,0.1056805,1.1767664,-1.2650736,0.1055669,1.1769937,-1.2650736,0.1053018,1.1770846,-1.26506,0.1053169,1.1772209,-1.2650433,0.1053094,1.1768194,-1.2650812,0.1054381,1.176577,-1.265107,0.1054912,1.1765619,-1.265113,0.1054533,1.1765013,-1.2651206,0.1054533,1.176471,-1.265116,0.1055366,1.1763498,-1.2651282,0.1055669,1.1763346,-1.2651304,0.1055593,1.1762816,-1.2651251,0.105673,1.1765619,-1.2650895,0.1056578,1.1768952,-1.2650683,0.1054684,1.1768043,-1.2650736,0.105529,1.1768725,-1.265066,0.1055139,1.1766679,-1.2650857,0.1055745,1.1766225,-1.2650857,0.1056275,1.1762816,-1.265116,0.1057563,1.1765164,-1.2650827,0.105779,1.1764937,-1.2650653,0.1059608,1.176024,-1.2651062,0.1061426,1.1760771,-1.2651062,0.106082,1.1761907,-1.2651062,0.1059533,1.176418,-1.2650895,0.1058245,1.1764255,-1.2650895,0.105832
2020-09-14.out.9,1.0,1.1762816,-1.2651047,0.1058472,1.1764407,-1.2650873,0.105832,1.1764028,-1.265091,0.1058396,1.1763801,-1.2650941,0.1058396,1.1763573,-1.265082,0.105976,1.1763043,-1.2650804,0.1060517,1.1767285,-1.2650229,0.1060745,1.1767361,-1.2650176,0.1061123,1.1765316,-1.2650448,0.1061048,1.1764558,-1.2650532,0.1061199,1.176524,-1.2650539,0.106029,1.1765392,-1.2650547,0.1060139,1.1764558,-1.2650638,0.106029,1.1765998,-1.2650448,0.1060214,1.1765089,-1.2650517,0.1060745,1.1765543,-1.2650486,0.1060442,1.1765467,-1.265057,0.1059836,1.1766982,-1.2650282,0.1060593,1.1764407,-1.2650539,0.1061199,1.1767058,-1.2650206,0.1061199,1.1767816,-1.265038,0.1058699,1.1766376,-1.265057,0.1058775,1.1764255,-1.2650774,0.1059381,1.1765467,-1.26506,0.1059533,1.1765543,-1.2650607,0.1059305,1.176721,-1.2650464,0.1058699,1.1766301,-1.265057,0.1058775,1.1767134,-1.2650464,0.1058775,1.1767437,-1.2650365,0.1059305,1.1767361,-1.2650615,0.1057184,1.1768649,-1.2650721,0.1054684,1.1767967,-1.2650789,0.1054912,1.1765089,-1.2650873,0.1057487,1.176327,-1.2650963,0.1058775,1.1761831,-1.2650948,0.1060593,1.1763119,-1.2650774,0.1060669,1.1764483,-1.2650615,0.1060517,1.1764558,-1.26506,0.1060593,1.1766604,-1.2650448,0.1059533,1.1766376,-1.2650403,0.1060139,1.176471,-1.2650653,0.1059911,1.1763876,-1.2650721,0.106029,1.176274,-1.265091,0.1059911,1.176524,-1.2650668,0.1059229,1.1767967,-1.2650251,0.1059684,1.1766073,-1.2650464,0.1060063,1.1764786,-1.2650532,0.1060896,1.1764937,-1.2650501,0.1060972,1.1762134,-1.2650842,0.1061199,1.1761755,-1.2650789,0.1062184,1.1761755,-1.2650842,0.1061654,1.176274,-1.2650607,0.1062563,1.1763649,-1.2650418,0.106332,1.1764104,-1.2650297,0.106385,1.1762816,-1.2650365,0.1064759,1.1762286,-1.2650395,0.1065138,1.1762286,-1.265035,0.1065517,1.1763119,-1.2650168,0.1066123,1.1761983,-1.2650251,0.1066653,1.1761907,-1.2650214,0.1067108,1.1760922,-1.2650282,0.1067714,1.1760771,-1.265032,0.1067486,1.1762286,-1.2650214,0.1066653,1.1765543,-1.2649964,0.1065138
