,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-02-21.out.0,0.0,-1.2814395,-1.3268844,-1.3177954,-1.2814395,-1.3814183,-1.3268844,-1.2632615,-1.2996174,-1.3087064,-1.4086853,-1.3268844,-1.4177742,-1.2632615,-1.2359946,-1.2450835,-1.3268844,-1.2905285,-1.2814395,-1.3087064,-1.2905285,-1.2905285,-1.3177954,-1.3632403,-1.3723293,-1.4086853,-1.3541514,-1.3359734,-1.2996174,-1.3450624,-1.2087276,-1.2814395,-1.3087064,-1.2814395,-1.3177954,-1.2905285,-1.2450835,-1.2814395,-1.3087064,-1.2450835,-1.2723505,-1.2269056,-1.2450835,-1.2450835,-1.2359946,-1.2541725,-1.2632615,-1.2541725,-1.2541725,-1.2359946,-1.2178166,-1.2541725,-1.2541725,-1.2541725,-1.2541725,-1.2269056,-1.2450835,-1.2269056,-1.2269056,-1.2359946,-1.2359946,-1.1996386,-1.2450835,-1.1905496,-1.1996386
2020-02-21.out.1,0.0,-1.2087276,-1.2269056,-1.1269267,-1.1632827,-1.1541937,-1.1632827,-1.1360157,-1.1632827,-1.1814607,-1.1905496,-1.1814607,-1.1541937,-1.1541937,-1.1723717,-1.1632827,-1.1451047,-1.1814607,-1.1087488,-1.1178378,-1.0996598,-1.1360157,-1.1087488,-1.0814818,-1.0814818,-1.1269267,-1.1087488,-1.0996598,-1.0542149,-1.0905708,-1.0996598,-1.1451047,-1.00877,-0.9451471,-0.990592,-0.999681,-0.999681,-0.990592,-1.0269479,-1.0178589,-0.972414,-0.9360581,-0.954236,-0.9360581,-0.8997021,-0.8815242,-0.9269691,-0.9451471,-0.8815242,-0.8906132,-0.8633462,-0.8724352,-0.8815242,-0.9087911,-0.8815242,-0.9178801,-0.9087911,-0.8906132,-0.8906132,-0.8906132,-0.8997021,-0.8542572,-0.8542572,-0.8451682,-0.8088123
2020-02-21.out.2,0.0,-0.8633462,-0.8179013,-0.8179013,-0.7997233,-0.8088123,-0.8179013,-0.7997233,-0.7633674,-0.7633674,-0.7633674,-0.7361004,-0.7633674,-0.7270114,-0.7451894,-0.7724564,-0.7179225,-0.7451894,-0.7633674,-0.7633674,-0.7451894,-0.8451682,-0.7906343,-0.7633674,-0.7451894,-0.7088335,-0.6997445,-0.6906555,-0.6906555,-0.6815665,-0.6542996,-0.6906555,-0.6906555,-0.7361004,-0.6906555,-0.6815665,-0.7815453,-0.7542784,-0.6997445,-0.6815665,-0.6997445,-0.6815665,-0.6361216,-0.6270326,-0.6452106,-0.6815665,-0.6452106,-0.6088546,-0.6361216,-0.6270326,-0.6270326,-0.5997657,-0.5543207,-0.5634097,-0.5906767,-0.5634097,-0.6270326,-0.6088546,-0.5724987,-0.5997657,-0.6361216,-0.6724775,-0.6542996,-0.6542996,-0.5815877
2020-02-21.out.3,0.0,-0.6179436,-0.5997657,-0.5452318,-0.5634097,-0.4997868,-0.5361428,-0.4906978,-0.5088758,-0.4906978,-0.4906978,-0.5088758,-0.4816089,-0.5452318,-0.5270538,-0.4997868,-0.5724987,-0.6270326,-0.6542996,-0.5543207,-0.6270326,-0.6270326,-0.6452106,-0.5724987,-0.5361428,-0.5270538,-0.5179648,-0.5270538,-0.5543207,-0.5634097,-0.5815877,-0.5997657,-0.5997657,-0.5543207,-0.5179648,-0.5634097,-0.5724987,-0.5906767,-0.5815877,-0.5634097,-0.5361428,-0.4906978,-0.5452318,-0.4997868,-0.5179648,-0.5270538,-0.4725199,-0.5270538,-0.4634309,-0.4452529,-0.4906978,-0.4816089,-0.4816089,-0.5179648,-0.5270538,-0.4725199,-0.4634309,-0.4452529,-0.4543419,-0.4634309,-0.4543419,-0.4634309,-0.4452529,-0.4725199,-0.4725199
2020-02-21.out.4,0.0,-0.4725199,-0.4816089,-0.4543419,-0.4452529,-0.4543419,-0.4361639,-0.408897,-0.408897,-0.408897,-0.399808,-0.408897,-0.399808,-0.427075,-0.38163,-0.390719,-0.4634309,-0.4997868,-0.5088758,-0.4543419,-0.399808,-0.4452529,-0.4361639,-0.399808,-0.390719,-0.399808,-0.417986,-0.4906978,-0.427075,-0.4452529,-0.5543207,-0.5543207,-0.5179648,-0.4725199,-0.5270538,-0.4816089,-0.4543419,-0.4543419,-0.408897,-0.4634309,-0.3452741,-0.417986,-0.3634521,-0.399808,-0.38163,-0.38163,-0.3725411,-0.390719,-0.390719,-0.408897,-0.390719,-0.38163,-0.3452741,-0.3634521,-0.38163,-0.3634521,-0.4361639,-0.417986,-0.3725411,-0.390719,-0.3543631,-0.3543631,-0.3543631,-0.3634521,-0.3270961
2020-02-21.out.5,0.0,-0.3452741,-0.3089182,-0.3180071,-0.2816512,-0.3089182,-0.3270961,-0.3452741,-0.3725411,-0.3634521,-0.3634521,-0.3270961,-0.3180071,-0.3180071,-0.3452741,-0.3270961,-0.3089182,-0.3180071,-0.3543631,-0.3270961,-0.3452741,-0.3270961,-0.2907402,-0.2816512,-0.2634732,-0.2816512,-0.2816512,-0.3180071,-0.2907402,-0.3089182,-0.2907402,-0.2907402,-0.3270961,-0.2634732,-0.2998292,-0.2634732,-0.3089182,-0.3089182,-0.2634732,-0.2634732,-0.2452953,-0.2907402,-0.3270961,-0.2907402,-0.2907402,-0.2816512,-0.2543843,-0.2634732,-0.3180071,-0.2816512,-0.2816512,-0.3089182,-0.2998292,-0.2362063,-0.2816512,-0.2543843,-0.2452953,-0.2543843,-0.2725622,-0.2452953,-0.2907402,-0.2271173,-0.38163,-0.417986,-0.3543631
2020-02-21.out.6,0.0,-0.3452741,-0.3180071,-0.2998292,-0.2543843,-0.2816512,-0.2634732,-0.2452953,-0.2634732,-0.3270961,-0.3361851,-0.3089182,-0.3089182,-0.2907402,-0.2725622,-0.2907402,-0.2543843,-0.2907402,-0.2634732,-0.2543843,-0.2634732,-0.2634732,-0.2816512,-0.2452953,-0.2634732,-0.2452953,-0.2452953,-0.2452953,-0.2452953,-0.2543843,-0.2634732,-0.2362063,-0.2271173,-0.2452953,-0.2452953,-0.2362063,-0.1998504,-0.2180283,-0.2180283,-0.2271173,-0.1998504,-0.1907614,-0.1907614,-0.2089393,-0.1907614,-0.2271173,-0.2452953,-0.2271173,-0.1998504,-0.2180283,-0.1907614,-0.1998504,-0.2089393,-0.2089393,-0.1816724,-0.1998504,-0.2089393,-0.2271173,-0.1634944,-0.2271173,-0.1725834,-0.1725834,-0.1634944,-0.1725834,-0.2089393
2020-02-21.out.7,0.0,-0.1816724,-0.1725834,-0.1634944,-0.1634944,-0.1907614,-0.2089393,-0.1998504,-0.1453164,-0.1725834,-0.1453164,-0.1362275,-0.1816724,-0.1271385,-0.1544054,-0.1544054,-0.1634944,-0.1907614,-0.1725834,-0.1362275,-0.1180495,-0.1362275,-0.1180495,-0.1998504,-0.1544054,-0.1089605,-0.1816724,-0.2180283,-0.2543843,-0.2271173,-0.1998504,-0.1998504,-0.2089393,-0.2452953,-0.2452953,-0.1998504,-0.1634944,-0.1634944,-0.1544054,-0.1544054,-0.1544054,-0.2089393,-0.2180283,-0.2362063,-0.1998504,-0.2543843,-0.2725622,-0.2180283,-0.1634944,-0.1907614,-0.2180283,-0.1725834,-0.1816724,-0.1725834,-0.1907614,-0.1453164,-0.1725834,-0.1634944,-0.1544054,-0.1544054,-0.1453164,-0.1362275,-0.1907614,-0.1816724,-0.1816724
2020-02-21.out.8,0.0,-0.1816724,-0.1725834,-0.1725834,-0.1725834,-0.1816724,-0.1634944,-0.1907614,-0.1544054,-0.1816724,-0.1725834,-0.1816724,-0.2634732,-0.2362063,-0.1725834,-0.1907614,-0.1362275,-0.1907614,-0.2452953,-0.2089393,-0.2271173,-0.1816724,-0.2089393,-0.1634944,-0.1453164,-0.2089393,-0.2180283,-0.2362063,-0.1998504,-0.1998504,-0.2089393,-0.1998504,-0.1998504,-0.1816724,-0.1725834,-0.1816724,-0.1816724,-0.2089393,-0.2089393,-0.1816724,-0.1907614,-0.1544054,-0.1725834,-0.1816724,-0.1907614,-0.1453164,-0.1544054,-0.1725834,-0.1362275,-0.1453164,-0.1453164,-0.1907614,-0.1544054,-0.1907614,-0.1453164,-0.1725834,-0.1998504,-0.1089605,-0.1089605,-0.0816936,-0.0726046,-0.1271385,-0.0544266,-0.0907825,-0.1089605
2020-02-21.out.9,0.0,-0.0907825,-0.0998715,-0.0907825,-0.0453376,-0.0726046,-0.0726046,-0.0726046,-0.0998715,-0.2089393,-0.0726046,-0.0907825,-0.0907825,-0.0816936,-0.1089605,-0.0907825,-0.0635156,-0.0544266,-0.0362486,-0.0544266,-0.0635156,-0.1271385,-0.0726046,-0.0816936,-0.0544266,-0.0453376,-0.0453376,-0.0635156,-0.1453164,-0.1634944,-0.2907402,-0.1544054,-0.1634944,-0.0998715,-0.1180495,-0.1089605,-0.0907825,-0.0362486,-0.0362486,-0.0544266,-0.0271597,-0.0180707,-0.0544266,0.0091963,-0.0453376,-0.0635156,-0.2543843,-0.1544054,-0.0816936,-0.0089817,0.0001073,-0.0089817,-0.0362486,-0.0362486,-0.0089817,0.0091963,0.0091963,-0.0726046,-0.0544266,-0.0635156,-0.0271597,-0.0544266,-0.0816936,-0.0362486,-0.0544266
