,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-09-15.out.0,11.0,-0.2887698,-0.2805214,-0.2877995,-0.2873951,-0.2824719,-0.2825711,-0.2883945,-0.2884899,-0.286415,-0.2859265,-0.2864136,-0.2882204,-0.2882218,-0.270563,-0.2738244,-0.2861708,-0.293206,-0.2932391,-0.2927407,-0.2892681,-0.2855413,-0.2902688,-0.2904468,-0.2894322,-0.2908995,-0.288603,-0.2892542,-0.2911894,-0.2869756,-0.2863614,-0.2880715,-0.286509,-0.2911092,-0.2882317,-0.2869807,-0.2805558,-0.2750223,-0.2879279,-0.2898287,-0.2862647,-0.2767119,-0.277293,-0.2688553,-0.274324,-0.279892,-0.2874626,-0.2655303,-0.2559292,-0.2777939,-0.2815424,-0.281152,-0.2875274,-0.2893011,-0.2846207,-0.2867365,-0.28399,-0.2700161,-0.2761281,-0.2787006,-0.2787766,-0.2345586,-0.2651157,-0.2853339,-0.2884769
2020-09-15.out.1,11.0,-0.2807196,-0.2954195,-0.2862328,-0.2767766,-0.2466138,-0.2558933,-0.2496375,-0.2837851,-0.287545,-0.2691933,-0.2709849,-0.2667723,-0.2648054,-0.2633328,-0.2667432,-0.286416,-0.293708,-0.2913698,-0.274713,-0.2905419,-0.2435509,-0.2536197,-0.2601897,-0.2710179,-0.2795217,-0.2782298,-0.2929819,-0.2877204,-0.2730841,-0.2575437,-0.271309,-0.292776,-0.3023123,-0.3032125,-0.2985169,-0.2950687,-0.2934856,-0.2919965,-0.2896418,-0.2864617,-0.2867085,-0.289001,-0.284089,-0.2905636,-0.292111,-0.2802796,-0.2848812,-0.2912857,-0.291657,-0.2947914,-0.2972454,-0.2918059,-0.2903995,-0.2801512,-0.262949,-0.2459731,-0.2649807,-0.2790564,-0.2771961,-0.2775051,-0.2767294,-0.2570236,-0.2315068,-0.2683427
2020-09-15.out.2,11.0,-0.2791682,-0.2634637,-0.2466785,-0.2574774,-0.2702943,-0.2844323,-0.2719231,-0.2726987,-0.2822707,-0.2756181,-0.271614,-0.2789265,-0.27964,-0.2682129,-0.2640308,-0.1957443,-0.2022137,-0.218437,-0.2446783,-0.2569803,-0.2234277,-0.2663067,-0.2645013,-0.2627429,-0.2498027,-0.2610923,-0.2857394,-0.2852245,-0.2708297,-0.2805301,-0.2860458,-0.2758266,-0.2870565,-0.2796539,-0.2795751,-0.2564119,-0.2272828,-0.2382432,-0.2543468,-0.2769607,-0.2923701,-0.2830906,-0.2877824,-0.2873211,-0.2879452,-0.2786532,-0.2805539,-0.2852066,-0.2997946,-0.2624669,-0.2498433,-0.187173,-0.217023,-0.2373874,-0.2472176,-0.2837048,-0.2900153,-0.2791732,-0.283673,-0.2849815,-0.2821892,-0.2950161,-0.2914482,-0.2853323
2020-09-15.out.3,11.0,-0.2982571,-0.2979725,-0.2880636,-0.2894164,-0.2949678,-0.2718774,-0.278039,-0.2691269,-0.2371242,-0.2694206,-0.2704213,-0.2801865,-0.2773115,-0.2804089,-0.2735378,-0.2857213,-0.2762155,-0.2667263,-0.2731069,-0.2888902,-0.2818179,-0.2474553,-0.2632689,-0.2652934,-0.1980876,-0.2423055,-0.2636898,-0.2588327,-0.2671916,-0.2719917,-0.2727469,-0.2811554,-0.2596923,-0.2709082,-0.2753915,-0.273993,-0.2612053,-0.2619849,-0.2798369,-0.2887372,-0.2795365,-0.2695667,-0.2864181,-0.2825756,-0.2660141,-0.2632219,-0.2659545,-0.2779639,-0.2892866,-0.2783478,-0.2818165,-0.2642112,-0.2751565,-0.2826087,-0.2298664,-0.2242527,-0.2402087,-0.2552877,-0.2733609,-0.2621271,-0.2307234,-0.2380968,-0.2482002,-0.2615751
2020-09-15.out.4,11.0,-0.280686,-0.2513789,-0.2640191,-0.2892433,-0.296168,-0.2848349,-0.2892116,-0.2942938,-0.2814186,-0.2770764,-0.2868516,-0.2949067,-0.2934521,-0.2936136,-0.2904374,-0.2851124,-0.2897266,-0.2925685,-0.2920457,-0.277463,-0.2728892,-0.2771374,-0.2881449,-0.2887843,-0.2885493,-0.2711154,-0.2448562,-0.2502473,-0.2283964,-0.2077203,-0.1765237,-0.2229455,-0.235372,-0.2470241,-0.216471,-0.2237987,-0.2452783,-0.2774477,-0.2482969,-0.2561369,-0.2844015,-0.2770281,-0.2643243,-0.2191183,-0.23976,-0.2438288,-0.2543671,-0.22299,-0.2457117,-0.2840605,-0.2742801,-0.2659721,-0.2571236,-0.2089194,-0.1773044,-0.2361321,-0.2391965,-0.2710097,-0.2623736,-0.1783495,-0.2323519,-0.2577847,-0.2625505,-0.2750365
2020-09-15.out.5,11.0,-0.2571122,-0.1388743,-0.2409078,-0.2944906,-0.2924411,-0.2489095,-0.1996106,-0.2491435,-0.2941319,-0.2153264,-0.2744618,-0.2700052,-0.2678589,-0.2269608,-0.1843027,-0.2003175,-0.1777392,-0.157255,-0.172657,-0.1853543,-0.222392,-0.2438325,-0.1883107,-0.2007894,-0.2255417,-0.19722,-0.1583092,-0.1350504,-0.2027226,-0.2680747,-0.2277565,-0.1846635,-0.1835345,-0.1892664,-0.251592,-0.2501718,-0.2589073,-0.2250418,-0.1941048,-0.1952034,-0.2748456,-0.3115313,-0.1848518,-0.2241721,-0.2868538,-0.2906011,-0.2236587,-0.1893468,-0.2774001,-0.2938942,-0.2360507,-0.2551411,-0.2074162,-0.1972352,-0.2103599,-0.2120292,-0.2242346,-0.1590911,-0.1999919,-0.1137454,-0.1887607,-0.2042566,-0.1989327,-0.200995
2020-09-15.out.6,11.0,-0.1524004,-0.2164935,-0.1663946,-0.1400857,-0.1694806,-0.2257398,-0.145046,-0.17351,-0.2098561,-0.2230456,-0.1764319,-0.2023808,-0.240764,-0.1827564,-0.1656837,-0.239603,-0.2632811,-0.2627611,-0.2075026,-0.1755252,-0.2223183,-0.2277221,-0.2133427,-0.2213368,-0.2622349,-0.2357262,-0.2419262,-0.2648949,-0.1700566,-0.2036488,-0.2037733,-0.2606288,-0.2436747,-0.2230126,-0.0192362,-0.1129579,-0.1327095,-0.1091827,-0.1408014,-0.2352593,-0.1988065,-0.0064039,-0.1088446,-0.1450584,-0.1936364,-0.0690755,-0.1063243,-0.0852325,-0.1054838,-0.0735296,-0.0190224,0.0143205,-0.0981435,-0.0549071,-0.078032,-0.1353315,-0.1124429,-0.0925119,-0.08841,-0.1236283,-0.13688,-0.2101368,-0.2408019,-0.1838089
2020-09-15.out.7,11.0,-0.1328861,-0.1394307,-0.1818914,-0.1829365,-0.2071461,-0.2707192,-0.2850226,-0.2736883,-0.2637351,-0.2476568,-0.2232043,-0.2350344,-0.2465747,-0.2467527,-0.2613864,-0.2461234,-0.2523525,-0.2709956,-0.2645871,-0.2740088,-0.2594884,-0.2765887,-0.2765278,-0.2371975,-0.2445431,-0.2750911,-0.2248969,-0.2275773,-0.2362757,-0.2508166,-0.259065,-0.2603073,-0.2614363,-0.2575798,-0.2585679,-0.2591767,-0.2599193,-0.2427058,-0.2152844,-0.2548067,-0.0772263,0.0472487,0.0638739,-0.1045645,-0.1929653,-0.2592314,-0.1565519,0.0300223,-0.0790504,-0.1704161,-0.1720945,-0.1861637,-0.2316965,-0.2581187,-0.2715128,-0.2608933,-0.2533061,-0.097575,-0.0695303,-0.1081218,-0.1759086,-0.2325086,-0.2587541,-0.2752418
2020-09-15.out.8,11.0,-0.2779719,-0.2216249,-0.1469173,-0.1351187,-0.1440585,-0.1894794,-0.218648,-0.306812,-0.2137834,-0.1687859,-0.1851389,-0.2358633,-0.2516936,-0.2607481,-0.234827,-0.1963498,-0.1430581,-0.1388978,-0.1503071,-0.1806631,-0.2127815,-0.1623152,-0.1641029,-0.1964515,-0.2152189,-0.2148172,-0.1520006,-0.2047149,-0.1402711,-0.1347653,-0.1798621,-0.0684001,-0.0580485,-0.1027283,-0.1431598,-0.1917443,-0.2257278,-0.2046208,-0.1489043,-0.0949006,-0.1128161,-0.156734,-0.1929187,-0.2006495,-0.131309,-0.1203728,-0.1120126,-0.0922075,-0.1042181,-0.1068197,-0.1292184,-0.1124305,-0.0687618,-0.0583175,-0.0712475,-0.0733441,-0.0368847,-0.099588,-0.1352871,-0.1528303,-0.0896744,-0.0530523,-0.0824471,-0.1220851
2020-09-15.out.9,11.0,-0.1342408,-0.1475992,-0.1449903,-0.0988419,-0.0947769,-0.0805576,-0.0870461,-0.1021046,-0.1197925,-0.130669,-0.1608866,-0.1444423,-0.0293078,0.0714989,0.1150113,0.0425225,-0.0349759,-0.07806,-0.1212507,-0.14197,-0.1581462,-0.1742842,-0.2093386,-0.1863753,-0.193357,-0.1171121,-0.0919224,-0.0672764,-0.0948452,-0.1020405,-0.1560989,-0.1957522,-0.2338926,-0.2630116,-0.2017896,-0.0223615,-0.0193125,-0.0967615,-0.1089311,-0.0512351,-0.0589975,-0.057145,0.039105,0.0196216,-0.0168938,-0.0447857,0.0033158,0.0009751,-0.0474963,-0.0974147,-0.1494832,-0.1713837,-0.1728497,-0.2337007,-0.2587139,-0.2342576,-0.2285918,-0.2001215,-0.2069548,-0.0741248,-0.0481843,-0.1153914,-0.1591035,-0.1495468
