,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-05-06.out.0,7.0,-4.0062709,-2.4879291,-3.138647,-0.7526813,0.4152739,-1.6536754,-3.2137299,-4.1063814,-3.1970448,-3.0468791,-0.469035,-2.0708022,-2.3711336,0.8991411,-1.1114104,-0.360582,-4.5985911,-3.0635642,-1.6703604,-0.235444,0.3568762,-0.0685932,-1.7788134,-1.4951671,-1.7454433,-1.5201948,-1.678703,-1.5452224,-1.5201948,-1.5785925,-0.7443388,-0.577488,-0.9362171,-0.8778194,-0.1603611,-1.027985,-1.4701395,-1.3366589,-1.4033992,-0.5524604,-0.5608029,0.0148321,-0.2688141,-0.4273223,-0.3689246,-0.4022947,-0.4606925,-0.1103059,1.0075941,1.2662128,0.8991411,0.3151635,0.1566553,0.1733404,0.306821,0.2400807,0.6655501,1.3412956,1.2245001,1.0159366,1.1994725,1.3663232,1.0743344,1.3329531
2020-05-06.out.1,7.0,0.8574284,0.9158262,1.0659919,1.5081464,1.3579807,0.1566553,-2.6047246,-2.8633433,-1.2949462,-0.8861619,-2.5296418,-3.6475418,-4.5985911,-2.6297523,-2.1292,-1.4951671,-0.6942835,-1.0196425,-1.5952776,-0.8611343,-0.0101955,0.6572075,-0.2187589,-0.0769358,0.6738926,0.8073732,1.1911299,1.4080359,1.0159366,-0.5691455,0.1232851,0.6405225,0.323506,0.1649978,-1.8205261,-2.9801388,-5.5996956,-4.7070441,-4.9573202,-4.8405247,-3.3221829,-1.6369903,-0.577488,-0.360582,-0.5190903,-0.1353335,-0.0852783,0.2567657,1.1410747,1.9753285,1.424721,1.0075941,0.3652187,0.6071523,0.5737822,0.4403016,0.0064896,0.1649978,0.4653292,1.4580911,1.3746658,0.1900254,0.6655501,-1.2282059
2020-05-06.out.2,7.0,-1.9373216,-0.3188694,-0.6025156,-0.6358858,-0.6358858,-1.1781507,-0.8611343,-1.0363276,-1.4951671,-1.8288687,-1.5035097,-1.4951671,-0.685941,-0.6358858,-0.7443388,-0.7610238,-1.5952776,-0.8361067,-2.3961612,-3.6558844,-2.2626806,-3.0468791,-3.1303045,-2.3711336,-2.3627911,-1.8372112,-1.7537858,-2.6297523,-2.8216306,-2.3878187,-2.2710231,-1.4117418,-0.9862724,-1.2699186,0.2901359,0.4069314,-0.9946149,-0.9195321,-1.2699186,-1.2532336,-0.8527918,-1.0363276,-1.5035097,-1.7621284,-1.3199739,-1.3199739,-1.6703604,-1.803841,-0.9695873,-0.7526813,-0.5941731,-0.5858306,0.0982575,-0.126991,0.0148321,-0.9862724,-1.4200843,-0.1436761,-1.6953881,-0.7693664,-0.8194216,-0.6692559,-0.7526813,-0.685941
2020-05-06.out.3,7.0,-1.0446701,-0.9278746,-0.9195321,-0.685941,-0.8361067,-0.7860515,-0.9779298,-0.4940626,-0.3105268,-1.0363276,-1.1447806,-1.2949462,-0.4606925,-0.4606925,-0.7860515,-0.8361067,-0.8194216,-1.6286478,-1.6119627,-1.0113,-1.0780403,-1.0863828,-0.8611343,-1.1114104,-1.119753,-0.5190903,0.1066001,0.2984784,-0.0268805,-0.1520186,0.0148321,-0.4940626,-0.5691455,-0.4857201,0.4820142,0.198368,-0.6108582,-1.1030679,-0.7610238,-0.8194216,-0.2104164,-0.0519082,-0.0936208,-0.5441179,-0.5941731,-0.469035,-1.9790343,-0.6275432,0.1816829,-1.0446701,-1.2615761,-0.6025156,-1.787156,-1.4117418,-2.0124045,-0.6358858,-1.2615761,-0.6525709,-0.360582,-0.8361067,-1.461797,-1.5869351,-1.2115209,-0.5190903
2020-05-06.out.4,7.0,-1.0363276,-1.0446701,-0.5858306,0.4486441,0.2817933,1.0659919,-0.2187589,0.6989202,-0.0519082,0.8907986,1.1827874,0.6905777,0.7072628,-0.7526813,0.0398598,-0.5441179,0.0982575,-0.6942835,-0.3939522,0.5153844,-0.3021843,-0.685941,-1.119753,-0.1770462,-0.1603611,-0.3772671,-0.2688141,0.1066001,-0.0352231,0.1149426,-0.3021843,-0.5190903,1.7834501,1.3579807,0.1900254,0.198368,0.7072628,0.2067105,0.8574284,0.1399702,0.323506,0.8490859,0.1149426,-0.4606925,-0.8444492,-1.244891,-1.6703604,-1.2866037,-0.4606925,0.0565448,-0.4440074,-0.1520186,-0.8361067,-0.6025156,-0.8527918,-1.0196425,-0.3105268,-0.2271014,-0.7693664,-0.2854992,0.5904672,1.1243896,0.6822351,-0.0352231
2020-05-06.out.5,7.0,0.323506,0.4736717,-0.5858306,-0.3021843,0.5654396,0.2984784,-0.4022947,-0.1436761,-0.3272119,-0.1019634,-0.343897,-0.45235,-0.5608029,0.2400807,-0.2437865,-0.3772671,-0.5858306,-0.4106373,-0.5941731,0.1816829,-0.3021843,-0.6108582,-1.2198634,-0.8444492,0.323506,-0.5691455,-0.4440074,-0.1520186,-0.0685932,-0.577488,-0.0101955,0.2817933,0.3318486,0.5988098,-0.0936208,0.5487545,-0.0435656,-0.2854992,-0.5941731,-0.1436761,-0.6025156,-0.4857201,0.3401911,-0.1436761,-0.7193112,0.4736717,-0.2938417,0.990909,-0.4106373,-0.5608029,0.4403016,0.5070419,-0.343897,0.0732299,-0.2437865,-0.1019634,0.7322904,-0.1019634,0.2484232,-0.2437865,0.089915,-0.0519082,1.4080359,0.0732299
2020-05-06.out.6,7.0,0.6321799,0.2567657,-0.4440074,2.092124,0.1733404,-0.1436761,0.4820142,0.215053,-0.2437865,0.0732299,-1.2365485,-1.8288687,-1.0530127,-0.4273223,0.1483127,0.089915,-0.018538,-0.2854992,-0.8110791,-0.469035,-0.3522395,-0.3772671,-0.2604716,-0.4189798,-0.4773776,-0.2688141,-0.5107477,-1.0530127,-0.3856097,-0.0435656,-0.0602507,-0.1019634,0.4486441,0.1900254,0.7990307,-0.2437865,0.1316277,0.0565448,0.7322904,0.0815724,-0.2104164,0.1649978,0.865771,0.4736717,0.4486441,0.7156053,1.2411852,0.9575389,0.5904672,0.6572075,0.4152739,0.3401911,0.7156053,0.865771,1.1160471,1.1577598,1.3746658,1.1077046,1.3329531,1.2411852,1.099362,0.5070419,0.5320695,1.6833396
2020-05-06.out.7,7.0,0.1816829,0.1733404,1.0659919,0.6238374,0.1149426,1.1744449,0.6071523,0.8907986,1.1077046,0.7239478,1.9336158,2.0337262,2.2589747,0.5487545,0.9491963,1.2995829,1.0659919,1.0576493,2.0003561,1.2912404,0.4820142,0.9575389,0.7406329,1.207815,1.4747762,2.1338367,1.1827874,1.2662128,2.1338367,-0.018538,0.8073732,0.757318,1.3996934,1.1744449,1.1577598,1.2828978,0.3151635,0.2233956,0.9158262,1.3079255,1.0826769,1.0576493,1.3830083,1.1160471,1.1911299,0.9241687,1.2745553,1.6332844,1.5915717,1.658312,1.1827874,1.0493068,1.0659919,1.1744449,0.6405225,0.3902463,0.8574284,1.0409643,0.7906881,0.3485336,0.3485336,0.6071523,1.2662128,1.3412956
2020-05-06.out.8,7.0,1.2995829,0.9158262,1.3913508,1.0659919,0.5237269,1.3496381,1.6332844,0.990909,1.0159366,1.2828978,1.4163784,1.533174,1.1577598,1.1577598,0.8324008,1.0159366,1.3329531,1.2161575,1.3579807,1.3246105,1.4580911,1.4414061,1.2828978,1.2495277,1.1494172,0.7489754,0.8157157,0.7906881,0.6238374,0.648865,0.8407434,0.9491963,1.0493068,1.4664337,1.0910195,0.757318,1.0075941,1.099362,1.1243896,1.0743344,1.1661023,1.0826769,0.9241687,0.8324008,0.9825665,0.974224,0.7656605,0.7406329,0.6071523,0.648865,0.5821247,0.6738926,0.757318,1.0075941,1.1160471,1.0409643,1.2411852,1.3329531,1.0659919,0.990909,1.0910195,1.0159366,1.207815,1.3663232
2020-05-06.out.9,7.0,1.2411852,1.2328426,1.2912404,1.1744449,1.1160471,1.1494172,0.974224,0.8240583,0.9158262,1.0075941,0.8907986,1.0409643,0.9825665,0.7906881,0.7489754,0.5320695,0.3819038,0.3318486,0.5570971,0.8324008,0.7156053,0.7406329,0.4653292,0.1816829,0.8324008,0.540412,0.540412,0.5153844,-0.0936208,-0.6275432,1.0242792,2.0670964,0.7239478,1.4080359,0.8157157,1.7333949,0.5070419,0.9658814,0.4152739,0.1649978,0.2901359,1.6666546,1.3246105,0.974224,0.7406329,2.1088091,0.9241687,0.9491963,1.2662128,0.1900254,1.3663232,2.2339471,0.7990307,1.0743344,2.1338367,2.1338367,0.648865,1.2328426,2.2339471,0.7406329,0.2067105,0.4236165,0.8073732,0.2734508
