,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-02-25.out.0,0.0,-0.621571,-0.5006988,-0.6198102,-0.6053717,-0.5879805,-0.6401542,-0.6952807,-0.6510896,-0.6430977,-0.631612,-0.6634603,-0.6192599,-0.5133857,-0.6257157,-0.631612,-0.7232911,-0.6759039,-0.6741523,-0.6140053,-0.253709,-0.6596225,-0.4240363,-0.5557432,-0.7082017,-0.7271197,-0.7043639,-0.7566383,-0.4509183,-0.4978374,-0.5487277,-0.7462625,-0.8013983,-0.611268,-0.6413555,-0.6610485,-0.6993433,-0.712906,-0.6513237,-0.6144642,-0.6462938,-0.7173763,-0.6546019,-0.6643361,-0.590924,-0.6056972,-0.6265915,-0.6248307,-0.6375269,-0.661374,-0.5811991,-0.6392784,-0.6245145,-0.5953121,-0.6501317,-0.6981514,-0.6849049,-0.6336069,-0.6963905,-0.6636758,-0.6916862,-0.7049327,-0.6789993,-0.6557025,-0.6574447
2020-02-25.out.1,0.0,-0.7105128,-0.6854645,-0.7049327,-0.6972663,-0.4578423,-0.3307576,-0.6801184,-0.7635716,-0.6020113,-0.5813418,-0.6627179,-0.5801405,-0.4875128,-0.4200156,-0.2528752,-0.451946,-0.8620042,-0.865842,-0.727904,-0.7706691,-0.5902002,-0.7146669,-0.6515577,-0.418915,-0.7933243,-0.8095964,-0.614148,-0.7697841,-0.5752021,-0.6939973,-0.6975097,-0.8174968,-0.666872,-0.5842946,-0.5017265,-0.4058112,-0.4329366,-0.7467213,-0.7434616,-0.4439634,-0.7267121,-0.4354212,-0.7381977,-0.5659362,-0.4282323,-0.6431582,-0.4739408,-0.564817,-0.6916041,-0.3893871,-0.7997708,-0.4441882,-0.4707633,-0.4954954,-0.8218757,-0.6727682,-0.6807508,-0.6727682,-0.7874094,-0.6063901,-0.8095142,-0.7343692,-0.4966874,-0.5624238
2020-02-25.out.2,0.0,-0.6154826,-0.7393076,-0.6443688,-0.8006559,-0.6291367,-0.7487984,-0.7980286,-0.6856892,-0.5400027,-0.6682066,-0.8262545,-0.7166525,-0.5712822,-0.4344633,-0.2817614,-0.7555797,-0.5438406,-0.8357639,-0.8192391,-0.7862174,-0.6783576,-0.762361,-0.0772206,-0.5409792,-0.6202783,-0.5394525,-0.7961856,-0.8631233,-0.7641219,-0.7747318,-0.7681845,-0.8631233,-0.7228835,-0.7302151,-0.5633089,-0.7903715,-0.4504192,-0.6658134,-0.6894357,-0.716561,-0.7838149,-0.7305313,-0.7974783,-0.7479319,-0.6680639,-0.6604161,-0.7756075,-0.7579822,-0.7390735,-0.7072438,-0.7028557,-0.70756,-0.6282609,-0.6719018,-0.6736533,-0.5032346,-0.70756,-0.7037315,-0.54655,-0.3062595,-0.7455294,-0.2811197,-0.6248912,-0.4709973
2020-02-25.out.3,0.0,-0.5812597,-0.7775931,-0.6130894,-0.6198707,-0.7805459,-0.7581249,-0.7286884,-0.720481,-0.7060333,-0.7081103,-0.6588894,-0.6423739,-0.3489332,-0.7758416,-0.821234,-0.7124984,-0.7888447,-0.7714535,-0.7310816,-0.0809484,-0.4358894,-0.7127325,-0.7834894,-0.7104214,-0.7160015,-0.602154,-0.6372526,-0.7911558,-0.7286884,-0.7619534,-0.3957702,-0.7672173,-0.78078,-0.7731229,-0.8037513,-0.6891195,-0.7510273,-0.624575,-0.6694171,-0.8488182,-0.7778272,-0.7896384,-0.817314,-0.7289225,-0.6856071,-0.5505305,0.065696,-0.3099052,-0.6215308,-0.4466512,-0.6196786,-0.576047,-0.8643758,-0.8697311,-0.7987215,-0.7374646,-0.7277305,-0.6836727,-0.6937231,-0.6206551,-0.7804545,-0.7896384,-0.7445622,-0.5973582
2020-02-25.out.4,0.0,-0.8390934,-0.8087811,-0.7884278,-0.6595823,-0.7061852,-0.8553655,-0.7878775,-0.5926539,-0.8091066,-0.869497,-0.8078961,-0.9700981,-0.6765147,-0.7469554,-0.7398579,-0.6110123,-0.8247463,-0.7958601,-0.7398579,-0.7581249,-0.770477,-0.7616279,-0.7127325,-0.7357038,-0.8170799,-0.7914813,-0.7431361,-0.7643559,-0.7643559,-0.5151885,-0.7852502,-0.6292793,-0.8047185,-0.7602019,-0.627844,-0.8327196,-0.7714535,-0.7251853,-0.6856071,-0.7363455,-0.7050754,-0.7899546,-0.8613718,-0.8392669,-0.7434616,-0.6761985,-0.7097797,-0.7139337,-0.715676,-0.6670146,-0.5687975,-0.778703,-0.7518938,-0.7984967,-0.7708118,-0.9114685,-0.8024167,-0.7434616,-0.7393897,-0.7337182,-0.7688262,-0.7281381,-0.7307654,-0.7646721
2020-02-25.out.5,0.0,-0.8445215,-0.7528703,-0.8236272,-0.7803118,-0.7752913,-0.7531865,-0.7873273,-0.7937831,-0.7224573,-0.7195138,-0.6059825,-0.7073772,-0.8228941,-0.782857,-0.8096569,-0.7651403,-0.5044871,-0.7129666,-0.8232196,-0.7810048,-0.8303264,-0.8581028,-0.7832553,-0.8006559,-0.7823889,-0.7732143,-0.7337089,-0.6835301,-0.5564361,-0.4190577,-0.5239554,-0.5655285,-0.3909651,-0.8385431,-0.5893756,-0.4770456,-0.4847027,-0.4814337,-0.4490444,-0.6135482,-0.5481373,-0.5510808,-0.5230889,-0.5717503,-0.619229,-0.640765,-0.6378122,-0.6437085,-0.6543277,-0.5706405,-0.6734705,-0.604231,-0.5440654,-0.6378122,-0.7560478,-0.7811055,-0.7510273,-0.7035579,-0.6725947,-0.6870424,-0.6445936,-0.6398892,-0.6454693,-0.6852816
2020-02-25.out.6,0.0,-0.6976431,-0.7781527,-0.8840176,-0.731866,-0.8038334,-0.7614032,-0.348617,-0.311432,-0.4665271,-0.5437492,-0.6098018,-0.6882344,-0.715676,-0.7259697,-0.9883744,-0.8592948,-0.8728574,-0.8728574,-0.6892109,-0.9424224,-0.9603732,-0.7956354,-0.6587158,-0.6359693,-0.4163297,-0.5328138,-0.6226407,-1.0020797,-0.995706,-0.9125876,-0.9191163,-0.9768794,-0.6767487,-0.7831732,-0.8675114,-0.9019684,-0.9235044,-0.7938745,-0.7369965,-0.6423739,-0.7077941,-0.6667898,-0.5791826,-0.6979778,-0.8397351,-0.8056036,-0.7960942,-0.5372019,-0.3511621,-0.4973896,-0.8361313,-0.8825002,-0.8603953,-0.7466392,-0.8176302,-0.5867483,-0.8114084,-0.6046991,-0.5952812,-0.7489503,-0.6696512,-0.692297,-0.8046364,-0.7258876
2020-02-25.out.7,0.0,-0.8995659,-0.9007672,-0.8350307,-0.6790598,-0.4411625,-0.7713714,-0.7103393,-0.8553748,-0.7799957,-0.7914813,-0.7038741,-0.8840176,-0.7891702,-0.7962678,-0.7750573,-0.8348788,-0.7921137,-0.737863,-0.6968587,-0.6838463,-0.7189636,-0.7773684,-0.7682759,-0.7157674,-0.7145754,-0.809198,-0.2778414,-0.651609,-0.8904828,-0.5364176,-0.762513,-0.9205609,-0.9061225,-0.7663415,-0.8026415,-0.92941,-0.8368737,-0.8860946,-0.8507526,-0.7124984,-0.4866371,-0.6087012,-0.7322008,-0.733943,-0.7956354,-0.7523014,-0.5058805,-0.7587759,-0.7384225,-0.6372619,-0.5550008,-0.7345026,-0.7127325,-0.6875927,-0.6044651,-0.6870424,-0.7914813,-0.8450718,-0.8194918,-0.5783069,-0.7404081,-0.5979178,-0.4322128,-0.7648148
2020-02-25.out.8,0.0,-0.8371078,-0.762513,-0.6186601,-0.7536546,-0.550205,-0.6206551,-0.7745489,-0.7724812,-0.8588685,-0.6109209,-0.4617407,-0.5147809,-0.5802011,-0.5646621,-0.5805173,-0.5852216,-0.653035,-0.5569042,-0.4195258,-0.4495947,-0.5483714,-0.7258876,-0.8093407,-0.7568415,-0.9452838,-0.996591,-0.4220105,-0.7002703,-0.6094856,-0.7934576,-0.932679,-0.8004218,-0.8566675,-0.7331586,-0.545358,-0.270826,-0.6098204,-0.7890788,-0.5753448,-0.7483907,-0.7958601,-0.604231,-0.3881038,-0.4373247,-0.3494927,-0.5139965,-0.9061225,-0.6666984,-0.7767081,-0.8073458,-0.8294507,-0.8621561,-0.6327917,-0.8734077,-0.89703,-0.8469333,-0.6302372,-0.5624238,-0.5544505,-0.6166838,-0.6682066,-0.6602333,-0.738097,-0.8269969
2020-02-25.out.9,0.0,-0.7353271,-0.7556711,-0.6922458,-0.5931529,-0.6550701,-0.6244324,-0.4781863,-0.4837664,-0.5902002,-0.5728089,-0.576963,-0.6312137,-0.617651,-0.6503658,-0.6474037,-0.6651204,-0.6624838,-0.7532779,-0.6855466,-0.6852304,-0.6902509,-0.5699475,-0.7082017,-0.7388394,-0.7058085,-0.7358959,-0.6329652,-0.576963,-0.5115427,-0.5902002,-0.6329652,-0.6411726,-0.6538595,-0.6809849,-0.8027329,-0.7829391,-0.8003397,-0.8206837,-0.680027,-0.553584,-0.5069811,-0.5205438,-0.4571185,-0.733943,-0.9081995,-0.9503957,-0.8032832,-0.7923478,-0.6248091,-0.462373,-0.7041082,-0.6666984,-0.7183033,-0.6572898,-0.5210119,-0.472442,-0.8890474,-0.7519852,-0.73602,-0.6947817,-0.6039969,-0.6113285,-0.4591955,-0.5868305
