,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-01-07.out.0,7.0,-0.2671267,0.0230456,0.025591,0.025591,0.0205003,0.0205003,0.0306817,0.0306817,0.0332271,0.0357725,0.0332271,0.0281364,0.0306817,0.0306817,0.0306817,0.0230456,0.0383179,0.0306817,0.0357725,0.025591,0.025591,0.0306817,0.025591,0.0306817,0.0332271,0.0332271,0.0332271,0.0332271,0.0357725,0.0332271,0.0306817,0.025591,0.025591,0.0383179,0.0332271,0.0357725,0.0357725,0.0306817,0.0281364,0.0306817,0.0383179,0.0484993,0.0383179,0.0332271,0.0357725,0.0383179,0.0357725,0.0306817,0.0357725,0.0357725,0.0357725,0.0434086,0.0510447,0.0408632,0.0332271,0.0357725,0.0332271,0.0357725,0.0434086,0.0383179,0.0408632,0.0408632,0.0510447,0.0434086
2020-01-07.out.1,7.0,0.0357725,0.0383179,0.0357725,0.0383179,0.0434086,0.0434086,0.0434086,0.0434086,0.0408632,0.0408632,0.0484993,0.0434086,0.0434086,0.0484993,0.0434086,0.0535901,0.0535901,0.0535901,0.0434086,0.0434086,0.0383179,0.0434086,0.0484993,0.0408632,0.0510447,0.0484993,0.0510447,0.0484993,0.045954,0.045954,0.0408632,0.0484993,0.0535901,0.0535901,0.0815892,0.0434086,0.0434086,0.0510447,0.0510447,0.0561355,0.0586808,0.0535901,0.0484993,0.0561355,0.0535901,0.0612262,0.0663169,0.0612262,0.0561355,0.0561355,0.0535901,0.0535901,0.0510447,0.0586808,0.0586808,0.0586808,0.0612262,0.0535901,0.0612262,0.0561355,0.0586808,0.0586808,0.0612262,0.0612262
2020-01-07.out.2,7.0,0.0535901,-7.1778094,-8.6032172,0.0637716,0.0586808,0.0663169,0.0535901,0.0586808,0.0637716,0.0663169,0.0586808,0.0612262,0.0586808,0.0612262,0.0612262,0.0663169,0.0612262,0.0637716,0.0561355,0.0612262,0.0612262,0.0714077,0.0586808,0.0663169,0.0612262,0.0663169,0.0586808,0.0688623,0.0663169,0.0637716,0.0688623,0.0612262,0.0663169,0.0637716,0.0612262,0.0586808,0.0586808,0.0637716,0.0586808,0.0663169,0.0612262,0.0612262,0.0688623,0.0663169,0.0688623,0.0663169,0.0663169,0.0663169,0.0764984,0.0688623,0.0637716,0.0663169,0.0586808,0.0714077,0.0561355,0.0637716,0.0688623,0.073953,0.0586808,0.0663169,0.0586808,0.0561355,0.0663169,0.0663169
2020-01-07.out.3,7.0,0.0637716,0.0688623,0.0637716,0.0561355,0.0663169,0.0637716,0.0714077,0.0688623,0.0637716,0.0688623,0.0764984,0.0714077,0.0764984,0.0612262,0.0637716,0.0790438,0.073953,0.0663169,0.0714077,0.0688623,0.0688623,0.0637716,0.0663169,0.0663169,0.0764984,0.0790438,0.0663169,0.0663169,0.0688623,0.073953,0.0637716,0.073953,0.0764984,0.0714077,0.0663169,0.0688623,0.0815892,0.0764984,0.0637716,0.0688623,0.0714077,0.0790438,0.0764984,0.0714077,0.0688623,0.0790438,0.0866799,0.0866799,-0.1780387,0.0714077,0.0790438,0.0764984,0.0688623,0.0714077,0.0663169,0.0663169,0.0790438,0.0790438,0.0917706,0.073953,0.0764984,0.073953,0.0841345,0.0815892
2020-01-07.out.4,7.0,0.0815892,0.0688623,0.0815892,0.073953,0.0688623,0.0790438,0.0688623,0.0790438,0.0764984,0.0714077,0.0968614,0.0815892,0.073953,0.0688623,0.0714077,0.073953,0.0815892,0.0790438,0.0841345,0.0663169,0.0815892,0.0841345,0.0790438,0.0866799,0.0764984,0.0866799,0.0764984,0.0815892,0.0790438,0.0815892,0.0892253,0.0866799,0.0892253,0.0764984,0.0892253,0.0841345,0.0841345,0.0815892,0.0815892,0.0917706,0.0866799,0.0892253,0.0790438,0.0892253,0.0815892,0.0841345,0.0892253,0.0917706,0.0790438,0.0841345,0.0790438,0.0790438,0.0866799,0.0790438,0.0892253,0.0892253,0.0815892,0.0764984,0.0815892,0.1019521,0.1044975,0.0994068,0.0866799,0.0866799
2020-01-07.out.5,7.0,0.0841345,0.0764984,0.0866799,0.0892253,0.094316,0.094316,0.094316,0.0917706,0.0866799,0.0917706,0.0994068,0.0892253,0.0892253,0.0688623,0.0917706,0.0892253,0.0866799,0.094316,0.1044975,0.0892253,0.0790438,0.0968614,0.0841345,0.094316,0.1044975,0.094316,0.0841345,0.0968614,0.0866799,0.0968614,0.0968614,0.0917706,0.1070429,0.0968614,0.0917706,0.094316,0.0892253,0.0917706,0.0968614,0.094316,0.0968614,0.0994068,0.1019521,0.0994068,0.0994068,0.0917706,0.094316,0.0968614,0.1044975,0.0994068,0.1019521,0.0841345,0.0968614,0.1019521,0.1019521,0.0994068,0.1121336,0.1070429,0.0968614,0.094316,0.0994068,0.0917706,0.0968614,0.0994068
2020-01-07.out.6,7.0,0.1070429,0.1070429,0.1044975,0.0994068,0.094316,0.0994068,0.0994068,0.1121336,0.0917706,0.0892253,0.0994068,0.1070429,0.1095882,0.1070429,0.1044975,0.1121336,0.0994068,0.1044975,0.1095882,0.1070429,0.1095882,0.1070429,0.1070429,0.1070429,0.1019521,0.1095882,0.1019521,0.1044975,0.114679,0.1070429,0.114679,0.1044975,0.1019521,0.114679,0.1095882,0.1070429,0.1172244,0.114679,0.114679,0.114679,0.114679,0.1121336,0.1121336,0.1019521,0.1121336,0.114679,0.1121336,0.1172244,0.1121336,0.1172244,0.1172244,0.1172244,0.1121336,0.1172244,0.114679,0.114679,0.1121336,0.1197697,0.1121336,0.1172244,0.114679,0.1223151,0.114679,0.1172244
2020-01-07.out.7,7.0,0.1223151,0.1172244,0.1172244,0.1248605,-0.0914961,0.114679,0.1121336,0.1223151,0.1197697,0.1121336,0.114679,0.114679,0.1172244,0.1223151,0.1223151,0.1172244,0.1197697,0.1426781,0.1248605,0.1223151,0.1528596,0.0994068,0.1095882,0.1197697,0.114679,0.1223151,0.114679,0.1274058,0.1197697,0.1197697,0.1274058,0.1197697,0.1248605,0.1299512,0.1172244,0.1274058,0.1197697,0.1223151,0.1223151,0.1248605,0.1248605,0.1299512,0.1197697,0.1172244,0.1197697,0.1095882,0.1197697,0.1172244,0.1223151,0.1299512,0.114679,0.1248605,0.1172244,0.1044975,0.1197697,0.135042,0.1197697,0.1197697,0.0815892,0.1172244,0.1248605,0.1274058,0.1223151,0.1172244
2020-01-07.out.8,7.0,0.1172244,0.1197697,0.1223151,0.1223151,0.1223151,0.1223151,0.114679,0.1197697,0.114679,0.1223151,0.1172244,0.1172244,0.1197697,0.1172244,0.1172244,0.1274058,0.1223151,0.1248605,0.1223151,0.1197697,0.1197697,0.114679,0.1274058,0.1197697,0.1274058,0.1223151,0.1095882,0.1223151,0.1274058,0.1503142,0.1274058,0.1197697,0.1248605,0.1248605,0.1248605,0.1172244,0.1223151,0.1299512,0.0866799,0.1248605,0.1223151,0.1299512,0.1121336,0.1274058,0.1248605,0.1223151,0.1248605,0.1248605,0.1223151,0.135042,0.1503142,0.1223151,0.1223151,0.1172244,0.1197697,0.1375873,0.1324966,0.135042,0.1324966,0.1248605,0.1401327,0.1477688,0.1503142,0.1248605
2020-01-07.out.9,7.0,0.1197697,0.1299512,0.1299512,0.135042,-0.2518545,0.135042,0.135042,0.135042,0.1274058,0.1401327,0.1324966,0.1401327,0.1299512,0.135042,0.1324966,0.1299512,0.1197697,0.135042,0.1324966,0.1299512,0.1324966,0.135042,0.135042,0.1401327,0.1299512,0.1299512,0.1324966,0.1324966,0.135042,0.135042,0.1324966,0.1299512,0.1324966,0.135042,0.1375873,0.1299512,0.1324966,0.135042,0.1375873,0.135042,0.1299512,0.1401327,0.1401327,0.1401327,0.1324966,0.1299512,0.135042,0.1324966,0.1401327,0.0663169,0.1274058,0.1299512,0.1401327,0.135042,0.135042,0.1324966,0.1375873,0.135042,0.1401327,0.135042,0.135042,0.1324966,0.1375873,0.1324966
