,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127,val_128,val_129,val_130,val_131,val_132,val_133,val_134,val_135,val_136,val_137,val_138,val_139,val_140,val_141,val_142,val_143,val_144,val_145,val_146,val_147,val_148,val_149,val_150,val_151,val_152,val_153,val_154,val_155,val_156,val_157,val_158,val_159,val_160,val_161,val_162,val_163,val_164,val_165,val_166,val_167,val_168,val_169,val_170,val_171,val_172,val_173,val_174,val_175,val_176,val_177,val_178,val_179,val_180,val_181,val_182,val_183,val_184,val_185,val_186,val_187,val_188,val_189,val_190,val_191
2020-04-07.out.0,0.0,1.3623741,-1.0101234,-0.3550168,1.3624236,-1.0101206,-0.355038,1.3623529,-1.0101249,-0.3550027,1.3623317,-1.0101249,-0.3549815,1.3623176,-1.0101263,-0.3549815,1.3623741,-1.0101206,-0.3549815,1.3623883,-1.0101227,-0.3550239,1.3623741,-1.0101206,-0.3549815,1.3623883,-1.0101206,-0.3549956,1.3624024,-1.0101157,-0.3549674,1.3624024,-1.0101171,-0.3549886,1.3623529,-1.0101192,-0.3549532,1.3623247,-1.0101249,-0.3549815,1.3623247,-1.0101234,-0.3549674,1.3623529,-1.0101185,-0.3549462,1.3622893,-1.0101249,-0.3549391,1.3622964,-1.0101213,-0.3549179,1.3626074,-1.0100966,-0.3549956,1.3625084,-1.010115,-0.3550663,1.3624589,-1.0101206,-0.3550663,1.3623812,-1.0101249,-0.355038,1.3623953,-1.0101234,-0.355038,1.3623953,-1.0101213,-0.3550168,1.3623812,-1.0101213,-0.3550027,1.3623741,-1.0101234,-0.3550168,1.3623529,-1.0101249,-0.3550027,1.3623671,-1.0101234,-0.3550168,1.3623176,-1.010127,-0.3549956,1.3623671,-1.0101234,-0.3550098,1.3623741,-1.0101234,-0.3550168,1.3623883,-1.0101234,-0.355031,1.3623459,-1.0101256,-0.3550098,1.3623953,-1.0101234,-0.3550451,1.3623883,-1.0101234,-0.355038,1.3624024,-1.0101234,-0.3550451,1.3623812,-1.0101234,-0.3550239,1.3624165,-1.0101185,-0.3550098,1.3625296,-1.0101086,-0.355031,1.3624448,-1.0101171,-0.3550239,1.3623741,-1.0101206,-0.3549886,1.3623247,-1.0101249,-0.3549815,1.3622893,-1.0101277,-0.3549674,1.3623388,-1.0101227,-0.3549744,1.3623883,-1.0101213,-0.3550098,1.3624377,-1.0101192,-0.3550451,1.3624095,-1.010122,-0.3550451,1.3623741,-1.0101249,-0.355031,1.3623953,-1.0101227,-0.355038,1.36236,-1.0101234,-0.3550027,1.3623953,-1.0101213,-0.3550168,1.3624307,-1.0101192,-0.355038,1.3623671,-1.0101249,-0.3550239,1.3624095,-1.0101192,-0.3550098,1.3624377,-1.0101178,-0.3550239,1.3623812,-1.0101213,-0.3550027,1.3624236,-1.0101171,-0.3550027,1.3624024,-1.0101192,-0.3550027,1.3624377,-1.010115,-0.3550027,1.3624024,-1.0101192,-0.3550027,1.3623671,-1.0101249,-0.3550168,1.3623529,-1.0101249,-0.3550027,1.3623459,-1.0101263,-0.3550168,1.3624377,-1.010115,-0.3549956,1.3624024,-1.0101171,-0.3549886
2020-04-07.out.1,0.0,1.3623741,-1.0101213,-0.3549956,1.3623741,-1.0101171,-0.3549532,1.3624095,-1.0101128,-0.3549462,1.36236,-1.0101143,-0.3549108,1.36236,-1.0101107,-0.3548755,1.3623035,-1.010115,-0.3548614,1.3623105,-1.010115,-0.3548684,1.3622964,-1.0101164,-0.3548684,1.3623247,-1.0101128,-0.3548614,1.3622116,-1.0101192,-0.3548048,1.3622611,-1.010115,-0.3548119,1.3622611,-1.0101171,-0.3548402,1.3622187,-1.0101171,-0.3548048,1.3622823,-1.0101135,-0.3548331,1.3622823,-1.0101107,-0.3547978,1.3623671,-1.01011,-0.3548755,1.3623105,-1.0101164,-0.3548826,1.3622964,-1.0101171,-0.3548755,1.3622611,-1.010115,-0.354819,1.3622681,-1.0101157,-0.3548402,1.3622964,-1.0101128,-0.3548402,1.3622893,-1.0101128,-0.3548331,1.3622823,-1.0101107,-0.3548048,1.3622964,-1.0101128,-0.3548402,1.362254,-1.010115,-0.354819,1.3622469,-1.0101135,-0.3547978,1.3622257,-1.0101128,-0.3547695,1.3622823,-1.0101135,-0.3548331,1.3622964,-1.0101107,-0.3548119,1.3622893,-1.0101128,-0.3548331,1.3622681,-1.0101107,-0.3547836,1.3622681,-1.0101086,-0.3547695,1.3623176,-1.0101051,-0.3547836,1.3623459,-1.0101058,-0.354819,1.36236,-1.0101065,-0.3548331,1.3623317,-1.0101086,-0.3548331,1.3623388,-1.0101072,-0.3548331,1.3623812,-1.0101044,-0.3548402,1.36236,-1.0101051,-0.3548331,1.36236,-1.0101044,-0.354819,1.3623388,-1.0101029,-0.3547907,1.3623176,-1.0101044,-0.3547765,1.3622823,-1.0101044,-0.3547412,1.3623035,-1.0101044,-0.3547624,1.3623388,-1.0101008,-0.3547624,1.3623317,-1.0101022,-0.3547695,1.3623459,-1.010098,-0.3547412,1.3624165,-1.010098,-0.3548119,1.3624943,-1.0100916,-0.3548331,1.3624801,-1.0100938,-0.3548402,1.3624448,-1.0100945,-0.3548119,1.3624024,-1.0100987,-0.3548119,1.3623741,-1.010098,-0.3547695,1.3623953,-1.0100959,-0.3547765,1.3623953,-1.0100938,-0.3547483,1.3623883,-1.0100938,-0.3547412,1.36236,-1.010098,-0.3547624,1.36236,-1.0100959,-0.3547341,1.3623317,-1.010098,-0.3547341,1.3623529,-1.010098,-0.3547483,1.3623529,-1.0101001,-0.3547695,1.3623741,-1.010098,-0.3547695,1.3623741,-1.010098,-0.3547695,1.3623529,-1.0100987,-0.3547553
2020-04-07.out.2,0.0,1.3623953,-1.0100959,-0.3547695,1.36236,-1.010098,-0.3547553,1.36236,-1.0100959,-0.3547412,1.3623317,-1.0100987,-0.3547341,1.3623459,-1.0100966,-0.3547341,1.3623459,-1.0100966,-0.3547341,1.3623953,-1.0100923,-0.3547412,1.3623741,-1.0100945,-0.3547412,1.3623671,-1.0100923,-0.3547059,1.3623883,-1.0100902,-0.3547129,1.3624307,-1.010086,-0.3547129,1.3623671,-1.0100895,-0.3546776,1.3623529,-1.0100902,-0.3546776,1.3623671,-1.0100902,-0.3546917,1.3623671,-1.0100895,-0.3546776,1.3623812,-1.0100902,-0.3547059,1.3624024,-1.010086,-0.3546847,1.3624165,-1.0100839,-0.3546847,1.3623812,-1.0100881,-0.3546847,1.3623883,-1.0100853,-0.3546635,1.3624024,-1.010086,-0.3546847,1.3623671,-1.0100881,-0.3546705,1.3623459,-1.0100874,-0.3546423,1.3623388,-1.0100881,-0.3546423,1.3623671,-1.0100874,-0.3546564,1.3623459,-1.010086,-0.3546281,1.3623671,-1.0100839,-0.3546281,1.3623459,-1.0100853,-0.3546211,1.3623459,-1.0100874,-0.3546352,1.3623247,-1.010086,-0.3546069,1.36236,-1.0100853,-0.3546352,1.3623741,-1.0100839,-0.3546352,1.3623317,-1.0100902,-0.3546564,1.3623105,-1.0100902,-0.3546352,1.3623105,-1.0100916,-0.3546493,1.3622964,-1.0100916,-0.3546352,1.3623741,-1.0100895,-0.3546917,1.3623529,-1.0100916,-0.3546847,1.3623388,-1.0100938,-0.3546917,1.36236,-1.0100923,-0.3547059,1.3623388,-1.0100945,-0.3547059,1.3623317,-1.0100945,-0.3547059,1.3623812,-1.0100916,-0.35472,1.3623317,-1.0100959,-0.3547059,1.3623247,-1.0100938,-0.3546776,1.3623529,-1.0100916,-0.3546847,1.3622964,-1.0100959,-0.3546776,1.3623105,-1.0100959,-0.3546847,1.3622964,-1.0100966,-0.3546776,1.3622893,-1.0100959,-0.3546635,1.3623176,-1.0100916,-0.3546564,1.3623388,-1.0100874,-0.3546352,1.3622893,-1.0100902,-0.354614,1.3623459,-1.0100874,-0.3546423,1.3622964,-1.0100881,-0.3545999,1.3623176,-1.0100874,-0.354614,1.3623953,-1.0100775,-0.3545999,1.3624801,-1.0100669,-0.3545787,1.3626144,-1.0100506,-0.3545575,1.3625155,-1.0100556,-0.354508,1.3624801,-1.0100605,-0.3545221,1.3624024,-1.0100648,-0.3544797,1.3623317,-1.0100669,-0.3544302,1.3623105,-1.0100669,-0.354409
2020-04-07.out.3,0.0,1.3622257,-1.0100733,-0.3543878,1.3622399,-1.0100711,-0.3543808,1.3621833,-1.010074,-0.3543525,1.3621692,-1.0100733,-0.3543313,1.3620844,-1.0100796,-0.354303,1.3622399,-1.0100697,-0.3543666,1.3620773,-1.0100803,-0.3543101,1.3621126,-1.0100803,-0.3543454,1.3621126,-1.0100839,-0.3543808,1.3621268,-1.0100803,-0.3543596,1.3621056,-1.0100803,-0.3543384,1.3621338,-1.0100782,-0.3543454,1.3621126,-1.0100782,-0.3543242,1.362148,-1.0100733,-0.3543101,1.3621268,-1.0100754,-0.354303,1.3621904,-1.0100718,-0.3543454,1.362148,-1.0100754,-0.3543242,1.3621621,-1.0100754,-0.3543454,1.3621409,-1.0100803,-0.3543737,1.3622187,-1.0100733,-0.3543808,1.3621833,-1.0100775,-0.3543808,1.3621409,-1.0100796,-0.3543596,1.3621197,-1.0100796,-0.3543454,1.3620985,-1.0100803,-0.3543313,1.3621409,-1.0100796,-0.3543596,1.3621409,-1.0100817,-0.3543878,1.3621975,-1.0100782,-0.354409,1.3621833,-1.0100796,-0.354409,1.3622893,-1.0100747,-0.3544585,1.3624095,-1.0100676,-0.3545221,1.3622964,-1.0100853,-0.3545716,1.3623671,-1.0100832,-0.3546211,1.3623247,-1.0100839,-0.3545928,1.3622399,-1.0100902,-0.3545716,1.3622187,-1.0100902,-0.3545433,1.3621904,-1.0100902,-0.3545151,1.3621621,-1.0100881,-0.3544656,1.3622752,-1.0100832,-0.3545292,1.3622469,-1.010086,-0.3545292,1.3622469,-1.0100853,-0.3545221,1.3622187,-1.0100874,-0.3545151,1.3622116,-1.0100874,-0.354508,1.3622187,-1.010086,-0.3545009,1.3621975,-1.010086,-0.3544797,1.3622611,-1.0100803,-0.3544939,1.3622116,-1.0100839,-0.3544727,1.3621833,-1.010086,-0.3544727,1.3621621,-1.0100874,-0.3544585,1.3621692,-1.0100839,-0.3544373,1.3622116,-1.0100817,-0.3544514,1.3621692,-1.0100839,-0.3544302,1.3622116,-1.0100832,-0.3544656,1.3622116,-1.0100817,-0.3544585,1.3622469,-1.0100782,-0.3544585,1.3622045,-1.0100803,-0.3544444,1.3622257,-1.0100796,-0.3544514,1.3621904,-1.0100803,-0.3544232,1.3621621,-1.0100832,-0.3544161,1.3622187,-1.0100796,-0.3544373,1.3622399,-1.0100782,-0.3544514,1.3621975,-1.0100803,-0.3544302,1.3622045,-1.0100782,-0.3544161,1.3621621,-1.0100832,-0.3544161,1.3622328,-1.0100733,-0.3543949
2020-04-07.out.4,0.0,1.3622257,-1.0100761,-0.3544161,1.3622187,-1.0100782,-0.3544302,1.3621904,-1.0100796,-0.354409,1.3621692,-1.0100796,-0.3543949,1.3621904,-1.0100775,-0.3543949,1.3621975,-1.0100817,-0.3544373,1.3621763,-1.0100796,-0.354402,1.3621904,-1.0100782,-0.354402,1.3621692,-1.0100803,-0.354402,1.3622187,-1.0100796,-0.3544444,1.3622116,-1.0100817,-0.3544514,1.3622116,-1.0100775,-0.3544161,1.3622611,-1.0100718,-0.3544161,1.3622257,-1.010074,-0.354402,1.3622116,-1.0100754,-0.3543949,1.3621975,-1.0100761,-0.3543949,1.3622116,-1.0100754,-0.3543949,1.3622116,-1.0100733,-0.3543737,1.3622328,-1.0100697,-0.3543666,1.3622823,-1.0100676,-0.3543949,1.3622611,-1.0100669,-0.3543596,1.3623247,-1.0100605,-0.3543666,1.3623035,-1.010057,-0.3543101,1.3623176,-1.0100591,-0.3543454,1.36236,-1.0100506,-0.3543101,1.3624024,-1.0100549,-0.3543949,1.36236,-1.0100627,-0.3544232,1.3623883,-1.0100634,-0.3544585,1.3623741,-1.0100648,-0.3544585,1.3624731,-1.0100591,-0.3545009,1.3624589,-1.0100605,-0.3545009,1.3624589,-1.0100612,-0.354508,1.3624377,-1.0100612,-0.3544868,1.3624377,-1.0100627,-0.3545009,1.3623953,-1.0100655,-0.3544939,1.3623459,-1.010069,-0.3544656,1.3623459,-1.0100655,-0.3544444,1.3623388,-1.0100655,-0.3544373,1.3623247,-1.0100669,-0.3544302,1.3623317,-1.0100655,-0.3544302,1.3623247,-1.0100676,-0.3544373,1.3623247,-1.0100655,-0.3544161,1.3623317,-1.0100655,-0.3544232,1.3623388,-1.0100655,-0.3544302,1.36236,-1.0100655,-0.3544514,1.3623317,-1.0100634,-0.354402,1.3623459,-1.0100612,-0.3543949,1.3623247,-1.0100634,-0.3543949,1.3622893,-1.0100669,-0.3543949,1.3621833,-1.0100711,-0.3543242,1.3622611,-1.0100648,-0.3543454,1.3622328,-1.0100676,-0.3543454,1.3622257,-1.010069,-0.3543454,1.3622964,-1.0100612,-0.3543454,1.3622964,-1.0100634,-0.3543666,1.3622469,-1.0100676,-0.3543596,1.3622187,-1.010069,-0.3543454,1.3622469,-1.0100655,-0.3543384,1.3622964,-1.0100612,-0.3543454,1.3622964,-1.0100591,-0.3543313,1.3622611,-1.0100612,-0.3543172,1.3622399,-1.0100648,-0.3543172,1.3622399,-1.0100605,-0.3542818,1.3622328,-1.0100591,-0.3542677
2020-04-07.out.5,0.0,1.3622681,-1.0100591,-0.354296,1.3622045,-1.0100648,-0.3542889,1.3622187,-1.0100634,-0.3542889,1.3622328,-1.0100627,-0.354296,1.3622611,-1.0100591,-0.3542889,1.3622257,-1.0100598,-0.3542677,1.3622257,-1.0100591,-0.3542606,1.3621621,-1.0100634,-0.3542324,1.3621904,-1.0100627,-0.3542536,1.3622399,-1.0100612,-0.3542889,1.3622328,-1.0100612,-0.3542818,1.3622328,-1.0100612,-0.3542889,1.3622823,-1.010057,-0.354296,1.3622257,-1.0100627,-0.3542818,1.3621975,-1.0100634,-0.3542677,1.3622116,-1.0100627,-0.3542748,1.3621833,-1.0100605,-0.3542253,1.3622257,-1.010057,-0.3542394,1.3622257,-1.010057,-0.3542324,1.3622257,-1.0100598,-0.3542606,1.3622469,-1.0100563,-0.3542465,1.3621975,-1.0100591,-0.3542253,1.3622116,-1.0100563,-0.3542182,1.3621763,-1.010057,-0.3541829,1.3621551,-1.0100584,-0.3541758,1.3621409,-1.0100598,-0.3541758,1.3621409,-1.0100612,-0.354197,1.3621551,-1.0100591,-0.3541829,1.3620914,-1.0100627,-0.3541476,1.3620914,-1.0100627,-0.3541476,1.3620844,-1.0100627,-0.3541476,1.3621197,-1.0100591,-0.3541546,1.3621197,-1.0100627,-0.3541758,1.3621268,-1.0100584,-0.3541476,1.3621126,-1.010057,-0.3541193,1.3621551,-1.0100563,-0.3541546,1.3621621,-1.010057,-0.3541688,1.3621197,-1.0100577,-0.3541334,1.3621551,-1.0100549,-0.3541405,1.3621763,-1.0100528,-0.3541476,1.3621409,-1.0100549,-0.3541264,1.3621763,-1.0100542,-0.3541546,1.3622116,-1.0100535,-0.3541829,1.3621975,-1.0100542,-0.3541758,1.3621833,-1.0100528,-0.3541476,1.3621409,-1.0100528,-0.3541122,1.3621763,-1.0100492,-0.3541122,1.3621197,-1.0100528,-0.354091,1.3621268,-1.0100514,-0.3540839,1.3621551,-1.0100514,-0.3541122,1.3620914,-1.0100528,-0.3540557,1.3620985,-1.0100528,-0.3540627,1.3621409,-1.0100464,-0.3540486,1.3620561,-1.0100506,-0.3540062,1.3622469,-1.0100358,-0.3540557,1.3621551,-1.0100464,-0.3540698,1.3621621,-1.0100478,-0.3540839,1.3621197,-1.0100485,-0.3540486,1.3621409,-1.0100464,-0.3540486,1.3621056,-1.0100506,-0.3540557,1.3621621,-1.0100443,-0.3540486,1.3621056,-1.0100471,-0.3540203,1.3621621,-1.0100415,-0.3540203,1.3621551,-1.0100436,-0.3540345
2020-04-07.out.6,0.0,1.3621409,-1.0100393,-0.353985,1.362148,-1.0100408,-0.3540062,1.3621268,-1.01004,-0.3539709,1.3620985,-1.0100443,-0.353985,1.3621126,-1.0100415,-0.3539709,1.3621126,-1.0100379,-0.3539355,1.3620773,-1.0100393,-0.3539143,1.3620844,-1.0100344,-0.353879,1.3620773,-1.0100351,-0.353879,1.3620066,-1.01004,-0.3538578,1.3620137,-1.0100379,-0.3538437,1.362049,-1.0100337,-0.3538366,1.3620349,-1.010033,-0.3538154,1.362049,-1.010033,-0.3538366,1.3621197,-1.010028,-0.3538578,1.3620914,-1.0100294,-0.3538366,1.3621126,-1.0100252,-0.3538154,1.3621056,-1.0100245,-0.3538083,1.3621056,-1.0100238,-0.3538013,1.3620844,-1.010028,-0.3538154,1.3620278,-1.010028,-0.3537588,1.3620278,-1.0100259,-0.3537447,1.3621197,-1.0100196,-0.353773,1.3622399,-1.0100238,-0.3539355,1.3622964,-1.010021,-0.3539638,1.3623459,-1.0100167,-0.3539779,1.3624589,-1.0100111,-0.3540274,1.3623671,-1.0100245,-0.3540698,1.3624236,-1.010016,-0.3540486,1.3622187,-1.0100196,-0.3538719,1.3621904,-1.0100097,-0.3537518,1.3621409,-1.0100104,-0.3537023,1.3621338,-1.0100061,-0.3536528,1.3621338,-1.0100111,-0.3537023,1.3621197,-1.010016,-0.3537376,1.3622116,-1.0100068,-0.3537447,1.3622257,-1.010004,-0.3537306,1.3621338,-1.0100132,-0.3537235,1.3620278,-1.0100259,-0.3537376,1.3621904,-1.010009,-0.3537447,1.3622045,-1.0100196,-0.3538578,1.3623176,-1.0100181,-0.3539567,1.3623105,-1.0100266,-0.3540274,1.3623812,-1.0100196,-0.3540345,1.3622611,-1.010033,-0.3540415,1.3624024,-1.0100217,-0.3540769,1.3623247,-1.0100309,-0.3540769,1.3623812,-1.010028,-0.3541122,1.3623176,-1.0100337,-0.3541051,1.3622611,-1.0100365,-0.3540698,1.3622045,-1.0100372,-0.3540203,1.3622116,-1.0100358,-0.3540203,1.3621621,-1.0100365,-0.3539779,1.3621833,-1.0100386,-0.3540133,1.3622611,-1.0100294,-0.3540062,1.3622399,-1.0100309,-0.3539921,1.3622257,-1.0100294,-0.3539709,1.3621763,-1.0100372,-0.3539991,1.3623035,-1.0100302,-0.3540557,1.3622399,-1.0100344,-0.3540345,1.3622964,-1.010033,-0.3540769,1.3622681,-1.0100323,-0.3540415,1.3622893,-1.0100294,-0.3540345,1.3623176,-1.0100266,-0.3540415
2020-04-07.out.7,0.0,1.3622399,-1.0100344,-0.3540345,1.3622257,-1.0100344,-0.3540203,1.3621833,-1.0100393,-0.3540203,1.3621833,-1.0100372,-0.3540062,1.3621621,-1.0100372,-0.353985,1.3621551,-1.0100372,-0.3539709,1.3621904,-1.0100351,-0.3539921,1.3622469,-1.010033,-0.3540203,1.3621975,-1.0100351,-0.3539991,1.3621975,-1.0100344,-0.3539921,1.3622045,-1.0100344,-0.3539921,1.3621692,-1.0100358,-0.353985,1.3621551,-1.0100386,-0.3539921,1.362254,-1.0100294,-0.3539991,1.3622752,-1.0100344,-0.3540698,1.3623317,-1.010028,-0.3540627,1.3623812,-1.010033,-0.3541546,1.3623388,-1.0100372,-0.3541546,1.3622823,-1.0100393,-0.3541193,1.3622681,-1.0100393,-0.3541122,1.362254,-1.0100415,-0.3541122,1.3621975,-1.0100436,-0.3540769,1.3621763,-1.0100415,-0.3540345,1.3621763,-1.0100386,-0.3540133,1.3621692,-1.0100415,-0.3540274,1.3622752,-1.0100302,-0.3540274,1.3622328,-1.0100408,-0.354091,1.3621833,-1.0100415,-0.3540486,1.362254,-1.0100393,-0.354091,1.3622752,-1.010033,-0.3540557,1.3622893,-1.0100309,-0.3540415,1.3622399,-1.0100323,-0.3540133,1.3622328,-1.0100294,-0.3539779,1.3622328,-1.0100309,-0.3539921,1.3622116,-1.0100323,-0.353985,1.3622045,-1.0100273,-0.3539285,1.3621621,-1.0100323,-0.3539355,1.3621763,-1.010028,-0.3539073,1.362148,-1.0100302,-0.3539002,1.3621409,-1.0100294,-0.3538861,1.3621763,-1.0100259,-0.3538861,1.3621763,-1.0100287,-0.3539214,1.3621904,-1.0100245,-0.3538931,1.3621763,-1.0100294,-0.3539285,1.3621763,-1.0100309,-0.3539426,1.3621409,-1.0100309,-0.3539002,1.3621904,-1.0100294,-0.3539355,1.3621551,-1.0100309,-0.3539143,1.3621904,-1.0100316,-0.3539497,1.3622187,-1.0100316,-0.3539779,1.3621904,-1.0100323,-0.3539638,1.3622045,-1.0100316,-0.3539638,1.3622257,-1.0100309,-0.3539779,1.3622611,-1.0100259,-0.3539709,1.3622328,-1.0100273,-0.3539567,1.3621975,-1.0100287,-0.3539355,1.3622116,-1.0100266,-0.3539285,1.3622045,-1.0100259,-0.3539143,1.3622328,-1.0100217,-0.3539073,1.3621904,-1.0100252,-0.3538931,1.3621692,-1.0100266,-0.3538861,1.3621551,-1.0100294,-0.3539002,1.3621763,-1.0100259,-0.3538861,1.3621621,-1.0100259,-0.353879
2020-04-07.out.8,0.0,1.362148,-1.0100273,-0.3538719,1.362148,-1.0100266,-0.3538649,1.3621763,-1.0100259,-0.3538861,1.3622045,-1.0100266,-0.3539214,1.3621975,-1.0100273,-0.3539214,1.3621409,-1.0100323,-0.3539143,1.3622328,-1.0100259,-0.3539426,1.3622328,-1.0100302,-0.353985,1.3621763,-1.0100273,-0.3539073,1.3622399,-1.0100238,-0.3539355,1.3621975,-1.0100273,-0.3539285,1.3621551,-1.0100323,-0.3539285,1.3621409,-1.0100316,-0.3539073,1.362148,-1.0100302,-0.3539002,1.362148,-1.0100294,-0.3538931,1.3622116,-1.0100252,-0.3539214,1.3622116,-1.0100245,-0.3539143,1.362254,-1.0100217,-0.3539285,1.3623459,-1.0100167,-0.3539709,1.3624024,-1.0100061,-0.3539355,1.3624095,-1.0100104,-0.3539779,1.3623459,-1.0100125,-0.3539355,1.3622611,-1.0100167,-0.3538861,1.3622681,-1.0100153,-0.353879,1.3623883,-1.0100019,-0.3538649,1.3624519,-1.0099948,-0.3538649,1.3624731,-1.009992,-0.3538649,1.3623812,-1.0099991,-0.3538366,1.3621268,-1.0099948,-0.3535468,1.3619148,-1.0099934,-0.3533136,1.3619925,-1.00998,-0.3532641,1.3619996,-1.0099786,-0.3532571,1.3620844,-1.0099736,-0.3532995,1.3622257,-1.0099644,-0.3533489,1.3624872,-1.0099559,-0.3535327,1.3625438,-1.0099524,-0.3535539,1.3625296,-1.0099524,-0.3535398,1.3626144,-1.0099446,-0.353561,1.3624236,-1.0099665,-0.353568,1.3625296,-1.0099694,-0.3537094,1.36236,-1.0099969,-0.3538013,1.3623741,-1.0100054,-0.3538861,1.3625438,-1.0099913,-0.3539285,1.3625226,-1.0099934,-0.3539285,1.3625367,-1.0099934,-0.3539355,1.3623459,-1.0100181,-0.353985,1.3622611,-1.010028,-0.3539921,1.3622611,-1.0100259,-0.3539779,1.3623317,-1.0100259,-0.3540415,1.3624943,-1.010009,-0.3540486,1.3624165,-1.0100188,-0.3540627,1.3624024,-1.0100153,-0.3540062,1.3624731,-1.0100033,-0.3539709,1.3623883,-1.0100132,-0.353985,1.3624307,-1.0100061,-0.3539567,1.3624236,-1.0100026,-0.3539143,1.3624589,-1.0099976,-0.3539002,1.3624519,-1.009992,-0.3538437,1.3624731,-1.0099913,-0.3538578,1.3626922,-1.0099665,-0.3538366,1.3628123,-1.0099496,-0.3537942,1.3626851,-1.0099588,-0.3537588,1.3626851,-1.0099588,-0.3537588,1.362678,-1.0099581,-0.3537376
2020-04-07.out.9,0.0,1.3626215,-1.0099567,-0.3536811,1.3624589,-1.0099708,-0.3536528,1.3622893,-1.0099849,-0.3536034,1.3622187,-1.0099906,-0.3535963,1.3621975,-1.0099962,-0.3536246,1.3622681,-1.0099962,-0.3536952,1.3623035,-1.0099913,-0.3536811,1.3624519,-1.0099814,-0.3537376,1.3624801,-1.0099793,-0.3537518,1.3624307,-1.0099856,-0.3537588,1.3625438,-1.009975,-0.353773,1.3623529,-1.0099941,-0.3537659,1.362254,-1.0099998,-0.3537164,1.3623176,-1.0100026,-0.3538083,1.3624095,-1.0099899,-0.35378,1.3624448,-1.0099899,-0.3538154,1.3625014,-1.0099828,-0.3538013,1.3623671,-1.0099934,-0.3537659,1.3623035,-1.0099962,-0.3537376,1.3624236,-1.0099969,-0.3538578,1.3623317,-1.010009,-0.353879,1.3622116,-1.0100238,-0.3539002,1.3623459,-1.0100203,-0.3539991,1.3623812,-1.0100174,-0.3540133,1.3622752,-1.0100273,-0.3539991,1.3622964,-1.0100259,-0.3540062,1.3623953,-1.0100146,-0.3539991,1.3623459,-1.0100196,-0.3539921,1.36236,-1.0100174,-0.3539921,1.3622681,-1.0100259,-0.353985,1.3622611,-1.010028,-0.3539991,1.3623812,-1.0100245,-0.3540769,1.3624801,-1.0100196,-0.3541264,1.3626286,-1.0100047,-0.3541405,1.3625367,-1.0100125,-0.3541193,1.3624307,-1.0100217,-0.3541051,1.3624943,-1.0100146,-0.354091,1.3625296,-1.0100104,-0.354091,1.3624731,-1.0100118,-0.3540486,1.3624236,-1.0100153,-0.3540345,1.3625579,-1.0100033,-0.3540486,1.3624872,-1.010009,-0.3540415,1.3624448,-1.0100104,-0.3540133,1.3623883,-1.0100167,-0.3540133,1.3623953,-1.0100167,-0.3540133,1.3624801,-1.0100104,-0.3540486,1.3624165,-1.0100224,-0.354091,1.3624731,-1.0100181,-0.3541122,1.3625296,-1.0100146,-0.3541264,1.3624589,-1.0100196,-0.3541051,1.3624589,-1.0100174,-0.354091,1.3624872,-1.0100139,-0.3540839,1.3625155,-1.0100118,-0.354091,1.3624236,-1.0100217,-0.354091,1.3623529,-1.0100309,-0.3541122,1.3623953,-1.0100316,-0.3541546,1.3625155,-1.0100252,-0.3542182,1.3625791,-1.0100196,-0.3542253,1.3625862,-1.0100203,-0.3542465,1.3626639,-1.0100153,-0.3542748,1.3624943,-1.010028,-0.3542253,1.362572,-1.0100231,-0.3542536,1.362565,-1.010021,-0.3542253,1.362572,-1.0100238,-0.3542606
