,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-01-12.out.0,0.0,-2.0434927,-2.044894,-2.0441933,-2.0483973,-2.042792,-2.042792,-2.0462953,-2.044894,-2.0434927,-2.0441933,-2.0441933,-2.0462953,-2.044894,-2.0434927,-2.0455947,-2.0420913,-2.0434927,-2.0441933,-2.0434927,-2.042792,-2.042792,-2.0434927,-2.0441933,-2.0441933,-2.042792,-2.0420913,-2.0462953,-2.0434927,-2.0420913,-2.0420913,-2.0441933,-2.044894,-2.0455947,-2.044894,-2.0462953,-2.044894,-2.046996,-2.0441933,-2.0441933,-2.046996,-2.0441933,-2.0434927,-2.0420913,-2.044894,-2.044894,-2.0462953,-2.0455947,-2.0441933,-2.0441933,-2.042792,-2.0434927,-2.0455947,-2.044894,-2.0441933,-2.0441933,-2.044894,-2.0441933,-2.044894,-2.0441933,-2.0455947,-2.0462953,-2.044894,-2.042792,-2.0455947
2020-01-12.out.1,0.0,-2.0434927,-2.0441933,-2.0441933,-2.044894,-2.0434927,-2.044894,-2.0455947,-2.0441933,-2.0455947,-2.0455947,-2.046996,-2.0455947,-2.046996,-2.046996,-2.046996,-2.0462953,-2.0441933,-2.0441933,-2.0462953,-2.044894,-2.0455947,-2.0455947,-2.046996,-2.0455947,-2.046996,-2.0455947,-2.0455947,-2.0455947,-2.0462953,-2.046996,-2.0455947,-2.046996,-2.0455947,-2.0476966,-2.046996,-2.044894,-2.0462953,-2.0462953,-2.0462953,-2.0441933,-2.0462953,-2.0455947,-2.0462953,-2.044894,-2.0455947,-2.046996,-2.0483973,-2.0504993,-2.046996,-2.046996,-2.0462953,-2.0455947,-2.0483973,-2.0455947,-2.0476966,-2.0497986,-2.046996,-2.046996,-2.0462953,-2.0476966,-2.046996,-2.046996,-2.046996,-2.0483973
2020-01-12.out.2,0.0,-2.046996,-2.0476966,-2.0476966,-2.0504993,-2.0526013,-2.0455947,-2.0476966,-2.0462953,-2.0483973,-2.0497986,-2.0462953,-2.0504993,-2.0462953,-2.0462953,-2.0420913,-2.0413907,-2.0441933,-2.04069,-2.04069,-2.0434927,-2.042792,-2.0392887,-2.0434927,-2.0434927,-2.04069,-2.0413907,-2.0462953,-2.042792,-2.0434927,-2.0441933,-2.0441933,-2.042792,-2.0420913,-2.0434927,-2.0434927,-2.0434927,-2.0434927,-2.0455947,-2.044894,-2.0420913,-2.044894,-2.044894,-2.0434927,-2.0441933,-2.0441933,-2.0441933,-2.0434927,-2.0455947,-2.0434927,-2.0441933,-2.046996,-2.0441933,-2.0441933,-2.0420913,-2.044894,-2.0462953,-2.042792,-2.044894,-2.0455947,-2.042792,-2.042792,-2.0483973,-2.042792,-2.0455947
2020-01-12.out.3,0.0,-2.044894,-2.0462953,-2.0455947,-2.044894,-2.044894,-2.0441933,-2.0420913,-2.0434927,-2.042792,-2.0413907,-2.0413907,-2.0441933,-2.0420913,-2.0420913,-2.0434927,-2.0434927,-2.042792,-2.0420913,-2.0420913,-2.0399894,-2.0413907,-2.0434927,-2.0462953,-2.0455947,-2.044894,-2.0441933,-2.044894,-2.042792,-2.0441933,-2.0441933,-2.0420913,-2.0441933,-2.0455947,-2.044894,-2.0441933,-2.044894,-2.044894,-2.0441933,-2.0441933,-2.042792,-2.044894,-2.0441933,-2.0434927,-2.044894,-2.044894,-2.0441933,-2.0420913,-2.0420913,-2.042792,-2.0441933,-2.0441933,-2.044894,-2.0434927,-2.044894,-2.042792,-2.0434927,-2.042792,-2.0455947,-2.0455947,-2.042792,-2.0434927,-2.0413907,-2.044894,-2.04069
2020-01-12.out.4,0.0,-2.04069,-2.0434927,-2.0399894,-2.0413907,-2.0420913,-2.0434927,-2.042792,-2.0441933,-2.042792,-2.0413907,-2.0413907,-2.038588,-2.04069,-2.0420913,-2.0399894,-2.038588,-2.0392887,-2.038588,-2.04069,-2.04069,-2.0392887,-2.0392887,-2.04069,-2.0399894,-2.038588,-2.04069,-2.0399894,-2.0392887,-2.0392887,-2.0392887,-2.038588,-2.04069,-2.0392887,-2.0392887,-2.038588,-2.0392887,-2.038588,-2.0399894,-2.0392887,-2.0399894,-2.04069,-2.0399894,-2.0392887,-2.0399894,-2.04069,-2.038588,-2.0399894,-2.0420913,-2.0392887,-2.038588,-2.0399894,-2.0378874,-2.0399894,-2.0392887,-2.0392887,-2.0399894,-2.0399894,-2.038588,-2.038588,-2.0392887,-2.0399894,-2.038588,-2.0413907,-2.0399894
2020-01-12.out.5,0.0,-2.04069,-2.0399894,-2.038588,-2.0413907,-2.038588,-2.0399894,-2.0392887,-2.0413907,-2.0399894,-2.0420913,-2.0392887,-2.0413907,-2.0399894,-2.0371867,-2.04069,-2.0399894,-2.0392887,-2.038588,-2.0392887,-2.0371867,-2.038588,-2.0392887,-2.0378874,-2.0378874,-2.038588,-2.038588,-2.0371867,-2.038588,-2.038588,-2.0371867,-2.038588,-2.038588,-2.0371867,-2.0371867,-2.0420913,-2.038588,-2.038588,-2.0378874,-2.0371867,-2.0378874,-2.036486,-2.038588,-2.038588,-2.0378874,-2.038588,-2.0371867,-2.0378874,-2.0392887,-2.0371867,-2.036486,-2.036486,-2.0413907,-2.038588,-2.0378874,-2.038588,-2.038588,-2.0378874,-2.0378874,-2.0392887,-2.0392887,-2.0399894,-2.038588,-2.04069,-2.0378874
2020-01-12.out.6,0.0,-2.0413907,-2.038588,-2.0371867,-2.0392887,-2.0371867,-2.0392887,-2.0399894,-2.0399894,-2.0371867,-2.036486,-2.0371867,-2.0399894,-2.0378874,-2.038588,-2.038588,-2.0378874,-2.0371867,-2.036486,-2.0371867,-2.038588,-2.0392887,-2.0378874,-2.0378874,-2.038588,-2.0371867,-2.038588,-2.0371867,-2.0378874,-2.0371867,-2.0378874,-2.0357854,-2.0350847,-2.0371867,-2.0378874,-2.0371867,-2.0357854,-2.0357854,-2.0378874,-2.0378874,-2.0378874,-2.0378874,-2.0371867,-2.036486,-2.0371867,-2.034384,-2.0392887,-2.0371867,-2.0350847,-2.0357854,-2.0357854,-2.036486,-2.036486,-2.0371867,-2.036486,-2.0350847,-2.036486,-2.0329827,-2.0350847,-2.0350847,-2.0357854,-2.0350847,-2.0350847,-2.0350847,-2.0329827
2020-01-12.out.7,0.0,-2.0350847,-2.034384,-2.0350847,-2.0336834,-2.0336834,-2.036486,-2.0336834,-2.034384,-2.0336834,-2.0336834,-2.0329827,-2.034384,-2.0329827,-2.034384,-2.0336834,-2.034384,-2.034384,-2.0329827,-2.0350847,-2.0350847,-2.0357854,-2.034384,-2.0322821,-2.0315814,-2.0329827,-2.0336834,-2.0322821,-2.0329827,-2.0336834,-2.0322821,-2.0329827,-2.034384,-2.0350847,-2.0329827,-2.0301801,-2.0336834,-2.0336834,-2.0308807,-2.0336834,-2.0322821,-2.0336834,-2.0322821,-2.0322821,-2.0329827,-2.0322821,-2.0308807,-2.0315814,-2.0301801,-2.0301801,-2.0315814,-2.0308807,-2.0315814,-2.0287787,-2.0308807,-2.0287787,-2.0301801,-2.0294794,-2.0301801,-2.0308807,-2.0308807,-2.0301801,-2.0301801,-2.0294794,-2.0315814
2020-01-12.out.8,0.0,-2.0315814,-2.0308807,-2.0294794,-2.0294794,-2.0280781,-2.0308807,-2.0294794,-2.0301801,-2.0294794,-2.0308807,-2.0287787,-2.0294794,-2.0280781,-2.0287787,-2.0308807,-2.0301801,-2.0287787,-2.0294794,-2.0308807,-2.0308807,-2.0273774,-2.0287787,-2.0315814,-2.0301801,-2.0294794,-2.0280781,-2.0301801,-2.0294794,-2.0287787,-2.0273774,-2.0301801,-2.0280781,-2.0301801,-2.0280781,-2.0301801,-2.0273774,-2.0266767,-2.0273774,-2.0266767,-2.0280781,-2.0266767,-2.0266767,-2.0273774,-2.0280781,-2.0273774,-2.0252754,-2.0273774,-2.0287787,-2.0266767,-2.0294794,-2.0280781,-2.0280781,-2.0266767,-2.0266767,-2.0259761,-2.0252754,-2.0287787,-2.0259761,-2.0259761,-2.0252754,-2.0259761,-2.0273774,-2.0266767,-2.0266767
2020-01-12.out.9,0.0,-2.0273774,-2.0266767,-2.0266767,-2.0245748,-2.0273774,-2.0238741,-2.0280781,-2.0273774,-2.0266767,-2.0273774,-2.0280781,-2.0273774,-2.0273774,-2.0273774,-2.0280781,-2.0266767,-2.0273774,-2.0280781,-2.0259761,-2.0273774,-2.0287787,-2.0266767,-2.0259761,-2.0273774,-2.0273774,-2.0280781,-2.0273774,-2.0266767,-2.0280781,-2.0245748,-2.0266767,-2.0245748,-2.0245748,-2.0217721,-2.0252754,-2.0245748,-2.0238741,-2.0252754,-2.0231734,-2.0252754,-2.0245748,-2.0238741,-2.0238741,-2.0252754,-2.0252754,-2.0238741,-2.0238741,-2.0224728,-2.0259761,-2.0231734,-2.0245748,-2.0273774,-2.0231734,-2.0224728,-2.0217721,-2.0217721,-2.0231734,-2.0210714,-2.0231734,-2.0231734,-2.0224728,-2.0224728,-2.0245748,-2.0238741
