,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-08-13.out.0,0.0,-1.4559816,-1.8140623,-1.6892268,-1.6530902,-1.6202388,-1.692512,-1.9618937,-1.8896206,-1.7450743,-1.5512508,-1.3147205,-1.4888331,-1.784496,-1.6103834,-1.5282548,-1.5775319,-1.4132748,-1.4362708,-1.4099896,-1.4132748,-1.4395559,-1.4855479,-1.4691222,-1.5808171,-1.6465199,-1.784496,-1.5183994,-1.6005279,-1.7253634,-1.6760862,-1.5676765,-1.5249696,-1.5841022,-1.5446805,-1.7023674,-1.6760862,-1.5512508,-1.4921182,-1.4954034,-1.5512508,-1.5479656,-1.5611062,-1.4855479,-1.5085439,-1.7910663,-1.7089377,-1.5282548,-1.4822628,-1.4231302,-1.4559816,-1.4888331,-1.5742468,-1.6268091,-1.5052588,-1.4395559,-1.4362708,-1.5085439,-1.4822628,-1.4592668,-1.5972428,-1.5841022,-1.5282548,-1.4297005,-1.5216845
2020-08-13.out.1,0.0,-1.4231302,-1.4329856,-1.6498051,-1.5479656,-1.7976365,-1.8731948,-1.9520383,-1.6728011,-1.5381102,-1.4264153,-2.2542715,-2.2082795,-2.8948744,-2.3791069,-1.9323274,-2.6452035,-2.9507219,-3.2365293,-3.7588671,-2.22142,-1.9750343,-1.6662308,-1.5545359,-1.4264153,-2.5039424,-3.0197099,-2.1425766,-1.6465199,-1.5249696,-1.2621582,-3.0361356,-2.6813401,-2.2772675,-2.3396852,-1.945468,-2.8028904,-2.9802882,-3.3153728,-3.1971076,-4.2450684,-2.8193161,-2.9047299,-2.701051,-2.8455973,-2.770039,-2.8784487,-2.9113002,-2.4513801,-2.4973721,-2.1918538,-1.7615,-1.6235239,-0.9205033,-1.1176119,-1.2752987,-1.3180056,-1.6169537,-1.5578211,-1.87648,-2.1327212,-1.945468,-1.4592668,-1.3672828,-1.5085439
2020-08-13.out.2,0.0,-1.4428411,-1.7187931,-1.968464,-1.9060463,-1.8961908,-1.8666246,-1.6498051,-1.7483594,-1.6103834,-1.6793714,-1.5249696,-1.9191869,-2.1425766,-1.7253634,-1.9191869,-1.7943514,-1.807492,-1.9717491,-1.8731948,-1.9947451,-1.8436286,-1.6563754,-1.5381102,-1.6300942,-1.5972428,-2.0932994,-2.632063,-2.267412,-1.6103834,-1.7122228,-1.5939577,-2.037452,-1.5906725,-1.8501988,-1.8600543,-1.5315399,-1.5216845,-1.6892268,-2.0505926,-1.7680703,-1.6005279,-1.8666246,-1.8633394,-1.6432348,-1.8239177,-1.8797651,-1.669516,-1.7352188,-1.5413954,-1.4691222,-1.2687285,-1.3212908,-1.4132748,-1.4461262,-1.4428411,-1.4428411,-1.5381102,-1.5151142,-1.5446805,-1.6070982,-1.4297005,-1.4395559,-1.4954034,-1.3475719
2020-08-13.out.3,0.0,-1.4264153,-1.5216845,-1.5052588,-1.4231302,-1.4986885,-1.4756925,-1.4362708,-1.4461262,-1.3968491,-1.3902788,-1.4034193,-1.4264153,-1.4165599,-1.4198451,-1.4165599,-1.4001342,-1.3672828,-1.3180056,-1.3245759,-1.3639976,-1.3935639,-1.4067045,-1.3869936,-1.3180056,-1.3410016,-1.4001342,-1.6366645,-1.4658371,-1.4231302,-1.5381102,-1.6596605,-1.5578211,-1.4888331,-1.3869936,-1.3574273,-1.3311462,-1.2917245,-1.4724073,-1.8206325,-1.6465199,-1.7417891,-1.6366645,-1.5413954,-1.5512508,-1.5183994,-1.5348251,-1.4428411,-1.4526965,-1.4395559,-1.5413954,-1.5052588,-1.3968491,-1.3837085,-1.4724073,-1.5249696,-1.4297005,-1.4132748,-1.4592668,-1.4428411,-1.4921182,-1.5545359,-1.5085439,-1.4822628,-1.4625519
2020-08-13.out.4,0.0,-1.4461262,-1.4132748,-1.4297005,-1.3968491,-1.4165599,-1.3574273,-1.3212908,-1.2654433,-1.3081502,-1.4658371,-1.4921182,-1.4724073,-1.4231302,-1.4067045,-1.3410016,-1.3114353,-1.3607125,-1.4395559,-1.4198451,-1.4822628,-1.4461262,-1.4559816,-1.4329856,-1.4001342,-1.4329856,-1.3771382,-1.3705679,-1.3869936,-1.3869936,-1.3705679,-1.3771382,-1.373853,-1.3574273,-1.3541422,-1.3902788,-1.3639976,-1.4855479,-1.7220782,-1.9487531,-2.0473074,-1.8436286,-1.784496,-1.7976365,-1.5381102,-1.4954034,-1.4855479,-1.4132748,-1.4297005,-1.4362708,-1.3114353,-1.2720136,-1.304865,-1.3837085,-1.3541422,-1.373853,-1.3114353,-1.350857,-1.4789776,-1.4559816,-1.3574273,-1.3705679,-1.3804233,-1.3442868,-1.3377165
2020-08-13.out.5,0.0,-1.2785839,-1.2260216,-1.2752987,-1.2950096,-1.3442868,-1.3574273,-1.3935639,-1.4198451,-1.3804233,-1.4297005,-1.4428411,-1.4329856,-1.4132748,-1.4362708,-1.4132748,-1.4099896,-1.3968491,-1.4231302,-1.4362708,-1.4428411,-1.4297005,-1.4362708,-1.4625519,-1.4526965,-1.4264153,-1.4264153,-1.4231302,-1.4395559,-1.4724073,-1.4559816,-1.4461262,-1.4264153,-1.4231302,-1.4362708,-1.4297005,-1.3902788,-1.4428411,-1.5052588,-1.4724073,-1.4789776,-1.4986885,-1.4986885,-1.4888331,-1.4691222,-1.4494113,-1.4461262,-1.4625519,-1.4264153,-1.4756925,-1.4756925,-1.4822628,-1.4691222,-1.4822628,-1.4494113,-1.4461262,-1.4264153,-1.4132748,-1.4264153,-1.4231302,-1.4231302,-1.4428411,-1.4165599,-1.4034193,-1.3672828
2020-08-13.out.6,0.0,-1.4034193,-1.4099896,-1.4132748,-1.4362708,-1.4132748,-1.4264153,-1.3837085,-1.3639976,-1.3475719,-1.3607125,-1.3639976,-1.3869936,-1.3672828,-1.3212908,-1.3015799,-1.2982948,-1.3442868,-1.3607125,-1.3607125,-1.4001342,-1.3574273,-1.3672828,-1.3672828,-1.3804233,-1.304865,-1.2884393,-1.2720136,-1.1964553,-1.2654433,-1.2884393,-1.2917245,-1.2917245,-1.3245759,-1.304865,-1.3410016,-1.3377165,-1.1964553,-1.2687285,-1.2457325,-1.2260216,-1.2293067,-1.2785839,-1.2851542,-1.2621582,-1.2523027,-1.2785839,-1.2293067,-1.2063107,-1.1176119,-1.1964553,-1.2161662,-1.1340376,-1.1603187,-1.1570336,-1.1964553,-1.2063107,-1.2063107,-1.212881,-1.1504633,-1.1997404,-1.2621582,-1.235877,-1.2621582,-1.2523027
2020-08-13.out.7,0.0,-1.3180056,-1.327861,-1.3180056,-1.327861,-1.350857,-1.350857,-1.2194513,-1.2325919,-1.2982948,-1.2621582,-1.1833147,-1.028913,-1.097901,-1.1274673,-1.1406079,-1.1865999,-1.212881,-1.2260216,-1.2095959,-1.2260216,-1.2325919,-1.235877,-1.2785839,-1.2720136,-1.3081502,-1.3311462,-1.5249696,-1.4362708,-1.4461262,-1.3902788,-1.3311462,-1.0453387,-1.1077564,-1.1406079,-1.051909,-1.1241822,-1.143893,-1.1800296,-1.2194513,-1.2490176,-1.2621582,-1.2293067,-1.281869,-1.2095959,-1.2457325,-1.2950096,-1.2063107,-1.1734593,-1.166889,-1.120897,-1.1077564,-1.189885,-1.2490176,-1.2621582,-1.2457325,-1.2030256,-1.2490176,-1.2227365,-1.2095959,-1.1734593,-1.1931702,-1.2161662,-1.212881,-1.2555879
2020-08-13.out.8,0.0,-1.2917245,-1.304865,-1.3015799,-1.3081502,-1.2325919,-1.2720136,-1.327861,-1.2917245,-1.2523027,-1.2293067,-1.2293067,-1.2063107,-1.2424473,-1.2720136,-1.2752987,-1.3245759,-1.350857,-1.3574273,-1.3639976,-1.3344313,-1.2950096,-1.281869,-1.2884393,-1.3114353,-1.2917245,-1.2884393,-1.2982948,-1.2917245,-1.2982948,-1.2720136,-1.2884393,-1.3344313,-1.3245759,-1.350857,-1.373853,-1.3212908,-1.2752987,-1.2391622,-1.1800296,-1.1997404,-1.2424473,-1.2720136,-1.3081502,-1.2851542,-1.2917245,-1.2851542,-1.2687285,-1.2982948,-1.2917245,-1.3114353,-1.3475719,-1.3869936,-1.3639976,-1.350857,-1.2851542,-1.2555879,-1.2391622,-1.2424473,-1.2227365,-1.2523027,-1.2621582,-1.2752987,-1.304865,-1.3344313
2020-08-13.out.9,0.0,-1.3311462,-1.327861,-1.3147205,-1.3015799,-1.2523027,-1.2687285,-1.3081502,-1.304865,-1.3245759,-1.3015799,-1.3377165,-1.3442868,-1.3245759,-1.350857,-1.350857,-1.3212908,-1.2325919,-1.1603187,-1.1570336,-1.2063107,-1.2523027,-1.2785839,-1.3344313,-1.2227365,-1.2194513,-1.2260216,-1.2621582,-1.3081502,-1.3377165,-1.2982948,-1.235877,-1.2424473,-1.2194513,-1.097901,-1.1471782,-1.1406079,-1.1176119,-1.097901,-1.1373227,-1.166889,-1.189885,-1.2260216,-1.2095959,-1.2161662,-1.212881,-1.2293067,-1.281869,-1.3245759,-1.304865,-1.2752987,-1.2950096,-1.2917245,-1.2884393,-1.3147205,-1.2720136,-1.2752987,-1.2982948,-1.3475719,-1.3935639,-1.4395559,-1.4067045,-1.2063107,-1.1865999,-1.2325919
