,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95,val_96,val_97,val_98,val_99,val_100,val_101,val_102,val_103,val_104,val_105,val_106,val_107,val_108,val_109,val_110,val_111,val_112,val_113,val_114,val_115,val_116,val_117,val_118,val_119,val_120,val_121,val_122,val_123,val_124,val_125,val_126,val_127,val_128,val_129,val_130,val_131,val_132,val_133,val_134,val_135,val_136,val_137,val_138,val_139,val_140,val_141,val_142,val_143,val_144,val_145,val_146,val_147,val_148,val_149,val_150,val_151,val_152,val_153,val_154,val_155,val_156,val_157,val_158,val_159,val_160,val_161,val_162,val_163,val_164,val_165,val_166,val_167,val_168,val_169,val_170,val_171,val_172,val_173,val_174,val_175,val_176,val_177,val_178,val_179,val_180,val_181,val_182,val_183,val_184,val_185,val_186,val_187,val_188,val_189,val_190,val_191
2020-08-19.out.0,11.0,1.1892348,-1.2531827,0.0707058,1.1894325,-1.2532055,0.0702725,1.1896529,-1.2532321,0.0697633,1.1902154,-1.2532336,0.0691019,1.1908083,-1.2532298,0.0684406,1.1908387,-1.253258,0.0681518,1.1910363,-1.2532701,0.0678173,1.191614,-1.2532276,0.0675361,1.1922601,-1.2531781,0.067232,1.1925642,-1.2531379,0.0672472,1.1927086,-1.2531113,0.0673233,1.1932483,-1.2530497,0.0672624,1.1928226,-1.2531044,0.0672472,1.1931799,-1.2530679,0.0671712,1.1929366,-1.2530816,0.0673233,1.1930431,-1.253052,0.0674753,1.1925642,-1.2530923,0.0676653,1.1923437,-1.2531014,0.0678401,1.1922601,-1.2530383,0.0685014,1.1921157,-1.2530086,0.0689423,1.1924502,-1.2529798,0.0688207,1.1923437,-1.2530383,0.0684102,1.1924198,-1.2530466,0.068243,1.1925642,-1.2530413,0.068129,1.1931495,-1.2529744,0.068053,1.1932863,-1.2529402,0.0681974,1.1935599,-1.2528779,0.0684558,1.1934839,-1.2528642,0.0686687,1.1934459,-1.2528255,0.0690639,1.1926934,-1.2527958,0.0702117,1.1918573,-1.2528171,0.0709947,1.1914392,-1.252789,0.071732,1.1902762,-1.2527806,0.0731534,1.1891816,-1.2528042,0.0742252,1.1885583,-1.2527867,0.0751069,1.1888776,-1.252681,0.0756922,1.18868,-1.2526392,0.0763079,1.1896301,-1.2525617,0.0759126,1.1893261,-1.252583,0.0760647,1.1902838,-1.2524674,0.0760039,1.1908235,-1.2523975,0.0760115,1.1905423,-1.2524309,0.0760343,1.1905575,-1.2524188,0.0761255,1.190185,-1.25245,0.0762775,1.1907855,-1.2523922,0.0761027,1.1915076,-1.252282,0.0762623,1.1911276,-1.2523063,0.0764903,1.1915836,-1.2522204,0.0767412,1.1918421,-1.2521717,0.076878,1.1917889,-1.2521299,0.0773265,1.1918877,-1.2521049,0.0774405,1.1916444,-1.2521277,0.0775165,1.191576,-1.2521018,0.0778282,1.191614,-1.2520653,0.078117,1.1921689,-1.2519772,0.0782766,1.1921081,-1.2519825,0.0782994,1.1919029,-1.2519779,0.0785731,1.1921765,-1.2519376,0.0786263,1.1923818,-1.251946,0.078307,1.1922525,-1.2519582,0.0783526,1.1927162,-1.2519323,0.078041,1.1926858,-1.2519407,0.078003,1.1927466,-1.251946,0.077889,1.1924958,-1.2519726,0.0779346
2020-08-19.out.1,11.0,1.1926174,-1.2519391,0.0781018,1.1925794,-1.2519323,0.0782006,1.1929138,-1.2519072,0.078041,1.1931723,-1.2519179,0.0776457,1.1932939,-1.2519718,0.0770148,1.1937044,-1.2519772,0.0764903,1.1938564,-1.2520273,0.0758518,1.1941452,-1.2520661,0.0751601,1.1942821,-1.2520752,0.0749169,1.1941908,-1.2521033,0.0747649,1.1942973,-1.2521049,0.0746356,1.1945025,-1.2521748,0.0737539,1.1942517,-1.2522022,0.0737995,1.1940616,-1.2522652,0.0734498,1.193712,-1.2522447,0.0740427,1.1938564,-1.2522303,0.0740047,1.1933167,-1.2523952,0.0731306,1.1935599,-1.2524127,0.0726897,1.191386,-1.252567,0.0738147,1.1929138,-1.2523565,0.0739591,1.1935371,-1.2523238,0.0735259,1.1928986,-1.2523656,0.0738831,1.1918801,-1.2525146,0.0737083,1.1930355,-1.2523375,0.0739819,1.192473,-1.2524233,0.0738603,1.192435,-1.2524545,0.0736171,1.1926402,-1.2524157,0.0737387,1.1937348,-1.2523671,0.0729026,1.1931419,-1.252469,0.0726593,1.1922829,-1.2525822,0.0726365,1.1922373,-1.2525792,0.0727049,1.1925718,-1.2525548,0.0725453,1.1926782,-1.2525564,0.0724085,1.1929671,-1.2525701,0.0719524,1.1931799,-1.2525875,0.0715419,1.1929975,-1.2526719,0.0709794,1.1930279,-1.2527168,0.0705462,1.1926022,-1.2528224,0.0700749,1.1929671,-1.2528026,0.0698317,1.1922753,-1.2529015,0.0697328,1.1919029,-1.2529737,0.0695124,1.1918421,-1.2530086,0.0692616,1.1923666,-1.2529539,0.0691552,1.1920777,-1.2529874,0.069178,1.1920625,-1.2530086,0.0690031,1.191576,-1.2530702,0.0690031,1.1917204,-1.2530596,0.0689347,1.1921841,-1.2530748,0.0682658,1.1917813,-1.2531607,0.0679542,1.1913784,-1.2532405,0.0676805,1.1918041,-1.2532032,0.0675361,1.1919409,-1.2532116,0.0673005,1.1922373,-1.253185,0.067194,1.192777,-1.2531272,0.0670952,1.1930659,-1.2530672,0.0673081,1.1933015,-1.2530254,0.0674145,1.1925338,-1.2530907,0.0677033,1.1924426,-1.2531189,0.0675589,1.1927086,-1.2531135,0.0673005,1.1929899,-1.2531234,0.06689,1.1933015,-1.2531128,0.0666163,1.1933623,-1.2531097,0.0665707,1.1937576,-1.2530976,0.0662287,1.1942441,-1.2531287,0.0653773
2020-08-19.out.2,11.0,1.1941148,-1.2531835,0.0650277,1.1941224,-1.2532694,0.0642372,1.1951638,-1.253283,0.0629069,1.1953462,-1.2533515,0.0620708,1.1964788,-1.2533689,0.0605962,1.1972161,-1.2533636,0.0597904,1.1969881,-1.2534921,0.0588859,1.197391,-1.2534868,0.0584678,1.1971401,-1.2535476,0.0582094,1.1972313,-1.2535605,0.0579813,1.1971857,-1.2535704,0.0579433,1.1974898,-1.2535392,0.0578825,1.1965472,-1.2536327,0.0581182,1.1962204,-1.2536327,0.0584906,1.1960912,-1.253638,0.0586046,1.1957795,-1.2536852,0.0585286,1.1958479,-1.253689,0.0584222,1.1956503,-1.2536677,0.0588327,1.194837,-1.2537528,0.0589999,1.194913,-1.2537467,0.0589695,1.1948826,-1.2537558,0.0589315,1.1947609,-1.2537558,0.0590683,1.1945633,-1.2537786,0.0590911,1.1945709,-1.2537802,0.0590683,1.1946393,-1.2537688,0.0590911,1.1947153,-1.2537558,0.0591215,1.194837,-1.2537452,0.0590759,1.1950422,-1.253733,0.0589467,1.1950878,-1.2537239,0.0589771,1.1945785,-1.253749,0.0593344,1.1951942,-1.2536981,0.0590835,1.1953234,-1.253749,0.058483,1.1941148,-1.2537756,0.0596308,1.1928302,-1.2537794,0.0610902,1.1908083,-1.2538045,0.063211,1.1897061,-1.2538045,0.064488,1.1908387,-1.2537254,0.0638951,1.1919561,-1.2536776,0.0630362,1.1922297,-1.2536699,0.0627853,1.1929442,-1.253695,0.0617211,1.1931951,-1.253711,0.0612879,1.1942061,-1.253689,0.0603225,1.1949966,-1.2537102,0.0592127,1.1955667,-1.2537277,0.0583842,1.1954755,-1.2537292,0.058483,1.1954375,-1.2537596,0.0582474,1.1947077,-1.2537505,0.0591747,1.1944569,-1.2537543,0.0594332,1.194016,-1.2537558,0.0599273,1.1909451,-1.2537019,0.0639939,1.1917281,-1.2535901,0.0640927,1.1919257,-1.2536015,0.0637659,1.1921689,-1.2535757,0.0637127,1.1923894,-1.2535362,0.0638191,1.1925946,-1.25347,0.0641839,1.1930203,-1.2533796,0.0645184,1.1935675,-1.2533712,0.0639559,1.1935067,-1.2534123,0.0636443,1.193598,-1.2534237,0.0634466,1.1934535,-1.2534488,0.0633858,1.1937348,-1.2534358,0.063173,1.1938412,-1.2534358,0.0630514,1.1932179,-1.2535156,0.0630438,1.1932635,-1.2535088,0.0630514
2020-08-19.out.3,11.0,1.1931723,-1.2535118,0.063135,1.1928454,-1.2535415,0.0632414,1.1932179,-1.253508,0.0631198,1.193902,-1.2534252,0.0630818,1.1937348,-1.2534571,0.0629754,1.1937272,-1.2534678,0.0628841,1.1941985,-1.2533978,0.0629754,1.1942593,-1.2533591,0.0632642,1.1943201,-1.2533431,0.0633326,1.1945481,-1.2533203,0.0632794,1.1940692,-1.2532998,0.0640243,1.1935599,-1.2532625,0.0649517,1.1932939,-1.2532435,0.0654305,1.1931343,-1.2532146,0.0658866,1.1932407,-1.2531873,0.0660082,1.1944265,-1.2531553,0.0649213,1.1945709,-1.2531075,0.0651949,1.1950498,-1.2531006,0.0646932,1.1950118,-1.2531272,0.0645032,1.1936892,-1.2532534,0.0648909,1.1931875,-1.2532922,0.0651189,1.1931419,-1.2532709,0.0653697,1.1931039,-1.2532184,0.0658866,1.1931571,-1.2531858,0.0661147,1.1937576,-1.2531553,0.0657042,1.1926706,-1.2530717,0.0677185,1.1923057,-1.2529782,0.0690031,1.1924958,-1.252868,0.0697785,1.1926858,-1.2528627,0.0696112,1.1924502,-1.2529015,0.0695276,1.1930279,-1.2529121,0.0687523,1.1932635,-1.2529098,0.0685014,1.1935675,-1.2528695,0.0685243,1.1937956,-1.2528293,0.0686231,1.193902,-1.2528399,0.068395,1.1936664,-1.2528817,0.0682962,1.1936816,-1.2528802,0.0682962,1.1943809,-1.2528133,0.068091,1.1942517,-1.2528323,0.0680682,1.194016,-1.2529129,0.0676121,1.193712,-1.2529326,0.0677869,1.1934231,-1.2529463,0.0679922,1.193598,-1.2529448,0.0678097,1.1928606,-1.2528977,0.0690867,1.1930431,-1.2528308,0.0694896,1.192853,-1.2528589,0.0694516,1.1928834,-1.2528665,0.0693376,1.1930811,-1.2528536,0.0692388,1.1930203,-1.2528627,0.0692236,1.1930203,-1.252884,0.0690259,1.1933395,-1.2528452,0.0690031,1.1930051,-1.252884,0.0690411,1.1928758,-1.2528977,0.0690715,1.1930583,-1.2528817,0.0690031,1.1929366,-1.2529174,0.0688207,1.1933699,-1.2528749,0.0686991,1.1934155,-1.2528908,0.0685014,1.1927466,-1.2529805,0.0684634,1.1927998,-1.2529798,0.0684178,1.1928378,-1.2529714,0.0684406,1.1928606,-1.2529554,0.0685699,1.1922829,-1.252849,0.0702041,1.1921765,-1.2527631,0.0711087,1.191652,-1.2527487,0.0718536
2020-08-19.out.4,11.0,1.1919941,-1.2527031,0.0718688,1.1930811,-1.2526575,0.0710251,1.1953766,-1.25264,0.068509,1.1959391,-1.2526711,0.0675665,1.1953082,-1.2527396,0.0676805,1.1950726,-1.2527168,0.068167,1.1947001,-1.2527327,0.0684482,1.1943505,-1.2527593,0.0686079,1.1940312,-1.2527745,0.0688511,1.1932635,-1.2528429,0.0691171,1.1934535,-1.252789,0.0693908,1.1931343,-1.2528239,0.069444,1.1929138,-1.2528437,0.0695124,1.1917357,-1.253014,0.0693376,1.192853,-1.2528893,0.0691704,1.1931647,-1.2528414,0.0692464,1.1936132,-1.2527874,0.069216,1.1940084,-1.2527411,0.0691856,1.19375,-1.2527859,0.0690715,1.1940616,-1.252754,0.0690031,1.1939172,-1.2527783,0.0689499,1.1931723,-1.2528787,0.0689043,1.1926554,-1.2529174,0.0691476,1.1931951,-1.2528034,0.069558,1.1933775,-1.2526894,0.070379,1.1931343,-1.2526347,0.0711695,1.1929671,-1.2526119,0.0715647,1.1932483,-1.2525997,0.0713519,1.1936132,-1.2526088,0.070835,1.1933243,-1.2525875,0.0713671,1.1931799,-1.2525837,0.0715799,1.1939324,-1.2525716,0.0708122,1.1946013,-1.2525875,0.0698925,1.1941832,-1.2525906,0.0703485,1.1934915,-1.2525685,0.0713519,1.1936816,-1.2525594,0.0712075,1.1931039,-1.2526559,0.0710023,1.1930811,-1.2526711,0.0708958,1.1936892,-1.2526172,0.0706754,1.1938184,-1.2526293,0.070417,1.1931723,-1.252694,0.0705842,1.1935523,-1.2526065,0.0709414,1.1939476,-1.2525594,0.0709034,1.1936816,-1.2525837,0.0709947,1.1941224,-1.2525206,0.0710555,1.193674,-1.252586,0.0709794,1.1932179,-1.2526749,0.0706982,1.193864,-1.2525982,0.070645,1.1942593,-1.2525784,0.0703713,1.1932027,-1.2527221,0.0702877,1.1923818,-1.2528262,0.0702877,1.1914164,-1.2529471,0.0703181,1.1923361,-1.2528262,0.0703485,1.1925794,-1.2527928,0.0703713,1.1921005,-1.2528612,0.0703029,1.1920169,-1.2528665,0.0703485,1.1926326,-1.2527912,0.0703181,1.1931647,-1.252738,0.0701889,1.1938412,-1.2526666,0.0700445,1.1936436,-1.2526453,0.0704778,1.1934535,-1.2526141,0.0709794,1.1932331,-1.2526134,0.0712455,1.1930583,-1.2526119,0.0714659,1.192777,-1.2526278,0.0716484
2020-08-19.out.5,11.0,1.1923209,-1.2526172,0.0722717,1.1920549,-1.2526088,0.0726517,1.1920397,-1.2525472,0.073237,1.1917204,-1.2524758,0.0742556,1.1918877,-1.2524127,0.0746356,1.1917509,-1.252437,0.0745748,1.1917813,-1.25245,0.0744152,1.1921613,-1.2524477,0.0739971,1.1926706,-1.2524462,0.0734194,1.1934003,-1.2524583,0.0724541,1.1940692,-1.2524629,0.0716484,1.1936588,-1.2525176,0.071618,1.1940084,-1.2525085,0.0712987,1.1940996,-1.2525108,0.0711695,1.1936892,-1.2525054,0.071694,1.1940464,-1.2524804,0.0715115,1.194951,-1.2524264,0.0709414,1.195331,-1.2524363,0.070417,1.1956047,-1.252475,0.0697404,1.1959011,-1.2524614,0.0695276,1.1949966,-1.2525891,0.0694136,1.1959315,-1.2525655,0.0685471,1.1957567,-1.2526537,0.0679466,1.195141,-1.252808,0.0672548,1.1944417,-1.2528695,0.0675133,1.1938108,-1.2529501,0.0675057,1.1941148,-1.2529129,0.0674981,1.1950042,-1.2528794,0.0667684,1.19619,-1.2529281,0.0649517,1.19638,-1.252979,0.0642676,1.1970337,-1.2529516,0.0637507,1.196152,-1.2531371,0.0630894,1.1965092,-1.2532108,0.0620024,1.1970337,-1.2532511,0.0610294,1.1974518,-1.253302,0.0600793,1.1968361,-1.2533218,0.060619,1.1967677,-1.2533955,0.0600261,1.1955667,-1.2534275,0.0611206,1.1940388,-1.2534047,0.0631046,1.1939096,-1.2534115,0.0631882,1.1948674,-1.2533986,0.0622,1.193864,-1.2534541,0.0628537,1.1927694,-1.2534685,0.0639939,1.1918041,-1.2534526,0.0652557,1.1918725,-1.253356,0.0660615,1.1914088,-1.2532032,0.0679922,1.1908919,-1.2531401,0.0691704,1.1908995,-1.2530664,0.0698393,1.1902078,-1.2529319,0.0718612,1.1889764,-1.252849,0.0740503,1.1894705,-1.2527722,0.0741796,1.190223,-1.2526689,0.0742404,1.1905879,-1.2526787,0.0737311,1.1913024,-1.2526263,0.0733738,1.1918041,-1.2526088,0.0729482,1.1904662,-1.252811,0.0726593,1.1904814,-1.2527996,0.0727581,1.1906867,-1.2528004,0.0724997,1.190185,-1.2527669,0.073389,1.1895313,-1.2527814,0.0740199,1.1897897,-1.2526567,0.0748561,1.1897973,-1.2524203,0.0770072,1.1893717,-1.2523625,0.0780258,1.1911656,-1.2521543,0.0778358
2020-08-19.out.6,11.0,1.1946925,-1.252063,0.074552,1.1948598,-1.252206,0.0730546,1.1942213,-1.2523891,0.0721348,1.1934231,-1.2525716,0.0714051,1.1931799,-1.2525997,0.0714279,1.1923894,-1.2524705,0.0735259,1.1939476,-1.2523952,0.0724009,1.1918421,-1.2526651,0.0723933,1.1923514,-1.2527905,0.0706678,1.1931115,-1.2529661,0.0681746,1.1947381,-1.2530793,0.0652557,1.1959011,-1.2530466,0.0641915,1.1951638,-1.2531181,0.0644044,1.1941148,-1.2532025,0.0648529,1.1934839,-1.253166,0.065917,1.1929518,-1.2531819,0.0663959,1.1934839,-1.2531029,0.0664947,1.192435,-1.2531964,0.0668596,1.1920549,-1.2531728,0.0675209,1.1924958,-1.2530535,0.0680986,1.1930051,-1.2529729,0.0682354,1.1925718,-1.2530413,0.0681214,1.1931267,-1.2529608,0.068205,1.192815,-1.2529433,0.0687295,1.1923361,-1.2529539,0.0691856,1.1924882,-1.2528939,0.069558,1.1928226,-1.2528209,0.0698317,1.1932559,-1.252738,0.0700825,1.1932179,-1.252694,0.070531,1.1927998,-1.2526309,0.0715951,1.1918801,-1.2525351,0.0735335,1.1909527,-1.2524971,0.0749549,1.1915532,-1.2522827,0.0762091,1.1918497,-1.252231,0.0763383,1.1925262,-1.2521877,0.0759355,1.1928986,-1.2522136,0.0752665,1.1936664,-1.2521801,0.0746812,1.1935447,-1.2522326,0.0743468,1.1936892,-1.2523321,0.073275,1.1949206,-1.2524089,0.0711391,1.1945785,-1.2525929,0.0698621,1.1947001,-1.2526628,0.0690867,1.1956655,-1.2528361,0.0663883,1.1944417,-1.2530307,0.0660386,1.1971249,-1.2531515,0.0618276,1.1983563,-1.253302,0.0590303,1.1981207,-1.2534161,0.0582626,1.1979763,-1.2534602,0.0580345,1.1969197,-1.2535339,0.0585818,1.1964788,-1.2535498,0.0589467,1.1967981,-1.2535407,0.0586655,1.1961292,-1.2536198,0.0587263,1.1957491,-1.2535886,0.0594484,1.1945101,-1.2536342,0.0604669,1.1928378,-1.2536768,0.0620176,1.1924806,-1.2536312,0.0628537,1.1926706,-1.2535628,0.0632566,1.1934535,-1.2535438,0.0625117,1.1919865,-1.2535073,0.0645488,1.1927314,-1.2534244,0.0644348,1.1919409,-1.2534001,0.065575,1.1909527,-1.2533013,0.0676349,1.1903294,-1.2532329,0.0689803,1.1898581,-1.2530862,0.0708654
2020-08-19.out.7,11.0,1.1909983,-1.2530018,0.0703029,1.1912872,-1.2528961,0.0709338,1.1912872,-1.2528787,0.0710859,1.1914088,-1.2527335,0.0722717,1.1921385,-1.2526423,0.0722565,1.1919485,-1.2527016,0.0719372,1.1931191,-1.2526263,0.0712607,1.1928758,-1.2527031,0.0708426,1.1924958,-1.2527836,0.0705538,1.1919713,-1.2528946,0.0701509,1.1920625,-1.2529296,0.0697252,1.1933775,-1.2529995,0.0675589,1.1941908,-1.2530763,0.065917,1.1939476,-1.2530223,0.0666848,1.1932863,-1.2530398,0.0673005,1.1935067,-1.2531622,0.0659322,1.1931723,-1.2531766,0.0661831,1.1944873,-1.2531934,0.0645108,1.1954222,-1.2532747,0.0626789,1.1957795,-1.2533043,0.0619948,1.1967829,-1.2532754,0.0610978,1.1955819,-1.253394,0.0614095,1.1958479,-1.2534518,0.060581,1.1962356,-1.2534389,0.0602465,1.1958707,-1.2534951,0.0601553,1.1952702,-1.2535278,0.0605506,1.1943429,-1.2534662,0.0621848,1.1944569,-1.2534183,0.0624965,1.1943733,-1.2534586,0.0622228,1.1951486,-1.2535339,0.0606418,1.1950118,-1.2535559,0.0605886,1.1949054,-1.2535293,0.0609686,1.1954983,-1.2535407,0.0601781,1.196532,-1.2535377,0.0590075,1.1967981,-1.2535727,0.0583766,1.1962964,-1.2536274,0.0584602,1.196418,-1.2536183,0.0583994,1.1960151,-1.2536502,0.0585818,1.1952626,-1.2536905,0.0590835,1.1956351,-1.2537049,0.058521,1.1951638,-1.2536753,0.0593344,1.1948065,-1.2537247,0.0592964,1.1944417,-1.2537292,0.059684,1.1935675,-1.2537209,0.0607786,1.1914696,-1.2536935,0.0634542,1.1909375,-1.2536745,0.0642448,1.1905575,-1.2535932,0.0654305,1.1899494,-1.2535248,0.0667608,1.1902002,-1.2535217,0.0664947,1.1910515,-1.2534153,0.0664795,1.1907855,-1.2534214,0.0667304,1.1915,-1.2534769,0.0653925,1.1921765,-1.2535012,0.0643892,1.1917433,-1.2535369,0.0645564,1.1921157,-1.253597,0.0635834,1.1935751,-1.2536069,0.0617972,1.1956275,-1.2536243,0.0592583,1.1958935,-1.253654,0.0586807,1.1963648,-1.253638,0.0582778,1.1948902,-1.2536699,0.0597068,1.1929823,-1.2536471,0.062124,1.1921233,-1.2536335,0.063249,1.1918877,-1.2536076,0.0637507,1.1907095,-1.2535894,0.0652937
2020-08-19.out.8,11.0,1.1900026,-1.2536129,0.0658866,1.1892576,-1.2535977,0.06689,1.1896529,-1.2535795,0.0666087,1.188832,-1.2534776,0.0684938,1.1890448,-1.2534389,0.0686003,1.1900862,-1.2534685,0.0671104,1.1896073,-1.253448,0.0678553,1.1896149,-1.2533477,0.0687675,1.1906335,-1.2533051,0.0679694,1.1910895,-1.253356,0.0669736,1.192435,-1.2532876,0.066031,1.1929062,-1.2533203,0.0651949,1.1919105,-1.2533629,0.065955,1.1917128,-1.2533264,0.0665175,1.1925946,-1.2532762,0.0659474,1.1919333,-1.2532716,0.0667608,1.1928758,-1.2532998,0.0654153,1.191386,-1.2533309,0.0668672,1.1907171,-1.2533127,0.0678021,1.1920245,-1.2532663,0.0667076,1.194837,-1.2532906,0.0632186,1.1929214,-1.253245,0.0658562,1.1947761,-1.2533271,0.0629601,1.1960532,-1.2534396,0.0604441,1.1959315,-1.253527,0.059798,1.1955743,-1.2535126,0.0603453,1.1955135,-1.253562,0.0599577,1.1940084,-1.2535909,0.0614475,1.1934611,-1.2535483,0.0624661,1.1925186,-1.2535544,0.0634998,1.1917813,-1.2535141,0.0647236,1.1924502,-1.2534913,0.0641611,1.1930963,-1.2534837,0.063477,1.1928682,-1.2534662,0.0639027,1.1923818,-1.2534396,0.064716,1.1925186,-1.253375,0.0651417,1.1921841,-1.2534206,0.0651189,1.1920397,-1.2534966,0.0645868,1.192891,-1.2534624,0.0639103,1.1933091,-1.2534716,0.0633402,1.1928074,-1.2533963,0.064602,1.1931951,-1.2533902,0.064222,1.1928986,-1.2534982,0.0635758,1.1930887,-1.2534731,0.0635834,1.1937728,-1.2534647,0.0628689,1.1945101,-1.2535172,0.0615235,1.194168,-1.2535172,0.061934,1.1934915,-1.2534852,0.0630058,1.1940312,-1.253489,0.0623368,1.1932331,-1.2534503,0.0636291,1.1919257,-1.2534594,0.0650581,1.192359,-1.2534662,0.0644956,1.1916368,-1.2533993,0.0659474,1.1922069,-1.2533347,0.0658638,1.1922525,-1.2533644,0.0655522,1.1934459,-1.2533591,0.0642067,1.1933623,-1.2533841,0.0640699,1.1929975,-1.2534153,0.0642144,1.1936056,-1.2533887,0.0637507,1.1944493,-1.2533697,0.0629449,1.1939172,-1.2533203,0.0640167,1.1938336,-1.2533226,0.0640851,1.1948598,-1.2534062,0.0621392,1.1946013,-1.25347,0.0618504
2020-08-19.out.9,11.0,1.193978,-1.2534077,0.0631502,1.1950346,-1.2534115,0.0618808,1.1944037,-1.2534571,0.0622076,1.193902,-1.2535042,0.062352,1.1937956,-1.2535544,0.0620176,1.1947153,-1.2535331,0.0611435,1.1945177,-1.2535164,0.0615387,1.19413,-1.2535658,0.0615311,1.1937044,-1.2536494,0.0612575,1.1945253,-1.2536084,0.0606798,1.1950878,-1.2536487,0.0596612,1.1945177,-1.2536327,0.0604745,1.1944417,-1.253635,0.0605354,1.1937804,-1.2536593,0.0610902,1.194168,-1.2536471,0.0607482,1.1953994,-1.2536471,0.0593192,1.1949206,-1.253654,0.0598132,1.1950878,-1.2536525,0.0596308,1.1946013,-1.2536205,0.0604897,1.1932711,-1.2536,0.0622152,1.1933015,-1.2536259,0.0619492,1.1918573,-1.2535787,0.0640471,1.192359,-1.2535065,0.0641231,1.1929594,-1.2534906,0.0635834,1.1928302,-1.253505,0.063591,1.1930051,-1.2534746,0.0636747,1.1929975,-1.2535278,0.0631882,1.1927846,-1.2535825,0.0629449,1.1933471,-1.2535856,0.0622608,1.1936284,-1.2535879,0.0619036,1.1948294,-1.2536069,0.0603453,1.1957719,-1.2535765,0.0595244,1.195331,-1.2536555,0.0593192,1.1949434,-1.2536973,0.0593952,1.1947153,-1.2537064,0.05957,1.1943809,-1.25373,0.0597448,1.1941832,-1.2537224,0.0600413,1.1939628,-1.2537399,0.0601401,1.193674,-1.2538022,0.0599045,1.193788,-1.2537855,0.0599273,1.1934839,-1.2538075,0.0600793,1.1934611,-1.2538091,0.0600869,1.1932863,-1.2538197,0.0602009,1.1933471,-1.2538091,0.0602237,1.1935447,-1.253784,0.0602313,1.1937196,-1.253749,0.0603377,1.1939932,-1.2537528,0.0599881,1.1936816,-1.2538106,0.0598208,1.1939096,-1.2538091,0.05957,1.1940312,-1.2537908,0.0596004,1.1939324,-1.2538053,0.0595776,1.1941376,-1.253784,0.0595396,1.1943125,-1.2537558,0.0595852,1.1942061,-1.2537665,0.0596156,1.1941604,-1.2537748,0.0595928,1.1937804,-1.2538075,0.0597296,1.1939172,-1.2537688,0.0599273,1.1939704,-1.2537581,0.0599577,1.1941832,-1.2537277,0.0599957,1.1941148,-1.253733,0.0600261,1.1944645,-1.2536958,0.0599577,1.1945937,-1.2536753,0.0599957,1.1945633,-1.2536806,0.0599805,1.1945937,-1.2536806,0.0599425
