,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-07-11.out.0,10.0,-1.0603604,-0.3148053,-0.1926665,-1.1112515,-0.9127761,-0.8288057,-0.7626473,-0.3198944,-0.6863106,-0.7117561,-0.7041225,-0.660865,-0.7830037,-0.7804592,-0.6659541,-0.4929242,-0.7092116,-0.592162,-0.1926665,-0.5158252,-0.5260035,-0.4013202,-0.1137853,-0.1646764,-0.0908843,-0.3529736,-0.0221812,-0.391142,0.2449972,0.1686605,-0.0832506,-0.3224389,-0.4242212,-0.0527159,-0.5107361,-0.3962311,-0.2919043,-0.3656964,-0.2562805,-0.1697655,-0.0959734,0.3060666,0.1686605,-0.3656964,-0.2282903,-0.2995379,-0.0094584,0.3162448,-0.0450822,-0.0501714,-0.3173498,-0.459845,-0.3198944,-0.3606073,-0.3300726,-0.7575581,-0.505647,-0.1773992,0.0388881,0.2322744,0.1304922,-0.7651918,-1.2333903,-0.304627
2020-07-11.out.1,10.0,0.0134426,-0.034904,0.0770565,0.2093734,0.0821456,-0.1595873,-0.1468645,-0.0628941,0.1457595,0.2628091,0.3696805,0.2500863,0.280621,0.5019975,0.3620468,-0.0196367,0.1635714,0.1126803,-0.4420331,-0.2155675,0.0694228,0.2093734,0.143215,0.1762942,0.3976706,0.1533932,-0.0399931,0.0592446,-0.2079339,-0.012003,0.0617891,0.1864724,0.010898,-0.0399931,-0.0476268,-0.0145476,0.1533932,0.0846902,0.1101357,0.1050466,0.1584823,0.1126803,-0.1265081,-0.1952111,-0.3173498,-1.0450931,-1.3046379,-1.1926774,-1.4674895,-1.3224497,-1.447133,0.1406704,0.3289676,0.3416904,-0.1773992,-0.2995379,0.0312545,-0.1723101,0.1101357,0.1254031,0.2857101,0.1737496,0.0668783,0.0388881
2020-07-11.out.2,10.0,0.0287099,0.435839,-0.2766369,-0.2257458,-0.2155675,-0.0705278,-0.0094584,0.0948684,0.3620468,0.1483041,0.3416904,0.1025021,0.1533932,0.143215,0.2882547,0.2271853,0.1762942,0.1839279,-0.0145476,0.1788388,0.1355813,0.1228585,0.280621,0.2704428,-0.103607,-0.3249835,-0.1494091,-0.057805,-0.2511913,-0.3224389,-0.103607,0.3009775,0.1991952,-0.0781615,-0.2282903,-0.2740924,-0.0908843,-0.0501714,-0.0527159,-0.0552605,0.0821456,-0.3936865,-0.0934288,0.0719674,-0.2893597,-0.0552605,0.280621,0.4867301,0.0541555,0.4460172,-0.1341417,0.1762942,-0.0476268,-0.327528,-0.1977556,-0.0196367,0.1941061,0.3849479,-0.0069139,-0.1061516,-0.391142,-0.0476268,0.3366013,-0.0756169
2020-07-11.out.3,10.0,-0.057805,-0.4649341,-0.1265081,0.2729874,-0.2079339,-0.3351617,0.2220962,-0.0756169,0.0617891,0.0414327,-0.2053893,-0.2384686,-0.3427954,-0.2740924,-0.1137853,-0.0476268,-0.2537359,-0.1163298,-0.1519536,-0.2206567,0.1381258,-0.080706,0.1101357,-0.1977556,-0.2690032,-0.2232012,-0.2257458,-0.2944488,-0.3198944,0.0236208,-0.0323595,0.2195517,0.1966507,-0.1366863,-0.0705278,-0.1366863,-0.1926665,-0.0705278,-0.0756169,-0.281726,-0.0756169,-0.2842706,-0.2511913,0.1304922,0.0592446,-0.1188744,-0.0730724,-0.1850329,0.0770565,0.0032643,-0.1188744,-0.0170921,0.0770565,0.1966507,0.1737496,0.1228585,-0.0170921,0.1559377,0.2933438,0.1686605,0.2399081,-0.0527159,0.2449972,0.1813833
2020-07-11.out.4,10.0,0.2399081,0.3442349,0.0058089,-0.14432,0.0846902,-0.1723101,0.0032643,-0.0527159,0.1584823,-0.034904,0.033799,-0.0196367,0.1304922,0.0617891,0.1991952,0.1737496,0.2602646,0.1635714,0.1915615,0.0999575,0.2729874,0.1330367,0.1533932,-0.0628941,0.234819,0.0541555,-0.1010625,0.1559377,0.2017398,0.2424527,0.166116,0.2882547,0.033799,0.3009775,0.1457595,0.2042843,-0.0832506,0.3544132,-0.1086962,0.0439772,-0.1112407,-0.9840237,-0.4165875,0.2017398,0.1381258,0.5019975,-0.1417754,0.0058089,0.2042843,0.0745119,0.1839279,-0.1570427,0.0363436,0.2729874,0.2017398,-0.0679833,-0.1010625,-0.0170921,0.0159871,-0.0018248,-0.0781615,0.0694228,0.0490664,0.280621
2020-07-11.out.5,10.0,0.1762942,0.1203139,-0.0399931,-0.1544982,0.0388881,-0.2104784,-0.103607,0.0897793,-0.0221812,0.0210762,0.0261653,0.0490664,0.1712051,0.143215,-0.012003,0.0592446,-0.1595873,-0.0069139,0.0617891,-0.0094584,0.1203139,0.1177694,0.1584823,0.1533932,0.033799,-0.0196367,0.1483041,0.2195517,0.2170071,0.166116,0.1610269,0.143215,0.1762942,0.1355813,0.1508486,0.1050466,0.2042843,0.2602646,0.1457595,0.1788388,0.2780765,0.1635714,0.2297299,0.2017398,0.1254031,0.0668783,0.0439772,0.0617891,0.0694228,0.1737496,0.1483041,-0.0145476,-0.0450822,0.0236208,0.0770565,0.3060666,0.211918,0.1381258,0.2093734,0.2017398,0.2831656,0.5121757,0.504542,0.435839
2020-07-11.out.6,10.0,0.2551755,0.2780765,0.2093734,0.4561954,0.5248985,0.45874,0.591057,0.613958,0.4180271,0.2628091,0.6902947,0.613958,0.6953838,0.5783342,0.5808787,0.4790965,0.3137003,0.3416904,0.2271853,0.1330367,0.1737496,0.0974129,0.3137003,0.3060666,0.3620468,0.4027598,0.3824033,0.4460172,0.4205716,0.4103934,0.2907993,0.3722251,0.25772,0.1788388,-0.1010625,-0.1494091,-0.1265081,0.0745119,0.2042843,-0.1188744,-0.1086962,-0.1392308,0.010898,0.0134426,-0.0628941,-0.0832506,-0.012003,0.2907993,0.3798587,0.1813833,0.1813833,0.1788388,-0.0654387,-0.103607,-0.0170921,0.189017,0.1559377,0.2551755,0.326423,0.2297299,0.2144625,0.3493241,-0.1112407,0.1304922
2020-07-11.out.7,10.0,0.0261653,0.0745119,0.0694228,0.0643337,0.0516109,0.1075912,-0.0221812,0.0541555,0.0617891,0.0490664,0.2297299,0.1610269,0.1126803,0.25772,0.3187894,0.5198094,0.412938,0.5707005,0.5350767,0.6266807,0.5986906,0.9243939,1.1890278,0.8506017,0.5070866,0.6750273,0.636859,0.7259185,0.5579777,0.6902947,0.5325321,0.5427104,0.5656114,0.5223539,0.4841856,0.3162448,0.2602646,0.504542,0.3722251,0.3060666,0.3366013,0.3442349,0.2526309,0.3213339,0.2933438,0.1737496,0.2907993,0.2297299,0.2068289,0.2602646,0.2424527,0.1330367,-0.0247258,-0.1646764,0.1406704,0.1330367,0.1483041,0.234819,0.367136,0.4765519,0.3696805,0.3009775,0.3162448,0.2958884
2020-07-11.out.8,10.0,0.3824033,0.326423,0.4205716,0.4409281,0.2704428,0.2907993,0.3162448,0.326423,0.3442349,0.3518686,0.4231162,0.3595023,0.3238785,0.3162448,0.2678982,0.2449972,0.2500863,0.2424527,0.3162448,0.3162448,0.3849479,0.527443,0.435839,0.6775719,0.45874,0.45874,0.5783342,0.5299876,0.4180271,0.4561954,0.4256608,0.4536509,0.412938,0.3493241,0.3645914,0.3696805,0.3213339,0.1483041,0.2704428,0.2628091,-0.0425377,0.2271853,0.234819,0.1915615,0.0948684,0.0516109,0.1762942,0.2704428,0.1737496,0.1381258,0.1966507,0.1406704,0.0465218,0.2449972,0.2907993,0.2246408,0.2042843,0.25772,0.4307499,0.481641,0.3874924,0.3976706,0.2551755,0.25772
2020-07-11.out.9,10.0,0.2933438,0.3366013,0.4689182,0.3798587,0.3824033,0.4332944,0.412938,0.4154825,0.6266807,0.6444926,0.5656114,0.613958,0.4460172,0.6623045,0.6088689,0.5579777,0.4994529,0.504542,0.4892747,0.4434727,0.3925815,0.4256608,-0.6812214,-0.436944,-0.2740924,0.2424527,0.412938,0.3060666,0.2449972,0.3289676,0.3086112,0.2653537,0.2449972,0.3595023,0.3111557,0.3416904,0.3951261,0.4460172,0.412938,0.5477995,0.5681559,0.4460172,0.4714628,0.4867301,0.4765519,0.4969084,0.4918192,0.3213339,0.4307499,0.4180271,0.504542,0.4867301,0.435839,0.3925815,0.3798587,0.5325321,0.5477995,0.5452549,0.4154825,0.4740073,0.4714628,0.5707005,0.4663737,0.5656114
