,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-05-10.out.0,0.0,-0.1796207,-0.1937067,-0.1721637,-0.1793319,-0.166851,-0.1078598,-0.0682745,-0.0559711,-0.0200763,-0.0331895,0.1097359,0.0850065,0.0070605,-0.0689845,-0.1542587,-0.191932,-0.1953873,-0.1953407,-0.1697438,-0.182719,-0.2098096,-0.2109662,-0.2094305,-0.2154938,-0.2039788,-0.1937318,-0.1810271,-0.1872675,-0.18427,-0.1910997,-0.1905924,-0.1919004,-0.1824496,-0.1473779,-0.0916945,-0.0868589,-0.0864308,-0.0818779,0.0235057,0.0539338,0.1832624,0.2101596,0.2702115,0.2428464,0.2167247,0.2752976,0.3064478,0.3104559,0.3003675,0.3863324,0.4262827,0.4186041,0.4526096,0.4885705,0.482942,0.4955594,0.4663996,0.4356819,0.4360646,0.4584651,0.4811032,0.4743167,0.2004043,-0.0086852
2020-05-10.out.1,0.0,-0.1547127,-0.1975985,-0.212452,-0.2172773,-0.2021731,-0.2154014,-0.2302777,-0.2307533,-0.2300094,-0.2287089,-0.2266558,-0.2183662,-0.2235962,-0.2233968,-0.2268083,-0.2325474,-0.2343592,-0.2301196,-0.2061425,-0.1109194,0.1359515,0.2513946,0.3529462,0.3326614,0.1919849,0.1852544,0.2185747,0.32751,0.3068293,0.3564102,0.4934635,0.463853,0.4043181,0.4087533,0.4460588,0.4064252,0.3978476,0.3870007,0.3542269,0.3592304,0.3631633,0.4926778,0.6121867,0.5750677,0.5670271,0.5066742,0.4929906,0.479102,0.4594214,0.4259192,0.4158976,0.3261543,0.2370875,0.1766663,0.1462565,0.0335526,-0.0531579,-0.0764431,-0.0184689,-0.0348095,-0.0197765,0.0025965,0.0066961,-0.0144459
2020-05-10.out.2,0.0,-0.0185213,-0.0486495,-0.068086,-0.0730584,-0.0844213,-0.0953692,-0.0929906,-0.0922332,-0.1017204,-0.1123665,-0.1174692,-0.1166331,-0.1383751,-0.1290353,-0.1430598,-0.1592044,-0.1602606,-0.1666319,-0.1698902,-0.1780792,-0.1637302,-0.1581732,-0.1649399,-0.1626842,-0.1662059,-0.1735261,-0.180742,-0.1954916,-0.2059334,-0.2041061,-0.2028722,-0.1719413,-0.1836275,-0.0873502,-0.1297772,-0.1698186,-0.1650571,-0.1097951,-0.0729857,-0.0679177,-0.106664,-0.1217893,-0.1326068,-0.1381728,-0.1317518,-0.126013,0.0058963,-0.0407003,-0.0370997,-0.0615089,0.1258129,0.084823,-0.0073893,-0.0318643,-0.0698029,-0.0567996,-0.0307198,0.0228169,0.1768433,0.0923242,0.0736827,0.0647721,0.032508,0.0290335
2020-05-10.out.3,0.0,0.051783,0.053603,0.0616005,0.1379968,0.0485164,0.0855502,0.1406449,0.1785272,0.1722742,0.2330304,0.2343517,0.2856944,0.2471938,0.2203211,0.1801958,0.1615562,0.1542094,0.134303,0.1518292,0.1395324,0.1911971,0.0929783,0.0548134,0.01236,-0.0249587,-0.0101769,-0.0687843,-0.0994836,-0.0715985,-0.0738103,-0.1219083,-0.154381,-0.1587472,-0.0806474,-0.0451697,-0.0276657,-0.0129642,0.0010045,-0.0163198,-0.0224707,0.0394491,0.1781388,0.1408569,0.0879806,0.0951096,0.1298598,0.1793911,0.3014079,0.3129672,0.2547246,0.1904924,0.2378025,0.2698332,0.2869545,0.2259249,0.1764164,0.3147129,0.2837396,0.3007902,0.2492059,0.2656904,0.2538973,0.2745838,0.3341948
2020-05-10.out.4,0.0,0.3740663,0.355062,0.29607,0.3220465,0.3689728,0.3787272,0.3245787,0.2915047,0.3935628,0.3869599,0.4228254,0.4117927,0.374883,0.3374075,0.3329512,0.3595415,0.3708874,0.3779018,0.3824022,0.3729726,0.3608588,0.3737825,0.4239363,0.3708639,0.3200654,0.2849804,0.3171152,0.3183367,0.32166,0.3964684,0.4115703,0.3763712,0.3557895,0.3320769,0.2800686,0.2637346,0.3057707,0.3285936,0.3245638,0.3238542,0.3407374,0.3315104,0.3154188,0.3066943,0.2807698,0.2669528,0.2220513,0.3638054,0.3552186,0.3382672,0.3138144,0.3016172,0.302078,0.3583502,0.3741119,0.344841,0.331531,0.3040485,0.2872005,0.3266015,0.3379262,0.3236577,0.3313605,0.3275976
2020-05-10.out.5,0.0,0.3580595,0.3653155,0.371226,0.3860104,0.3757815,0.3723286,0.4175599,0.4498356,0.4595674,0.4388001,0.4197316,0.4012853,0.3927642,0.4028138,0.4198129,0.4298805,0.4238902,0.4179009,0.4099222,0.4207883,0.4190333,0.4139315,0.399323,0.4003737,0.4095842,0.4100924,0.4024884,0.3977063,0.3921452,0.379678,0.3771707,0.3653995,0.3700134,0.3703695,0.3625461,0.3557638,0.3549881,0.3403481,0.3308312,0.3466147,0.3195397,0.2990919,0.2627385,0.2927074,0.3553517,0.288578,0.2425325,0.2836915,0.2692767,0.2440492,0.229517,0.2591707,0.2862386,0.2918763,0.2862032,0.2715483,0.2623659,0.2623836,0.3520611,0.3092866,0.2785409,0.2766585,0.263426,0.3041913
2020-05-10.out.6,0.0,0.3296642,0.3451645,0.3355875,0.3029353,0.2580038,0.2744753,0.2997783,0.3102816,0.2901078,0.3182064,0.3295681,0.3763066,0.3521602,0.3336355,0.3197043,0.337393,0.3621945,0.3645244,0.351159,0.3388014,0.3239673,0.3188438,0.3519157,0.3676146,0.3482569,0.3598266,0.4015264,0.3792726,0.3599574,0.3739337,0.3517791,0.3259951,0.3385685,0.3051192,0.2902223,0.2857853,0.3159888,0.3611351,0.3730858,0.3264597,0.3161164,0.308062,0.3403687,0.3604326,0.3627357,0.3599054,0.3612218,0.3684201,0.4001082,0.4020112,0.381116,0.371279,0.3787876,0.4371051,0.434172,0.3611812,0.3795992,0.3962017,0.4036585,0.3913902,0.3741917,0.3725441,0.3261759,0.3128606
2020-05-10.out.7,0.0,0.3053073,0.3034618,0.3287579,0.3244092,0.3522494,0.3503558,0.3286761,0.3217262,0.3280623,0.3580857,0.3557824,0.4049703,0.3775432,0.3732728,0.3502766,0.3412005,0.3319341,0.3519389,0.3702419,0.3776125,0.3807543,0.3772412,0.3634457,0.3551023,0.3663522,0.3765184,0.3899574,0.3752728,0.3578332,0.3564747,0.3410155,0.3594867,0.3593306,0.3600613,0.3524787,0.3320173,0.3194858,0.3125007,0.3023549,0.2713925,0.2639165,0.2619591,0.2572171,0.2647328,0.2547146,0.2396793,0.2302094,0.2255386,0.1456279,0.0771183,-0.0171678,-0.0497951,-0.2550401,-0.2628876,-0.2639189,-0.2505898,-0.3405866,-0.3524764,-0.3629889,-0.3555631,-0.3409488,-0.3330143,-0.3157911,-0.3065342
2020-05-10.out.8,0.0,-0.3221839,-0.3119396,-0.2921151,-0.2866871,-0.3203392,-0.3384772,-0.3370442,-0.320078,-0.3169602,-0.3202821,-0.2832689,-0.2728322,-0.2730132,-0.276916,-0.2190599,-0.196175,-0.181353,-0.1850215,-0.1899949,-0.1979701,-0.1611991,-0.1253933,-0.1045132,-0.1205487,-0.0275952,-0.1199017,-0.1380156,-0.081833,-0.0808481,-0.0847902,-0.075108,0.0018406,-0.0127155,-0.031159,-0.0523452,-0.0441899,-0.0327369,-0.0328006,-0.0213277,-0.036372,-0.0719748,-0.0668009,-0.0467072,-0.0634957,-0.0497373,-0.0415088,-0.046366,-0.05871,-0.0418746,-0.030072,-0.0220378,-0.0171209,-0.0325808,-0.0128588,-0.0388922,-0.0352356,-0.0219285,0.0204814,0.0069317,0.0057391,-0.0207667,-0.0186973,-0.0355364,-0.0074425
2020-05-10.out.9,0.0,-0.0093641,-0.010264,-0.0161659,-0.02734,-0.0397842,-0.0367795,-0.04568,-0.0691397,-0.0935216,-0.098928,-0.1051209,-0.1152712,-0.1310157,-0.1379061,-0.2373305,-0.359836,-0.3445465,-0.3306103,-0.3364142,-0.3404066,-0.3557255,-0.3659951,-0.3784948,-0.3766869,-0.3837008,-0.3680471,-0.355754,-0.3309963,-0.3462331,-0.3542623,-0.3528806,-0.3396228,-0.2858125,-0.2877896,-0.293152,-0.2562998,-0.2823669,-0.2558131,-0.1337152,-0.2116679,-0.228546,-0.2097435,-0.1621944,-0.0675216,-0.1280032,-0.1964617,-0.187825,-0.2289242,-0.3019704,-0.3383782,-0.3661338,-0.3743692,-0.3936241,-0.424716,-0.4493314,-0.4558282,-0.4629121,-0.4703115,-0.4800047,-0.4784844,-0.4875374,-0.4901273,-0.4911999,-0.4950237
