,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-03-12.out.0,0.0,-2.3086487,-2.3086487,-2.3519564,-2.3447384,-2.4313539,-2.3519564,-2.3519564,-2.4313539,-2.4024821,-2.5179693,-2.4674437,-2.4313539,-2.4385718,-2.5179693,-2.4457898,-2.3591743,-2.4024821,-2.416918,-2.4385718,-2.3230846,-2.2797768,-2.3736102,-2.3303025,-2.4097,-2.3447384,-2.4457898,-2.4241359,-2.3230846,-2.4097,-2.3086487,-2.3375205,-2.2942127,-2.3519564,-2.3230846,-2.3303025,-2.2725589,-2.2869948,-2.4024821,-2.2942127,-2.3736102,-2.3014307,-2.2364691,-2.2725589,-2.3663923,-2.3519564,-2.3375205,-2.3880462,-2.4313539,-2.3736102,-2.3663923,-2.4097,-2.3591743,-2.3303025,-2.2869948,-2.3375205,-2.2797768,-2.3158666,-2.258123,-2.250905,-2.2653409,-2.2653409,-2.3519564,-2.2869948,-2.2220332
2020-03-12.out.1,0.0,-2.2364691,-2.2653409,-2.250905,-2.2653409,-2.258123,-2.258123,-2.258123,-2.2725589,-2.250905,-2.2725589,-2.250905,-2.258123,-2.250905,-2.2003793,-2.2653409,-2.3952641,-2.2003793,-2.2725589,-2.1570716,-2.0704561,-2.0271484,-2.1426357,-2.2292511,-2.1642896,-2.2797768,-2.3303025,-2.1859434,-2.2436871,-2.3663923,-2.3086487,-2.2220332,-2.250905,-2.1570716,-2.3519564,-2.2148152,-2.3375205,-2.3086487,-2.2725589,-2.3303025,-2.099328,-2.3447384,-2.2003793,-1.926097,-2.2148152,-2.0632382,-2.2436871,-2.3086487,-2.2364691,-2.09211,-2.1931614,-2.3230846,-2.3014307,-2.2003793,-2.2725589,-2.3880462,-2.3014307,-2.4241359,-2.4530077,-2.4024821,-2.3952641,-2.4097,-2.3808282,-2.3736102,-2.3736102
2020-03-12.out.2,0.0,-2.3519564,-2.3086487,-2.3158666,-2.3447384,-2.3158666,-2.4241359,-2.250905,-2.1931614,-2.2725589,-2.2869948,-2.3591743,-2.3447384,-2.3880462,-2.2797768,-2.4024821,-2.3663923,-2.3952641,-2.3736102,-2.3375205,-2.2869948,-2.2725589,-2.3014307,-2.250905,-2.2292511,-2.2364691,-2.1426357,-2.1209818,-2.1715075,-2.1498536,-2.2436871,-2.3880462,-2.1426357,-2.2003793,-2.099328,-2.2003793,-2.2220332,-2.2436871,-2.0415843,-2.2364691,-2.1642896,-2.1931614,-2.2220332,-2.2075973,-2.2003793,-2.09211,-2.1570716,-2.1642896,-2.1787255,-2.2075973,-2.2003793,-2.2003793,-2.1642896,-2.2003793,-2.1426357,-2.1642896,-2.1209818,-2.1859434,-2.1426357,-2.0848921,-1.933315,-1.9766227,-2.0054945,-2.1931614,-1.9766227
2020-03-12.out.3,0.0,-1.8466995,-2.4313539,-2.3375205,-2.3230846,-2.2075973,-2.2148152,-1.9766227,-2.1931614,-2.1209818,-2.1137639,-2.2003793,-2.258123,-2.2148152,-2.2220332,-2.2220332,-2.2075973,-2.2220332,-2.1859434,-2.1787255,-2.1715075,-2.2725589,-2.2436871,-2.0271484,-2.1787255,-2.1498536,-2.0776741,-2.3014307,-2.0343664,-2.1426357,-2.0343664,-2.1065459,-1.8539175,-1.9838407,-2.2797768,-2.0848921,-2.099328,-2.1931614,-2.2725589,-2.2653409,-2.250905,-2.2942127,-2.2653409,-2.1715075,-2.250905,-2.3447384,-2.3447384,-2.2942127,-2.2869948,-2.2942127,-2.2869948,-2.2869948,-2.2653409,-2.2148152,-2.3014307,-2.3519564,-2.2725589,-2.1859434,-2.4890975,-2.3663923,-2.2220332,-2.3375205,-2.1354177,-2.2075973,-2.1859434
2020-03-12.out.4,0.0,-2.2075973,-2.1715075,-2.0704561,-2.1859434,-2.1354177,-2.1137639,-2.0632382,-2.0776741,-2.1065459,-2.1354177,-2.09211,-2.1715075,-2.3663923,-2.1498536,-2.1137639,-2.0343664,-2.1281998,-2.0848921,-2.1498536,-2.1859434,-2.2075973,-2.2220332,-2.1715075,-2.2003793,-2.2220332,-2.258123,-2.2653409,-2.2148152,-2.099328,-2.0488023,-2.2148152,-2.2220332,-2.1354177,-2.1354177,-2.1065459,-2.258123,-2.1931614,-2.250905,-2.2364691,-2.1859434,-2.0776741,-1.8033918,-1.9982766,-2.1065459,-2.2292511,-2.2075973,-2.1354177,-2.1787255,-2.1931614,-2.1137639,-2.1065459,-2.258123,-2.09211,-2.1209818,-1.8033918,-1.9694048,-2.2075973,-2.09211,-2.1209818,-1.9621868,-2.1642896,-2.1426357,-2.1137639,-2.2653409
2020-03-12.out.5,0.0,-2.2220332,-2.2725589,-2.2292511,-2.3086487,-2.3158666,-2.2220332,-2.2364691,-2.2364691,-2.2653409,-2.2869948,-2.2436871,-2.2436871,-2.2942127,-2.2075973,-2.3447384,-2.2797768,-2.3303025,-2.3158666,-2.2869948,-2.2436871,-2.2653409,-2.2003793,-2.2003793,-2.2075973,-2.2148152,-2.1931614,-2.1715075,-2.1859434,-2.1498536,-2.2003793,-2.1931614,-2.2148152,-2.1931614,-2.1570716,-2.1354177,-2.2003793,-2.1642896,-2.0776741,-2.1281998,-2.1787255,-2.1209818,-1.9766227,-2.0271484,-2.3014307,-2.099328,-2.2292511,-2.1715075,-2.2436871,-2.3014307,-2.2364691,-2.2075973,-2.2364691,-2.2292511,-2.1715075,-2.1498536,-2.2075973,-2.1787255,-2.1642896,-2.1498536,-2.1787255,-2.1787255,-2.1570716,-2.1570716,-2.2003793
2020-03-12.out.6,0.0,-2.2797768,-2.0776741,-2.0415843,-2.1426357,-2.1931614,-2.1570716,-2.2075973,-2.1787255,-2.1281998,-2.1715075,-2.1859434,-2.1281998,-2.1209818,-2.1787255,-2.250905,-2.1498536,-2.1065459,-2.1570716,-2.09211,-1.9910586,-2.0632382,-2.1931614,-2.0632382,-2.1065459,-2.1281998,-2.1281998,-2.0776741,-2.1209818,-2.1281998,-2.0271484,-2.1137639,-2.0776741,-2.1137639,-2.09211,-2.09211,-2.0848921,-2.0271484,-2.1137639,-2.0199305,-2.0848921,-2.1354177,-2.2364691,-2.1931614,-2.1281998,-2.1137639,-2.2220332,-2.1426357,-2.1570716,-2.1137639,-2.1209818,-2.1570716,-2.0776741,-2.0632382,-2.099328,-2.09211,-2.1137639,-2.099328,-2.0776741,-2.1715075,-2.1281998,-2.0560202,-2.1715075,-2.0704561,-2.0560202
2020-03-12.out.7,0.0,-2.1281998,-2.1137639,-2.0848921,-2.0704561,-2.1281998,-2.1065459,-2.1498536,-2.0415843,-2.0488023,-2.09211,-2.2148152,-2.0127125,-2.099328,-2.0560202,-2.099328,-2.1065459,-2.0848921,-2.099328,-2.0704561,-2.1065459,-2.0776741,-2.1209818,-2.0776741,-2.1209818,-2.0848921,-2.0488023,-2.0776741,-2.0632382,-1.9982766,-1.9621868,-1.9982766,-1.9982766,-2.0776741,-2.0343664,-2.099328,-2.0848921,-2.0199305,-2.0632382,-1.9982766,-2.0848921,-2.0632382,-1.8972252,-2.0054945,-2.1137639,-2.09211,-2.0776741,-2.1137639,-2.0848921,-2.09211,-2.099328,-2.1498536,-2.1570716,-2.1281998,-2.1209818,-2.0848921,-2.1065459,-2.2003793,-2.1354177,-1.940533,-2.1570716,-2.1209818,-2.09211,-2.0704561,-2.1715075
2020-03-12.out.8,0.0,-2.2220332,-2.2653409,-2.2292511,-2.2292511,-2.2003793,-2.2003793,-2.0054945,-2.258123,-2.1209818,-2.0848921,-2.2436871,-2.1065459,-2.0776741,-2.4024821,-2.2869948,-2.1859434,-2.3086487,-2.2003793,-2.2003793,-2.1787255,-2.2075973,-2.1498536,-2.1209818,-2.09211,-2.1065459,-2.1570716,-2.1209818,-2.1498536,-2.0776741,-2.1498536,-2.0848921,-2.0776741,-1.9694048,-2.099328,-1.9982766,-1.9621868,-2.0560202,-2.1354177,-2.2292511,-2.0343664,-2.0054945,-2.2220332,-2.1137639,-2.1354177,-2.0199305,-2.0415843,-2.1426357,-2.1715075,-2.1209818,-2.1715075,-2.0704561,-2.1209818,-2.1426357,-2.1281998,-1.9766227,-1.9910586,-2.099328,-2.1498536,-2.0704561,-2.0632382,-2.0776741,-2.099328,-2.0704561,-2.1281998
2020-03-12.out.9,0.0,-2.1426357,-2.0848921,-2.0560202,-2.0632382,-2.0848921,-2.0054945,-2.0632382,-2.0199305,-2.0415843,-2.0560202,-2.0560202,-2.1642896,-2.0632382,-2.0054945,-2.0343664,-2.099328,-2.0199305,-2.0704561,-2.1281998,-2.0848921,-2.0776741,-2.0127125,-2.0848921,-2.0343664,-1.9549689,-2.0054945,-2.0488023,-2.0704561,-2.1209818,-2.0415843,-2.0199305,-2.0127125,-2.0271484,-2.0343664,-2.0632382,-2.0704561,-2.0271484,-2.0054945,-2.0488023,-2.0127125,-2.0560202,-2.0488023,-2.0271484,-2.0488023,-2.0343664,-1.9766227,-2.0848921,-1.9910586,-2.0271484,-2.0488023,-2.0704561,-2.1137639,-1.9549689,-2.0560202,-2.0776741,-2.0704561,-2.0560202,-2.0488023,-2.0488023,-2.0054945,-2.0848921,-2.0271484,-2.0199305,-1.9982766
