,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63
2020-06-02.out.0,0.0,1.3527418,1.3670799,1.3993406,1.4029251,1.4531083,1.3993406,1.4459393,1.4423548,1.7219472,1.4961226,1.4029251,1.2738824,1.1771004,1.3850025,1.3491573,1.4172631,1.3527418,1.3384037,1.284636,1.2774669,1.2129456,1.202192,1.1806849,1.1448397,1.1484242,1.1520088,1.2953895,1.381418,1.3276502,1.3778334,1.3670799,1.3240657,1.3240657,1.3168966,1.2595443,1.2595443,1.2667134,1.202192,1.381418,1.2165301,1.2093611,1.2380372,1.1555933,1.1699313,1.1591778,1.1627623,1.4280167,1.4782,1.4280167,1.3742489,1.4280167,1.2416217,1.1627623,1.3097276,1.3097276,1.1627623,1.0623958,1.0695648,1.0552267,1.0552267,1.098241,1.1771004,1.1269171,1.2308682
2020-06-02.out.1,0.0,1.1520088,1.195023,1.1914385,1.2165301,1.202192,1.1771004,1.2452062,1.2236991,1.4674464,1.5355523,1.4136786,1.2810514,1.3921715,1.4208477,1.3168966,1.3276502,1.2057765,1.2057765,1.1555933,1.1305016,1.1018255,1.10541,1.1484242,1.3025585,1.6036581,1.3670799,1.1591778,1.1089945,1.2953895,1.1412552,1.0659803,1.0767339,1.0695648,1.0444732,0.9942899,0.9942899,1.0408887,1.0265506,1.098241,1.0229661,0.9835364,0.9441067,0.8186485,0.7648807,0.725451,0.8437401,1.015797,1.0874874,1.1269171,1.0122125,0.9871209,1.0050435,1.1663468,1.1591778,1.202192,1.1233326,1.284636,1.1520088,1.1555933,1.098241,1.195023,1.2416217,1.1340862,1.001459
2020-06-02.out.2,0.0,1.0301351,0.9476912,0.9835364,0.9799519,0.8616627,0.9907054,1.0122125,1.0265506,1.1233326,1.0050435,0.9405221,0.9261841,1.0408887,1.008628,0.8975079,1.1412552,1.0910719,1.0516422,1.0480577,0.9691983,1.0516422,0.919015,0.9835364,0.9441067,0.9656138,0.919015,1.0623958,0.9656138,0.9369376,0.8760008,0.9620293,0.9010924,0.7290355,0.7218665,0.7541272,0.6680987,0.7684652,0.7899724,1.388587,1.3527418,1.1269171,1.1161636,0.822233,0.8975079,1.1591778,1.0122125,1.0946565,0.815064,0.9082615,0.7433736,0.6394226,0.6143309,0.5820703,0.718282,0.6107464,1.10541,0.815064,0.9333531,0.9548602,0.8007259,1.1986075,0.7612962,0.7111129,0.8186485
2020-06-02.out.3,0.0,0.5462251,0.6680987,0.5569786,0.6501761,0.6824368,0.5569786,0.5856548,0.6322535,0.5928238,0.6179155,0.7111129,0.7146975,0.4100134,0.5211334,0.435105,0.3526611,0.5856548,0.4960418,0.5605631,0.6967749,0.7971414,0.9871209,0.6860213,0.8329866,0.5928238,0.4817037,0.4601966,0.6071619,0.3024778,0.4135979,0.3490765,0.4243514,0.8329866,0.6465916,0.5713167,0.531887,0.4888728,0.5569786,0.6394226,0.6680987,0.7111129,1.1448397,1.0516422,0.8724163,0.7863878,0.4781192,0.5283025,0.6896058,0.6430071,0.8760008,1.0480577,0.7577117,0.5032108,0.5283025,0.5175489,0.5067954,0.3813372,0.345492,0.3741682,0.3813372,0.5283025,0.5283025,0.4924573,0.4817037
2020-06-02.out.4,0.0,0.4745347,0.4637811,0.6035774,0.6107464,0.6752678,0.6645142,0.6107464,0.5533941,0.4601966,0.4566121,0.3526611,0.4135979,0.6967749,0.5713167,0.5498096,0.524718,0.5032108,0.5032108,0.4709502,0.4888728,0.5354715,0.5569786,0.539056,0.7290355,0.7899724,0.6179155,0.4781192,0.2881397,0.1949422,0.3132314,0.3132314,0.1770196,0.2379565,0.2379565,0.2630481,0.3347385,0.2988933,0.3204004,0.3132314,0.4494431,0.3239849,0.4781192,0.5354715,0.3669991,0.4566121,0.4530276,0.4243514,0.5103799,0.5892393,0.4566121,0.4530276,0.5426406,0.4637811,0.3347385,0.1770196,0.338323,0.3992598,0.4100134,0.3526611,0.3490765,0.2917242,0.1555125,0.2988933,0.4064288
2020-06-02.out.5,0.0,0.4852883,0.4135979,0.3992598,0.2594636,0.1985267,0.0838221,0.1877732,0.3132314,0.5605631,0.4135979,0.2594636,0.2666326,0.3419075,0.4315205,0.4135979,0.3239849,0.4171824,0.3490765,0.2702171,0.2379565,0.6071619,0.4817037,0.4243514,0.3024778,0.2917242,0.3669991,0.5641477,0.531887,0.338323,0.3168159,0.1806042,0.2953088,0.4100134,0.3526611,0.3598301,0.2953088,0.4064288,0.3885062,0.2200339,0.0157163,0.0587305,0.1089138,0.0658996,0.1053293,0.1232519,0.1268364,0.159097,0.1770196,0.1662661,0.0658996,-0.0272979,0.1304209,0.2666326,0.1124983,0.1770196,0.2021113,0.2092803,0.1806042,0.1626816,0.1985267,0.1626816,0.1806042,0.1841887,0.1483435
2020-06-02.out.6,0.0,0.1626816,0.24871,0.1877732,0.1698506,0.3741682,0.3239849,0.1698506,0.2343719,0.3204004,0.1806042,0.2773862,0.2451255,0.2128648,0.1411744,0.055146,0.1698506,0.1375899,0.1232519,0.1698506,-0.0810657,-0.0882348,-0.1097419,-0.0093753,0.0085473,0.0587305,0.0157163,0.0121318,-0.0022063,0.0228853,0.0694841,0.1196673,0.1304209,0.2738016,0.1375899,0.144759,0.2953088,0.1985267,0.2522945,0.1160828,-0.0129599,-0.0057908,0.0264698,0.1268364,0.0372234,0.0157163,-0.034467,-0.0308825,-0.0738967,-0.0667276,-0.1706787,-0.1850168,-0.0989883,0.1196673,0.0515615,-0.0093753,0.0085473,0.0300544,0.0157163,0.1160828,-0.0774812,-0.1204954,-0.1957703,-0.2925523,-0.1921858
2020-06-02.out.7,0.0,-0.0918193,0.0838221,0.0981602,0.0945757,0.0228853,-0.0237134,-0.1276645,-0.1169109,-0.0559741,0.0264698,-0.048805,-0.0452205,-0.0595586,-0.0703122,0.0013782,0.0157163,0.062315,-0.0380515,0.0193008,0.0658996,-0.0129599,-0.0954038,-0.1240799,-0.2495381,-0.2136929,-0.2101084,-0.1742632,-0.1491716,-0.1921858,-0.3033059,-0.1778477,0.0515615,0.0157163,-0.0129599,0.0766531,0.0838221,0.0587305,0.0193008,0.047977,-0.0237134,0.0372234,-0.0201289,-0.0954038,-0.0201289,-0.1455871,-0.131249,-0.0846502,-0.0703122,-0.048805,-0.0989883,-0.0631431,0.0658996,-0.0559741,0.1734351,-0.0129599,-0.0452205,-0.138418,-0.0452205,-0.0129599,-0.0308825,0.0945757,-0.0523896,-0.0559741,0.0443924
2020-06-02.out.8,0.0,0.0766531,0.0193008,-0.0022063,-0.0523896,0.0193008,-0.0738967,-0.0882348,-0.1957703,-0.0093753,-0.1850168,-0.1420025,-0.1491716,-0.2352,-0.1061574,-0.0846502,-0.2101084,-0.2459536,-0.2423691,-0.2136929,-0.1455871,-0.131249,-0.1778477,-0.0308825,-0.0774812,-0.0774812,-0.0667276,-0.1491716,-0.1276645,-0.0882348,-0.1169109,-0.1599251,-0.138418,-0.0595586,-0.138418,-0.0882348,-0.0595586,-0.1240799,-0.1670942,-0.228031,-0.2172774,-0.2495381,-0.2602917,-0.2710452,-0.1455871,-0.1133264,-0.1276645,-0.1921858,-0.1420025,-0.1527561,-0.2029394,-0.0129599,-0.1635097,-0.1814322,-0.2352,-0.1993548,-0.1276645,0.0408079,-0.0918193,-0.0308825,-0.0272979,-0.0882348,-0.034467,-0.2817988,0.047977
2020-06-02.out.9,0.0,-0.034467,-0.1742632,-0.2172774,-0.2101084,-0.2638762,-0.2817988,-0.2602917,-0.2387845,-0.2029394,-0.3068904,-0.3678272,-0.3606582,-0.3606582,-0.3427356,-0.3355666,-0.3068904,-0.2710452,-0.2853833,-0.3104749,-0.2495381,-0.1921858,-0.2459536,-0.3355666,-0.2567071,-0.3283975,-0.331982,-0.2136929,-0.1886013,-0.131249,-0.1420025,-0.034467,-0.138418,-0.138418,-0.1921858,-0.1814322,-0.2531226,-0.331982,-0.3749963,-0.3355666,-0.2961368,-0.0810657,-0.1240799,-0.1993548,-0.1957703,-0.2029394,-0.1635097,-0.1635097,-0.220862,-0.3714117,-0.4323486,-0.4000879,-0.414426,-0.4717783,-0.4825318,-0.4897009,-0.421595,-0.4000879,-0.4251795,-0.4574402,-0.421595,-0.3678272,-0.518377,-0.4502712,-0.3570737
