,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95
2020-08-06.out.0,0.0,1.220658,-1.2311848,-0.0141783,1.2205898,-1.231181,-0.0140646,1.2204382,-1.2311757,-0.0138448,1.2204534,-1.2311674,-0.0137917,1.2205898,-1.2311613,-0.0138827,1.220749,-1.231156,-0.0140192,1.2209006,-1.2311507,-0.0141404,1.2209461,-1.2311408,-0.0141025,1.2209233,-1.2311363,-0.0140343,1.2206808,-1.2311348,-0.0137463,1.220514,-1.2311287,-0.0134961,1.2203624,-1.2311234,-0.0132763,1.2204761,-1.2311166,-0.0133445,1.2205671,-1.2311052,-0.0133369,1.2207035,-1.2310999,-0.0134506,1.2208172,-1.2310908,-0.0134961,1.2208854,-1.2310862,-0.013534,1.2208172,-1.2310817,-0.0134127,1.2208779,-1.2310764,-0.0134355,1.2210067,-1.2310718,-0.0135416,1.2211508,-1.2310658,-0.0136477,1.221272,-1.2310605,-0.0137387,1.2211962,-1.2310574,-0.013625,1.2211735,-1.2310643,-0.0136629,1.2211432,-1.2310627,-0.0136098,1.2212266,-1.231059,-0.0136705,1.2211735,-1.2310552,-0.0135719,1.2210446,-1.2310529,-0.0134051,1.2210219,-1.2310483,-0.0133445,1.2209158,-1.2310461,-0.0131929,1.2208779,-1.2310438,-0.0131322,1.2209006,-1.2310408,-0.0131322
2020-08-06.out.1,0.0,1.2211508,-1.2310423,-0.0134279,1.2212493,-1.2310339,-0.0134658,1.2213554,-1.2310271,-0.0135188,1.2213706,-1.2310241,-0.0135113,1.2214161,-1.2310226,-0.0135492,1.221454,-1.2310226,-0.0135946,1.2214312,-1.2310226,-0.0135719,1.2214919,-1.2310195,-0.0136174,1.2214767,-1.2310188,-0.0135871,1.2215222,-1.2310188,-0.0136326,1.2215146,-1.2310173,-0.0136174,1.2215298,-1.2310173,-0.0136326,1.2214995,-1.2310173,-0.0136022,1.2215222,-1.2310188,-0.0136326,1.2215525,-1.2310173,-0.0136553,1.2214995,-1.2310173,-0.0135946,1.2214236,-1.2310188,-0.0135264,1.2213099,-1.231018,-0.0133824,1.221272,-1.231018,-0.0133445,1.2213175,-1.231015,-0.0133672,1.2212645,-1.231015,-0.0133066,1.2212872,-1.2310112,-0.013299,1.2213327,-1.2310104,-0.0133445,1.2213251,-1.2310082,-0.0133142,1.2213933,-1.2310074,-0.0133824,1.2215753,-1.2310059,-0.0135871,1.2216662,-1.2310051,-0.013678,1.2216738,-1.2310059,-0.0136932,1.2217496,-1.2310059,-0.0137842,1.2218254,-1.2310066,-0.0138675,1.2218557,-1.2310104,-0.0139433,1.2217193,-1.2310135,-0.0138069
2020-08-06.out.2,0.0,1.221689,-1.2310157,-0.0137993,1.2217041,-1.2310188,-0.0138448,1.2217723,-1.2310203,-0.0139358,1.221689,-1.2310218,-0.0138524,1.2216662,-1.2310279,-0.0138827,1.2217193,-1.2310256,-0.0139206,1.2217344,-1.2310248,-0.0139358,1.2217344,-1.2310264,-0.0139433,1.2217875,-1.2310317,-0.0140571,1.2218633,-1.2310301,-0.0141329,1.2218027,-1.2310392,-0.014148,1.2218254,-1.2310355,-0.0141404,1.2219088,-1.2310385,-0.0142541,1.221833,-1.2310423,-0.0142087,1.2217572,-1.2310461,-0.0141556,1.2218027,-1.2310461,-0.0142087,1.2218027,-1.2310476,-0.0142238,1.2217875,-1.2310499,-0.0142314,1.2217344,-1.2310544,-0.0142087,1.2217041,-1.2310567,-0.0141935,1.2216662,-1.231059,-0.0141708,1.2217193,-1.231059,-0.0142314,1.2217041,-1.2310605,-0.0142314,1.2216056,-1.2310643,-0.0141556,1.2215374,-1.2310658,-0.0140874,1.2216359,-1.2310658,-0.0142011,1.2216283,-1.2310696,-0.0142238,1.2216511,-1.2310673,-0.0142314,1.2216965,-1.2310673,-0.0142769,1.2216435,-1.231068,-0.0142314,1.2215904,-1.2310711,-0.0141935,1.2213782,-1.2310711,-0.0139509
2020-08-06.out.3,0.0,1.2213327,-1.2310696,-0.0138903,1.2214009,-1.2310696,-0.0139737,1.2215525,-1.2310696,-0.0141404,1.2216207,-1.231068,-0.0142011,1.2214236,-1.231068,-0.0139813,1.2214312,-1.2310718,-0.0140192,1.2215222,-1.2310711,-0.0141177,1.2215525,-1.2310749,-0.0141859,1.2216814,-1.2310764,-0.0143451,1.2215828,-1.2310711,-0.0141859,1.2214919,-1.2310749,-0.0141177,1.2215449,-1.2310749,-0.0141783,1.2215828,-1.2310734,-0.0142087,1.2217572,-1.2310734,-0.0144133,1.2218557,-1.2310711,-0.0144967,1.2217117,-1.2310711,-0.01433,1.2213706,-1.2310718,-0.0139585,1.2212038,-1.2310734,-0.0137766,1.2212872,-1.2310718,-0.01386,1.2214009,-1.2310711,-0.0139813,1.221598,-1.2310726,-0.0142162,1.2214464,-1.2310696,-0.0140192,1.221363,-1.231068,-0.013913,1.2213554,-1.2310673,-0.0138979,1.2211735,-1.2310627,-0.0136477,1.2211053,-1.231062,-0.0135643,1.2210901,-1.231059,-0.0135188,1.2211432,-1.2310552,-0.0135416,1.2209612,-1.2310529,-0.0133066,1.2208475,-1.2310476,-0.0131322,1.2210598,-1.2310453,-0.0133521,1.2212266,-1.2310392,-0.0134961
2020-08-06.out.4,0.0,1.221507,-1.2310347,-0.0137614,1.2216814,-1.2310309,-0.0139282,1.2217269,-1.2310317,-0.0139888,1.2217951,-1.2310301,-0.0140571,1.2218557,-1.2310324,-0.0141329,1.2219164,-1.2310317,-0.0142087,1.2218936,-1.2310317,-0.0141708,1.2217117,-1.2310355,-0.014004,1.2216359,-1.2310385,-0.0139509,1.2215525,-1.2310385,-0.0138524,1.2214843,-1.2310385,-0.013769,1.2214919,-1.2310408,-0.0137993,1.221454,-1.2310408,-0.0137614,1.2213024,-1.2310392,-0.0135795,1.2213327,-1.2310385,-0.0136022,1.2214161,-1.2310355,-0.013678,1.2214085,-1.231037,-0.013678,1.221454,-1.231037,-0.0137311,1.2214843,-1.2310339,-0.0137387,1.2215525,-1.2310317,-0.0137917,1.221454,-1.2310332,-0.0136932,1.2214843,-1.2310301,-0.0137008,1.2215449,-1.2310271,-0.0137387,1.221272,-1.2310317,-0.0134658,1.2212114,-1.2310294,-0.0133824,1.2210825,-1.2310271,-0.0132156,1.2210749,-1.2310264,-0.0132005,1.2212417,-1.2310241,-0.0133672,1.2210219,-1.231018,-0.013064,1.2211508,-1.2310142,-0.0131777,1.2210749,-1.2310135,-0.0130792,1.2209006,-1.2310089,-0.0128442
2020-08-06.out.5,0.0,1.2202563,-1.2310051,-0.0120786,1.2200971,-1.2310036,-0.0118739,1.2201198,-1.2309945,-0.0118208,1.220279,-1.2309869,-0.0119345,1.2202942,-1.2309801,-0.0118891,1.2203093,-1.2309695,-0.0118057,1.2203245,-1.2309581,-0.0117147,1.2204306,-1.230946,-0.0117374,1.2204609,-1.2309369,-0.0116768,1.2208475,-1.2309271,-0.0120255,1.2211053,-1.230918,-0.0122378,1.2213099,-1.2309104,-0.0124045,1.2213403,-1.2309073,-0.0124121,1.221507,-1.230902,-0.0125486,1.2216435,-1.2308998,-0.012685,1.2217041,-1.2308982,-0.0127456,1.221689,-1.2308998,-0.0127305,1.2216132,-1.2308998,-0.0126395,1.2216586,-1.2308998,-0.0126926,1.221598,-1.2309005,-0.0126395,1.2213857,-1.230902,-0.0124121,1.2212038,-1.230902,-0.0122074,1.2212038,-1.230899,-0.0121771,1.221219,-1.2309005,-0.0122074,1.2214085,-1.2308952,-0.0123742,1.2214616,-1.2308945,-0.0124273,1.2216435,-1.2308929,-0.0126244,1.2217344,-1.2308914,-0.0127153,1.2217344,-1.2308914,-0.0127229,1.2216283,-1.2308914,-0.012594,1.2214843,-1.2308929,-0.0124348,1.2214919,-1.2308967,-0.0124803
2020-08-06.out.6,0.0,1.2215146,-1.230896,-0.0125031,1.2214919,-1.230896,-0.0124727,1.2214843,-1.2308945,-0.01245,1.2216056,-1.2308945,-0.012594,1.2215298,-1.2308929,-0.0124955,1.2214767,-1.2308929,-0.0124348,1.2213251,-1.2308914,-0.0122453,1.221219,-1.2308907,-0.0121165,1.2209461,-1.2308884,-0.0117905,1.2207035,-1.2308846,-0.0114721,1.2208854,-1.2308785,-0.0116237,1.2210977,-1.2308747,-0.011836,1.2213554,-1.2308702,-0.0120937,1.2214919,-1.2308664,-0.0122074,1.2217041,-1.2308657,-0.0124424,1.2218254,-1.2308619,-0.012541,1.2218254,-1.2308619,-0.012541,1.2218027,-1.2308611,-0.0125106,1.2218482,-1.2308641,-0.012594,1.2219467,-1.2308657,-0.0127153,1.2219922,-1.2308664,-0.012776,1.221977,-1.2308694,-0.0127835,1.2219922,-1.2308763,-0.0128593,1.221977,-1.2308801,-0.0128745,1.2219391,-1.2308831,-0.0128593,1.2219922,-1.2308861,-0.0129579,1.221924,-1.2308861,-0.0128745,1.2218482,-1.2308929,-0.0128518,1.2218861,-1.2308982,-0.0129427,1.2219012,-1.2308998,-0.0129731,1.2217572,-1.230902,-0.012829,1.2217117,-1.2309043,-0.0128063
2020-08-06.out.7,0.0,1.2216965,-1.2309058,-0.0127987,1.2217041,-1.230902,-0.012776,1.221742,-1.2309043,-0.0128366,1.2217269,-1.2309089,-0.0128593,1.2218102,-1.2309104,-0.0129655,1.2217951,-1.2309043,-0.0129048,1.2216738,-1.2309058,-0.012776,1.2216435,-1.2309058,-0.0127456,1.2216056,-1.2309089,-0.0127229,1.2216586,-1.2309089,-0.0127835,1.2216359,-1.2309089,-0.0127608,1.2216662,-1.2309096,-0.0128063,1.2216738,-1.2309073,-0.0127911,1.2217269,-1.2309043,-0.012829,1.221598,-1.2309073,-0.0126926,1.2216511,-1.2309089,-0.012776,1.2216511,-1.2309073,-0.0127608,1.2216283,-1.2309089,-0.0127456,1.2216511,-1.2309073,-0.0127608,1.2216511,-1.2309089,-0.012776,1.2216662,-1.2309089,-0.0127911,1.2216359,-1.2309089,-0.0127608,1.2216359,-1.2309073,-0.0127456,1.221598,-1.2309089,-0.0127153,1.2215525,-1.2309089,-0.0126623,1.221598,-1.2309051,-0.0126774,1.2216056,-1.2309043,-0.012685,1.2216586,-1.2309051,-0.0127456,1.2216586,-1.2309051,-0.0127456,1.2216207,-1.230902,-0.0126774,1.2215222,-1.2309058,-0.0126092,1.2214691,-1.2309043,-0.0125258
2020-08-06.out.8,0.0,1.2215222,-1.2309051,-0.012594,1.2214919,-1.2309036,-0.0125486,1.2215222,-1.2308998,-0.012541,1.221598,-1.2308998,-0.0126244,1.2215525,-1.2308998,-0.0125789,1.2214691,-1.2308982,-0.0124727,1.2213933,-1.2308967,-0.0123742,1.2211583,-1.230896,-0.0120937,1.2211811,-1.2308952,-0.0121165,1.2208854,-1.2308929,-0.0117602,1.220749,-1.2308899,-0.0115707,1.2206429,-1.2308846,-0.0114039,1.2206959,-1.2308785,-0.0114039,1.2208324,-1.2308717,-0.01151,1.2210977,-1.2308672,-0.0117602,1.221037,-1.2308626,-0.0116541,1.2213403,-1.230852,-0.0119042,1.2214464,-1.2308482,-0.0119876,1.2214691,-1.2308444,-0.0119724,1.2214388,-1.2308414,-0.0119118,1.2214009,-1.2308391,-0.0118512,1.2211811,-1.2308482,-0.0116844,1.2211129,-1.2308368,-0.0115025,1.2210825,-1.2308331,-0.0114342,1.221219,-1.2308285,-0.0115404,1.2212341,-1.2308255,-0.0115404,1.2213175,-1.2308217,-0.0115934,1.221363,-1.2308194,-0.0116237,1.2214161,-1.2308194,-0.0116844,1.2214919,-1.2308141,-0.0117223,1.2214995,-1.2308141,-0.0117299,1.2215298,-1.2308133,-0.0117602
2020-08-06.out.9,0.0,1.2215374,-1.2308096,-0.0117374,1.221598,-1.2308073,-0.0117829,1.2216359,-1.2308065,-0.0118132,1.2217117,-1.230805,-0.0118891,1.2215828,-1.230805,-0.0117374,1.2215374,-1.2308035,-0.0116844,1.2216283,-1.2308035,-0.0117829,1.2216511,-1.2308035,-0.0118132,1.2216511,-1.2308035,-0.0118132,1.2215904,-1.2308035,-0.0117374,1.221598,-1.230802,-0.0117374,1.2215904,-1.2308035,-0.011745,1.2215298,-1.2308035,-0.0116692,1.2214767,-1.2308073,-0.0116389,1.221507,-1.2308035,-0.0116389,1.2214919,-1.230802,-0.0116162,1.2213857,-1.2308035,-0.0115025,1.2213933,-1.2308035,-0.0115176,1.221454,-1.2308035,-0.0115858,1.221598,-1.2307952,-0.0116768,1.2215525,-1.2307944,-0.0116162,1.221598,-1.2307929,-0.0116541,1.2217117,-1.2307898,-0.011745,1.2216965,-1.2307876,-0.0117147,1.2217723,-1.2307868,-0.0117905,1.2217572,-1.2307868,-0.0117753,1.221742,-1.2307868,-0.0117602,1.2217648,-1.2307868,-0.0117905,1.2217648,-1.2307876,-0.0117905,1.2217572,-1.2307898,-0.0117981,1.2217344,-1.2307891,-0.0117753,1.2216207,-1.2307906,-0.0116541
