,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-06-27.out.0,3.0,0.6924838,0.6774873,0.6815896,0.6847618,0.6883489,0.6852435,0.6930323,0.6877187,0.6940457,0.6996441,0.6941636,0.7042771,0.7102553,0.7216653,0.7261831,0.7349854,0.7252371,0.7323122,0.7326267,0.73658,0.7282935,0.7395349,0.7418595,0.7337563,0.7430396,0.7371612,0.7406481,0.7360152,0.737726,0.7443688,0.7512934,0.758501
2020-06-27.out.1,3.0,0.75616,0.7411472,0.7380418,0.7484697,0.7544493,0.751493,0.7507122,0.7574552,0.7602118,0.7674538,0.7742131,0.7613594,0.7668399,0.7657597,0.7765214,0.7718721,0.782534,0.7898578,0.7917175,0.7903732,0.7994065,0.7938439,0.7992262,0.7977481,0.8046399,0.8057859,0.8106511,0.8132095,0.8130442,0.8105036,0.8092251,0.8044403
2020-06-27.out.2,3.0,0.8143882,0.8202518,0.8173283,0.8312281,0.8230578,0.8190404,0.8266803,0.8252022,0.8430046,0.855277,0.8529854,0.8603926,0.8569551,0.8694449,0.8655082,0.8727486,0.8645292,0.8667033,0.8517246,0.8611571,0.8580516,0.8544963,0.8439342,0.8415755,0.8070824,0.8047577,0.8043241,0.7998074,0.7981623,0.7886628,0.7934626,0.7940111
2020-06-27.out.3,3.0,0.7980802,0.798113,0.7979133,0.7967169,0.7996241,0.7818708,0.7897073,0.7816204,0.781072,0.7806904,0.782501,0.7847095,0.7914685,0.8001218,0.8042404,0.7970164,0.8071462,0.8316257,0.8391314,0.8345642,0.8394145,0.8483165,0.8419895,0.8529658,0.8720496,0.892543,0.9251913,0.9094483,0.9009966,0.924263,0.924762,0.9413021
2020-06-27.out.4,3.0,0.9397242,0.9342107,0.9305569,0.9247784,0.9253255,0.9287467,0.9225849,0.8907505,0.9001829,0.8891055,0.8927263,0.8962146,0.8954011,0.9169897,0.902159,0.9058796,0.9137684,0.9045357,0.905233,0.9191998,0.9182535,0.9343616,0.9258425,0.9161615,0.9258769,0.932338,0.9387975,0.9403397,0.9503382,0.9350439,0.9440113,0.9993607
2020-06-27.out.5,3.0,1.0179108,1.0199226,1.0052764,1.0107227,1.01308,1.0201713,1.0186619,1.0045253,1.0020682,1.0105885,1.0018539,0.9952289,1.0139786,1.0295218,1.0736459,1.0769378,1.0782179,1.0753449,1.0665593,1.0954353,1.1049179,1.1329833,1.1612499,1.2441279,1.2982669,1.2726793,1.2513913,1.2527482,1.2529151,1.3739527,1.3639609,1.3164873
2020-06-27.out.6,3.0,1.2252896,1.2886079,1.3836124,1.4222277,1.4690161,1.4786248,1.3884935,1.3930944,1.3707762,1.402359,1.5770024,1.5690843,1.5098388,1.5118311,1.5728697,1.5791291,1.4870729,1.5730362,1.5411111,1.5213357,1.4638846,1.5506745,1.463434,1.5733263,1.5545157,1.621131,1.6145546,1.622498,1.7341592,1.6436989,1.5954079,1.7063405
2020-06-27.out.7,3.0,1.7163559,1.6950646,1.7196561,1.7073001,1.6758222,1.6516138,1.716744,1.7148043,1.6361562,1.6739491,1.6840115,1.736006,1.7489023,1.7362223,1.7036287,1.6923878,1.6536522,1.6821778,1.6747581,1.6816668,1.6899833,1.7079498,1.7181299,1.714657,1.7349341,1.6943353,1.6997001,1.7008267,1.7144426,1.7264642,1.7074489,1.711269
2020-06-27.out.8,3.0,1.7177455,1.6960768,1.7052097,1.6892793,1.6831564,1.6788745,1.6639818,1.6659423,1.6678714,1.669016,1.6508357,1.6600673,1.6832472,1.6967787,1.6613445,1.6675038,1.6683842,1.6773832,1.6864328,1.7132478,1.7135799,1.7473521,1.7420246,1.743121,1.753714,1.752303,1.7350342,1.7842141,1.796517,1.7864201,1.7731057,1.7954057
2020-06-27.out.9,3.0,1.761418,1.7323926,1.7414077,1.7579955,1.7310947,1.736923,1.7599678,1.7684868,1.7464846,1.6978003,1.7151185,1.7153998,1.7252284,1.7455528,1.7722212,1.7630218,1.7843757,1.7979893,1.8080532,1.7957654,1.7915675,1.7931618,1.7764104,1.7807297,1.7864745,1.832668,1.8604456,1.8308921,1.8238021,1.8233866,1.8497042,1.854984
2020-06-27.out.10,3.0,1.8679871,1.9089457,1.9089968,1.9114564,1.9081341,1.8930114,1.8930129,1.8900885,1.9069916,1.9066759,1.9134841,1.9181502,1.9241942,1.9272319,1.9242927,1.9251073,1.9236459,1.920291,1.9191946,1.9117737,1.9147282,1.9047627,1.8972423,1.9067561,1.9014109,1.9004321,1.8986399,1.8990228,1.9020442,1.9025595,1.8986399,1.9054319
2020-06-27.out.11,3.0,1.8832966,1.8814714,1.8835941,1.8594995,1.8306123,1.8033142,1.7937328,1.7911898,1.8035284,1.8265405,1.8415516,1.8584372,1.8652802,1.8639856,1.8927759,1.8808888,1.8923617,1.923592,1.9760256,1.9807276,1.9753466,1.9576139,1.9529313,1.9489136,1.9402282,1.9361447,1.9254331,1.8700607,1.8518808,1.885951,1.9482147,1.9301171
2020-06-27.out.12,3.0,1.9160355,1.8945844,1.8540706,1.8290642,1.8168265,1.8023977,1.8259755,1.8251621,1.7895807,1.7856445,1.8360361,1.8292131,1.8535716,1.8606943,1.8564111,1.8585877,1.8605962,1.8507498,1.9246216,1.9761272,1.9856567,2.0066575,2.028645,2.0237143,2.0330441,2.0434538,2.0402988,2.073043,2.0860108,2.0886832,2.094678,2.0961066
2020-06-27.out.13,3.0,2.1085754,2.1118288,2.1126943,2.1188542,2.1135078,2.1136746,2.118921,2.1155008,2.1091415,2.1027999,2.1094408,2.107631,2.1010405,2.1151029,2.1095734,2.1157824,2.1080957,2.111151,2.1166287,2.0983469,2.0898125,2.0718483,2.0612008,2.0471543,2.0555986,2.0504339,2.0457681,2.0307548,2.0388945,2.0376833,2.0242327,2.0032632
2020-06-27.out.14,3.0,1.9793732,1.9429252,1.9339937,1.9305213,1.8781889,1.8653189,1.8668485,1.8432024,1.8451123,1.8503582,1.8393334,1.8300984,1.8575452,1.8908364,1.9041685,1.9171699,1.9509236,1.9550919,1.9634926,1.9301027,1.9330417,1.9161894,1.9205887,1.9210175,1.9322413,1.9336537,1.9434834,1.9148442,1.9085679,1.9237101,1.9316296,1.9205903
2020-06-27.out.15,3.0,1.9328437,1.8882635,1.9021929,1.9101455,1.9531313,2.0023419,2.0166244,2.0042549,2.0091026,2.0086558,2.0279312,2.0697044,2.0614693,2.0942932,2.1062464,2.1039896,2.1471558,2.1231336,2.1321,2.1252269,2.111431,2.1003404,2.1047571,2.1477041,2.1551911,2.1874303,2.1906187,2.1709828,2.1997026,2.1839306,2.1947229,2.2044011
2020-06-27.out.16,3.0,2.2376227,2.2617957,2.2488636,2.2447805,2.2931086,2.3615338,2.3948514,2.3932432,2.4012104,2.3955036,2.4003505,2.4149428,2.4119716,2.3865925,2.3660908,2.3146958,2.3488914,2.3490072,2.3827061,2.4079685,2.3969608,2.3487224,2.3414196,2.3310285,2.3763635,2.401779,2.4086367,2.4136999,2.4179817,2.3828079,2.3186939,2.3538159
2020-06-27.out.17,3.0,2.330677,2.2789179,2.2518368,2.3566059,2.3639741,2.3459116,2.2899027,2.2895866,2.2734996,2.2671748,2.2353514,2.2167908,2.1961552,2.1713364,2.1683823,2.144058,2.1369521,2.1180258,2.1139411,2.1221269,2.1390108,2.1353909,2.1115831,2.1866898,2.1627336,2.2029576,2.2406233,2.2433315,2.1903752,2.2048006,2.2110743,2.2110743
2020-06-27.out.18,3.0,2.1815595,2.1867389,2.1494011,2.1269551,2.1131427,2.088621,2.0868452,2.0624229,2.0816983,2.0781767,2.0641304,2.0649601,2.0738924,2.0699909,2.0816297,2.0838718,2.0947302,2.1067996,2.1590285,2.1678606,2.1904061,2.1760971,2.1724117,2.1819245,2.1665842,2.1582333,2.1510442,2.1651556,2.1591793,2.1536348,2.142595,2.1517266
2020-06-27.out.19,3.0,2.1764458,2.1807642,2.1938951,2.2202405,2.2333891,2.2879095,2.3012394,2.2938894,2.3064747,2.3214478,2.3280717,2.3369685,2.3276413,2.325748,2.3362896,2.3397258,2.3292481,2.305511,2.3193743,2.3262799,2.3501364,2.3437434,2.3647441,2.3823066,2.3522786,2.3565623,2.3677011,2.3251881,2.3344832,2.3337353,2.3644298,2.3704528
2020-06-27.out.20,3.0,2.3870246,2.3772803,2.3730649,2.3875564,2.4019988,2.4369909,2.4565167,2.4259735,2.3327948,2.3204094,2.2897137,2.2959881,2.3129367,2.3328744,2.3457217,2.3309648,2.2958036,2.2982285,2.2753844,2.2752846,2.2947073,2.3044014,2.2997868,2.3347823,2.3252196,2.3389666,2.333853,2.3393807,2.3371388,2.3319925,2.3309467,2.3290194
2020-06-27.out.21,3.0,2.3100781,2.2939609,2.3037043,2.2837664,2.2716144,2.2962506,2.2923657,2.341719,2.3017768,2.3409367,2.3069767,2.3425975,2.333717,2.3308126,2.3410382,2.4047181,2.4086045,2.4175368,2.4077423,2.4152132,2.4071286,2.4235455,2.4061991,2.4292236,2.444065,2.4613635,2.4743635,2.4577143,2.4720059,2.4694336,2.4827136,2.4849045
2020-06-27.out.22,3.0,2.4922593,2.5026019,2.5079627,2.5151027,2.5278016,2.5168302,2.517295,2.5258606,2.5321179,2.5279669,2.5252115,2.5232707,2.5232542,2.5219093,2.5430247,2.5384256,2.5318199,2.5188218,2.5125304,2.5171776,2.5231696,2.518871,2.5114835,2.4896391,2.4937712,2.4794304,2.4780186,2.4593107,2.4736036,2.4788318,2.4666453,2.4723066
2020-06-27.out.23,3.0,2.4595254,2.4629453,2.465918,2.4747162,2.476392,2.4694527,2.4712952,2.4712624,2.4699022,2.4546962,2.4410334,2.4500313,2.4477087,2.4471431,2.462166,2.4566725,2.4623151,2.4453006,2.4526378,2.4596429,2.4635602,2.4667148,2.434196,2.4038675,2.3972601,2.4099928,2.4211644,2.4165661,2.4045473,2.4393258,2.4284524,2.4375489
2020-06-27.out.24,3.0,2.4204013,2.4154372,2.4266428,2.4251652,2.4313231,2.4388106,2.4520744,2.4671631,2.4719935,2.4798623,2.4909664,2.4830156,2.4682076,2.4597426,2.4698365,2.4739686,2.4728219,2.4766244,2.4776865,2.4726413,2.4833149,2.4785514,2.4830168,2.4826506,2.4791816,2.4896228,2.5021903,2.5060243,2.5127464,2.5238187,2.5138753,2.5063739
