,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-05-03.out.0,0.0,0.421498,0.405834,0.39017,0.4684901,0.3431779,0.3118499,0.4684901,0.39017,0.3588419,0.3118499,0.2961859,0.39017,0.4841541,0.39017,0.2022018,0.2648578,0.2022018,0.3431779,0.405834,0.374506,0.4684901,0.437162,0.3431779,0.405834,0.405834,0.3588419,0.3275139,0.3118499,0.39017,0.2961859,0.374506,0.2491938
2020-05-03.out.1,0.0,0.1238817,0.1082177,0.2961859,0.3275139,0.421498,0.3588419,0.3431779,0.421498,0.437162,0.2491938,0.3431779,0.374506,0.3118499,0.3431779,0.2961859,0.3588419,0.2961859,0.2648578,0.2648578,0.2022018,0.1238817,0.2648578,0.2805219,0.2805219,0.3431779,0.2335298,0.3275139,0.2491938,0.1865378,0.0925537,0.0925537,0.1082177
2020-05-03.out.2,0.0,0.2335298,0.39017,0.405834,0.2335298,0.2491938,0.0768897,0.2648578,0.1708737,0.1708737,0.2335298,0.2335298,0.2335298,0.1395457,0.2022018,0.2961859,0.3118499,0.2805219,0.3118499,0.3588419,0.2805219,0.2491938,0.2491938,0.2805219,0.2335298,0.0925537,0.1395457,0.1395457,-0.0170944,-0.0170944,0.1238817,0.1708737,0.2648578
2020-05-03.out.3,0.0,0.2805219,0.2335298,0.2648578,0.2022018,0.1395457,0.1708737,0.0768897,0.0768897,0.1082177,0.3275139,0.3118499,0.3275139,0.452826,0.39017,0.4684901,0.437162,0.4684901,0.2961859,0.421498,0.39017,0.374506,0.405834,0.1865378,0.3431779,0.437162,0.1238817,0.0142336,0.3588419,0.2961859,0.3118499,0.2648578,0.2648578
2020-05-03.out.4,0.0,0.3118499,0.405834,0.1552097,0.1552097,0.3431779,0.452826,0.1708737,0.2335298,0.3431779,0.1865378,0.2335298,0.2648578,0.2805219,0.2961859,0.2022018,0.1082177,0.4684901,0.2648578,0.2648578,0.2805219,0.2961859,0.2022018,0.3118499,0.2805219,0.3275139,0.1708737,0.2491938,0.2335298,0.1865378,0.1708737,0.2648578,0.1708737
2020-05-03.out.5,0.0,0.2022018,0.2178658,-0.0954145,0.0612256,0.1395457,0.2961859,0.452826,0.421498,0.3431779,0.39017,0.1708737,0.2648578,-0.0797505,0.1708737,0.2335298,0.2648578,0.2022018,0.0612256,0.0768897,0.2648578,0.1238817,0.3118499,0.2648578,0.3275139,-0.0484225,0.1552097,0.2022018,0.1395457,0.1238817,0.3275139,0.3275139,0.3431779
2020-05-03.out.6,0.0,0.2648578,0.2335298,-0.0640865,0.0455616,0.1395457,0.2491938,0.2648578,0.3431779,0.2491938,0.2491938,0.2335298,-0.0327585,-0.2050626,0.0925537,0.2022018,0.1395457,0.1238817,0.0925537,0.1238817,0.0455616,0.0455616,0.0768897,0.0925537,-0.0327585,0.1708737,0.0455616,0.0455616,-0.0327585,-0.0797505,0.0142336,0.0142336,-0.0170944
2020-05-03.out.7,0.0,-0.1893986,-0.0484225,-0.0327585,-0.0640865,0.0142336,0.0768897,0.1552097,0.1238817,0.0612256,-0.0640865,-0.1267426,-0.0640865,-0.0640865,0.1082177,-0.0484225,0.2178658,-0.0640865,-0.0484225,0.0142336,0.0455616,0.0455616,0.1865378,0.3118499,-0.0014304,0.2022018,0.2022018,0.2335298,0.1082177,0.0925537,0.0142336,-0.0640865,0.0142336
2020-05-03.out.8,0.0,-0.1424066,-0.1110785,0.0142336,0.2335298,0.1395457,0.0925537,0.1395457,-0.0640865,-0.0014304,0.0298976,0.1552097,0.0925537,0.1395457,0.0768897,0.1082177,-0.1110785,0.0298976,0.1238817,0.1238817,0.0612256,0.2022018,-0.1580706,0.0768897,-0.0640865,0.1552097,0.1552097,0.0142336,-0.0170944,-0.0954145,0.0142336,-0.0640865,-0.0170944
2020-05-03.out.9,0.0,-0.0014304,-0.0014304,0.0142336,-0.1110785,-0.0484225,0.1865378,0.1708737,0.0298976,-0.0327585,0.1238817,0.0768897,0.1708737,0.0298976,0.0298976,-0.1110785,0.0455616,-0.0327585,-0.1110785,0.0455616,-0.1424066,-0.0484225,-0.0170944,0.0612256,-0.0797505,-0.0797505,0.1082177,0.1865378,0.1552097,0.1865378,0.2335298,0.0455616,-0.1110785
