,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-08-16.out.0,3.0,-0.9211661,-0.9211936,-0.9199874,-0.919499,-0.9209368,-0.9245977,-0.9274709,-0.9267051,-0.9249372,-0.9256825,-0.9235452,-0.9223391,-0.9211432,-0.9194509,-0.9187057,-0.9180211,-0.9178502,-0.9157152,-0.9145721,-0.9134117,-0.9134929,-0.9125436,-0.9123143,-0.9120448,-0.9115438,-0.9127626,-0.9123119,-0.9118109,-0.9120803,-0.9127878,-0.9137749,-0.9139837
2020-08-16.out.1,3.0,-0.91135,-0.9082004,-0.9080192,-0.9097012,-0.9111641,-0.9120677,-0.914543,-0.9131282,-0.9128713,-0.9128461,-0.9107616,-0.9095279,-0.9112477,-0.9088937,-0.9091025,-0.9098328,-0.909357,-0.9074663,-0.9076727,-0.908395,-0.9105781,-0.9100896,-0.9091758,-0.9084809,-0.9081359,-0.9095783,-0.9112855,-0.9106009,-0.9117739,-0.9117361,-0.9123852,-0.9109703
2020-08-16.out.2,3.0,-0.9104945,-0.91053,-0.9119552,-0.9117133,-0.9119449,-0.9100415,-0.9071992,-0.905102,-0.9041,-0.9038959,-0.903428,-0.9023077,-0.9037707,-0.9027434,-0.9024889,-0.9011496,-0.9020841,-0.9013663,-0.9006612,-0.9008802,-0.9023661,-0.9001728,-0.9015751,-0.9020635,-0.9006131,-0.9030483,-0.9021116,-0.9028064,-0.9030403,-0.9046971,-0.9044632,-0.9027812
2020-08-16.out.3,3.0,-0.9028064,-0.9003815,-0.8986846,-0.8989792,-0.8988185,-0.8988643,-0.8974265,-0.8957525,-0.8948284,-0.8951309,-0.8953775,-0.8939351,-0.8929605,-0.8927518,-0.891095,-0.8909114,-0.8899827,-0.8896053,-0.8896053,-0.8881045,-0.8880919,-0.8883464,-0.8864454,-0.8874223,-0.8869488,-0.8877524,-0.8879485,-0.889313,-0.8916773,-0.8921657,-0.8911533,-0.8920821
2020-08-16.out.4,3.0,-0.8919963,-0.8921947,-0.8914723,-0.8934009,-0.8921947,-0.8951687,-0.8950474,-0.8955507,-0.8969484,-0.8973407,-0.8957689,-0.8950134,-0.8968434,-0.8985861,-0.9019169,-0.9032231,-0.9031269,-0.903776,-0.9057251,-0.9074449,-0.9069438,-0.9064932,-0.9079184,-0.9086888,-0.9089102,-0.910396,-0.9101014,-0.9099469,-0.9084713,-0.9096672,-0.9087407,-0.9097279
2020-08-16.out.5,3.0,-0.9104731,-0.9100911,-0.9113019,-0.9105772,-0.9129965,-0.9137245,-0.915215,-0.9145556,-0.9137875,-0.9151394,-0.9155592,-0.9159342,-0.9179959,-0.9194005,-0.9235994,-0.922038,-0.9259408,-0.927366,-0.9331138,-0.9376027,-0.9377507,-0.9354314,-0.938299,-0.9404694,-0.9401314,-0.9391316,-0.9398124,-0.9376041,-0.9405946,-0.9419969,-0.942483,-0.942702
2020-08-16.out.6,3.0,-0.9428982,-0.94131,-0.9424578,-0.9404732,-0.9417401,-0.9434599,-0.9426563,-0.9406946,-0.9425578,-0.9411051,-0.9399619,-0.9414478,-0.9414478,-0.9424578,-0.942936,-0.9423892,-0.9457405,-0.9466796,-0.9456925,-0.9448015,-0.942984,-0.9480094,-0.9484017,-0.9491233,-0.9498536,-0.9508407,-0.9511101,-0.9492446,-0.9478377,-0.947402,-0.9470948,-0.9461328
2020-08-16.out.7,3.0,-0.9459264,-0.9456341,-0.946548,-0.9468757,-0.9478778,-0.9482528,-0.9502066,-0.9499269,-0.9490981,-0.9513268,-0.9504279,-0.9508029,-0.9505382,-0.9505862,-0.9517695,-0.9548561,-0.9579026,-0.9579908,-0.958391,-0.9574188,-0.9585643,-0.9576252,-0.9576985,-0.9574268,-0.9581869,-0.9555762,-0.9534263,-0.9547931,-0.9576859,-0.9559432,-0.9566862,-0.9568697
2020-08-16.out.8,3.0,-0.9554777,-0.9556967,-0.9563916,-0.9574165,-0.9568823,-0.9580381,-0.9575291,-0.9579797,-0.9580026,-0.9573581,-0.9577332,-0.955346,-0.9559078,-0.9563687,-0.9556383,-0.955417,-0.9551751,-0.9565522,-0.9580381,-0.9592489,-0.9589668,-0.9598933,-0.959163,-0.9584784,-0.9573329,-0.9568594,-0.955699,-0.9547427,-0.9557597,-0.9545741,-0.9558433,-0.9550145
2020-08-16.out.9,3.0,-0.9564042,-0.9554273,-0.9550271,-0.955707,-0.9551957,-0.9536248,-0.953869,-0.9537186,-0.9527819,-0.9525731,-0.9525124,-0.9513315,-0.9493652,-0.9491713,-0.9491461,-0.9482048,-0.9479755,-0.9494006,-0.9501436,-0.9499623,-0.9492297,-0.9492423,-0.9478297,-0.9474123,-0.9469364,-0.946229,-0.9457886,-0.943946,-0.9442051,-0.9461164,-0.9482994,-0.9467907
