,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-05-29.out.0,1.0,3.354792,3.3693709,3.3823827,3.3458904,3.3598761,3.3636137,3.3439639,3.3286075,3.2959528,3.2931946,3.2961442,3.298598,3.3042974,3.3074901,3.301142,3.3038425,3.3079077,3.2984825,3.3076116,3.3144796,3.3059028,3.3050363,3.308235,3.3187384,3.3088235,3.3240383,3.3360506,3.3025909,3.3045525,3.3114518,3.3082001,3.3128453
2020-05-29.out.1,1.0,3.3227602,3.3178058,3.2981635,3.294753,3.297569,3.2978651,3.2936434,3.2959757,3.2921656,3.2906445,3.2981864,3.3039171,3.3109006,3.3124999,3.3122629,3.3137467,3.2993369,3.2947698,3.2803466,3.2840352,3.2863674,3.2894446,3.296865,3.2970648,3.2990938,3.3058968,3.2983079,3.3014633,3.297616,3.2767796,3.2874337,3.2686923
2020-05-29.out.2,1.0,3.2600659,3.2631432,3.263645,3.2653599,3.2656933,3.2760695,3.2717636,3.2793959,3.2752957,3.2631925,3.2687766,3.263361,3.2649544,3.2574002,3.2392878,3.2336543,3.2602163,3.2555107,3.2791528,3.2684926,3.2515008,3.2665105,3.2064189,3.2286441,3.1655742,3.1402497,3.1239169,3.1549211,3.1481486,3.148021,3.1087946,3.0958456
2020-05-29.out.3,1.0,3.0681088,3.0646853,3.0568866,3.0496149,3.0524088,3.0690264,3.0686583,3.0640712,3.0547537,3.0537185,3.0691663,3.0917585,3.0705976,3.0420866,3.0001757,3.0029363,2.9959258,2.994108,2.9917692,2.9893928,2.9879086,2.9824917,2.9737291,2.9501403,2.9461395,2.9583396,2.9645394,2.9698128,2.9708292,2.9632792,2.9575067,2.9364937
2020-05-29.out.4,1.0,2.9013684,2.8984401,2.8672528,2.8802549,2.8376648,2.8346989,2.8442175,2.8561968,2.8773388,2.8742606,2.8551178,2.8167624,2.8316985,2.835438,2.835148,2.8317484,2.8461854,2.8474954,2.8165565,2.8271044,2.8249963,2.8269361,2.8582084,2.8560689,2.8344493,2.8630301,2.8527849,2.8450659,2.8745259,2.8915229,2.8896829,2.89699
2020-05-29.out.5,1.0,2.8970741,2.8869009,2.8894396,2.8876276,2.8801209,2.8776602,2.8714196,2.8698258,2.8743823,2.8740486,2.8682634,2.8768492,2.8801332,2.8813277,2.8912951,2.8577906,2.8646424,2.8575191,2.8692207,2.8746257,2.8592907,2.7886579,2.7837608,2.7840723,2.7654274,2.7484321,2.7449766,2.7567884,2.7702092,2.7766033,2.7821112,2.7870393
2020-05-29.out.6,1.0,2.8001075,2.7739582,2.7441033,2.7380742,2.7315555,2.7344623,2.7590463,2.7337169,2.7130623,2.6902022,2.6979909,2.6842946,2.6810534,2.6444936,2.6633209,2.6777565,2.6819144,2.640426,2.6637263,2.6536169,2.6611372,2.629477,2.627755,2.6335409,2.6329297,2.6287564,2.6772132,2.6587137,2.6584702,2.6529618,2.6525564,2.6396304
2020-05-29.out.7,1.0,2.6434044,2.6427807,2.6445491,2.6488101,2.6553853,2.6553075,2.6550175,2.6588354,2.6589133,2.6642034,2.6606817,2.6665428,2.6651923,2.6655601,2.6725647,2.6522904,2.6512399,2.6484449,2.6474936,2.6352227,2.624321,2.5969336,2.5792842,2.5839972,2.5833735,2.5840035,2.590682,2.5902264,2.5925597,2.5864084,2.5789906,2.581895
2020-05-29.out.8,1.0,2.5974446,2.5958506,2.5894684,2.5840187,2.5566154,2.5547653,2.5545533,2.5652621,2.5773653,2.5832731,2.5779175,2.5898801,2.5476563,2.5410429,2.5354123,2.5429269,2.5446113,2.5504728,2.5578531,2.5639455,2.5726636,2.5565088,2.5312603,2.5297503,2.5358115,2.5405873,2.5415852,2.5271484,2.5281525,2.5201672,2.5255756,2.5154377
2020-05-29.out.9,1.0,2.5082129,2.506728,2.5058945,2.5068899,2.5416528,2.5396345,2.5093136,2.4837092,2.4802963,2.4894831,2.4907118,2.4938246,2.493079,2.4903567,2.4921629,2.491957,2.5060916,2.5026223,2.490073,2.5192269,2.496143,2.4991756,2.495208,2.5067406,2.5106216,2.5227189,2.5191906,2.5101409,2.4806578,2.448517,2.4392271,2.4636899
2020-05-29.out.10,1.0,2.455009,2.4257535,2.426848,2.4353734,2.4389734,2.4442767,2.4561309,2.443439,2.3944107,2.3876074,2.4050153,2.4070589,2.4166136,2.4327274,2.4128204,2.4185816,2.4021338,2.3709976,2.3734215,2.3723482,2.3656122,2.3580655,2.3649884,2.3603927,2.3463976,2.3546123,2.34904,2.3399618,2.3549296,2.3353095,2.3277163,2.3422073
2020-05-29.out.11,1.0,2.3441229,2.3454987,2.3410625,2.3480044,2.362449,2.3750893,2.2854673,2.2678987,2.2691212,2.2666132,2.3023259,2.3147208,2.32775,2.2959845,2.2420685,2.2481138,2.2425726,2.2410434,2.2496072,2.2403103,2.2445723,2.2490296,2.2487796,2.2429989,2.2431334,2.2363843,2.2323513,2.2478974,2.2393418,2.2259444,2.1816852,2.1890604
2020-05-29.out.12,1.0,2.1937992,2.1909005,2.1954524,2.1975235,2.2083057,2.1989896,2.1938264,2.193087,2.194694,2.2017919,2.2025186,2.2151806,2.212473,2.2120804,2.2041591,2.199729,2.2004956,2.1986178,2.1870121,2.1789184,2.1593028,2.1607817,2.1790864,2.1688899,2.1561791,2.1522256,2.1565276,2.1645013,2.1458878,2.1428461,2.148478,2.1593779
2020-05-29.out.13,1.0,2.1514501,2.1384557,2.1440749,2.1421465,2.1358592,2.1235074,2.1238813,2.1353969,2.1306724,2.1154847,2.1160645,2.1176652,2.1233999,2.1270907,2.1312375,2.1333339,2.1344074,2.1345292,2.130099,2.132311,2.1278365,2.1295212,2.1351675,2.1512003,2.1511811,2.153754,2.1304572,2.1380682,2.1439709,2.1215049,2.1083758,2.1092308
2020-05-29.out.14,1.0,2.1147345,2.118669,2.1073023,2.1104325,2.1133711,2.1194925,2.1141169,2.118669,2.1152745,2.1163352,2.117936,2.1213369,2.1176923,2.1259794,2.1224104,2.1245845,2.1228158,2.1219481,2.1179296,2.1257735,2.1233115,2.1206436,2.1242883,2.1113336,2.1104468,2.1118166,2.102706,2.1056952,2.1117026,2.103781,2.1055876,2.1023862
2020-05-29.out.15,1.0,2.1039869,2.0936096,2.1036862,2.1003295,2.0983676,2.1017813,2.1057159,2.1094907,2.1099088,2.1102301,2.1301339,2.1156641,2.1237408,2.1258244,2.14207,2.1357291,2.1261283,2.1239241,2.0993175,2.0932248,2.0465644,2.0034341,1.9654474,1.9605371,1.9183884,1.8489582,1.826358,1.825047,1.8281078,1.8295695,1.8454284,1.8384386
2020-05-29.out.16,1.0,1.8299003,1.8290132,1.8170782,1.8217591,1.8196881,1.8461615,1.8559286,1.8615549,1.8640172,1.8670907,1.8823952,1.8796874,1.8860595,1.8888892,1.8937887,1.8922573,1.8896019,1.8937159,1.8976636,1.9010776,1.9079326,1.9124914,1.9142142,1.9141367,1.9147922,1.9140591,1.9169331,1.9081559,1.9042717,1.9094797,1.9103411,1.9131836
2020-05-29.out.17,1.0,1.9156395,1.9175617,1.9171961,1.9211309,1.9218832,1.9276184,1.92778,1.9316833,1.9342231,1.9381643,1.9385761,1.9343578,1.9445631,1.943206,1.9424729,1.9472248,1.9455732,1.9451615,1.9420816,1.9365775,1.9366235,1.93009,1.9311509,1.9210563,1.9222455,1.9229785,1.9106275,1.9166462,1.9154506,1.909541,1.890335,1.8906249
2020-05-29.out.18,1.0,1.8829924,1.8745301,1.887654,1.8839565,1.8872819,1.8884267,1.8838742,1.8702814,1.850573,1.85008,1.8572249,1.8515387,1.8635713,1.8600481,1.8656486,1.8226677,1.8277225,1.8401707,1.8367565,1.8392253,1.8573201,1.8745329,1.8968189,1.9098844,1.9371074,1.9393526,1.9257205,1.9404134,1.9248009,1.9171622,1.9154709,1.9090027
2020-05-29.out.19,1.0,1.9032086,1.9214312,1.9426624,1.9305997,1.9317444,1.9131294,1.9167745,1.9074969,1.9051169,1.8935876,1.8953628,1.8913439,1.8849719,1.8863937,1.8889843,1.8890035,1.8988924,1.900821,1.9059135,1.9117799,1.9227246,1.9265134,1.9190641,1.9179968,1.9208265,1.9270969,1.9232139,1.9264996,1.9235416,1.9233052,1.9025097,1.8871942
2020-05-29.out.20,1.0,1.8643301,1.8368229,1.786352,1.7943788,1.7803406,1.7836735,1.7528656,1.7450473,1.7389962,1.7433243,1.7388678,1.7304511,1.7493062,1.7349925,1.7422402,1.7089945,1.7106997,1.7108661,1.7063133,1.7075865,1.7003461,1.701138,1.6858326,1.669132,1.6783345,1.686745,1.6917539,1.6985254,1.7019462,1.7363037,1.7924405,1.8638995
2020-05-29.out.21,1.0,2.0182204,2.1367381,2.0921506,2.0839393,2.0944939,2.1063333,2.0839159,2.0762473,2.0739071,2.0571746,2.0510723,2.0441368,2.0481886,2.0449917,2.0412122,2.0431343,2.0406011,2.0259151,2.0156087,2.0185538,2.0276674,2.024608,1.9633838,1.9488968,1.9135587,1.9052452,1.8678662,1.8055984,1.8297411,1.7091189,1.5958645,1.6498081
2020-05-29.out.22,1.0,1.7354675,1.619263,1.6143249,1.5541727,1.5218947,1.56259,1.5683145,1.5594071,1.5718969,1.5708029,1.5748624,1.5595523,1.5268313,1.5119126,1.4633339,1.4540218,1.4509414,1.447983,1.4638168,1.5019013,1.4760299,1.4407879,1.4596117,1.4525894,1.4656706,1.4671433,1.458205,1.4594324,1.4699467,1.4800443,1.4721921,1.4749826
2020-05-29.out.23,1.0,1.4888671,1.4928469,1.4898547,1.5107168,1.5516486,1.5736558,1.5804138,1.5806448,1.5745037,1.5738861,1.5779563,1.5717822,1.5445024,1.5436215,1.5289331,1.5108695,1.4830375,1.4569204,1.540453,1.5091358,1.4738772,1.4483793,1.3959023,1.395304,1.3734641,1.3315338,1.325322,1.3141008,1.3013735,1.2867754,1.3026745,1.2740619
2020-05-29.out.24,1.0,1.275831,1.2356422,1.2383895,1.225939,1.2132244,1.232775,1.2278099,1.2231419,1.2443535,1.2301339,1.2209965,1.2292545,1.2343481,1.2366825,1.2417114,1.2591916,1.2536927,1.2555063,1.2438908,1.2529458,1.300839,1.3007436,1.2793596,1.2681253,1.2439505,1.2436162,1.2479637,1.2346186,1.2368375,1.2240262,1.2171828,1.1885658
2020-05-29.out.25,1.0,1.2113254,1.187562,1.186971,1.1884511,1.1630573,1.1631541,1.1648645,1.1754126,1.1777535,1.1782937,1.1768144,1.1817401,1.1879851,1.2043269,1.1986932,1.1802292,1.1702924,1.1628578,1.1615844,1.1694179,1.1586258,1.1550955,1.1558287,1.1485936,1.1476165,1.1390241,1.1419891,1.1338021,1.1179938,1.1366387,1.1348696,1.1230035
2020-05-29.out.26,1.0,1.1310622,1.1363489,1.1310558,1.1322008,1.1379501,1.1381181,1.1368382,1.1285154,1.1108999,1.1171257,1.1202128,1.1228371,1.1113892,1.1158588,1.1211647,1.1342164,1.1357603,1.130409,1.1014789,1.1018068,1.1164459,1.1222219,1.0739594,1.0901288,1.0882708,1.0738642,1.0723009,1.0810865,1.0793569,1.0783605,1.0744755,1.0699156
2020-05-29.out.27,1.0,1.0673687,1.0698316,1.0595666,1.0597346,1.051901,1.0585056,1.0647443,1.0614642,1.0607117,1.0599785,1.0584991,1.0626473,1.0662301,1.0642485,1.0640111,1.068571,1.0681592,1.0672072,1.0682747,1.0702942,1.0759088,1.0729566,1.0709499,1.0728475,1.0783466,1.0817107,1.0783798,1.0666355,1.0650214,1.0699156,1.0611551,1.0513987
2020-05-29.out.28,1.0,1.0512704,1.0483117,1.0420414,1.0457713,1.0471351,1.0451027,1.0431864,1.0422344,1.0180456,1.016001,1.023326,1.0062189,0.9988681,1.0016856,0.9977573,0.9700951,0.9686094,0.965741,0.963606,0.9657106,0.9536891,0.9568473,0.9532708,0.950119,0.956982,0.956982,0.9605965,0.9599344,0.958455,0.9610398,0.9605061,0.960628
2020-05-29.out.29,1.0,0.959445,0.9531997,0.9548849,0.949129,0.9408391,0.9437453,0.9449873,0.9373845,0.944485,0.9451092,0.9472063,0.9446594,0.9378739,0.941829,0.9420285,0.936401,0.9334819,0.9143801,0.9250443,0.9238992,0.9259251,0.9157247,0.9018958,0.9135185,0.9171773,0.9226893,0.9285543,0.9278479,0.9276752,0.9224862,0.8787058,0.8631868
2020-05-29.out.30,1.0,0.8637982,0.8570634,0.8884401,0.8573691,0.8491549,0.8367673,0.841758,0.8203406,0.8225136,0.7895907,0.7897126,0.8031806,0.8159088,0.8013797,0.8085008,0.7571489,0.7721642,0.7453706,0.756504,0.7450364,0.7172277,0.7135863,0.7160428,0.7137146,0.7043441,0.7043313,0.6928891,0.6743398,0.6775361,0.6591023,0.6243318,0.6119311
2020-05-29.out.31,1.0,0.6221063,0.6074928,0.5993118,0.5733337,0.5752756,0.5768769,0.5735838,0.5782217,0.58266,0.5792259,0.5635134,0.5681448,0.5724736,0.5694769,0.5693107,0.5379216,0.5608461,0.5536297,0.5506203,0.5497523,0.5483633,0.5320453,0.5211304,0.5439584,0.5656535,0.5592925,0.5589267,0.5569514,0.5715712,0.5637244,0.5859787,0.5786656
2020-05-29.out.32,1.0,0.5674942,0.5514727,0.5194992,0.5338689,0.55354,0.5319162,0.4943338,0.494744,0.502822,0.4928165,0.4665926,0.4342478,0.4253695,0.4188865,0.4405187,0.4358474,0.4290094,0.4068199,0.3721477,0.3598454,0.3218594,0.3002797,0.3047873,0.3098813,0.3281093,0.3295572,0.3295174,0.3213932,0.3256698,0.3272774,0.3223958,0.3207945
2020-05-29.out.33,1.0,0.3038778,0.2978844,0.2863453,0.2821779,0.2765439,0.2319658,0.2402055,0.2329829,0.2334326,0.2223054,0.2315034,0.2109282,0.2027977,0.2058784,0.2034155,0.1944948,0.1926939,0.1959869,0.1863771,0.1674158,0.1697063,0.1683887,0.13626,-0.0282761,0.0478908,-0.016719,-0.0457687,-0.1041279,-0.0521591,-0.0234269,0.0018971,-0.0477923
2020-05-29.out.34,1.0,-0.0620061,-0.0631576,-0.0520309,-0.0826101,-0.1596289,-0.1529445,-0.1798858,-0.1634386,-0.1483699,-0.1390505,-0.1165471,-0.1167467,-0.1527953,-0.1684945,-0.1665381,-0.1565609,-0.1519296,-0.1473633,-0.1345136,-0.187356,-0.2006342,-0.2765501,-0.2764135,-0.3072119,-0.2920763,-0.2956127,-0.3174218,-0.3266632,-0.3544774,-0.3789588,-0.368879,-0.3729765
2020-05-29.out.35,1.0,-0.3812996,-0.3716843,-0.4218216,-0.4602862,-0.4426656,-0.4517511,-0.434099,-0.4118912,-0.4210757,-0.3971071,-0.412652,-0.3872041,-0.3993598,-0.4027679,-0.3952034,-0.3942201,-0.3768555,-0.4132761,-0.4264087,-0.409122,-0.2573942,-0.2639042,-0.321536,-0.3142802,-0.3169047,-0.328667,-0.3791051,-0.3978649,-0.4531022,-0.4932075,-0.4898435,-0.476583
2020-05-29.out.36,1.0,-0.4561385,-0.4537915,-0.4418104,-0.4540878,-0.4644739,-0.488732,-0.5073757,-0.5192787,-0.5259729,-0.5250337,-0.5267188,-0.528198,-0.53497,-0.5410402,-0.543549,-0.5554581,-0.5866849,-0.6102969,-0.6367663,-0.6316356,-0.623185,-0.6143226,-0.6096854,-0.6227395,-0.6205207,-0.6258534,-0.6078173,-0.6051002,-0.612427,-0.5593316,-0.4229802,-0.5587729
