,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95
2020-07-14.out.0,1.0,1.1942059,-1.2414871,0.0841227,1.1960921,-1.241605,0.0808446,1.1945786,-1.2417685,0.0811184,1.1919394,-1.2416719,0.085081,1.1927532,-1.2414909,0.0857808,1.1898858,-1.2414871,0.0891729,1.1923196,-1.2413943,0.0871802,1.1915058,-1.2413722,0.0883363,1.1909506,-1.2412217,0.0903594,1.1939701,-1.240795,0.0907245,1.1919774,-1.2408513,0.0925499,1.1927456,-1.2409554,0.0906865,1.1967842,-1.2410604,0.0850126,1.1958487,-1.240906,0.0875149,1.1971037,-1.2408262,0.0867771,1.1951946,-1.2409562,0.0878191,1.1918785,-1.2410422,0.090907,1.194145,-1.240617,0.0921468,1.1972862,-1.2407379,0.0873704,1.1930042,-1.2408353,0.0914927,1.1930726,-1.2407067,0.0925803,1.1937191,-1.2406368,0.0924662,1.1908898,-1.2406991,0.0952119,1.1948067,-1.2401652,0.0954933,1.1947611,-1.2401386,0.0957976,1.1959476,-1.240207,0.093782,1.1969211,-1.2401287,0.0933561,1.1947535,-1.2404094,0.0933333,1.1947839,-1.2403554,0.0937896,1.1952327,-1.2401462,0.0951663,1.1961301,-1.2401181,0.0943753,1.1956434,-1.2400724,0.0953716
2020-07-14.out.1,1.0,1.1969516,-1.2400291,0.0942308,1.1974535,-1.2399971,0.0939341,1.1947991,-1.2403234,0.0940634,1.1922892,-1.2403926,0.096368,1.1917188,-1.2404048,0.0969308,1.1924489,-1.2403477,0.0965885,1.1924261,-1.240315,0.0969156,1.1940918,-1.2402169,0.095866,1.195362,-1.2399751,0.0965885,1.1976513,-1.239667,0.0967178,1.2005567,-1.2396237,0.0937288,1.201302,-1.2396031,0.0930291,1.2038196,-1.2395834,0.0902758,1.2035305,-1.2395674,0.0907625,1.2015835,-1.239559,0.0931051,1.2007164,-1.2400526,0.0896217,1.2036674,-1.2396693,0.0896673,1.2017812,-1.239629,0.0922381,1.1998798,-1.2396587,0.0941851,1.199066,-1.2396648,0.0950826,1.1966701,-1.2400443,0.0944285,1.1984499,-1.2399013,0.0936451,1.2014466,-1.2398427,0.0906789,1.2005111,-1.2398534,0.0916752,1.2016519,-1.2398252,0.0906028,1.2020398,-1.2398131,0.090253,1.1990051,-1.239931,0.0927324,1.2023288,-1.2398511,0.089576,1.1991876,-1.2398511,0.0932344,1.1990507,-1.2398496,0.0934169,1.2011728,-1.2398663,0.0907778,1.2000319,-1.2398648,0.0921316
2020-07-14.out.2,1.0,1.1949665,-1.2398595,0.0981021,1.1979479,-1.2398739,0.0944818,1.1987161,-1.2398572,0.0937364,1.1999786,-1.2398648,0.0921924,1.200184,-1.2398534,0.0920555,1.1956966,-1.2400686,0.0953412,1.1955977,-1.2399599,0.0964516,1.198313,-1.2400199,0.0927248,1.1963203,-1.2399545,0.0956454,1.1979631,-1.2399264,0.0939798,1.1949893,-1.2398975,0.0977294,1.2012944,-1.2398678,0.0906332,1.1998646,-1.2398275,0.0926716,1.198815,-1.23981,0.0940558,1.1986933,-1.2398161,0.0941395,1.1982978,-1.2397979,0.0947632,1.199142,-1.2397941,0.0938201,1.1982826,-1.2397925,0.0948316,1.2010054,-1.2398009,0.0915764,1.1986096,-1.2398055,0.0943372,1.196153,-1.2397796,0.0974404,1.1946242,-1.2397864,0.0991669,1.1995831,-1.2397857,0.0933789,1.2000167,-1.2397872,0.0928541,1.1989671,-1.240147,0.0908006,1.2054168,-1.2399454,0.0851191,1.2015378,-1.2399272,0.0898042,1.1992561,-1.2399682,0.0920935,1.1939777,-1.2401074,0.0969993,1.1965561,-1.239988,0.0950674,1.1948143,-1.2401432,0.0956911,1.195476,-1.2401721,0.0946415
2020-07-14.out.3,1.0,1.1945938,-1.240169,0.0957063,1.1958411,-1.2401895,0.0940634,1.1952403,-1.2400968,0.095615,1.1981457,-1.2399294,0.093744,1.198853,-1.2398785,0.0933865,1.1978719,-1.2398861,0.0944589,1.2031959,-1.239861,0.0884732,1.2009978,-1.2398534,0.0911124,1.1944112,-1.2404679,0.0931964,1.1979935,-1.2407341,0.0865718,1.19648,-1.2408102,0.0876594,1.195727,-1.2408847,0.0878571,1.1968223,-1.2408505,0.0868912,1.1956434,-1.2408398,0.0883591,1.1957194,-1.24089,0.0878039,1.1996212,-1.2407691,0.0843585,1.1959248,-1.240817,0.0882374,1.1900683,-1.240709,0.096079,1.1915667,-1.2407394,0.0940482,1.1961453,-1.2406892,0.0891425,1.1927532,-1.2406543,0.0934322,1.1909658,-1.2406246,0.0957976,1.1891633,-1.2406702,0.0975012,1.1902965,-1.2405584,0.0971894,1.1931259,-1.2405189,0.0942308,1.1917872,-1.240328,0.0975469,1.189901,-1.2402162,0.1007717,1.1929129,-1.2402489,0.096946,1.1900912,-1.2402177,0.1005435,1.1916884,-1.2398876,0.1016844,1.1928292,-1.2396868,0.1021864,1.1936202,-1.2396168,0.1018898
2020-07-14.out.4,1.0,1.1939625,-1.2395438,0.102156,1.1930574,-1.2394982,0.1036315,1.1934529,-1.2395339,0.1028481,1.1960541,-1.2395005,0.10011,1.1936126,-1.239451,0.1034109,1.1949436,-1.2392472,0.1037151,1.1956738,-1.2391301,0.1039281,1.196693,-1.2390981,0.1030306,1.2002296,-1.2390783,0.0990756,1.2019181,-1.2390304,0.0975393,1.1995375,-1.2390806,0.0998514,1.1970124,-1.2391331,0.1023385,1.1980468,-1.2391894,0.1006044,1.1973394,-1.2391331,0.1019506,1.199682,-1.2390905,0.0996004,1.1997429,-1.2390685,0.0997221,1.1989291,-1.239032,0.1010151,1.1993246,-1.2390213,0.10065,1.1989214,-1.2389932,0.1013726,1.2012868,-1.2389749,0.098779,1.2012716,-1.2389369,0.0991441,1.1999254,-1.2389392,0.1006881,1.199644,-1.2389163,0.1012281,1.1986476,-1.238911,0.102445,1.198351,-1.2388677,0.1031827,1.198891,-1.2388829,0.1024146,1.2002905,-1.2388585,0.1009999,1.198275,-1.2388509,0.1034337,1.1992941,-1.2388289,0.1024374,1.1979555,-1.2388433,0.1038673,1.2003741,-1.2388159,0.1012965,1.1998646,-1.2387939,0.1020875
2020-07-14.out.5,1.0,1.2001156,-1.2387939,0.1017985,1.200184,-1.2387711,0.1019278,1.1984499,-1.2389407,0.102407,1.1990431,-1.2389787,0.1013726,1.1992789,-1.2388966,0.1018365,1.1990507,-1.2388722,0.1023309,1.1992789,-1.2388616,0.1021636,1.1998417,-1.2388639,0.1014791,1.200724,-1.2388213,0.1008402,1.1993322,-1.2388251,0.1024222,1.1958107,-1.2394115,0.1012052,1.1956129,-1.2393286,0.102194,1.1996288,-1.2388289,0.1020419,1.1973547,-1.239051,0.1026884,1.1991648,-1.2389529,0.1014562,1.1955749,-1.2394343,0.1012737,1.1965028,-1.2390913,0.103312,1.1981,-1.2388973,0.1032056,1.198853,-1.2388852,0.1024374,1.1977121,-1.2388973,0.1036695,1.1993854,-1.238892,0.1017529,1.1998646,-1.2388547,0.1015323,1.2001232,-1.238838,0.1013802,1.1994767,-1.2390023,0.10065,1.1989291,-1.2389407,0.1018441,1.1971493,-1.2389932,0.1034489,1.1988606,-1.2390053,0.1013421,1.1973394,-1.2390091,0.1030763,1.1963203,-1.2389605,0.1047191,1.1967006,-1.2388692,0.105107,1.196693,-1.2388768,0.1050462,1.1961073,-1.2389308,0.1052439
2020-07-14.out.6,1.0,1.1970048,-1.2388768,0.1046811,1.1982217,-1.2389567,0.102521,1.1984803,-1.2389316,0.1024526,1.1988454,-1.2388753,0.1025439,1.1987237,-1.2388372,0.1030382,1.1978947,-1.2388045,0.1043008,1.1995755,-1.2387977,0.1023917,1.196807,-1.2387696,0.105898,1.2002601,-1.2387574,0.1019582,1.19918,-1.2388935,0.101981,1.1966701,-1.2390335,0.1036467,1.1968755,-1.2390426,0.1033196,1.1961758,-1.2389726,0.10478,1.197233,-1.2389285,0.1039509,1.1958563,-1.2390023,0.1048864,1.1950729,-1.2390517,0.1053504,1.1961758,-1.238962,0.1048788,1.1985336,-1.2389125,0.1025667,1.1958791,-1.2391141,0.1038368,1.193027,-1.239394,0.1046202,1.1933008,-1.2393438,0.1047647,1.1959704,-1.2390031,0.1047419,1.1969972,-1.2387931,0.1054493,1.1956966,-1.2388623,0.1063467,1.1961377,-1.2388106,0.1063011,1.1963431,-1.2387703,0.1064304,1.1964344,-1.2387802,0.1062327,1.1958715,-1.2387772,0.1069248,1.1956053,-1.2387787,0.1072214,1.19594,-1.2387635,0.1069628,1.196693,-1.238714,0.1065369,1.1970656,-1.2386775,0.1064304
2020-07-14.out.7,1.0,1.1963811,-1.2387505,0.1065673,1.1965865,-1.2386775,0.1069932,1.197309,-1.2386258,0.1066053,1.196693,-1.2385923,0.1076397,1.1975144,-1.2385688,0.1068944,1.1976513,-1.238533,0.1070617,1.195902,-1.238692,0.1076549,1.1965256,-1.2387437,0.1064532,1.1978414,-1.238638,0.1058828,1.1975068,-1.2385885,0.1067194,1.1982065,-1.2385482,0.1062707,1.1977502,-1.2385254,0.107016,1.1976589,-1.2385026,0.1073279,1.1976057,-1.238479,0.1076093,1.1977654,-1.2384562,0.1076245,1.1976209,-1.2384417,0.1079211,1.1972786,-1.2384189,0.1085372,1.196229,-1.238406,0.1098834,1.1958335,-1.2383915,0.1104843,1.1960389,-1.2383794,0.1103474,1.196267,-1.2383588,0.1102713,1.1966549,-1.2383391,0.1099975,1.1989214,-1.2383018,0.1076777,1.1992865,-1.2382554,0.1076701,1.1968679,-1.238228,0.1107581,1.198275,-1.2381717,0.1096172,1.1978566,-1.2382972,0.1089631,1.198275,-1.2381406,0.1099062,1.1977426,-1.2381231,0.1106896,1.1981152,-1.2380653,0.1107885,1.1972938,-1.2382691,0.109891,1.1949817,-1.2384372,0.1110623
2020-07-14.out.8,1.0,1.1962975,-1.2383117,0.1106592,1.2001536,-1.2378949,0.1099367,1.2007468,-1.2379131,0.1090848,1.2008685,-1.2378964,0.1090924,1.2008381,-1.2378842,0.1092369,1.2010739,-1.2378728,0.1090696,1.2011195,-1.2378576,0.1091457,1.2024353,-1.2378485,0.107693,1.202093,-1.2378371,0.1082025,1.2016063,-1.2378523,0.1086285,1.2004882,-1.2383695,0.1052287,1.1984879,-1.2383619,0.1076321,1.1980772,-1.2383474,0.1082482,1.1978338,-1.2383474,0.1085448,1.1977273,-1.2383482,0.1086589,1.196982,-1.2383604,0.1094195,1.1963279,-1.2383946,0.1098758,1.1958259,-1.2383657,0.11072,1.1963735,-1.2383588,0.1101344,1.1974079,-1.2383201,0.1092826,1.1997581,-1.2379344,0.1100507,1.2010511,-1.2377534,0.11018,1.2015759,-1.2377428,0.1096705,1.2020626,-1.237723,0.109275,1.2006099,-1.2377184,0.1110167,1.2000927,-1.2377086,0.1117088,1.2013401,-1.2376964,0.110355,1.2010739,-1.2376873,0.1107581,1.201804,-1.2376736,0.1100203,1.2031426,-1.2376675,0.1085144,1.2018649,-1.2376523,0.1101496,1.2011043,-1.2376462,0.1111003
2020-07-14.out.9,1.0,1.2019333,-1.2376348,0.1102257,1.2007088,-1.2376234,0.1117696,1.2014922,-1.237618,0.110895,1.201226,-1.2376044,0.1113285,1.2005871,-1.2375899,0.1122108,1.2008913,-1.2375762,0.1119826,1.2004122,-1.2376302,0.1120511,1.2026331,-1.2375884,0.1098226,1.2013097,-1.2375777,0.111473,1.2010054,-1.237564,0.1119598,1.2017508,-1.2375511,0.1112068,1.2012108,-1.2375397,0.111937,1.2007088,-1.2375929,0.1120511,1.2015378,-1.2375633,0.1113437,1.2025798,-1.2375465,0.1102713,1.2010511,-1.2375336,0.112188,1.2010511,-1.2375846,0.1117164,1.2021235,-1.2375268,0.1109939,1.2015683,-1.2375427,0.1114958,1.2019257,-1.2375739,0.1107885,1.2016975,-1.2375678,0.1111079,1.2022832,-1.2375427,0.1106516,1.2029069,-1.2375427,0.1099214,1.2045421,-1.2375306,0.1081265,1.203097,-1.2376279,0.1089251,1.2016443,-1.2375808,0.1110547,1.2027015,-1.2375618,0.1099899,1.2037815,-1.2375549,0.1087882,1.2048387,-1.2375542,0.1075637,1.2035838,-1.2375511,0.1090544,1.2055232,-1.2375542,0.1067651,1.2020398,-1.2378036,0.1085676
