,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-06-18.out.0,9.0,-0.8005717,-0.8017134,-0.7945261,-0.8056704,-0.8146804,-0.780364,-0.7501246,-0.7277834,-0.7052505,-0.6931944,-0.7092691,-0.7056163,-0.7286498,-0.742688,-0.7467807,-0.7869866,-0.8057692,-0.797985,-0.8018641,-0.8210072,-0.8147939,-0.817654,-0.8161277,-0.8241742,-0.8239813,-0.8292519,-0.7948748,-0.7239742,-0.631986,-0.4775311,-0.5790239,-0.5842262
2020-06-18.out.1,9.0,-0.5519376,-0.5120803,-0.5871397,-0.6596746,-0.6654837,-0.6885849,-0.6891487,-0.7021697,-0.7184546,-0.7338813,-0.7402438,-0.7379257,-0.7369557,-0.7471921,-0.7648621,-0.7671392,-0.769115,-0.7720901,-0.7782234,-0.7835062,-0.785747,-0.7568768,-0.7448023,-0.7574042,-0.7778205,-0.783835,-0.7887609,-0.7944435,-0.7997071,-0.7983159,-0.7997004,-0.7974173
2020-06-18.out.2,9.0,-0.7977625,-0.7972484,-0.7967252,-0.7955107,-0.7953819,-0.7966267,-0.7969856,-0.7984122,-0.7975283,-0.7924381,-0.7982622,-0.7906299,-0.7783145,-0.7585097,-0.755507,-0.7507852,-0.7569765,-0.7621398,-0.7581651,-0.7597259,-0.7552472,-0.752876,-0.7658896,-0.7494217,-0.747982,-0.7444113,-0.7258408,-0.7214146,-0.7094418,-0.7030465,-0.704962,-0.7274993
2020-06-18.out.3,9.0,-0.7209218,-0.7150368,-0.7206891,-0.71545,-0.702991,-0.6999398,-0.6927031,-0.7013885,-0.7065711,-0.7102113,-0.7067137,-0.7095881,-0.710742,-0.7058455,-0.7062842,-0.7080768,-0.7101393,-0.712862,-0.7082051,-0.6966365,-0.7075686,-0.703347,-0.6833817,-0.6758972,-0.6816078,-0.676739,-0.6795127,-0.685602,-0.6835166,-0.6843628,-0.6820025,-0.6842423
2020-06-18.out.4,9.0,-0.6848577,-0.6926278,-0.6939531,-0.6903408,-0.6861729,-0.6799764,-0.6809891,-0.6888638,-0.6878315,-0.6866045,-0.6885648,-0.6897162,-0.6901608,-0.6908356,-0.6929588,-0.6907029,-0.6919113,-0.6910339,-0.6918482,-0.6924256,-0.6893183,-0.6894504,-0.6898576,-0.6915989,-0.6914285,-0.6886583,-0.6897532,-0.6985308,-0.6942902,-0.6922772,-0.6941157,-0.6947848
2020-06-18.out.5,9.0,-0.6923744,-0.6931823,-0.6944727,-0.6930062,-0.691908,-0.6889264,-0.689759,-0.6882597,-0.6851426,-0.6806619,-0.6775475,-0.6821923,-0.6826146,-0.6753228,-0.6763296,-0.67443,-0.6658598,-0.6665764,-0.6648214,-0.6693431,-0.6717477,-0.6742115,-0.6793676,-0.6775093,-0.6644338,-0.6701134,-0.6578105,-0.6592203,-0.6603474,-0.6684209,-0.668955,-0.670817
2020-06-18.out.6,9.0,-0.6726337,-0.6706843,-0.6677116,-0.6670836,-0.6688669,-0.670735,-0.6683938,-0.6648056,-0.6690844,-0.6687722,-0.6719587,-0.6688669,-0.6681476,-0.6706803,-0.6663083,-0.6725872,-0.6714003,-0.6620253,-0.6624292,-0.6613624,-0.6573776,-0.6582134,-0.6532364,-0.6489614,-0.6526438,-0.6524067,-0.6556852,-0.655824,-0.6529145,-0.6560952,-0.6602065,-0.6534347
2020-06-18.out.7,9.0,-0.6525926,-0.6498563,-0.647316,-0.6464231,-0.6473448,-0.6466473,-0.6470957,-0.6448422,-0.6438416,-0.6436801,-0.644494,-0.6433045,-0.6393917,-0.6388839,-0.6366519,-0.6383842,-0.6390884,-0.6360124,-0.6406411,-0.6362956,-0.6372896,-0.6360934,-0.6331806,-0.633664,-0.6324204,-0.6314895,-0.6372891,-0.6345215,-0.6334009,-0.6331898,-0.6344775,-0.6384689
2020-06-18.out.8,9.0,-0.6377528,-0.6372727,-0.6379764,-0.6371749,-0.6344578,-0.6335519,-0.6282247,-0.6254407,-0.6274792,-0.6324562,-0.6261508,-0.6190633,-0.6250465,-0.6247246,-0.6217422,-0.6206686,-0.6253764,-0.6251674,-0.6188188,-0.6203048,-0.6223569,-0.6243417,-0.6265162,-0.6299559,-0.6259355,-0.625582,-0.6194756,-0.6189357,-0.6240258,-0.6278537,-0.6248872,-0.6238904
2020-06-18.out.9,9.0,-0.6252154,-0.623508,-0.6215582,-0.6203237,-0.6185375,-0.6164167,-0.6166849,-0.6216967,-0.6191878,-0.6183043,-0.6180297,-0.6136968,-0.6264749,-0.6302489,-0.6291888,-0.6257238,-0.6248653,-0.623748,-0.6239842,-0.623751,-0.6164419,-0.6154983,-0.6147724,-0.6146175,-0.6114172,-0.60982,-0.6159044,-0.620733,-0.619439,-0.6126163,-0.6138534,-0.6120511
2020-06-18.out.10,9.0,-0.6114698,-0.6135053,-0.6181603,-0.6184449,-0.622175,-0.6204551,-0.6167599,-0.6129441,-0.6100566,-0.6121641,-0.6139059,-0.6170199,-0.6154943,-0.6159071,-0.6158597,-0.6134768,-0.6133693,-0.612852,-0.6133349,-0.6095737,-0.6079451,-0.6092229,-0.6098826,-0.6138276,-0.614421,-0.6154591,-0.6180941,-0.6147995,-0.6163393,-0.6129744,-0.6118358,-0.6126971
2020-06-18.out.11,9.0,-0.6131457,-0.6132812,-0.616472,-0.6126628,-0.6150995,-0.6167177,-0.6143821,-0.6172543,-0.6160049,-0.6140353,-0.6137665,-0.6144668,-0.6121702,-0.6080356,-0.5998298,-0.5946696,-0.5928672,-0.5882812,-0.5860432,-0.5805759,-0.5755571,-0.5823939,-0.5845405,-0.5879199,-0.5911742,-0.5972997,-0.6005973,-0.5965106,-0.5902992,-0.5899711,-0.5920098,-0.5966303
2020-06-18.out.12,9.0,-0.5950907,-0.5908963,-0.5983977,-0.5920861,-0.5892615,-0.5900219,-0.5938502,-0.5914929,-0.5890751,-0.5874273,-0.5923543,-0.5916757,-0.5957407,-0.5981171,-0.5950238,-0.5825126,-0.5792141,-0.5838561,-0.586571,-0.58678,-0.5944364,-0.5945285,-0.5970309,-0.6031884,-0.598552,-0.5938116,-0.591334,-0.5917222,-0.5902263,-0.5877675,-0.591817,-0.5915901
2020-06-18.out.13,9.0,-0.5946454,-0.5910121,-0.5964377,-0.5927983,-0.5781883,-0.5774997,-0.5724396,-0.5639207,-0.5749208,-0.5796515,-0.5772838,-0.5697213,-0.5686511,-0.5712489,-0.5718076,-0.5676225,-0.5643368,-0.5613183,-0.5495187,-0.5534991,-0.5519772,-0.5553484,-0.5585078,-0.5604839,-0.5573456,-0.5567647,-0.563751,-0.569262,-0.5600641,-0.5562981,-0.5475922,-0.546285
2020-06-18.out.14,9.0,-0.5518103,-0.5519392,-0.550481,-0.5521002,-0.547993,-0.5501905,-0.537111,-0.5374581,-0.5307657,-0.5308572,-0.5373793,-0.5341943,-0.5394473,-0.5354824,-0.5221407,-0.5320979,-0.525701,-0.5229831,-0.5268948,-0.533947,-0.5312863,-0.5350082,-0.5378079,-0.5295208,-0.5307583,-0.532624,-0.5333753,-0.5268277,-0.5238444,-0.5275473,-0.5429654,-0.5366612
2020-06-18.out.15,9.0,-0.5339236,-0.5329254,-0.531089,-0.5287272,-0.5334661,-0.5370306,-0.5395337,-0.5388071,-0.5335509,-0.5306811,-0.5285651,-0.5225984,-0.5245218,-0.5165434,-0.514251,-0.5170797,-0.5222251,-0.5257355,-0.5259378,-0.5295376,-0.5291014,-0.5375013,-0.5427828,-0.5421076,-0.5399958,-0.5269012,-0.5118862,-0.5072889,-0.5041788,-0.4947351,-0.5047685,-0.5039916
2020-06-18.out.16,9.0,-0.5034173,-0.5047338,-0.5071333,-0.5023754,-0.5082317,-0.5120391,-0.5220532,-0.5300754,-0.530454,-0.5145496,-0.4933048,-0.4961779,-0.5019526,-0.5031268,-0.5008881,-0.4957917,-0.4916556,-0.4930102,-0.4863859,-0.4840613,-0.4871237,-0.4909659,-0.4990423,-0.5075951,-0.5104462,-0.5061214,-0.4984652,-0.5075294,-0.4960626,-0.4868969,-0.4963212,-0.49252
2020-06-18.out.17,9.0,-0.493224,-0.4933721,-0.5091987,-0.4994117,-0.4833975,-0.4788064,-0.4770726,-0.4684554,-0.4621968,-0.454766,-0.4583849,-0.4575638,-0.4581256,-0.4549667,-0.4556805,-0.4594316,-0.457692,-0.4555826,-0.4551565,-0.4524942,-0.4515715,-0.4519754,-0.4493956,-0.4538164,-0.4515014,-0.4480278,-0.4478826,-0.4496165,-0.4569016,-0.4513154,-0.4486186,-0.4516021
