,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-06-25.out.0,0.0,-0.5353096,-0.4747922,-0.4793532,-0.5360636,-0.5399068,-0.5292838,-0.4996193,-0.4985593,-0.4714663,-0.4597179,-0.4515023,-0.4495974,-0.4525343,-0.4611368,-0.4920805,-0.4916712,-0.5008459,-0.4853173,-0.4656515,-0.4620468,-0.4792548,-0.4800089,-0.4783615,-0.4994606,-0.5291364,-0.5524454,-0.5605468,-0.5605027,-0.5505111,-0.5424754,-0.5610637,-0.5721076
2020-06-25.out.1,0.0,-0.567932,-0.5565683,-0.5474957,-0.5615504,-0.5678265,-0.5889731,-0.5502096,-0.5412011,-0.5154428,-0.505998,-0.4919373,-0.5122953,-0.5229159,-0.5191583,-0.5582725,-0.5381765,-0.5454328,-0.5430729,-0.5287015,-0.5857181,-0.6483763,-0.627351,-0.5894965,-0.670546,-0.6524114,-0.6292981,-0.5757319,-0.7036132,-0.6259499,-0.5618783,-0.5716882,-0.6643203
2020-06-25.out.2,0.0,-0.6818663,-0.5882868,-0.6040972,-0.7493446,-0.7487503,-0.7670567,-0.7721747,-0.8019118,-0.811441,-0.7786406,-0.7220103,-0.7710442,-0.8123597,-0.786334,-0.7645883,-0.7861583,-0.7837822,-0.6772276,-0.6486697,-0.6517499,-0.6802316,-0.7904802,-0.8409176,-0.8662144,-0.9010422,-0.7416121,-0.7362379,-0.8314917,-0.697399,-0.6262327,-0.6787824,-0.7150981
2020-06-25.out.3,0.0,-0.6194764,-0.5934557,-0.5869491,-0.6071201,-0.6157129,-0.6851317,-0.6267891,-0.6402445,-0.6527259,-0.5774884,-0.6282353,-0.6085985,-0.5256105,-0.6214506,-0.7060826,-0.7202574,-0.6834027,-0.5506963,-0.5123844,-0.407296,-0.3685013,-0.4332906,-0.4661919,-0.4649024,-0.4199409,-0.2936827,-0.3929834,-0.3182633,-0.3546862,-0.3633898,-0.3562589,-0.355313
2020-06-25.out.4,0.0,-0.2996546,-0.1703751,-0.1388027,-0.1030462,-0.0511362,-0.0546912,-0.066373,-0.0751511,-0.0623817,-0.0675339,-0.0722783,-0.0813318,-0.0855469,-0.0579824,0.0043372,0.0365387,0.0503727,0.1204175,0.16602,0.1922588,0.2147404,0.1953329,0.1931882,0.2222973,0.2009821,0.2733451,0.2076871,0.2083346,0.264531,0.2445155,0.2401685,0.2314687
2020-06-25.out.5,0.0,0.2156045,0.1830781,0.1566321,0.1395909,0.1841768,0.2190255,0.2243278,0.1957285,0.1747257,0.1706233,0.1563204,0.1294821,0.2021958,0.2200618,0.2796252,0.2989404,0.3318541,0.3110371,0.2843812,0.2774314,0.2629805,0.2396116,0.1922648,0.1786025,0.1249479,0.0786289,0.0747604,0.1105323,0.1394765,0.1264673,0.2324979,0.2348986
2020-06-25.out.6,0.0,0.2295323,0.1339763,0.0410654,0.1007256,0.167664,0.4408143,0.487934,0.5755985,0.5838927,0.6173714,0.6197276,0.6155243,0.5867973,0.5337725,0.5051445,0.4026667,0.3504159,0.3507595,0.3024525,0.2490051,0.1924921,0.1997638,0.2469186,0.238647,0.3463457,0.4388949,0.5163618,0.5740089,0.575404,0.6258883,0.6663189,0.6518812
2020-06-25.out.7,0.0,0.6515994,0.6560191,0.6631931,0.6264723,0.6036947,0.6064455,0.6201027,0.6143846,0.5769842,0.5556746,0.5234334,0.4785953,0.4074195,0.3987227,0.3513573,0.2948139,0.2653425,0.2900156,0.3692802,0.3789585,0.3704986,0.3361435,0.3384039,0.3678128,0.3791865,0.4033106,0.4291329,0.4252776,0.3985402,0.3601838,0.3344867,0.2841545
2020-06-25.out.8,0.0,0.2048898,0.1872169,0.2128573,0.2750458,0.3382733,0.4505748,0.5806802,0.6252742,0.6694059,0.6621364,0.6809214,0.6673164,0.6872031,0.681099,0.686411,0.6504358,0.633057,0.6057512,0.588869,0.5474099,0.4996619,0.4902953,0.4482792,0.3713295,0.3449,0.3724021,0.3349102,0.2926074,0.3035985,0.3360084,0.3329576,0.3849618
2020-06-25.out.9,0.0,0.4097809,0.3987667,0.4025303,0.4309498,0.4528152,0.5089022,0.5103205,0.5104235,0.4646453,0.4704663,0.4379587,0.4275931,0.4146918,0.3398067,0.345711,0.3290023,0.2756517,0.2655086,0.2521993,0.2302686,0.2335354,0.2960673,0.2822264,0.3218211,0.4196049,0.4377941,0.5013572,0.4650017,0.4992802,0.5135782,0.5476395,0.5460918
2020-06-25.out.10,0.0,0.5618276,0.6058749,0.635046,0.6563668,0.6582337,0.6960942,0.7306089,0.7454837,0.7294946,0.6945788,0.6723151,0.6647116,0.627627,0.5326555,0.5070808,0.5289747,0.5476705,0.5297739,0.549874,0.5375311,0.5791779,0.6148958,0.6153495,0.6268893,0.6844526,0.7039621,0.726125,0.7122117,0.6580864,0.6378354,0.6147964,0.6207662
2020-06-25.out.11,0.0,0.6554236,0.6152628,0.6087161,0.6254006,0.65001,0.6296622,0.6141559,0.6198028,0.6278991,0.6247433,0.6114577,0.588671,0.5816313,0.5921555,0.592865,0.586776,0.5805539,0.5788434,0.5784604,0.5559705,0.5484384,0.5533529,0.561864,0.5593711,0.5876775,0.5960544,0.6074656,0.6126323,0.6461804,0.6605492,0.6737623,0.6774129
2020-06-25.out.12,0.0,0.6735159,0.6734465,0.66746,0.668855,0.670963,0.6644873,0.6352121,0.5932966,0.6139319,0.6199057,0.6169663,0.6061695,0.5997651,0.5965734,0.4509428,0.4656235,0.4789918,0.4907075,0.4969891,0.5020887,0.5458588,0.528532,0.5490916,0.5426473,0.5422566,0.5435824,0.5504918,0.5504039,0.5473621,0.543723,0.550787,0.5512257
2020-06-25.out.13,0.0,0.5541761,0.561677,0.5604167,0.5697345,0.5630947,0.5535246,0.5363206,0.542718,0.5464791,0.5448659,0.5453253,0.5320803,0.5355816,0.5347617,0.5297235,0.5110846,0.5020973,0.4913767,0.4913751,0.4599188,0.4783548,0.486414,0.4644584,0.4319787,0.4672113,0.4369345,0.4027239,0.3991237,0.3735359,0.3640132,0.3524004,0.322148
2020-06-25.out.14,0.0,0.306976,0.3091758,0.3262618,0.3401361,0.3460931,0.3505184,0.3696329,0.3782479,0.3745756,0.3831172,0.3910063,0.4167935,0.4177,0.4110198,0.4212468,0.4269659,0.4120682,0.410184,0.4134163,0.4056932,0.3835554,0.3949954,0.3868556,0.3605712,0.3864836,0.4121369,0.4222259,0.4174197,0.4246146,0.4310699,0.4306927,0.4489048
2020-06-25.out.15,0.0,0.4548527,0.4745246,0.4714944,0.4721168,0.4783305,0.4781812,0.4800091,0.4748384,0.4768683,0.4810605,0.4862272,0.4809005,0.4784715,0.3744462,0.3269958,0.3413887,0.3491581,0.3622524,0.3149939,0.3044585,0.3198338,0.2734442,0.2528702,0.291839,0.2288515,0.2375075,0.2629793,0.2356992,0.2179558,0.1581391,0.1348903,0.1061457
2020-06-25.out.16,0.0,0.0452018,0.036157,0.0881208,0.1565401,0.1830632,0.193443,0.2018778,0.2157044,0.2128122,0.2138638,0.2011465,0.1916795,0.1932743,0.1901426,0.1760572,0.166271,0.174752,0.1689599,0.1517674,0.1427895,0.100803,0.1283505,0.1369795,0.1430574,0.1305,0.1222147,0.1242781,0.1241044,0.128388,0.1287292,0.0988418,0.0976822
2020-06-25.out.17,0.0,0.0796277,0.0961326,0.1199717,0.1302753,0.1462255,0.1567814,0.1650552,0.1683117,0.1724216,0.1752522,0.1913032,0.2007573,0.2086914,0.2203878,0.2282473,0.2349843,0.2289064,0.226843,0.235888,0.2458931,0.2523687,0.2562508,0.2555027,0.2571362,0.2512358,0.2572117,0.2568217,0.2427813,0.2116591,0.2155746,0.2321583,0.2425497
