,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-01-07.out.0,7.0,3.0743699,3.0427434,3.0441182,3.0441182,3.0439687,3.0439687,3.047603,3.047603,3.0473261,3.0468042,3.0425843,3.0400479,3.0378742,3.037171,3.0357324,3.033963,3.0292116,3.0215068,3.0171596,3.0132801,3.0147187,3.0139198,3.0156671,3.0186617,3.0202816,3.0224234,3.0214751,3.0224234,3.0221466,3.0240751,3.0253003,3.0232541
2020-01-07.out.1,7.0,3.0239573,3.022573,3.0164881,3.0124177,3.0095726,3.0089329,3.0075581,3.0051394,3.0062055,2.997511,2.9936315,2.9944303,2.9988953,3.0007603,3.0017405,3.0051394,3.0076758,3.0095726,3.0112242,3.0096903,2.9903503,2.9788837,2.9721273,2.970902,2.9654886,2.9623665,2.9577423,2.953309,2.9539806,2.9532773,2.938402,2.9278519
2020-01-07.out.2,7.0,2.9260825,2.9331477,2.9372181,2.9350445,2.9316455,2.9344907,2.9335423,2.9269035,2.9224384,2.9193481,2.9187626,2.9164711,2.9174195,2.9128271,2.9105356,2.9053894,2.8852277,2.8686145,2.8614315,2.8623799,2.8676757,2.8737608,2.8791426,2.8811668,2.8845562,2.8838847,2.8807626,2.8772458,2.8756259,2.8715871,2.872386,2.8722587
2020-01-07.out.3,7.0,2.8726533,2.8686145,2.8328324,2.8232496,2.8279917,2.8288128,2.8307096,2.8301559,2.8308274,2.8361233,2.8347802,2.8330011,2.8285359,2.8201179,2.81268,2.8044528,2.8012129,2.8012129,2.7969927,2.7969927,2.8010633,2.8068717,2.8078201,2.8097169,2.8125305,2.8112192,2.8132338,2.8099938,2.8068717,2.8059232,2.8056464,2.8037495
2020-01-07.out.4,7.0,2.8007864,3.6345603,3.7997677,2.7996789,2.7961938,2.7944147,2.7898635,2.7905033,2.7908979,2.788479,2.7829158,2.7814454,2.7807738,2.7814454,2.7835873,2.7849304,2.7852391,2.789001,2.7869864,2.7883295,2.7883295,2.7929125,2.7895548,2.7925179,2.7883295,2.7944147,2.7935937,2.7962798,2.7963116,2.7949367,2.794383,2.787136
2020-01-07.out.5,7.0,2.7865822,2.7859106,2.787136,2.7817222,2.7798254,2.7814136,2.7817222,2.7849304,2.7852391,2.7835873,2.785602,2.7849304,2.785602,2.7849304,2.7837369,2.7827884,2.7721965,2.7623493,2.7591093,2.7588324,2.76156,2.7639693,2.7696695,2.7783232,2.7761176,2.7686797,2.763702,2.7576389,2.7577662,2.7656306,2.766665,2.7657166
2020-01-07.out.6,7.0,2.7629031,2.7566586,2.7553156,2.7573398,2.760026,2.7629031,2.7668146,2.7673366,2.7659935,2.7585555,2.7491889,2.7390647,2.7354205,2.7344816,2.7332563,2.7235171,2.7176769,2.7168558,2.7151084,2.7170371,2.7170371,2.7273205,2.7327342,2.7310825,2.725936,2.7111873,2.7021388,2.7021388,2.7037588,2.7041534,2.7071579,2.7081924
2020-01-07.out.7,7.0,2.7105157,2.7129664,2.7156622,2.7179855,2.7030776,2.6962889,2.694828,2.7006683,2.6996881,2.7017027,2.7017345,2.7006365,2.7009134,2.6979089,2.677864,2.6671858,2.694608,2.6707442,2.6746558,2.6692419,2.6700726,2.6678988,2.6731949,2.6819761,2.6893729,2.683437,2.6732713,2.6742611,2.6732809,2.6742611,2.670063,2.6599068
2020-01-07.out.8,7.0,2.6580099,2.6584459,2.6570615,2.6590857,2.6634334,2.6699135,2.6767118,2.6862824,2.688211,2.6897133,2.6667816,2.6599068,2.6635829,2.668879,2.6783318,2.6839908,2.6848119,2.6822434,2.6615269,2.6606198,2.6589584,2.6480033,2.6419178,2.6334994,2.6170443,2.6083489,2.6066111,2.6070057,2.6034888,2.6003664,2.5803211,2.5651771
2020-01-07.out.9,7.0,2.5570672,2.5546578,2.5601578,2.5576211,2.5597631,2.5657309,2.5733188,2.5665203,2.5639835,2.5658487,2.5686082,2.5705911,2.5666794,2.569248,2.574385,2.5771987,2.5776348,2.58112,2.595901,2.6022952,2.6055035,2.6101281,2.6130595,2.6149564,2.6136451,2.6134955,2.6089027,2.5893698,2.5584964,2.5320023,2.5141719,2.5065839
