,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-12-08.out.0,3.0,0.1133204,0.0640885,0.1181828,0.1187906,0.1163594,0.1193984,0.1151438,0.1151438,0.1151438,0.1127126,0.108458,0.1017721,0.0969097,0.0963019,0.0938707,0.0902239,0.0938707,0.0969097,0.0969097,0.0987331,0.0944785,0.0987331,0.0920473,0.0920473,0.0987331,-0.5260864,-1.7258857,0.1193984,0.120614,0.117575,0.1157516,0.114536
2020-12-08.out.1,3.0,0.1181828,0.1187906,0.1169672,0.1163594,0.117575,0.117575,0.1200062,0.1272998,0.1321622,0.1333778,0.129731,0.1291232,0.1333778,0.1272998,0.1224374,0.120614,0.114536,0.1096736,0.1078501,0.0713821,-0.3242964,-3.6489683,-3.264838,0.0999487,0.1023799,0.0987331,0.0914395,0.0914395,0.0865771,0.0908317,0.0950863,0.0993409
2020-12-08.out.2,3.0,0.0963019,0.0908317,0.0902239,0.0932629,0.0884005,0.1139282,0.1090658,0.1139282,0.0877927,0.0804991,0.0738133,0.0695587,0.0659119,0.0628729,0.0604417,0.0519325,0.0561871,0.0525403,0.04707,0.0513246,0.0561871,0.0549715,0.0531481,0.0549715,0.0640885,0.0738133,0.0804991,0.0811069,0.0890083,0.0865771,0.0859693,0.0835381
2020-12-08.out.3,3.0,0.0847537,0.0932629,0.0944785,0.0908317,-5.1672553,-5.5987941,-3.5663073,-5.6413402,-5.7325103,-1.2280966,-0.4653063,-1.3733611,-5.3350084,-2.6351561,0.1108892,0.108458,0.1066345,0.1108892,0.1090658,0.1078501,0.1157516,0.123653,0.1163594,0.1151438,0.1169672,0.1139282,0.1072423,0.0963019,0.0944785,0.0975175,0.0944785,0.0944785
2020-12-08.out.4,3.0,0.0914395,0.0896161,0.0871849,0.0853615,0.0786757,0.0738133,0.0835381,0.0896161,0.0938707,0.0999487,0.1035955,0.1072423,0.1096736,0.1090658,0.114536,0.1163594,0.1193984,0.1224374,0.1212218,0.123653,0.1224374,0.1242608,0.1169672,0.1151438,0.1121048,0.1133204,0.108458,0.1048111,0.0920473,0.0926551,0.0932629,0.0908317
2020-12-08.out.5,3.0,0.0884005,0.0871849,0.0792835,0.0786757,0.0756367,0.0780679,0.0756367,0.0756367,0.0689509,-5.3635751,-1.6778694,-5.7148841,-3.3979464,0.0792835,0.0780679,0.0756367,0.0713821,0.0701665,0.0707743,0.0744211,-0.0495703,-1.7915282,-1.8766203,-1.9933181,-1.7137297,-1.7313559,-1.7362183,-1.7501977,-3.1134955,-5.6668678,-5.7446663,-0.8214777
2020-12-08.out.6,3.0,-0.8233011,-0.7953422,-0.7995968,-0.8050671,-0.798989,-0.8062827,-0.8178309,-0.7850096,-5.3380474,-5.7191387,-5.7367649,-1.6359311,-4.9454079,-2.9323708,-2.8448474,-0.4884027,-0.4586204,-0.4470722,-0.4999509,-0.5139303,-0.5291254,-0.53338,-0.3692737,-4.3692125,0.0209346,0.0877927,0.0847537,0.0841459,0.0841459,0.0811069,0.0829303,0.0817147
2020-12-08.out.7,3.0,0.0871849,0.0890083,0.0914395,0.0896161,0.0932629,0.0896161,0.0914395,0.0932629,0.0969097,0.0944785,0.0914395,0.0920473,0.0908317,-5.4006509,-5.6553196,-0.5370268,-0.5747105,-0.5820041,-0.6841146,-0.6974863,-0.6354906,-0.640353,-0.6610182,-0.3929779,-0.3899389,-0.3814297,-0.631236,-0.6993097,-0.6573714,-0.673782,-5.534975,-5.2991482
2020-12-08.out.8,3.0,-3.3924762,-3.2222919,0.1181828,0.1193984,0.1151438,0.1102814,0.1133204,0.1127126,0.1096736,0.1127126,0.1157516,0.120614,0.1291232,0.1394558,0.1400636,0.1400636,0.1376324,0.135809,0.1431026,0.1352012,0.1272998,0.123653,0.1260842,-0.3188262,0.13277,0.1394558,0.1352012,0.1412792,0.1437104,0.1406714,0.1400636,0.1364168
2020-12-08.out.9,3.0,0.1394558,0.1364168,0.135809,0.1364168,0.1345934,0.129731,0.1291232,0.126692,-4.1741084,-3.4690591,-5.5526012,-0.4397786,-1.8826984,-1.9878479,-0.8865124,-0.9108244,-1.0828321,-1.1594151,-1.4718248,-1.5636028,-1.6286375,-1.6930644,-0.3893311,-0.3966247,-0.4391708,-0.4695609,-0.4841481,-1.1083598,-0.8384961,-1.0579123,-0.3236886,-0.3601567
2020-12-08.out.10,3.0,-0.5175772,-2.1306812,-4.7843407,-5.5507778,-5.5629338,-2.3738016,0.1364168,0.1376324,0.1455338,0.1558664,0.160121,0.160121,0.154043,0.1528274,0.1503962,0.1431026,0.1424948,0.1406714,0.1394558,0.1376324,0.141887,0.1382402,0.1437104,0.1473572,0.1461416,0.141887,0.1394558,0.138848,0.1424948,0.1431026,0.1437104,0.1437104
2020-12-08.out.11,3.0,0.1431026,0.1437104,0.1491806,0.1443182,0.1467494,0.1485728,0.1461416,0.144926,0.1503962,0.0008772,-5.3903183,-0.5321644,-0.5759261,-0.5187928,-0.5400658,-0.4853637,-0.4847559,-0.4604439,-1.0293457,-1.2201952,-1.321698,-1.4043589,-1.4365724,-1.4584532,-1.2688193,-4.2342807,-1.4383958,-1.31562,-5.2845609,-4.3290977,-0.5582998,0.1710615
2020-12-08.out.12,3.0,0.1722771,0.1698459,0.1674147,0.1716693,0.1747083,0.1820019,0.1759239,0.1759239,0.1765317,0.1741005,0.1728849,0.1765317,0.1777473,0.1716693,0.1753161,0.1728849,0.1686303,0.1722771,0.1783551,0.1789629,0.1795707,0.1850409,0.1886877,0.1905111,0.1935501,0.2002359,0.2099607,0.2069217,0.2014515,0.2026671,0.2032749,0.1990203
2020-12-08.out.13,3.0,0.2026671,0.2069217,0.2050983,0.2050983,0.2063139,0.2172543,0.2215089,0.2233324,0.2227246,0.2221168,0.224548,0.2239402,0.2227246,0.2209011,0.2202933,0.2172543,0.2129997,0.2099607,0.2093529,0.2136075,0.2142153,0.2148231,0.2202933,0.2184699,0.2136075,0.2069217,0.1971969,0.1905111,0.1862565,0.1947657,0.1984125,0.1959813
2020-12-08.out.14,3.0,0.2020593,0.2044905,0.2081373,0.2069217,0.2081373,0.2142153,0.2312338,0.2269792,0.2281948,0.2221168,0.2142153,0.2154309,0.2057061,0.2063139,0.2069217,0.1947657,0.1959813,0.1935501,0.2014515,0.2063139,0.2160387,0.2075295,0.2075295,0.2057061,0.2032749,0.2063139,0.224548,0.230626,0.2281948,0.2190777,0.2202933,0.2148231
2020-12-08.out.15,3.0,0.2093529,0.2050983,0.2093529,0.2117841,0.2087451,0.2063139,0.2160387,0.2154309,0.2081373,0.2057061,0.2038827,0.2026671,0.1990203,0.2020593,0.1965891,0.1978047,0.1965891,0.1953735,0.1978047,0.1935501,0.1935501,0.2020593,0.1996281,0.1978047,0.1996281,0.2008437,0.2014515,0.1953735,0.1935501,0.1941579,0.1959813,0.1971969
2020-12-08.out.16,3.0,0.1953735,0.1862565,0.1734927,0.1777473,0.1777473,0.1801785,0.1862565,0.1899033,0.1868643,0.1899033,0.1965891,0.1959813,0.1953735,0.2020593,0.2020593,0.2087451,0.2111763,0.2093529,0.2069217,0.2032749,0.2032749,0.2044905,0.2063139,0.2014515,0.2026671,0.2044905,0.2038827,0.2057061,0.2075295,0.2075295,0.2075295,0.2038827
2020-12-08.out.17,3.0,0.2050983,0.2032749,0.2008437,0.1971969,0.1959813,0.1965891,0.1892955,0.1899033,0.1935501,0.2063139,0.2050983,0.1947657,0.1868643,0.1856487,0.1899033,0.1886877,0.1820019,0.1771395,0.1850409,0.1801785,0.1747083,0.1661991,0.1582976,0.1607288,0.1607288,0.1625522,0.16316,0.1607288,0.1576898,0.1534352,0.1485728,0.154043
2020-12-08.out.18,3.0,0.1528274,0.1522196,0.1516118,0.1552586,0.1552586,0.1546508,0.1534352,0.1576898,0.1637678,0.16316,0.1643756,0.16316,0.160121,0.1558664,0.1522196,0.1528274,0.1497884,0.1431026,0.1424948,0.1443182,0.1491806,0.1528274,0.154043,0.1497884,0.151004,0.1455338,0.147965,0.1473572,0.144926,0.1461416,-5.1854894,-5.421924
2020-12-08.out.19,3.0,-3.2028423,0.1710615,0.1680225,0.1692381,0.1680225,0.1674147,0.1686303,0.1668069,0.1661991,0.1625522,0.1619444,0.1613366,0.1686303,0.1680225,0.1722771,0.1734927,0.1734927,0.1692381,0.1692381,0.1704537,0.1698459,0.1698459,0.1704537,0.1692381,0.1710615,0.1728849,0.1734927,0.1753161,0.1734927,0.1741005,0.1759239,-5.5009381
2020-12-08.out.20,3.0,-2.1118394,-0.1419561,-0.4592282,-0.295122,-0.3747439,-0.3729205,-0.444641,-3.6775349,-5.3581049,-2.5792384,-2.696544,0.2227246,0.2294104,0.2391352,0.2403508,0.2324494,0.2300182,0.2330572,0.2391352,0.257977,0.2482522,0.245821,0.2433898,0.2403508,0.2373118,0.2342728,0.2379196,0.2464288,0.2500756,0.2500756,0.24886,0.2476444
