,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95
2020-03-23.out.0,0.0,1.3581748,-1.0293211,-0.3309544,1.358068,-1.0293254,-0.3308832,1.3582532,-1.0293268,-0.3310826,1.3581178,-1.0293354,-0.3310256,1.3580751,-1.0293354,-0.3309829,1.3580822,-1.0293347,-0.3309829,1.3580537,-1.0293325,-0.3309259,1.3580893,-1.029329,-0.330933,1.3580537,-1.0293325,-0.330933,1.3580608,-1.0293333,-0.3309544,1.3580822,-1.0293311,-0.3309473,1.3580181,-1.0293347,-0.3309188,1.3580537,-1.0293325,-0.330933,1.3580039,-1.0293325,-0.3308832,1.3579611,-1.0293276,-0.3307977,1.3580395,-1.0293254,-0.3308547,1.3580466,-1.0293254,-0.3308689,1.3580395,-1.0293268,-0.3308689,1.3580324,-1.029329,-0.3308832,1.3580324,-1.029329,-0.3308761,1.3580466,-1.0293333,-0.3309402,1.3580324,-1.0293325,-0.3309117,1.3580466,-1.0293347,-0.3309473,1.3580252,-1.0293325,-0.3308974,1.3579754,-1.0293354,-0.3308832,1.358011,-1.0293354,-0.3309188,1.3579967,-1.0293375,-0.3309259,1.3579967,-1.0293268,-0.3308262,1.3579398,-1.0293347,-0.3308476,1.3579967,-1.0293325,-0.3308832,1.3578543,-1.0293325,-0.3307336,1.3579469,-1.029329,-0.3307977
2020-03-23.out.1,0.0,1.3579611,-1.029314,-0.3306624,1.3579682,-1.0293162,-0.330698,1.3579825,-1.0293083,-0.3306339,1.3580537,-1.0293062,-0.3306837,1.3581036,-1.029309,-0.3307692,1.358068,-1.029319,-0.3308191,1.3580252,-1.0293226,-0.3308048,1.3580324,-1.0293276,-0.3308689,1.3580181,-1.0293254,-0.3308333,1.3579967,-1.0293276,-0.3308333,1.358011,-1.0293268,-0.3308404,1.3580395,-1.0293311,-0.3309117,1.358011,-1.0293311,-0.3308761,1.3579896,-1.0293297,-0.3308404,1.3580039,-1.0293297,-0.3308618,1.3579896,-1.0293276,-0.3308262,1.358011,-1.0293276,-0.3308404,1.3579896,-1.0293268,-0.3308119,1.3580039,-1.0293268,-0.3308333,1.3579896,-1.029329,-0.3308333,1.3580039,-1.0293268,-0.3308333,1.3580039,-1.0293247,-0.3308119,1.3579896,-1.0293233,-0.3307906,1.3579754,-1.0293183,-0.3307193,1.3579754,-1.0293183,-0.3307193,1.3580466,-1.0293126,-0.3307336,1.3579398,-1.0293183,-0.3306837,1.3580537,-1.0293204,-0.3308191,1.3580608,-1.0293276,-0.3308974,1.3580039,-1.0293333,-0.3308903,1.3579967,-1.0293354,-0.3309045,1.3579825,-1.0293375,-0.3309117
2020-03-23.out.2,0.0,1.3579967,-1.029339,-0.330933,1.3579469,-1.0293397,-0.3308974,1.3579825,-1.0293411,-0.3309402,1.357954,-1.0293475,-0.3309758,1.3579113,-1.0293489,-0.3309473,1.357954,-1.0293432,-0.330933,1.3579398,-1.0293439,-0.330933,1.3579754,-1.0293496,-0.3310185,1.3579398,-1.0293539,-0.3310256,1.3579611,-1.0293532,-0.3310399,1.3579326,-1.0293561,-0.3310399,1.3578899,-1.0293603,-0.3310399,1.3579113,-1.0293603,-0.3310613,1.3579113,-1.0293596,-0.331047,1.357897,-1.0293589,-0.3310328,1.3579113,-1.0293596,-0.331047,1.3579041,-1.0293603,-0.3310541,1.357897,-1.0293625,-0.3310613,1.357897,-1.0293618,-0.3310541,1.3579184,-1.0293603,-0.3310613,1.3579041,-1.0293582,-0.3310328,1.3578756,-1.0293582,-0.3310043,1.3578756,-1.0293582,-0.3310043,1.3579113,-1.0293582,-0.3310328,1.3578828,-1.0293603,-0.3310256,1.3578828,-1.0293596,-0.3310185,1.3579041,-1.0293596,-0.3310399,1.3578899,-1.0293582,-0.3310185,1.3578899,-1.0293582,-0.3310185,1.3578899,-1.0293596,-0.3310256,1.357897,-1.0293596,-0.3310328,1.3578828,-1.0293596,-0.3310185
2020-03-23.out.3,0.0,1.3579041,-1.0293568,-0.3310185,1.3579184,-1.0293589,-0.3310541,1.3579469,-1.0293561,-0.331047,1.3579184,-1.0293561,-0.3310256,1.3578756,-1.0293596,-0.3310185,1.3578756,-1.0293582,-0.3310043,1.3578756,-1.0293582,-0.3309972,1.357897,-1.0293561,-0.3309972,1.3579398,-1.0293561,-0.331047,1.3579041,-1.0293539,-0.33099,1.3578899,-1.0293539,-0.3309758,1.3579398,-1.0293525,-0.3310114,1.3578899,-1.0293539,-0.3309758,1.357897,-1.0293539,-0.3309758,1.3579113,-1.0293553,-0.3310043,1.3579184,-1.0293539,-0.3310043,1.3579255,-1.0293553,-0.3310256,1.3579398,-1.0293575,-0.3310541,1.3579255,-1.0293582,-0.331047,1.3579255,-1.0293639,-0.331104,1.3579398,-1.0293596,-0.3310826,1.3579184,-1.0293639,-0.3310969,1.3579113,-1.0293639,-0.3310898,1.3579041,-1.0293682,-0.3311254,1.3578828,-1.0293682,-0.3310969,1.3578685,-1.0293689,-0.3310969,1.3578756,-1.0293703,-0.3311111,1.3578756,-1.0293703,-0.3311182,1.3578685,-1.0293767,-0.331161,1.3578543,-1.0293774,-0.3311539,1.3578614,-1.0293796,-0.3311895,1.3578543,-1.0293796,-0.3311824
2020-03-23.out.4,0.0,1.3578258,-1.0293817,-0.3311752,1.3578685,-1.0293796,-0.3311895,1.3578543,-1.0293781,-0.3311752,1.3578258,-1.0293824,-0.3311824,1.3578472,-1.0293824,-0.3312037,1.3579398,-1.0293845,-0.3313177,1.3578258,-1.0293888,-0.3312465,1.3578329,-1.0293924,-0.3312821,1.3577902,-1.0293967,-0.3312821,1.35784,-1.0293959,-0.3313177,1.3578614,-1.0293988,-0.3313747,1.3578187,-1.0293981,-0.3313177,1.3578258,-1.0293959,-0.3313034,1.3578329,-1.0293945,-0.3313034,1.3579113,-1.0293988,-0.3314245,1.3579469,-1.0294009,-0.3314815,1.3578685,-1.0294088,-0.3314744,1.3578044,-1.0294123,-0.3314388,1.3578329,-1.0294116,-0.3314602,1.35784,-1.0294123,-0.3314744,1.3578543,-1.0294081,-0.331453,1.3577902,-1.0294081,-0.3313818,1.3578472,-1.0294059,-0.3314245,1.3577973,-1.0294038,-0.3313533,1.3578258,-1.0294031,-0.3313747,1.3577973,-1.0294038,-0.3313533,1.3578258,-1.0294024,-0.3313604,1.357897,-1.0294002,-0.3314174,1.3578472,-1.0294045,-0.3314032,1.3578329,-1.0294009,-0.3313604,1.35784,-1.0293988,-0.3313533,1.3578472,-1.0294009,-0.3313818
2020-03-23.out.5,0.0,1.35784,-1.0294024,-0.3313818,1.3578472,-1.0294038,-0.331396,1.3578472,-1.0294009,-0.3313818,1.35784,-1.0294009,-0.3313676,1.3578187,-1.0294002,-0.3313391,1.3578258,-1.0294002,-0.3313462,1.3577759,-1.0294002,-0.3313034,1.3578329,-1.0293959,-0.3313177,1.3578044,-1.0293902,-0.3312322,1.3578187,-1.0293917,-0.3312678,1.357897,-1.0293974,-0.331396,1.3578543,-1.0294038,-0.3314103,1.3578685,-1.0294009,-0.3314032,1.3578472,-1.0294002,-0.3313747,1.3578472,-1.0294009,-0.3313818,1.3579967,-1.0294081,-0.3315884,1.3578899,-1.0294088,-0.3314958,1.3579967,-1.0294081,-0.3315955,1.3578899,-1.029413,-0.3315385,1.3578543,-1.0294116,-0.3314886,1.35784,-1.0294081,-0.3314388,1.35784,-1.0294073,-0.3314317,1.3578187,-1.0294059,-0.331396,1.3578329,-1.0294059,-0.3314103,1.3578044,-1.0294059,-0.3313818,1.3578329,-1.0294024,-0.3313818,1.3578258,-1.0294009,-0.3313604,1.3578543,-1.0293945,-0.3313319,1.3578899,-1.0293938,-0.3313533,1.3578614,-1.0293902,-0.3312963,1.3578756,-1.0293924,-0.3313319,1.357897,-1.0293917,-0.3313391
2020-03-23.out.6,0.0,1.3579326,-1.0293902,-0.3313676,1.3579041,-1.0293917,-0.3313462,1.3579041,-1.0293959,-0.3313889,1.357897,-1.0293981,-0.331396,1.3578899,-1.0293967,-0.3313818,1.357897,-1.0293959,-0.3313747,1.3578614,-1.0293945,-0.3313319,1.3578685,-1.0293938,-0.3313319,1.3579041,-1.0293924,-0.3313533,1.3578756,-1.0293917,-0.3313177,1.3578828,-1.0293902,-0.3313177,1.357897,-1.0293967,-0.3313889,1.3578685,-1.0293981,-0.3313747,1.3578472,-1.0293967,-0.3313319,1.3578828,-1.0294009,-0.3314174,1.3579113,-1.0293988,-0.3314245,1.357897,-1.0294088,-0.3315029,1.357954,-1.0294102,-0.3315741,1.357897,-1.0294109,-0.3315243,1.3579113,-1.0294088,-0.3315171,1.3578756,-1.0294102,-0.3314958,1.3578756,-1.029413,-0.3315314,1.357897,-1.0294109,-0.3315243,1.3579255,-1.0294173,-0.3316097,1.3578756,-1.0294173,-0.331567,1.3579184,-1.0294145,-0.3315741,1.3578685,-1.0294223,-0.3316026,1.3578828,-1.0294187,-0.3315884,1.3578472,-1.0294202,-0.3315599,1.3578614,-1.0294187,-0.3315599,1.3578685,-1.0294173,-0.3315599,1.3578329,-1.0294166,-0.3315171
2020-03-23.out.7,0.0,1.3578614,-1.0294152,-0.3315314,1.3578543,-1.0294152,-0.3315243,1.3578899,-1.0294166,-0.331567,1.3578899,-1.0294152,-0.331567,1.3579113,-1.0294152,-0.3315812,1.3578685,-1.0294187,-0.331567,1.3579326,-1.0294187,-0.3316311,1.3578472,-1.0294166,-0.3315314,1.3578685,-1.0294145,-0.3315314,1.3578614,-1.0294166,-0.3315385,1.3578828,-1.0294173,-0.331567,1.3578828,-1.0294166,-0.3315599,1.3578828,-1.0294173,-0.3315741,1.3578329,-1.0294187,-0.3315314,1.3578614,-1.0294187,-0.3315599,1.3578614,-1.0294173,-0.3315528,1.3578472,-1.0294166,-0.3315243,1.357897,-1.029413,-0.3315456,1.3578472,-1.0294145,-0.33151,1.3578756,-1.029413,-0.3315243,1.3578685,-1.0294145,-0.3315243,1.3578756,-1.0294123,-0.33151,1.3578756,-1.0294123,-0.33151,1.3578899,-1.0294102,-0.3315029,1.3578187,-1.029413,-0.3314673,1.3578614,-1.0294145,-0.3315243,1.3578543,-1.029413,-0.3315029,1.3578685,-1.0294123,-0.3315029,1.3578685,-1.0294123,-0.3315029,1.3578899,-1.0294173,-0.3315812,1.3578614,-1.0294187,-0.3315599,1.35784,-1.0294152,-0.33151
2020-03-23.out.8,0.0,1.3578756,-1.0294145,-0.3315314,1.3578828,-1.0294152,-0.3315528,1.3578899,-1.029413,-0.3315385,1.3578899,-1.0294145,-0.3315456,1.3578614,-1.0294187,-0.3315599,1.357897,-1.0294244,-0.3316525,1.3578543,-1.0294237,-0.3315955,1.3578543,-1.029423,-0.3315955,1.3578472,-1.0294244,-0.3315955,1.3578543,-1.0294223,-0.3315884,1.3578685,-1.029423,-0.3316097,1.3578756,-1.029423,-0.3316169,1.3578472,-1.0294266,-0.331624,1.3578543,-1.0294251,-0.3316169,1.3578329,-1.0294273,-0.3316097,1.3578543,-1.0294251,-0.3316169,1.3578187,-1.0294273,-0.3315955,1.3578329,-1.0294266,-0.3316097,1.35784,-1.0294251,-0.3316026,1.3578258,-1.0294266,-0.3315955,1.35784,-1.0294287,-0.3316382,1.35784,-1.0294323,-0.3316739,1.3578187,-1.0294287,-0.3316097,1.3578329,-1.0294287,-0.3316311,1.3578472,-1.0294294,-0.3316525,1.35784,-1.0294301,-0.3316454,1.3578044,-1.029433,-0.3316382,1.3578329,-1.0294316,-0.3316525,1.3578472,-1.0294287,-0.3316382,1.3579041,-1.0294273,-0.3316881,1.357897,-1.0294273,-0.331681,1.3578115,-1.029433,-0.3316454
2020-03-23.out.9,0.0,1.35784,-1.029433,-0.3316739,1.3578472,-1.029433,-0.331681,1.3578472,-1.0294337,-0.3316952,1.3578614,-1.0294316,-0.3316881,1.3578543,-1.0294323,-0.3316739,1.3578472,-1.0294344,-0.3316952,1.3578828,-1.0294351,-0.331738,1.3578614,-1.0294351,-0.3317166,1.3578543,-1.0294344,-0.3316952,1.3578472,-1.0294365,-0.3317095,1.3578614,-1.0294373,-0.331738,1.3577902,-1.0294408,-0.3316952,1.35784,-1.0294458,-0.3318021,1.3577474,-1.0294529,-0.3317665,1.3577759,-1.0294494,-0.3317593,1.3577759,-1.0294472,-0.3317451,1.357783,-1.0294458,-0.331738,1.3577759,-1.0294451,-0.3317237,1.3577902,-1.0294458,-0.3317522,1.3577617,-1.0294472,-0.3317308,1.3578472,-1.0294415,-0.3317665,1.3577902,-1.0294415,-0.3317023,1.3578543,-1.0294451,-0.3318021,1.3578044,-1.0294458,-0.3317665,1.3578258,-1.0294437,-0.3317665,1.3578044,-1.0294529,-0.3318234,1.3577902,-1.0294579,-0.3318662,1.3577261,-1.0294593,-0.3318092,1.3577688,-1.0294558,-0.3318163,1.3577546,-1.0294551,-0.3317949,1.3577546,-1.0294551,-0.3317949,1.3577474,-1.0294551,-0.3317949
