,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-10-03.out.0,3.0,-0.2590799,-0.2568758,-0.2526351,-0.251402,-0.2514422,-0.254785,-0.2531344,-0.2525403,-0.2539376,-0.2524988,-0.2515246,-0.2509315,-0.2507593,-0.2506759,-0.250758,-0.2500783,-0.248888,-0.2474037,-0.2516341,-0.2522733,-0.2497318,-0.2481249,-0.2496462,-0.2521046,-0.2507532,-0.2509615,-0.2518977,-0.2509672,-0.2490164,-0.2492287,-0.2530408,-0.2516028
2020-10-03.out.1,3.0,-0.2501212,-0.2563002,-0.2546968,-0.2546972,-0.2550009,-0.2565311,-0.2598783,-0.2665298,-0.2635331,-0.2595468,-0.2587008,-0.2585331,-0.2603929,-0.2653501,-0.2653162,-0.2673517,-0.2642662,-0.2878883,-0.2818457,-0.2742922,-0.2745084,-0.2846703,-0.2780656,-0.2714976,-0.2710236,-0.2711463,-0.2697442,-0.2674095,-0.2677034,-0.2664791,-0.2674108,-0.267116
2020-10-03.out.2,3.0,-0.2662271,-0.2750768,-0.269994,-0.2757123,-0.2735953,-0.2716468,-0.2744921,-0.2768254,-0.284698,-0.2837722,-0.2819152,-0.2968597,-0.3006804,-0.2922451,-0.2974185,-0.2971576,-0.2920554,-0.2901115,-0.2888797,-0.2823464,-0.2805992,-0.2819814,-0.2858757,-0.2857499,-0.2807087,-0.2788851,-0.2772314,-0.2755323,-0.2762084,-0.2773109,-0.2764225,-0.2758757
2020-10-03.out.3,3.0,-0.2766754,-0.2766763,-0.2761679,-0.3192681,-0.3088426,-0.3025877,-0.3090874,-0.3155645,-0.3129805,-0.3111131,-0.3051576,-0.3074068,-0.3047558,-0.3020981,-0.3033694,-0.3015433,-0.3011607,-0.2978224,-0.2968007,-0.294303,-0.2934517,-0.2921446,-0.2896851,-0.2893837,-0.289468,-0.2886626,-0.2884508,-0.2986506,-0.312158,-0.3055589,-0.3039656,-0.3091807
2020-10-03.out.4,3.0,-0.3423705,-0.3313733,-0.3262334,-0.3294403,-0.3135099,-0.3058333,-0.3144813,-0.3242723,-0.320295,-0.3127866,-0.3176609,-0.3255762,-0.3376461,-0.3377911,-0.3336271,-0.3310538,-0.3397432,-0.3312298,-0.3251017,-0.3251308,-0.3169147,-0.3163839,-0.3075251,-0.2990878,-0.2959859,-0.2987239,-0.2963802,-0.2931013,-0.292668,-0.286854,-0.2804509,-0.2735814
2020-10-03.out.5,3.0,-0.2741279,-0.2752237,-0.2718687,-0.2742308,-0.2753253,-0.2800268,-0.2830746,-0.2804973,-0.2791451,-0.2846475,-0.2834237,-0.2949895,-0.2882672,-0.2849666,-0.2881401,-0.2894989,-0.290389,-0.2875959,-0.28514,-0.2855156,-0.2835287,-0.3001289,-0.3097907,-0.3079798,-0.3094848,-0.3100952,-0.3124273,-0.3227349,-0.3172391,-0.3133828,-0.3078685,-0.3085905
2020-10-03.out.6,3.0,-0.30558,-0.3104844,-0.3036586,-0.298393,-0.2953793,-0.2956773,-0.2933882,-0.2918198,-0.2894808,-0.2901949,-0.3018381,-0.3272425,-0.3223063,-0.3397621,-0.3359572,-0.3361111,-0.3312977,-0.3267634,-0.341363,-0.3400954,-0.3359854,-0.3445461,-0.3644044,-0.3537263,-0.3445215,-0.3414686,-0.3712656,-0.370756,-0.3531976,-0.3391817,-0.3554126,-0.3585277
2020-10-03.out.7,3.0,-0.3588514,-0.349364,-0.3471909,-0.3402371,-0.3398973,-0.3379501,-0.3252671,-0.3231372,-0.3221518,-0.316049,-0.3136961,-0.3134384,-0.3133056,-0.3116543,-0.3112739,-0.315797,-0.3231625,-0.3182606,-0.3260537,-0.3315689,-0.353976,-0.3520471,-0.3611253,-0.3780331,-0.3725591,-0.3649643,-0.3633735,-0.3592743,-0.3567303,-0.3606297,-0.3570815,-0.3554234
2020-10-03.out.8,3.0,-0.3545661,-0.3573612,-0.3675398,-0.3626687,-0.3671582,-0.353868,-0.35001,-0.3468508,-0.3493526,-0.3558646,-0.3528029,-0.3605901,-0.3537316,-0.3554312,-0.3561302,-0.3563468,-0.3566447,-0.3538924,-0.3588758,-0.3560865,-0.3534568,-0.35108,-0.3517524,-0.3505566,-0.3426286,-0.3406668,-0.3434607,-0.3603966,-0.3678166,-0.3556056,-0.3690556,-0.3869935
2020-10-03.out.9,3.0,-0.3893132,-0.3776426,-0.3719699,-0.3685802,-0.3706909,-0.3699873,-0.3622013,-0.3888685,-0.3767947,-0.3685084,-0.3650343,-0.3602326,-0.3635761,-0.3644056,-0.3683026,-0.3661778,-0.3626954,-0.3566354,-0.341946,-0.332363,-0.3282346,-0.3305512,-0.3285082,-0.3243104,-0.3197769,-0.3156575,-0.3214581,-0.3335148,-0.3368276,-0.3684009,-0.3703167,-0.3773651
2020-10-03.out.10,3.0,-0.3685893,-0.3588159,-0.3549623,-0.4014641,-0.3876648,-0.3832941,-0.3768437,-0.4097806,-0.3902107,-0.4110587,-0.4140523,-0.4133491,-0.4070457,-0.3967074,-0.3982542,-0.3911934,-0.3758591,-0.3936571,-0.3795454,-0.3696673,-0.3714778,-0.3558359,-0.3466928,-0.3385626,-0.334173,-0.3306805,-0.3349517,-0.3330808,-0.3266616,-0.3325126,-0.33714,-0.3436721
2020-10-03.out.11,3.0,-0.3466416,-0.3431545,-0.340737,-0.3367588,-0.3362456,-0.3372212,-0.3381072,-0.3358634,-0.3374682,-0.3365867,-0.336077,-0.3377295,-0.3420046,-0.3400231,-0.3338377,-0.3338783,-0.335409,-0.3353225,-0.3534816,-0.3581343,-0.3627509,-0.3613302,-0.3689709,-0.3632812,-0.382686,-0.3752914,-0.4035687,-0.3995962,-0.3896169,-0.3843735,-0.380992,-0.3680857
2020-10-03.out.12,3.0,-0.3600786,-0.3543,-0.3493596,-0.3397715,-0.3411579,-0.3432309,-0.3466487,-0.3445321,-0.3431766,-0.3434295,-0.3443631,-0.350122,-0.3507609,-0.3601211,-0.3619455,-0.3553831,-0.3540816,-0.3501071,-0.3491297,-0.3502006,-0.3608758,-0.3580857,-0.3586332,-0.3725161,-0.3817953,-0.3846908,-0.394733,-0.3822349,-0.3874063,-0.3836816,-0.3853418,-0.3850471
2020-10-03.out.13,3.0,-0.3793379,-0.3850497,-0.3842098,-0.3873835,-0.3894146,-0.3941128,-0.3898742,-0.3839847,-0.3821671,-0.37844,-0.37754,-0.378462,-0.3764749,-0.3742809,-0.3699237,-0.3672977,-0.3665723,-0.3865464,-0.3963139,-0.393157,-0.3938409,-0.3913021,-0.408282,-0.3966507,-0.3916048,-0.3808515,-0.3953623,-0.395411,-0.396168,-0.3876179,-0.3910898,-0.402301
2020-10-03.out.14,3.0,-0.4108754,-0.4561419,-0.4602172,-0.4430309,-0.4326278,-0.4166484,-0.4064663,-0.4010528,-0.3813214,-0.3768527,-0.3754881,-0.378358,-0.3840329,-0.3875106,-0.3858183,-0.3980581,-0.3954034,-0.3995554,-0.3971397,-0.3949875,-0.4008259,-0.3978191,-0.395958,-0.3946098,-0.3939398,-0.3961407,-0.3943271,-0.3919563,-0.3919978,-0.4075219,-0.4079146,-0.407328
2020-10-03.out.15,3.0,-0.4110189,-0.4153829,-0.4161073,-0.4118217,-0.4157167,-0.4173187,-0.4134296,-0.4104734,-0.4054093,-0.4117906,-0.4043315,-0.4169925,-0.4187185,-0.4146572,-0.4144596,-0.4194647,-0.41896,-0.4132849,-0.4116651,-0.4105561,-0.4071677,-0.4046563,-0.400555,-0.3955575,-0.3953008,-0.3924195,-0.3872494,-0.3889364,-0.3912606,-0.392446,-0.3923145,-0.3927363
2020-10-03.out.16,3.0,-0.393159,-0.393031,-0.3926057,-0.3990382,-0.3944679,-0.4023455,-0.3995914,-0.4000675,-0.4001566,-0.3993153,-0.4014355,-0.4046607,-0.4005968,-0.3991988,-0.3987701,-0.3998249,-0.3990625,-0.4004614,-0.398516,-0.3990175,-0.3993572,-0.3993537,-0.399438,-0.3977038,-0.397072,-0.3989757,-0.400457,-0.4009202,-0.4009652,-0.3999426,-0.403583,-0.4117674
2020-10-03.out.17,3.0,-0.4154667,-0.4139268,-0.4118477,-0.4092565,-0.4082375,-0.4069622,-0.4068245,-0.4071598,-0.4047935,-0.4029698,-0.4073318,-0.4074589,-0.4063199,-0.4058646,-0.4037864,-0.4027227,-0.4020883,-0.4007331,-0.4060239,-0.4060243,-0.4038728,-0.4039147,-0.4042531,-0.4017487,-0.402042,-0.4028022,-0.4062321,-0.4082318,-0.4149758,-0.4131182,-0.4129545,-0.4132144
2020-10-03.out.18,3.0,-0.416136,-0.417492,-0.4158007,-0.4106752,-0.4098688,-0.4073592,-0.4034144,-0.4040082,-0.4058659,-0.4059952,-0.4051045,-0.4045094,-0.4159347,-0.4155625,-0.4113347,-0.409856,-0.4090117,-0.4082097,-0.4109152,-0.4119342,-0.4154059,-0.4178639,-0.4187509,-0.4178523,-0.4160711,-0.4134522,-0.4151192,-0.4170244,-0.4159772,-0.4298219,-0.4359543,-0.4440097
2020-10-03.out.19,3.0,-0.4433599,-0.4390551,-0.4441706,-0.4514628,-0.4551464,-0.4533712,-0.4477382,-0.4426914,-0.4358289,-0.425243,-0.4244253,-0.425256,-0.4318436,-0.4315966,-0.4313055,-0.4333513,-0.4323346,-0.429916,-0.4301701,-0.431182,-0.4324061,-0.428122,-0.4258393,-0.4257563,-0.4258,-0.4295667,-0.4271053,-0.4285504,-0.4278772,-0.4265741,-0.4257285,-0.4247903
2020-10-03.out.20,3.0,-0.424058,-0.421639,-0.4211295,-0.4202772,-0.419264,-0.4172736,-0.4170575,-0.4164178,-0.4156573,-0.4178537,-0.4192097,-0.4220042,-0.4199318,-0.4194303,-0.4202794,-0.4218066,-0.4226972,-0.4415752,-0.4515363,-0.4406757,-0.4445859,-0.4542051,-0.4562504,-0.4558892,-0.4542388,-0.4548726,-0.4532927,-0.4534206,-0.4556294,-0.4527162,-0.4477577,-0.4436468
2020-10-03.out.21,3.0,-0.4435175,-0.4415269,-0.442076,-0.4406756,-0.440036,-0.4403753,-0.4399068,-0.4397401,-0.4383436,-0.4610656,-0.4656913,-0.4584311,-0.4520013,-0.4530629,-0.4536521,-0.4554791,-0.4623375,-0.4656952,-0.4628566,-0.4601905,-0.4577721,-0.4561618,-0.4543773,-0.4565257,-0.4546185,-0.454069,-0.4508981,-0.4509374,-0.4544536,-0.4525949,-0.4538665,-0.4522588
2020-10-03.out.22,3.0,-0.4516607,-0.4486124,-0.4406953,-0.4416103,-0.4397436,-0.4394873,-0.4456577,-0.4446053,-0.4438048,-0.4474018,-0.4451598,-0.4481666,-0.4480823,-0.4395728,-0.4355042,-0.4371941,-0.433678,-0.4336321,-0.4357887,-0.4452223,-0.4403603,-0.4360035,-0.433589,-0.4366282,-0.4555516,-0.4584334,-0.4588309,-0.4586656,-0.4613313,-0.4552929,-0.4524242,-0.4492498
2020-10-03.out.23,3.0,-0.452415,-0.4588576,-0.4580249,-0.4574788,-0.4535039,-0.4520581,-0.4539154,-0.4502731,-0.4465424,-0.4453145,-0.4445893,-0.4438708,-0.4441632,-0.4440742,-0.4485547,-0.453697,-0.4529273,-0.4514708,-0.4546861,-0.458739,-0.4532206,-0.4504362,-0.4490372,-0.4569265,-0.4612425,-0.4564893,-0.4509421,-0.4525289,-0.4761445,-0.4819593,-0.4726456,-0.4544716
2020-10-03.out.24,3.0,-0.4523607,-0.4563801,-0.456299,-0.4626433,-0.4672088,-0.4718914,-0.4655196,-0.4579058,-0.4659007,-0.4612428,-0.4606835,-0.4579358,-0.4501452,-0.4462041,-0.4462421,-0.4464882,-0.447924,-0.4528331,-0.4507217,-0.4493702,-0.4481758,-0.4487232,-0.4460966,-0.449555,-0.4463797,-0.4453644,-0.4424859,-0.4456679,-0.4444844,-0.4443199,-0.4458055,-0.4501602
2020-10-03.out.25,3.0,-0.4512205,-0.4510485,-0.4616628,-0.4631692,-0.4612701,-0.4551676,-0.4527175,-0.4519853,-0.4516894,-0.4491528,-0.4504941,-0.4540619,-0.4506383,-0.4506048,-0.461907,-0.4572949,-0.45036,-0.4545078,-0.449854,-0.4496785,-0.4475997,-0.443284,-0.4469204,-0.4433243,-0.4445893,-0.4472103,-0.4433521,-0.4358914,-0.4341495,-0.4350654,-0.4343053,-0.4343446
