,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-09-28.out.0,0.0,-0.7991831,-0.8058315,-0.8024659,-0.8148532,-0.8236397,-0.8162002,-0.8011188,-0.7924007,-0.7848783,-0.7681647,-0.7819819,-0.7720362,-0.7996706,-0.7863593,-0.7827547,-0.8043149,-0.7967742,-0.7732782,-0.7477781,-0.7120104,-0.7067774,-0.7090995,-0.7284205,-0.7077525,-0.6984023,-0.7008005,-0.6736315,-0.6927868,-0.7036102,-0.7243977,-0.7368351,-0.7334695
2020-09-28.out.1,0.0,-0.7255241,-0.7910643,-0.7732927,-0.8431592,-0.8326248,-0.8111657,-0.8257595,-0.8304905,-0.8666446,-0.8525421,-0.8356262,-0.8223611,-0.8216211,-0.8124116,-0.8158967,-0.8124944,-0.831852,-0.8236397,-0.8480964,-0.8605665,-0.8513791,-0.8529285,-0.839967,-0.8644381,-0.8782408,-0.8671321,-0.8516644,-0.8386199,-0.8152251,-0.8105808,-0.8246832,-0.8193818
2020-09-28.out.2,0.0,-0.8288583,-0.826619,-0.8285548,-0.834362,-0.824214,-0.833571,-0.8353227,-0.843535,-0.8354238,-0.8184896,-0.8145352,-0.8344632,-0.8419027,-0.8239288,-0.8321411,-0.8403533,-0.8463446,-0.8466299,-0.8643407,-0.8588187,-0.8468177,-0.8395806,-0.8174644,-0.8142644,-0.8475905,-0.8552507,-0.852625,-0.8392954,-0.8487535,-0.8298189,-0.8172437,-0.8009165
2020-09-28.out.3,0.0,-0.7898078,-0.794824,-0.780129,-0.7719996,-0.7711401,-0.754546,-0.7491251,-0.7315193,-0.7452536,-0.7296847,-0.708796,-0.7236249,-0.7183698,-0.6992512,-0.6974995,-0.6727759,-0.6811905,-0.6854301,-0.6997387,-0.6997387,-0.7095004,-0.6919957,-0.6916922,-0.7111326,-0.7392584,-0.8137046,-0.8453985,-0.85836,-0.8628058,-0.8503356,-0.876121,-0.8737989
2020-09-28.out.4,0.0,-0.8584323,-0.8472407,-0.839967,-0.8401693,-0.8211152,-0.8137952,-0.8031558,-0.7898078,-0.7808189,-0.7679768,-0.7989952,-0.7915412,-0.806771,-0.8203425,-0.8247015,-0.8353227,-0.8192845,-0.8307796,-0.8097714,-0.8039179,-0.8036973,-0.8171281,-0.8177351,-0.7964167,-0.7997284,-0.7927582,-0.7683381,-0.7587422,-0.7758605,-0.7872727,-0.7863805,-0.8024042
2020-09-28.out.5,0.0,-0.8196237,-0.8498876,-0.8623577,-0.8630476,-0.8521085,-0.8529497,-0.8566555,-0.8709419,-0.870675,-0.8788873,-0.8541455,-0.8563664,-0.8394505,-0.8360665,-0.8443983,-0.8434232,-0.8395516,-0.8222493,-0.8091037,-0.7922889,-0.7794468,-0.7840728,-0.7958714,-0.8049614,-0.8059365,-0.846045,-0.8295009,-0.8158861,-0.8177024,-0.8173343,-0.811343,-0.828443
2020-09-28.out.6,0.0,-0.8174171,-0.8330689,-0.8251602,-0.8273811,-0.8189665,-0.8446006,-0.8462329,-0.8346183,-0.8424625,-0.828443,-0.8156837,-0.8213715,-0.8078578,-0.793264,-0.7781826,-0.7643471,-0.7648347,-0.7667704,-0.7886342,-0.79966,-0.8014763,-0.7967491,-0.7890061,-0.7871532,-0.7885369,-0.792657,-0.8092877,-0.842159,-0.8370416,-0.8318269,-0.8297717,-0.839754
2020-09-28.out.7,0.0,-0.843322,-0.8297717,-0.8279554,-0.8110394,-0.8183778,-0.8223322,-0.8147915,-0.8032135,-0.8068827,-0.8013607,-0.8111406,-0.8108371,-0.803784,-0.8028416,-0.7934664,-0.7893925,-0.7778974,-0.7701544,-0.7688074,-0.7767161,-0.7690097,-0.7650187,-0.7906384,-0.8084466,-0.8062073,-0.8165394,-0.8230365,-0.8287426,-0.8299162,-0.8365107,-0.8393204,-0.8430079
2020-09-28.out.8,0.0,-0.8263482,-0.8249868,-0.805633,-0.8059616,-0.8216317,-0.8097358,-0.8184067,-0.812585,-0.8355106,-0.8393638,-0.8225673,-0.8492449,-0.8531993,-0.8446835,-0.8255466,-0.8238131,-0.8017615,-0.8233217,-0.8295154,-0.8125166,-0.7994394,-0.7857233,-0.7991542,-0.8036828,-0.8212887,-0.812083,-0.8107542,-0.8053333,-0.818663,-0.8282985,-0.8422207,-0.8608701
2020-09-28.out.9,0.0,-0.8573377,-0.8650807,-0.8715779,-0.8444127,-0.8292446,-0.8271066,-0.8084572,-0.7931735,-0.7940657,-0.8031558,-0.7898907,-0.7905806,-0.8078829,-0.7941486,-0.838432,-0.8315668,-0.8623828,-0.8558394,-0.8670309,-0.895865,-0.878526,-0.8677064,-0.8461461,-0.8843333,-0.8908989,-0.8937124,-0.8934918,-0.8953446,-0.8828889,-0.8921447,-0.8956299,-0.8905125
2020-09-28.out.10,0.0,-0.8823831,-0.8672188,-0.8633656,-0.8535857,-0.8580459,-0.8869445,-0.8869445,-0.8617979,-0.8594758,-0.8677064,-0.8712744,-0.8791003,-0.8692558,-0.8559078,-0.8602486,-0.836424,-0.8408447,-0.8370561,-0.8594074,-0.8468177,-0.869725,-0.865973,-0.8641384,-0.8472041,-0.8431669,-0.8419856,-0.8340768,-0.8246004,-0.8302882,-0.8460411,-0.8291618,-0.8284536
2020-09-28.out.11,0.0,-0.8156115,-0.8123287,-0.8109817,-0.8065214,-0.802567,-0.7985115,-0.7875685,-0.8011188,-0.7969621,-0.7760735,-0.7701833,-0.7830254,-0.7878721,-0.7876697,-0.793477,-0.785467,-0.785467,-0.7804325,-0.7707538,-0.7653329,-0.7563623,-0.7543437,-0.8094323,-0.8218051,-0.8612237,-0.8386055,-0.8588187,-0.847894,-0.8294287,-0.8630766,-0.8641201,-0.8626073
2020-09-28.out.12,0.0,-0.8441092,-0.8650807,-0.8563626,-0.848739,-0.8805668,-0.9207764,-0.9123435,-0.9048211,-0.880245,-0.8730907,-0.859577,-0.8562942,-0.8352398,-0.8354238,-0.8413969,-0.8320216,-0.8299018,-0.8475905,-0.8249039,-0.8246832,-0.8055463,-0.8116388,-0.8015736,-0.7921155,-0.7849612,-0.7797426,-0.7706526,-0.7846904,-0.7868285,-0.7823683,-0.7735817,-0.7548129
2020-09-28.out.13,0.0,-0.7553188,-0.7495944,-0.7439894,-0.7831411,-0.8008336,-0.8600607,-0.8464641,-0.8276124,-0.8158967,-0.802567,-0.7852647,-0.7973485,-0.8417148,-0.8475221,-0.8424914,-0.8574533,-0.8606716,-0.8949727,-0.9087071,-0.9006605,-0.893037,-0.9087899,-0.9161283,-0.8984395,-0.9126614,-0.9209787,-0.9141135,-0.9064533,-0.8956299,-0.8950411,-0.9064533,-0.9129322
