,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95
2020-06-21.out.0,1.0,1.2677145,-1.1716307,-0.063139,1.267647,-1.1716345,-0.0631016,1.2676695,-1.1716487,-0.0632515,1.2672421,-1.1716915,-0.0631765,1.2672046,-1.1716787,-0.0630116,1.2671971,-1.1716622,-0.0628541,1.2670621,-1.171669,-0.0627566,1.2668521,-1.1716765,-0.0625991,1.267332,-1.1716225,-0.0626366,1.2675945,-1.171618,-0.0628841,1.2678345,-1.1715917,-0.0629066,1.267377,-1.1716082,-0.0625541,1.2674445,-1.1716195,-0.0627341,1.267752,-1.1716112,-0.0629891,1.2679845,-1.1716862,-0.0639489,1.2677295,-1.1716397,-0.063229,1.2678195,-1.1716435,-0.0633715,1.2679995,-1.1716457,-0.0635965,1.267992,-1.1716675,-0.063784,1.2677895,-1.1716787,-0.063664,1.2681944,-1.1716487,-0.0638365,1.2693118,-1.1716427,-0.0650213,1.2699642,-1.1716832,-0.0661236,1.2697392,-1.1717402,-0.0664011,1.2700542,-1.1717305,-0.0666636,1.2706691,-1.1717882,-0.0678784,1.2707441,-1.1717822,-0.0679009,1.2698292,-1.1718962,-0.0679384,1.2699267,-1.1719809,-0.0688308,1.2706016,-1.1719285,-0.0690932,1.2701217,-1.1719419,-0.0686883,1.2694467,-1.1720522,-0.0689582
2020-06-21.out.1,1.0,1.2701067,-1.1720304,-0.0694907,1.2698667,-1.1720477,-0.0693857,1.2695367,-1.1720334,-0.0688907,1.2694243,-1.1720634,-0.0690407,1.2691993,-1.1720867,-0.0690032,1.2693568,-1.1721107,-0.0694007,1.2690793,-1.1721294,-0.0692582,1.2686444,-1.1721219,-0.0687108,1.2688468,-1.1721054,-0.0687858,1.2688618,-1.1721077,-0.0688233,1.2688618,-1.1721669,-0.0693707,1.2688093,-1.1721542,-0.0691907,1.2682619,-1.1721542,-0.0685833,1.2684719,-1.1721429,-0.0687108,1.2688243,-1.1721519,-0.0691907,1.2689443,-1.1721774,-0.0695581,1.2689968,-1.1721579,-0.0694382,1.2680669,-1.1721632,-0.0684483,1.2684644,-1.1721489,-0.0687633,1.267377,-1.1722007,-0.0680359,1.2672796,-1.1721932,-0.0678559,1.267782,-1.1721752,-0.0682458,1.2682094,-1.1721399,-0.0684033,1.2668371,-1.1721324,-0.0667985,1.2669421,-1.1721287,-0.0668885,1.2669496,-1.1721452,-0.067046,1.2674895,-1.1721227,-0.0674359,1.2681494,-1.1720634,-0.0676234,1.2688018,-1.1719345,-0.0671585,1.267842,-1.1720049,-0.066731,1.2691693,-1.1718475,-0.066761,1.2670846,-1.1720387,-0.0662061
2020-06-21.out.2,1.0,1.2681719,-1.1721377,-0.0683358,1.2685694,-1.1720702,-0.0681558,1.2693643,-1.1721107,-0.0694082,1.2687044,-1.1721444,-0.0689882,1.2691393,-1.1722014,-0.0700006,1.2687268,-1.1722142,-0.0696556,1.2689143,-1.1721849,-0.0695956,1.2688168,-1.1721879,-0.0695207,1.2685994,-1.1722007,-0.0693932,1.2691693,-1.1722262,-0.0702556,1.2686219,-1.1721797,-0.0692207,1.2667921,-1.1721827,-0.0672185,1.2671146,-1.1721662,-0.0674284,1.2666646,-1.1721737,-0.067001,1.2663947,-1.1722037,-0.066971,1.2666796,-1.1721819,-0.0670835,1.2666796,-1.1721714,-0.0669935,1.2657873,-1.1721669,-0.0659512,1.2656073,-1.1721677,-0.0657637,1.2659747,-1.1721662,-0.0661611,1.2652623,-1.1721737,-0.0654262,1.2651723,-1.1721752,-0.0653437,1.2649999,-1.1721482,-0.0649088,1.2650974,-1.1720882,-0.0644514,1.2649399,-1.1720739,-0.0641514,1.2646849,-1.1720477,-0.0636265,1.2652548,-1.1719967,-0.063784,1.2657798,-1.1720244,-0.0646238,1.2646549,-1.1720454,-0.063574,1.2652473,-1.1720349,-0.0641214,1.2648649,-1.1720694,-0.0640239,1.2643925,-1.1720582,-0.063394
2020-06-21.out.3,1.0,1.2646399,-1.1720642,-0.063724,1.2647824,-1.1720597,-0.063844,1.2647749,-1.1720567,-0.0638065,1.2646849,-1.1720784,-0.0639114,1.2649699,-1.1720679,-0.0641289,1.2650374,-1.1720829,-0.0643389,1.2658697,-1.1721159,-0.0655762,1.2657123,-1.1721294,-0.0655237,1.2656223,-1.1721347,-0.0654787,1.2654723,-1.1721302,-0.0652613,1.2665971,-1.1721399,-0.0666036,1.2661772,-1.1721474,-0.0662061,1.2659972,-1.1721377,-0.0659137,1.2661547,-1.1720874,-0.0656212,1.2663497,-1.1720394,-0.0653962,1.2672196,-1.1719667,-0.0656962,1.2670096,-1.1719839,-0.0656212,1.2671446,-1.1719442,-0.0654037,1.2665747,-1.1719292,-0.0646313,1.2659147,-1.171882,-0.0634615,1.2665447,-1.1719,-0.0643164,1.2668971,-1.1718587,-0.0643314,1.2668671,-1.171876,-0.0644589,1.2668596,-1.1718595,-0.0643089,1.2669496,-1.171891,-0.0646913,1.2667846,-1.1719037,-0.0646238,1.2667321,-1.1718962,-0.0644964,1.2669496,-1.1718722,-0.0645264,1.2668896,-1.1717905,-0.0637015,1.2680444,-1.171705,-0.0641889,1.2675195,-1.1717867,-0.0643614,1.2672646,-1.1717087,-0.0633565
2020-06-21.out.4,1.0,1.267422,-1.1717177,-0.063619,1.2667846,-1.171744,-0.0631465,1.2664472,-1.1717012,-0.0623742,1.2662972,-1.1717387,-0.0625616,1.2666121,-1.171753,-0.0630341,1.2667696,-1.1717492,-0.063184,1.2664397,-1.1718047,-0.063319,1.2670021,-1.1718362,-0.0642339,1.2669346,-1.1719464,-0.0651863,1.267392,-1.17193,-0.0655537,1.2667996,-1.1720027,-0.0655612,1.2669571,-1.1720312,-0.0659961,1.2669721,-1.1720829,-0.0664986,1.2669046,-1.1720649,-0.0662436,1.2668671,-1.1720244,-0.0658387,1.2654123,-1.1720117,-0.0640989,1.2664997,-1.1720147,-0.0653287,1.2657348,-1.1719929,-0.0642864,1.2655323,-1.1720267,-0.0643689,1.2662747,-1.1720139,-0.0650813,1.2659447,-1.1720102,-0.0646838,1.2653598,-1.1719952,-0.0638814,1.2640925,-1.1719547,-0.0621042,1.2650899,-1.1719779,-0.063424,1.2655323,-1.1719967,-0.0640914,1.263845,-1.1720327,-0.0625466,1.2635976,-1.1720192,-0.0621417,1.263815,-1.1719749,-0.0619842,1.263845,-1.1719307,-0.0616018,1.2632226,-1.1719097,-0.0607169,1.2635751,-1.1718115,-0.0601995,1.2645049,-1.1716975,-0.060177
2020-06-21.out.5,1.0,1.2642875,-1.1715992,-0.0590296,1.263935,-1.1716075,-0.0587072,1.2638675,-1.1716667,-0.0591871,1.26419,-1.1717447,-0.060267,1.2619553,-1.1719419,-0.0595995,1.2613929,-1.1720327,-0.0598095,1.2614154,-1.1721879,-0.0612793,1.2620228,-1.1721767,-0.0618567,1.2634926,-1.1722224,-0.0639114,1.2636051,-1.1721827,-0.063664,1.2636876,-1.1721407,-0.0633715,1.2630052,-1.1721684,-0.0628616,1.2621203,-1.1721887,-0.0620667,1.2618578,-1.1721894,-0.0617817,1.2623902,-1.1721617,-0.0621267,1.2624877,-1.1721279,-0.0619092,1.2646774,-1.1721234,-0.0643089,1.2629152,-1.1720739,-0.0618867,1.2671146,-1.1720664,-0.0665061,1.26428,-1.1720769,-0.063439,1.2639425,-1.1720694,-0.0629891,1.26443,-1.1720177,-0.0630566,1.2645649,-1.1719599,-0.0626741,1.2644,-1.1719494,-0.0623967,1.264115,-1.1719524,-0.0621042,1.2649024,-1.1719052,-0.0625466,1.2646849,-1.1719045,-0.0622992,1.264325,-1.171858,-0.0614668,1.2636351,-1.1718482,-0.0605969,1.26404,-1.1718992,-0.0615268,1.264295,-1.1719247,-0.0620442,1.2638825,-1.1719974,-0.0622617
2020-06-21.out.6,1.0,1.264235,-1.1719187,-0.0619242,1.2646099,-1.1719007,-0.0621792,1.2654648,-1.1720177,-0.0642189,1.2650074,-1.1719434,-0.0630191,1.2662822,-1.1718092,-0.063199,1.2647824,-1.1717665,-0.0611218,1.26413,-1.1717275,-0.060042,1.2647449,-1.1716277,-0.059802,1.2648574,-1.1715738,-0.0594271,1.2646624,-1.171666,-0.0600645,1.2649324,-1.1715663,-0.0594421,1.2653823,-1.171468,-0.0590371,1.2654948,-1.1714845,-0.0593071,1.2648799,-1.1715992,-0.059682,1.2670696,-1.1715865,-0.0620142,1.2661247,-1.1716052,-0.0611368,1.2665522,-1.1716382,-0.0619092,1.2673845,-1.1716862,-0.0632815,1.2666346,-1.1717177,-0.0627416,1.2673995,-1.1716637,-0.0630866,1.2660422,-1.1716337,-0.0613093,1.2673695,-1.1716307,-0.0627566,1.2682769,-1.1717192,-0.0645788,1.2685619,-1.1716397,-0.0641589,1.2688318,-1.1716285,-0.0643539,1.2687868,-1.1716787,-0.0647738,1.2688468,-1.1717455,-0.0654562,1.2685844,-1.1717342,-0.0650588,1.2680444,-1.171714,-0.0642714,1.267587,-1.171732,-0.0639264,1.2666121,-1.171696,-0.0625091,1.2669496,-1.1716825,-0.0627641
2020-06-21.out.7,1.0,1.2676695,-1.1716915,-0.063649,1.2673995,-1.1717042,-0.0634615,1.2659297,-1.1716472,-0.0613018,1.2667696,-1.1715528,-0.0613618,1.2660347,-1.1715543,-0.0605594,1.267902,-1.1715842,-0.0629141,1.2676395,-1.1716052,-0.0628166,1.2668071,-1.1716082,-0.0619167,1.2664622,-1.1716165,-0.0616168,1.2670096,-1.1716262,-0.0623142,1.2669571,-1.1716345,-0.0623292,1.2662072,-1.171723,-0.0623142,1.2659672,-1.171726,-0.0620742,1.2660122,-1.171753,-0.0623742,1.2661622,-1.1717147,-0.0621867,1.2659447,-1.171798,-0.0627191,1.2662522,-1.1718407,-0.063454,1.2662747,-1.171885,-0.0638814,1.2664622,-1.1718782,-0.0640389,1.2664622,-1.1718902,-0.0641364,1.2670321,-1.1718887,-0.0647663,1.2668746,-1.171891,-0.0646088,1.2668971,-1.171879,-0.0645189,1.2672496,-1.1718535,-0.0646763,1.2669721,-1.1718722,-0.0645489,1.2672496,-1.1718475,-0.0646238,1.2670846,-1.171861,-0.0645713,1.2675045,-1.1718362,-0.0648038,1.2674595,-1.1718407,-0.0647963,1.2672271,-1.1718662,-0.0647738,1.2671971,-1.1718422,-0.0645189,1.2671446,-1.171792,-0.0639939
2020-06-21.out.8,1.0,1.2671446,-1.1717957,-0.0640314,1.2666946,-1.1718017,-0.063589,1.2672346,-1.1717702,-0.0638964,1.2667996,-1.1717522,-0.063244,1.2660122,-1.17169,-0.0617892,1.2659672,-1.171714,-0.0619617,1.2658548,-1.1717185,-0.0618792,1.2656523,-1.1717237,-0.0616993,1.2661397,-1.1716975,-0.0619992,1.2659972,-1.1716952,-0.0618192,1.2658997,-1.171687,-0.0616318,1.2660572,-1.1717185,-0.0621042,1.2661847,-1.1717215,-0.0622692,1.2662297,-1.1716907,-0.0620442,1.2662222,-1.171687,-0.0619992,1.2661772,-1.1716795,-0.0618792,1.2654648,-1.1717537,-0.0617742,1.2658098,-1.1717537,-0.0621567,1.2657423,-1.1717957,-0.0624641,1.2660422,-1.1717957,-0.0628016,1.2658623,-1.1718092,-0.0627266,1.2658772,-1.1717905,-0.0625691,1.2660422,-1.17175,-0.0623817,1.2658623,-1.1717867,-0.0625166,1.2661172,-1.1717687,-0.0626441,1.2661772,-1.171753,-0.0625541,1.2654048,-1.1717492,-0.0616618,1.2661022,-1.1717747,-0.0626741,1.2660047,-1.1718242,-0.0630266,1.2659972,-1.171828,-0.0630491,1.2668521,-1.171816,-0.0638814,1.2672496,-1.1718437,-0.0645863
2020-06-21.out.9,1.0,1.2671671,-1.1718655,-0.0646988,1.2670396,-1.171891,-0.0647963,1.2670246,-1.171885,-0.0647213,1.2669196,-1.1718775,-0.0645339,1.2666046,-1.1719015,-0.0644064,1.2667546,-1.1718865,-0.0644289,1.2672346,-1.171915,-0.0652313,1.2672721,-1.1718947,-0.0650963,1.267827,-1.1718977,-0.0657337,1.2680294,-1.1719037,-0.0660111,1.2679695,-1.1718902,-0.0658237,1.2685094,-1.171846,-0.0660111,1.2692293,-1.1718302,-0.0666711,1.2694093,-1.1718077,-0.0666561,1.2690568,-1.1718385,-0.0665586,1.2691168,-1.171795,-0.0662136,1.2685619,-1.171783,-0.0654862,1.2692818,-1.1716952,-0.0654787,1.2692068,-1.1717567,-0.0659662,1.2680819,-1.1717755,-0.0648863,1.2676845,-1.1717305,-0.0640164,1.2670321,-1.1716675,-0.0627191,1.2659372,-1.1715783,-0.0606719,1.2664922,-1.1714493,-0.060102,1.267467,-1.171432,-0.0610243,1.267707,-1.1714613,-0.0615568,1.2670396,-1.1713548,-0.059832,1.2668521,-1.1712206,-0.0583772,1.2684494,-1.1711006,-0.0590521,1.2701816,-1.1711156,-0.0611218,1.2680819,-1.1711778,-0.0593521,1.2684044,-1.1711628,-0.059577
