,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-05-17.out.0,0.0,1.2599272,1.2720201,1.2732061,1.2798158,1.278491,1.2817462,1.2880929,1.2912132,1.3014166,1.3251779,1.3192927,1.3229539,1.3225242,1.3296787,1.3400646,1.3395159,1.3609766,1.3667558,1.3537876,1.3592906,1.3566766,1.3508192,1.3578308,1.3597442,1.361102,1.3619297,1.3631712,1.3623277,1.3614484,1.3618106,1.3588422,1.3635732
2020-05-17.out.1,0.0,1.3617154,1.3637251,1.36846,1.3697651,1.371353,1.371234,1.3611388,1.3534344,1.3652802,1.3671113,1.3644893,1.3633391,1.3676402,1.3680025,1.3725033,1.3770239,1.379511,1.3714812,1.3665387,1.368731,1.3732278,1.3748753,1.3794554,1.3873861,1.3847006,1.390033,1.3937379,1.393324,1.3953337,1.3997353,1.3935871,1.3968026
2020-05-17.out.2,0.0,1.3926482,1.3996401,1.3979529,1.4031294,1.4000618,1.4066716,1.4116338,1.4135483,1.4093701,1.4107347,1.4123742,1.4128039,1.4119762,1.4132614,1.4164572,1.4199505,1.4210968,1.4193105,1.4212845,1.4274764,1.4294663,1.4273573,1.4277791,1.4332386,1.4373374,1.4381651,1.4397689,1.4388896,1.4423234,1.4396935,1.4392717,1.432412
2020-05-17.out.3,0.0,1.4283886,1.4346718,1.4379706,1.4405371,1.4382734,1.4428376,1.4432356,1.4436415,1.4452255,1.4439443,1.4452613,1.4488113,1.4484054,1.446754,1.4489978,1.4472194,1.44714,1.4471599,1.4480431,1.4488272,1.4547679,1.4559579,1.4520428,1.4571002,1.4565475,1.4563559,1.4588271,1.4596944,1.4554964,1.4575696,1.4575855,1.4558388
2020-05-17.out.4,0.0,1.4586921,1.4637139,1.4616209,1.4645138,1.4640008,1.4632326,1.4631969,1.4653217,1.4691376,1.4682504,1.471585,1.4722976,1.473559,1.4738459,1.4658359,1.4704359,1.4717012,1.4759877,1.4743601,1.4753188,1.4745109,1.4745188,1.4774039,1.4761227,1.4811405,1.4818095,1.480548,1.480162,1.4814273,1.483843,1.4875597,1.4875558
2020-05-17.out.5,0.0,1.4874962,1.4880013,1.491082,1.4903138,1.4945317,1.4937476,1.4948781,1.496987,1.5052799,1.5038598,1.5029924,1.5038003,1.502133,1.5021687,1.5025548,1.5046796,1.5041665,1.502917,1.5045446,1.5053525,1.5053882,1.5115404,1.5156988,1.5171677,1.5153099,1.5187199,1.5208884,1.5198504,1.5176819,1.5164403,1.5215018,1.5246936
2020-05-17.out.6,0.0,1.5224695,1.5283218,1.5243551,1.5260502,1.5297114,1.5363766,1.5345982,1.5370496,1.5432018,1.5401897,1.5427959,1.5430431,1.5426213,1.5384867,1.5488528,1.5495972,1.5478902,1.5545396,1.552658,1.5530798,1.5602859,1.5622202,1.5600756,1.5605728,1.5559728,1.554246,1.5551292,1.5633467,1.5595348,1.5575766,1.5756432,1.5767737
2020-05-17.out.7,0.0,1.5734628,1.5750508,1.5805697,1.577641,1.5808368,1.583706,1.5819672,1.5865077,1.5847769,1.5859073,1.5909688,1.5880004,1.5917131,1.5933051,1.5907347,1.5915227,1.593186,1.5934927,1.5964214,1.5959798,1.5942768,1.5972055,1.6005877,1.6020963,1.6058091,1.6105967,1.6122204,1.6112062,1.6112498,1.6137369,1.6142182,1.6146042
2020-05-17.out.8,0.0,1.6153685,1.6124914,1.6182377,1.6190217,1.6165148,1.6161684,1.6169961,1.6173346,1.6131206,1.6152296,1.6176611,1.615174,1.6185245,1.6204549,1.6212627,1.6221262,1.6212826,1.6237895,1.6250191,1.6308964,1.6232884,1.6274467,1.6295398,1.6307654,1.630037,1.6378327,1.6407058,1.6418759,1.6426203,1.6430977,1.6395527,1.6446499
2020-05-17.out.9,0.0,1.6458557,1.6478139,1.6457407,1.6428119,1.6457049,1.6490356,1.6472929,1.6468711,1.6452633,1.6489364,1.6468949,1.6535364,1.652275,1.655164,1.6555699,1.6582248,1.6562428,1.6587656,1.6565615,1.6566567,1.6592271,1.665817,1.6720446,1.6789967,1.6759252,1.6755113,1.6778992,1.677402,1.6757387,1.6811386,1.6810989,1.6993202
2020-05-17.out.10,0.0,1.6928982,1.692799,1.6932049,1.6881435,1.7006185,1.7105827,1.7266911,1.7193303,1.7245953,1.7206127,1.7118384,1.7165138,1.7273017,1.7308042,1.7323921,1.7324675,1.7285524,1.7327187,1.7347681,1.7367937,1.7429261,1.7408171,1.7436863,1.7433836,1.7403358,1.7403358,1.7428428,1.7441081,1.7419674,1.7428348,1.7389951,1.7489592
2020-05-17.out.11,0.0,1.7522502,1.7554142,1.7533449,1.7566954,1.7545111,1.753608,1.7569585,1.753727,1.7549329,1.7573882,1.7574041,1.7557169,1.7611923,1.7622473,1.7635523,1.7655025,1.7701025,1.7712131,1.7687181,1.7691042,1.7694665,1.7660922,1.7715793,1.7672464,1.7722642,1.7701354,1.7684919,1.7680662,1.7751532,1.7775689,1.7753488,1.7734145
2020-05-17.out.12,0.0,1.7755591,1.7734343,1.7759214,1.7746402,1.7738125,1.7717631,1.7622048,1.7664385,1.7772066,1.7730125,1.7758301,1.775062,1.7745806,1.7799647,1.77782,1.7815725,1.7803071,1.7814733,1.7797147,1.7814375,1.7802317,1.7780831,1.7806535,1.7819189,1.7806535,1.7809761,1.7598062,1.7608244,1.7584325,1.7584484,1.7581258,1.7598129
2020-05-17.out.13,0.0,1.7660168,1.766379,1.7666857,1.7712301,1.77031,1.7698327,1.7726463,1.7703866,1.7582539,1.7438882,1.7577596,1.7659414,1.7722602,1.7567057,1.7639157,1.7721452,1.7616481,1.7567255,1.7585079,1.7698128,1.7754242,1.7845607,1.7856475,1.7805345,1.7817244,1.782166,1.7821065,1.7825878,1.7812828,1.7817443,1.7759186,1.7744429
2020-05-17.out.14,0.0,1.7788909,1.784275,1.7840964,1.7862291,1.7879322,1.7882548,1.7832925,1.7821065,1.77837,1.7851741,1.7808213,1.7762848,1.7738295,1.7851503,1.7842313,1.7828707,1.7829303,1.7787719,1.7796512,1.7800214,1.7775065,1.7776057,1.7813383,1.7842155,1.7857994,1.7837341,1.7828707,1.777447,1.7608612,1.7603629,1.7650978,1.7634503
2020-05-17.out.15,0.0,1.7679908,1.7728935,1.7766697,1.7799091,1.7781069,1.7777248,1.7689784,1.7715091,1.7694835,1.7750421,1.7762083,1.7791013,1.7778359,1.7780632,1.7789068,1.7789068,1.7818593,1.7863403,1.7671206,1.7690022,1.7760892,1.7746929,1.7743108,1.7764356,1.7805543,1.7792135,1.7771443,1.7755563,1.762465,1.7614536,1.7574302,1.7563633
2020-05-17.out.16,0.0,1.747186,1.7527287,1.7555225,1.7625937,1.7607875,1.7558927,1.7564851,1.7535167,1.7569228,1.7607943,1.763075,1.7635364,1.7627088,1.7656573,1.7622314,1.7601026,1.7626135,1.7581286,1.7523664,1.7536834,1.7531862,1.748741,1.7496203,1.7513312,1.750046,1.7479966,1.7476939,1.7477693,1.7369456,1.7288988,1.733598,1.7353248
2020-05-17.out.17,0.0,1.7394197,1.7368691,1.7380789,1.7393601,1.741875,1.7421777,1.7435621,1.7455878,1.7438292,1.7433677,1.7476173,1.7421023,1.7375619,1.7348038,1.7373504,1.7365068,1.7356633,1.7337091,1.7382376,1.7370318,1.7318184,1.7317827,1.7305094,1.732662,1.7356542,1.7339075,1.731074,1.733967,1.7331433,1.7354796,1.7308558,1.7206285
