,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-06-26.out.0,0.0,-1.3416808,-1.3467406,-1.3351034,-1.3356543,-1.3385718,-1.3356594,-1.3382869,-1.3393171,-1.3366271,-1.336895,-1.3362885,-1.336888,-1.3412182,-1.330874,-1.3424871,-1.3351085,-1.3333187,-1.3380334,-1.3293169,-1.3293535,-1.3278797,-1.3031597,-1.3376855,-1.3248424,-1.329873,-1.3361581,-1.3536668,-1.3422295,-1.3244566,-1.3255982,-1.3261561,-1.3423044
2020-06-26.out.1,0.0,-1.3338905,-1.329397,-1.3261459,-1.322535,-1.3309938,-1.3356543,-1.340949,-1.344857,-1.3425112,-1.3455503,-1.345097,-1.3449245,-1.344176,-1.3441585,-1.3413885,-1.3471851,-1.3456406,-1.3455032,-1.3443703,-1.3454389,-1.3425492,-1.3390705,-1.3410009,-1.3450637,-1.3446396,-1.3390353,-1.3356696,-1.3336158,-1.3272682,-1.3240171,-1.3271812,-1.3260035
2020-06-26.out.2,0.0,-1.3245264,-1.324773,-1.323932,-1.3202151,-1.3193131,-1.3178361,-1.3185503,-1.3181719,-1.3181386,-1.3177967,-1.3178018,-1.3158779,-1.313343,-1.313268,-1.3158955,-1.3195916,-1.318436,-1.3179789,-1.3181335,-1.32139,-1.3190337,-1.323319,-1.3247909,-1.3228846,-1.3206217,-1.3127069,-1.3092103,-1.3095429,-1.3049133,-1.3069931,-1.2970138,-1.2908536
2020-06-26.out.3,0.0,-1.3007237,-1.3074413,-1.3038864,-1.3117859,-1.3140984,-1.3170492,-1.3156763,-1.3152364,-1.3082828,-1.3009916,-1.2979348,-1.3017122,-1.2970087,-1.295881,-1.2963727,-1.2943169,-1.3001571,-1.3062322,-1.3039382,-1.3048125,-1.3009116,-1.2978724,-1.2927391,-1.2893557,-1.2871159,-1.2876844,-1.2871108,-1.2906833,-1.2868573,-1.2824868,-1.2790586,-1.2843306
2020-06-26.out.4,0.0,-1.2891947,-1.2854168,-1.290965,-1.2998235,-1.2956566,-1.2969735,-1.2941171,-1.3040705,-1.3045225,-1.2943012,-1.2964402,-1.2994868,-1.2924749,-1.2913888,-1.293184,-1.2886003,-1.2836997,-1.2835748,-1.2907633,-1.2842266,-1.2773313,-1.2703528,-1.2680297,-1.2757275,-1.2798529,-1.2777865,-1.2719149,-1.2707372,-1.2735136,-1.2826177,-1.2813715,-1.2809006
2020-06-26.out.5,0.0,-1.2785775,-1.280513,-1.281255,-1.2823846,-1.2792238,-1.2793852,-1.284289,-1.2789943,-1.274579,-1.2703944,-1.27864,-1.2724016,-1.2703477,-1.2721272,-1.2796077,-1.2785599,-1.2763095,-1.282991,-1.2645145,-1.265974,-1.2713954,-1.268372,-1.2576174,-1.2598905,-1.2569554,-1.2575656,-1.2786246,-1.2825691,-1.283306,-1.2928195,-1.2794083,-1.2639774
2020-06-26.out.6,0.0,-1.2543391,-1.2636615,-1.2541147,-1.2513831,-1.2478296,-1.2474595,-1.246681,-1.2457581,-1.2401923,-1.2339632,-1.2257958,-1.2209687,-1.2503492,-1.2607078,-1.262141,-1.2553049,-1.259427,-1.2571539,-1.2530285,-1.2540296,-1.2483181,-1.2394105,-1.2579846,-1.2553849,-1.2490374,-1.2417461,-1.243435,-1.2432875,-1.2435359,-1.2430006,-1.2548654,-1.2412701
2020-06-26.out.7,0.0,-1.2261626,-1.2451294,-1.2654308,-1.2615049,-1.2524309,-1.2475219,-1.2598054,-1.2592618,-1.2533311,-1.2456383,-1.2546883,-1.2501962,-1.2458557,-1.2502503,-1.248344,-1.2442811,-1.2496558,-1.2440295,-1.2396974,-1.2395322,-1.2376832,-1.231294,-1.2250732,-1.2272904,-1.2326443,-1.237729,-1.245908,-1.2370597,-1.2376938,-1.2553923,-1.2448496,-1.2421994
2020-06-26.out.8,0.0,-1.2558318,-1.265757,-1.2659013,-1.267686,-1.2677535,-1.2725565,-1.267611,-1.2746571,-1.2701358,-1.2681203,-1.2666674,-1.2629473,-1.2600973,-1.2642642,-1.2653347,-1.271333,-1.2740229,-1.2686879,-1.2618922,-1.2593188,-1.2663357,-1.2665633,-1.2597481,-1.2545907,-1.2601079,-1.2638683,-1.2648203,-1.2558711,-1.2570965,-1.2629422,-1.2561945,-1.25225
2020-06-26.out.9,0.0,-1.2474243,-1.255569,-1.258506,-1.2540347,-1.2505662,-1.2490841,-1.2457373,-1.2428166,-1.239084,-1.246594,-1.2503668,-1.2512129,-1.2510653,-1.247126,-1.239343,-1.2331046,-1.2328562,-1.2478869,-1.2442293,-1.2343748,-1.2367539,-1.2334071,-1.2296695,-1.2273288,-1.224112,-1.2247272,-1.2295894,-1.228154,-1.2248456,-1.2222131,-1.2306529,-1.2372822
