,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-03-25.out.0,0.0,-1.0719354,-1.0676553,-1.0548152,-1.0719354,-1.0719354,-1.0505351,-1.0762154,-1.0633753,-1.0633753,-1.0590952,-1.046255,-1.046255,-1.0505351,-1.0376949,-1.046255,-1.0590952,-1.0548152,-1.0676553,-1.0505351,-1.041975,-1.046255,-1.0633753,-1.041975,-1.0376949,-1.046255,-1.0590952,-1.041975,-1.041975,-1.0762154,-1.046255,-1.0376949,-1.0590952
2020-03-25.out.1,0.0,-1.0590952,-1.046255,-1.0505351,-1.0590952,-1.0505351,-1.041975,-1.0376949,-1.041975,-1.041975,-1.041975,-1.0376949,-1.0248548,-1.0248548,-1.0505351,-1.041975,-1.0676553,-1.0548152,-1.046255,-1.046255,-1.0505351,-1.0334149,-1.0376949,-1.0248548,-1.0334149,-1.0205747,-1.046255,-1.0291348,-1.041975,-1.0590952,-1.041975,-1.0291348,-1.0376949
2020-03-25.out.2,0.0,-1.0376949,-1.041975,-1.0248548,-1.046255,-1.046255,-1.0376949,-1.0291348,-1.0548152,-1.0505351,-1.046255,-1.0505351,-1.0633753,-1.0505351,-1.041975,-1.0590952,-1.0505351,-1.041975,-1.0291348,-1.0162947,-1.0376949,-1.0633753,-1.0505351,-1.0590952,-1.0376949,-1.041975,-1.0376949,-1.041975,-1.046255,-1.0590952,-1.0205747,-1.0633753,-1.041975
2020-03-25.out.3,0.0,-1.041975,-1.046255,-1.041975,-1.041975,-1.0633753,-1.0334149,-1.0248548,-1.0376949,-1.0205747,-1.0120146,-1.0205747,-1.0505351,-1.0334149,-1.0205747,-1.041975,-1.041975,-1.0633753,-1.046255,-1.046255,-1.0248548,-1.0291348,-1.0162947,-1.0334149,-1.0334149,-1.0376949,-1.0205747,-1.0376949,-1.0633753,-1.0334149,-1.0205747,-1.046255,-1.0505351
2020-03-25.out.4,0.0,-1.0505351,-1.0505351,-1.0376949,-1.0548152,-1.0548152,-1.041975,-1.0334149,-1.0248548,-1.0334149,-1.0205747,-1.0505351,-1.0505351,-1.0120146,-1.0248548,-1.0376949,-1.0505351,-1.046255,-1.041975,-1.046255,-1.0291348,-1.046255,-1.0548152,-1.0162947,-1.0334149,-1.0376949,-1.041975,-1.046255,-1.0162947,-1.0077345,-1.0120146,-1.041975,-1.0633753
2020-03-25.out.5,0.0,-1.046255,-1.0505351,-1.0291348,-1.0162947,-1.0205747,-1.046255,-1.0505351,-1.0590952,-1.041975,-1.0376949,-1.0376949,-1.0376949,-1.0376949,-1.041975,-1.0505351,-1.041975,-1.041975,-1.0120146,-1.0205747,-1.046255,-1.0334149,-1.041975,-1.0162947,-1.041975,-1.046255,-1.0248548,-1.0120146,-0.9991744,-1.0034545,-1.0205747,-1.0376949,-1.0120146
2020-03-25.out.6,0.0,-1.0205747,-1.0334149,-1.0291348,-1.0334149,-1.0291348,-1.0034545,-1.0248548,-1.046255,-1.0034545,-0.9991744,-1.0633753,-1.0633753,-1.0376949,-1.0248548,-1.0205747,-0.9948944,-1.0205747,-1.0376949,-1.0548152,-1.0291348,-1.0376949,-1.0505351,-1.0291348,-1.0248548,-1.0590952,-1.041975,-1.0248548,-1.0291348,-1.0162947,-1.0376949,-1.0205747,-1.0077345
2020-03-25.out.7,0.0,-0.9991744,-1.0162947,-1.0248548,-1.0162947,-1.0248548,-1.0505351,-1.0376949,-1.0590952,-1.0334149,-1.0120146,-1.0034545,-0.9863343,-0.9948944,-1.0077345,-0.9948944,-0.9991744,-0.9863343,-1.0120146,-0.9906143,-1.0077345,-0.9820542,-0.9991744,-1.0205747,-1.0205747,-1.0291348,-1.046255,-1.0120146,-1.0205747,-1.0034545,-1.0248548,-1.0291348,-1.0291348
2020-03-25.out.8,0.0,-1.0205747,-1.0248548,-1.0248548,-0.9991744,-0.9777742,-0.9906143,-1.046255,-1.0205747,-1.0205747,-1.0205747,-1.0248548,-1.0334149,-0.9863343,-1.0077345,-1.0334149,-1.041975,-1.0291348,-1.0334149,-1.0590952,-1.0633753,-1.0291348,-1.0120146,-1.0248548,-1.0376949,-1.0505351,-1.0376949,-1.0376949,-1.0291348,-1.0205747,-1.0205747,-1.0205747,-1.0205747
2020-03-25.out.9,0.0,-1.0291348,-1.0376949,-0.9991744,-1.0120146,-1.0248548,-1.0334149,-1.0248548,-1.041975,-1.041975,-1.0162947,-1.0505351,-1.0120146,-1.0933356,-1.0933356,-1.0804955,-1.277378,-1.2260174,-1.1446963,-1.2131772,-1.1489764,-1.1104559,-1.1703766,-1.3372988,-1.2516977,-1.3030584,-1.2902182,-1.1018958,-1.1660966,-1.1618165,-1.1018958,-1.1104559,-1.1104559
