,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-08-28.out.0,7.0,-0.8576709,-0.8577898,-0.8578515,-0.8579735,-0.8581205,-0.8582122,-0.8580351,-0.8582686,-0.8582524,-0.858164,-0.858072,-0.8577716,-0.8578479,-0.8576799,-0.8574925,-0.8571617,-0.8570453,-0.8569938,-0.8567335,-0.8564364,-0.8567817,-0.8566292,-0.8563593,-0.8564265,-0.856264,-0.8559936,-0.8560485,-0.8560859,-0.8558895,-0.8558984,-0.8556968,-0.8558122
2020-08-28.out.1,7.0,-0.8557695,-0.8557662,-0.8557695,-0.8556775,-0.8554666,-0.8556439,-0.8556649,-0.8556775,-0.8556775,-0.8554231,-0.8552512,-0.8553839,-0.8553804,-0.8553377,-0.8552851,-0.8552975,-0.8552358,-0.8556313,-0.8558177,-0.8563321,-0.8565339,-0.8566138,-0.856562,-0.8569566,-0.8567636,-0.8567247,-0.8565956,-0.8570026,-0.8568737,-0.8567391,-0.856562,-0.8564701
2020-08-28.out.2,7.0,-0.8562594,-0.8565565,-0.8569847,-0.8571045,-0.8577953,-0.8579969,-0.8576183,-0.8575205,-0.8572518,-0.8567773,-0.8571419,-0.85708,-0.856673,-0.8567919,-0.856532,-0.8563211,-0.8561641,-0.8563447,-0.8560014,-0.8556494,-0.8556585,-0.8553804,-0.8556461,-0.8555205,-0.8553914,-0.855496,-0.8551347,-0.8551931,-0.8549632,-0.8550306,-0.8552075,-0.854896
2020-08-28.out.3,7.0,-0.8547178,-0.8544485,-0.8550576,-0.8546842,-0.8547142,-0.8545977,-0.8544633,-0.8543589,-0.8544443,-0.8543766,-0.8545942,-0.8545146,-0.854175,-0.8546594,-0.8549811,-0.8550092,-0.8553548,-0.8556059,-0.8557648,-0.8559433,-0.8566686,-0.8564029,-0.8561619,-0.8562167,-0.856643,-0.856581,-0.8566576,-0.8564802,-0.8568748,-0.8569599,-0.8568109,-0.8567528
2020-08-28.out.4,7.0,-0.8566672,-0.8565719,-0.8566856,-0.856413,-0.8562875,-0.8562167,-0.8563938,-0.8561977,-0.8562101,-0.8561093,-0.8562773,-0.8559623,-0.8560754,-0.855913,-0.8558813,-0.8559331,-0.8559149,-0.8556797,-0.8556461,-0.8556158,-0.8554958,-0.8553333,-0.8552077,-0.8552559,-0.8558678,-0.855666,-0.8553052,-0.8552075,-0.8549866,-0.8551832,-0.8553421,-0.855544
2020-08-28.out.5,7.0,-0.8557312,-0.8556549,-0.855496,-0.8557411,-0.855989,-0.8559769,-0.8558703,-0.8556921,-0.8555205,-0.8556057,-0.8556213,-0.8554713,-0.855482,-0.8557213,-0.8558042,-0.8555685,-0.8554914,-0.8558042,-0.8554922,-0.855303,-0.8551774,-0.8548858,-0.8546313,-0.8544295,-0.8545944,-0.854083,-0.854267,-0.8538566,-0.8537275,-0.8537434,-0.8536368,-0.8533823
2020-08-28.out.6,7.0,-0.8532724,-0.8532992,-0.853029,-0.8530381,-0.8529797,-0.8527742,-0.8526478,-0.8528125,-0.8534181,-0.8536288,-0.8532193,-0.8534989,-0.8533061,-0.8530436,-0.8525996,-0.8526671,-0.8526489,-0.852336,-0.8525624,-0.8527398,-0.8532069,-0.8533543,-0.8538015,-0.8533273,-0.8530863,-0.8529235,-0.8530279,-0.8532722,-0.8531254,-0.8531221,-0.85337,-0.8532108
2020-08-28.out.7,7.0,-0.8527789,-0.8527574,-0.8526197,-0.852566,-0.8525503,-0.8525434,-0.852439,-0.8519281,-0.8521509,-0.852179,-0.8524514,-0.8524707,-0.8520019,-0.8518518,-0.8515298,-0.8515634,-0.8514199,-0.8510252,-0.8506886,-0.8508963,-0.8504924,-0.8504095,-0.8506751,-0.8507987,-0.8505296,-0.8505506,-0.8510004,-0.8510924,-0.8509544,-0.8506506,-0.8500842,-0.8505269
2020-08-28.out.8,7.0,-0.8505833,-0.8505608,-0.8503715,-0.8497569,-0.8499586,-0.849676,-0.8497187,-0.8499633,-0.8497151,-0.8495099,-0.8494269,-0.8492834,-0.8492922,-0.8492622,-0.8491947,-0.8490198,-0.8488873,-0.8492104,-0.849327,-0.8490611,-0.8486966,-0.8484558,-0.8492967,-0.8490702,-0.8488404,-0.8488594,-0.8488448,-0.848701,-0.8488021,-0.8486203,-0.8488986,-0.8487977
2020-08-28.out.9,7.0,-0.848644,-0.8488875,-0.8486856,-0.8482539,-0.8479473,-0.8475671,-0.8474472,-0.8472174,-0.8470243,-0.8468863,-0.8481167,-0.8479575,-0.8475192,-0.8474618,-0.8477277,-0.8474919,-0.8477591,-0.8477357,-0.8475764,-0.8475764,-0.8472081,-0.8469042,-0.8464479,-0.8461752,-0.8458756,-0.8459484,-0.8457649,-0.8455585,-0.8462269,-0.8456996,-0.8457368,-0.8451331
2020-08-28.out.10,7.0,-0.8451791,-0.845022,-0.845022,-0.8447327,-0.8448008,-0.8445462,-0.8443307,-0.8443163,-0.8444354,-0.8453045,-0.8455773,-0.8454304,-0.8450882,-0.8453304,-0.8455996,-0.8458016,-0.8451802,-0.845003,-0.8450028,-0.8448829,-0.8446564,-0.8449601,-0.8452576,-0.845132,-0.8447955,-0.8446362,-0.8444117,-0.8441816,-0.8439259,-0.8438306,-0.8430328,-0.8430184
2020-08-28.out.11,7.0,-0.8433458,-0.8439586,-0.844286,-0.8453392,-0.8454406,-0.8449537,-0.8449165,-0.8446564,-0.8443533,-0.8441469,-0.8447145,-0.8443029,-0.8443153,-0.8442144,-0.8439998,-0.843735,-0.8433122,-0.8430091,-0.8428699,-0.8427018,-0.8422967,-0.8422834,-0.8421721,-0.8424246,-0.842335,-0.8427883,-0.8423149,-0.8420476,-0.8419803,-0.8418558,-0.8415338,-0.8413464
2020-08-28.out.12,7.0,-0.8415485,-0.8412172,-0.8414228,-0.8410918,-0.8409435,-0.8406853,-0.8402322,-0.8404006,-0.8400304,-0.8398865,-0.8392796,-0.8394287,-0.8397418,-0.8392479,-0.8391076,-0.8391862,-0.8394971,-0.8394298,-0.8394017,-0.8391897,-0.8389788,-0.8386473,-0.8383592,-0.8382851,-0.8387228,-0.838561,-0.8381505,-0.8376171,-0.8377577,-0.838064,-0.837825,-0.8377431
2020-08-28.out.13,7.0,-0.8374434,-0.8372097,-0.8371697,-0.8368687,-0.8367465,-0.8363782,-0.8363234,-0.836402,-0.8366038,-0.8369351,-0.8374118,-0.8375937,-0.8372999,-0.8370551,-0.8368494,-0.8366286,-0.8365757,-0.8365894,-0.8364144,-0.8362953,-0.8360124,-0.8358867,-0.8359168,-0.8357375,-0.8358046,-0.8355217,-0.8358551,-0.8363108,-0.8360078,-0.8355937,-0.835018,-0.8347238
