,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31,val_32,val_33,val_34,val_35,val_36,val_37,val_38,val_39,val_40,val_41,val_42,val_43,val_44,val_45,val_46,val_47,val_48,val_49,val_50,val_51,val_52,val_53,val_54,val_55,val_56,val_57,val_58,val_59,val_60,val_61,val_62,val_63,val_64,val_65,val_66,val_67,val_68,val_69,val_70,val_71,val_72,val_73,val_74,val_75,val_76,val_77,val_78,val_79,val_80,val_81,val_82,val_83,val_84,val_85,val_86,val_87,val_88,val_89,val_90,val_91,val_92,val_93,val_94,val_95
2020-07-17.out.0,1.0,1.2169679,-1.223605,0.150431,1.2172801,-1.2235867,0.150233,1.2170288,-1.2235944,0.1504538,1.216747,-1.223589,0.1508422,1.2168765,-1.223605,0.1505376,1.2170364,-1.2235989,0.1504081,1.2168079,-1.2236241,0.1504462,1.2170364,-1.2236111,0.1503015,1.2169755,-1.2236096,0.1503853,1.2167166,-1.2236065,0.1507128,1.2166937,-1.2236164,0.1506518,1.2162748,-1.2236233,0.151086,1.216907,-1.2236027,0.15053,1.216747,-1.2236149,0.1505985,1.2165642,-1.2236324,0.1506518,1.2161682,-1.2236301,0.1511469,1.2163891,-1.2236164,0.1510098,1.2167242,-1.2236065,0.1507052,1.2163662,-1.2236187,0.1510174,1.2171887,-1.2236164,0.150073,1.217006,-1.2236195,0.1502634,1.2171887,-1.2235974,0.1502406,1.2166632,-1.2236187,0.1506671,1.2169146,-1.2236301,0.150271,1.2167622,-1.2236286,0.1504614,1.2165566,-1.2236233,0.1507585,1.2166709,-1.2236286,0.1505681,1.2167394,-1.2236233,0.1505376,1.2160007,-1.2236629,0.1510479,1.2158712,-1.2236804,0.1510403,1.2162977,-1.2237231,0.1501568,1.2162063,-1.2237253,0.150233
2020-07-17.out.1,1.0,1.2163967,-1.2237528,0.1497608,1.2169222,-1.2237535,0.1491363,1.2169526,-1.2237421,0.1492048,1.2170745,-1.2237368,0.1491134,1.217303,-1.2237452,0.1487707,1.2176685,-1.2237611,0.1481919,1.2178132,-1.2237589,0.1480396,1.2178056,-1.2237604,0.1480472,1.2172344,-1.223771,0.1486184,1.2169374,-1.2237787,0.1488849,1.2170897,-1.2237695,0.1488012,1.2172268,-1.2237657,0.1486717,1.2173563,-1.2237543,0.1486184,1.2176533,-1.2237611,0.1482071,1.2178894,-1.2237604,0.1479406,1.2171811,-1.2237764,0.148626,1.2180874,-1.2238,0.1473541,1.2181103,-1.2238137,0.1472018,1.2170364,-1.2238662,0.1479786,1.2177904,-1.2238868,0.1469048,1.2179351,-1.2238868,0.1467372,1.2177752,-1.2238815,0.146981,1.2181179,-1.223902,0.1463869,1.2172497,-1.2239416,0.1470419,1.2168156,-1.2239774,0.1472323,1.2168232,-1.2239729,0.1472627,1.2179199,-1.2239675,0.1460213,1.2175162,-1.2239828,0.1463641,1.2174172,-1.2239934,0.1463793,1.2167013,-1.2240003,0.1471561,1.2168384,-1.2240208,0.1468134,1.2166709,-1.2240338,0.1468896
2020-07-17.out.2,1.0,1.216907,-1.2240269,0.1466687,1.2165947,-1.2240368,0.1469429,1.2170973,-1.2240414,0.1463184,1.2156275,-1.2242585,0.1460747,1.2172649,-1.2240551,0.1459985,1.2168536,-1.2240566,0.1464707,1.216549,-1.2240643,0.1467525,1.21645,-1.2241176,0.1463793,1.2164043,-1.2241694,0.145968,1.2161834,-1.2241983,0.1459604,1.2160463,-1.2242074,0.1460442,1.2159093,-1.2242265,0.1460366,1.2161911,-1.2242295,0.145671,1.2161834,-1.2242364,0.1456177,1.2162063,-1.2242569,0.1454121,1.2163891,-1.2242577,0.1451912,1.2161758,-1.2242554,0.1454578,1.2159321,-1.2242493,0.1458005,1.2158636,-1.2242486,0.1458919,1.2166632,-1.2242425,0.1450008,1.2171811,-1.2242364,0.1444448,1.2168993,-1.2242516,0.1446352,1.2166252,-1.2242623,0.1448713,1.2165795,-1.224279,0.1447647,1.2165947,-1.224295,0.1445972,1.21645,-1.2242882,0.1448333,1.2162596,-1.2242844,0.1450922,1.2162063,-1.2243141,0.1448866,1.2173106,-1.2243415,0.1433482,1.2165566,-1.2243887,0.1437975,1.2162824,-1.2244367,0.1436756,1.2163358,-1.2244451,0.1435462
2020-07-17.out.3,1.0,1.2162672,-1.2244428,0.1436452,1.2162748,-1.2244428,0.1436452,1.216252,-1.2244313,0.1437594,1.2165795,-1.2244275,0.1434167,1.2161682,-1.2244382,0.1437975,1.2159702,-1.2244412,0.1440031,1.2159321,-1.224442,0.1440412,1.2158103,-1.2244504,0.1441097,1.2162901,-1.2244397,0.1436452,1.216252,-1.2244519,0.1435842,1.2157569,-1.2244572,0.1441174,1.215993,-1.2244588,0.1438203,1.2158712,-1.2244687,0.1438737,1.215856,-1.2244656,0.1439193,1.2160235,-1.2244588,0.1437899,1.2159397,-1.2244466,0.1439955,1.2162824,-1.2244199,0.1438432,1.2161834,-1.2244313,0.1438508,1.2160692,-1.2244245,0.1440412,1.2163129,-1.2244397,0.1436147,1.2162824,-1.2244793,0.1432948,1.216252,-1.2245121,0.1430435,1.2165566,-1.2245075,0.142716,1.2164957,-1.2245128,0.1427465,1.2163205,-1.2245227,0.1428607,1.2162901,-1.2245456,0.1426932,1.2162063,-1.2245334,0.1428912,1.2162977,-1.2245174,0.1429369,1.2164348,-1.2245067,0.1428683,1.2163738,-1.2244938,0.1430587,1.2165795,-1.2244953,0.1427922,1.2164805,-1.2244953,0.142914
2020-07-17.out.4,1.0,1.2165338,-1.224509,0.1427313,1.2163358,-1.2245144,0.142914,1.2161834,-1.2245349,0.1428988,1.2161225,-1.2245479,0.1428607,1.2162063,-1.2245502,0.1427465,1.216153,-1.2245486,0.142815,1.2162291,-1.2245418,0.1427998,1.216153,-1.2245448,0.1428531,1.2162063,-1.2245334,0.1428988,1.2160616,-1.2245395,0.1430054,1.2162901,-1.2245425,0.1427084,1.2163815,-1.2245547,0.1424876,1.2157036,-1.2245844,0.1430207,1.2162367,-1.2245852,0.1423809,1.2159702,-1.2245966,0.1425942,1.2161682,-1.224605,0.1422895,1.2158407,-1.2246301,0.1424419,1.2158636,-1.2246537,0.1422058,1.2158636,-1.2246659,0.1420915,1.2159473,-1.2246819,0.1418478,1.2160844,-1.2246994,0.1415279,1.2160159,-1.2247131,0.1414899,1.2159397,-1.2247025,0.141665,1.2160007,-1.2246888,0.1417183,1.2162901,-1.2246918,0.1413528,1.2160007,-1.2246918,0.1416955,1.2162824,-1.224704,0.1412538,1.2159702,-1.2247139,0.1415356,1.215955,-1.2247063,0.1416193,1.2160768,-1.2247147,0.1414061,1.2162215,-1.2247139,0.1412385,1.2165185,-1.2247535,0.1405303
2020-07-17.out.5,1.0,1.2162215,-1.2247763,0.1406673,1.2165262,-1.2248121,0.1399895,1.2165262,-1.2248129,0.1399743,1.2166632,-1.2248556,0.1394259,1.2165566,-1.2248898,0.1392432,1.2162977,-1.224915,0.1393193,1.2161758,-1.2249264,0.1393498,1.2163891,-1.2249454,0.1389309,1.2163586,-1.2249683,0.1387634,1.2165185,-1.2249751,0.1385044,1.2163053,-1.2249904,0.1386263,1.21645,-1.224998,0.1383749,1.2165795,-1.2249934,0.1382759,1.2161987,-1.2250201,0.1384739,1.2159321,-1.2250429,0.1385882,1.215894,-1.2250376,0.1386796,1.2166556,-1.2250216,0.1379332,1.2161149,-1.2250178,0.1386034,1.215993,-1.2250216,0.13871,1.2161606,-1.2250361,0.1383749,1.2161073,-1.2250498,0.138314,1.2162215,-1.2250696,0.1380018,1.2158788,-1.2251092,0.1380475,1.2160007,-1.2251183,0.1378114,1.2163662,-1.2251465,0.1371335,1.216054,-1.2251686,0.1373011,1.2164271,-1.2251792,0.1367604,1.2165338,-1.2251929,0.136509,1.2161758,-1.2251967,0.1368974,1.2162748,-1.2251846,0.1368898,1.2160768,-1.2251891,0.1370878,1.2160692,-1.2251884,0.1370955
2020-07-17.out.6,1.0,1.2161149,-1.2251876,0.1370574,1.2162672,-1.2252242,0.1365319,1.2161606,-1.2252417,0.136509,1.2166632,-1.2252706,0.135656,1.2163129,-1.2252836,0.1359531,1.2162824,-1.2252859,0.1359607,1.2165262,-1.2253064,0.1354961,1.2163205,-1.225314,0.135656,1.2161834,-1.225314,0.135816,1.2166709,-1.2253125,0.13526,1.2163815,-1.2253308,0.1354428,1.2163967,-1.2253399,0.1353362,1.2162596,-1.2253498,0.1354047,1.2162367,-1.2253437,0.1354885,1.2162596,-1.2253506,0.1353971,1.2162215,-1.2253468,0.1354809,1.2161987,-1.2253491,0.1354885,1.2158864,-1.2253719,0.1356484,1.2157036,-1.2253765,0.135816,1.2158026,-1.2253712,0.1357551,1.2162977,-1.2253666,0.1352067,1.2160311,-1.2253673,0.135519,1.215597,-1.225375,0.1359531,1.2156579,-1.225375,0.1358845,1.216153,-1.2253293,0.1357246,1.2161454,-1.2253239,0.1357703,1.2161073,-1.2253209,0.1358464,1.2162901,-1.2253224,0.1356256,1.2163358,-1.225343,0.1353819,1.2165109,-1.2253536,0.1350772,1.2164271,-1.2253605,0.1351153,1.2164348,-1.2253727,0.1349935
2020-07-17.out.7,1.0,1.2166099,-1.2253803,0.1347193,1.2165947,-1.2254001,0.134567,1.217006,-1.2254047,0.1340339,1.2165718,-1.2254481,0.1341481,1.2170821,-1.2254846,0.1332189,1.2164728,-1.2255143,0.1336607,1.2163586,-1.2255113,0.1338282,1.2167318,-1.2255288,0.1332266,1.2162291,-1.2255722,0.1334246,1.2162291,-1.2256019,0.1331504,1.2164652,-1.2256248,0.132663,1.2166252,-1.2256248,0.1324802,1.2166937,-1.225624,0.132404,1.216648,-1.2256316,0.1323964,1.2162672,-1.2256613,0.1325716,1.216351,-1.2256408,0.1326554,1.2161987,-1.2256469,0.1327696,1.2160387,-1.2256446,0.1329829,1.2159473,-1.225637,0.1331656,1.2160997,-1.2256377,0.1329752,1.2159321,-1.2256316,0.1332342,1.21645,-1.2256225,0.1327011,1.2160616,-1.2256232,0.133158,1.216153,-1.2256248,0.1330362,1.2159778,-1.2256187,0.1332951,1.2162444,-1.2256202,0.1329676,1.2162215,-1.2256316,0.1328915,1.216153,-1.2256324,0.13296,1.2167318,-1.2256339,0.132267,1.2166023,-1.2256529,0.1322517,1.2164119,-1.2256796,0.1322213,1.2163205,-1.2256956,0.1321908
2020-07-17.out.8,1.0,1.216549,-1.2257024,0.1318557,1.216153,-1.2257101,0.1322593,1.2161834,-1.2257177,0.1321527,1.2161758,-1.2257108,0.1322289,1.2162215,-1.225704,0.1322289,1.2164957,-1.2257078,0.1318709,1.21645,-1.2257146,0.1318633,1.2164805,-1.2257017,0.1319471,1.2164652,-1.2256986,0.1319928,1.2162215,-1.225707,0.132206,1.2162367,-1.2257184,0.1320766,1.2162444,-1.2257245,0.1320232,1.216252,-1.2257329,0.1319395,1.2164043,-1.2257512,0.1315891,1.2163281,-1.2257687,0.1315206,1.2162444,-1.2257725,0.1315739,1.2165185,-1.2257725,0.1312616,1.2164348,-1.2257778,0.1313073,1.2164119,-1.2258037,0.1311093,1.2162672,-1.2258075,0.1312388,1.2160768,-1.2258022,0.131513,1.2162596,-1.2257847,0.131452,1.2161834,-1.2257778,0.1316044,1.216153,-1.2257778,0.1316348,1.2161758,-1.2257756,0.1316348,1.2161073,-1.2257778,0.1316881,1.2160159,-1.225774,0.1318328,1.2160159,-1.2257657,0.1319166,1.2161911,-1.2257679,0.1316805,1.2164805,-1.225774,0.1312921,1.2161149,-1.2258007,0.1314825,1.2162063,-1.2258159,0.1312236
2020-07-17.out.9,1.0,1.2162139,-1.2258197,0.1311855,1.2162748,-1.2258144,0.1311626,1.216153,-1.2258159,0.1312921,1.2162672,-1.2258167,0.1311474,1.216092,-1.2258159,0.1313683,1.2158864,-1.2258228,0.1315434,1.2161149,-1.2258174,0.1313302,1.2161758,-1.2258098,0.1313226,1.2162596,-1.225806,0.131254,1.216153,-1.2258045,0.1313911,1.2162444,-1.2258007,0.1313226,1.2164348,-1.2257916,0.1311855,1.2163358,-1.2257908,0.1313073,1.2161987,-1.2257984,0.1313987,1.2162367,-1.2258144,0.1312083,1.2160387,-1.2258289,0.1313073,1.2163129,-1.2258281,0.1310027,1.2162748,-1.2258266,0.131056,1.2162672,-1.2258304,0.1310256,1.2165185,-1.2258388,0.13066,1.2169374,-1.2258555,0.1300202,1.2170288,-1.2258875,0.1296166,1.2166785,-1.2259279,0.1296623,1.2163738,-1.2259424,0.1298832,1.2163891,-1.225934,0.1299441,1.2164424,-1.2259347,0.1298755,1.2166632,-1.225953,0.1294491,1.2164043,-1.2259675,0.1296166,1.2164424,-1.2259523,0.1297156,1.2163586,-1.2259462,0.1298603,1.2163129,-1.2259408,0.1299746,1.2159473,-1.2259355,0.1304544
