,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-10-16.out.0,2.0,-0.2244271,-0.2248723,-0.2244303,-0.2222233,-0.2244334,-0.2239914,-0.2226653,-0.2217829,-0.2222218,-0.21472,-0.2142748,-0.2151557,-0.2142748,-0.213394,-0.2142748,-0.2164802,-0.2151588,-0.2160381,-0.2155961,-0.2182387,-0.2195616,-0.2217717,-0.2279569,-0.2306043,-0.2306043,-0.2332549,-0.2323724,-0.2341374,-0.2337002,-0.2345873,-0.2323804,-0.2301751
2020-10-16.out.1,2.0,-0.2328272,-0.2323853,-0.2323947,-0.2297489,-0.2310735,-0.2266564,-0.2195999,-0.2182738,-0.2173914,-0.2209244,-0.2222505,-0.2213696,-0.22181,-0.2142987,-0.2151764,-0.2173898,-0.2195999,-0.2182675,-0.2195903,-0.2200323,-0.2213584,-0.2248835,-0.2182563,-0.2195855,-0.2217925,-0.2213472,-0.2164881,-0.2080992,-0.2005847,-0.2032305,-0.2089737,-0.2164802
2020-10-16.out.2,2.0,-0.2195712,-0.2208909,-0.2204457,-0.2182387,-0.2169126,-0.2191227,-0.2182371,-0.2222058,-0.2244207,-0.2257468,-0.227068,-0.2279553,-0.2279553,-0.2288362,-0.2292782,-0.2310512,-0.2261952,-0.223543,-0.2266404,-0.2235494,-0.2191292,-0.2151557,-0.2164818,-0.2173658,-0.2164834,-0.215162,-0.2182531,-0.2186919,-0.2178094,-0.2155977,-0.2164818,-0.2182499
2020-10-16.out.3,2.0,-0.2226622,-0.2266341,-0.2288442,-0.2301702,-0.2314995,-0.2306091,-0.22575,-0.2235463,-0.227084,-0.2284101,-0.2284102,-0.2292974,-0.2301814,-0.2319464,-0.2292943,-0.2275419,-0.2293006,-0.2253255,-0.2275325,-0.2275388,-0.2209148,-0.2226813,-0.2257739,-0.2270984,-0.2275405,-0.2257724,-0.2244463,-0.2253335,-0.2253304,-0.2244494,-0.2257724,-0.2248914
2020-10-16.out.4,2.0,-0.2262144,-0.2248947,-0.2240058,-0.2262144,-0.2266579,-0.2270984,-0.2257708,-0.2248898,-0.2240058,-0.2134035,-0.2156136,-0.2107498,-0.2050081,-0.2027997,-0.2023497,-0.2067699,-0.207646,-0.2080817,-0.2085205,-0.2076316,-0.2018852,-0.1987926,-0.200548,-0.2005448,-0.2049602,-0.2027453,-0.201416,-0.1974346,-0.1943372,-0.1974298,-0.1974234,-0.1943324
2020-10-16.out.5,2.0,-0.1934435,-0.1925626,-0.1943243,-0.1982915,-0.1996112,-0.1951972,-0.1929823,-0.195186,-0.1982675,-0.2031266,-0.2035639,-0.203125,-0.2035607,-0.2022314,-0.2062128,-0.2053224,-0.2048804,-0.2088586,-0.2106236,-0.2132773,-0.2172492,-0.2212274,-0.2203465,-0.2221131,-0.2216774,-0.218138,-0.2194736,-0.2190332,-0.2190428,-0.2181604,-0.2172747,-0.2168406
2020-10-16.out.6,2.0,-0.2155178,-0.2172859,-0.2159598,-0.2159583,-0.2181684,-0.2146449,-0.211557,-0.2102295,-0.2071384,-0.2080225,-0.2106778,-0.2071417,-0.2066996,-0.2014016,-0.2000692,-0.2018388,-0.2031617,-0.2040458,-0.2058012,-0.2053592,-0.2009436,-0.2027086,-0.1956392,-0.1960749,-0.1960749,-0.1920982,-0.194744,-0.1956281,-0.1956217,-0.1964994,-0.1973819,-0.1969398
2020-10-16.out.7,2.0,-0.1982563,-0.1986984,-0.1995808,-0.2000228,-0.2009005,-0.2004585,-0.2013362,-0.1969254,-0.1951541,-0.1969191,-0.1951525,-0.1964723,-0.1947136,-0.1942653,-0.1902902,-0.1920488,-0.1933764,-0.1938184,-0.1938121,-0.1929248,-0.1995489,-0.1946913,-0.198668,-0.1964562,-0.196895,-0.197334,-0.195127,-0.1973371,-0.19866,-0.2004281,-0.201751,-0.2030708
2020-10-16.out.8,2.0,-0.19866,-0.201751,-0.2061712,-0.2057356,-0.2048452,-0.2035176,-0.2030834,-0.2030834,-0.202643,-0.2030883,-0.2044143,-0.203966,-0.2061824,-0.2030946,-0.2030946,-0.2017685,-0.2048596,-0.2044176,-0.2057452,-0.200883,-0.2004441,-0.2026574,-0.1951462,-0.1951493,-0.1977983,-0.1978046,-0.2013314,-0.1995633,-0.2004473,-0.1978046,-0.1977983,-0.1982403
2020-10-16.out.9,2.0,-0.194701,-0.196469,-0.1969079,-0.1977935,-0.1969094,-0.186304,-0.192044,-0.1938121,-0.1849716,-0.1770214,-0.1770229,-0.177907,-0.1761325,-0.1827597,-0.1862848,-0.1796544,-0.1774442,-0.1725803,-0.1716899,-0.1699186,-0.170359,-0.1716755,-0.1760846,-0.1734324,-0.1725484,-0.1703334,-0.1681169,-0.1694398,-0.1676732,-0.1667796,-0.1716402,-0.1725148
