,label,val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,val_26,val_27,val_28,val_29,val_30,val_31
2020-09-20.out.0,0.0,-0.2381963,-0.2285406,-0.2335621,-0.2347569,-0.2357697,-0.2555708,-0.2504407,-0.2463051,-0.2436964,-0.2422081,-0.2465273,-0.2658382,-0.2671344,-0.2729674,-0.2760863,-0.2667843,-0.2849616,-0.3135817,-0.2826284,-0.2725754,-0.2559894,-0.252004,-0.2211045,-0.184302,-0.1812187,-0.1690577,-0.1647269,-0.1486478,-0.1411251,-0.1409958,-0.1302766,-0.1364288
2020-09-20.out.1,0.0,-0.126291,-0.1287434,-0.111711,-0.1089915,-0.1090016,-0.1110373,-0.1041875,-0.104299,-0.0850064,-0.0791708,-0.0788998,-0.0758024,-0.0660348,-0.0659055,-0.0651823,-0.0624403,-0.0568944,-0.0540906,-0.0451198,-0.0443137,-0.0430941,-0.0449416,-0.0412264,-0.027395,-0.0272743,-0.0326296,-0.0159317,0.0080845,0.0491414,0.0893547,0.1031659,0.1101838
2020-09-20.out.2,0.0,0.1269859,0.1368175,0.1338668,0.1326032,0.1371337,0.1378531,0.143041,0.1656333,0.1738224,0.1762392,0.1755818,0.1791019,0.1687154,0.1654176,0.1847428,0.1895846,0.1942444,0.19686,0.1972766,0.1997839,0.1974989,0.2013124,0.1985179,0.2040697,0.2272638,0.2335349,0.2301103,0.2365454,0.2408529,0.2507089,0.2605161,0.2674885
2020-09-20.out.3,0.0,0.2777865,0.2949089,0.3085409,0.31207,0.3097387,0.3125819,0.3221517,0.3170403,0.3241649,0.3249919,0.320749,0.3187173,0.339369,0.3371881,0.3549246,0.3742785,0.3802464,0.3950465,0.3920374,0.3898077,0.3980982,0.4024486,0.4136824,0.4310249,0.4226164,0.4328095,0.434406,0.4494332,0.4553359,0.4762048,0.4872016,0.4896565
2020-09-20.out.4,0.0,0.4952501,0.5259183,0.5510853,0.559235,0.5702231,0.5743618,0.5849789,0.5899649,0.5888193,0.6146564,0.6323353,0.6236559,0.6209637,0.6243627,0.6223927,0.6337068,0.6475675,0.6532909,0.6580297,0.6565784,0.6488789,0.6549019,0.658708,0.6776133,0.6783937,0.6784364,0.6767815,0.6789334,0.6781895,0.6852309,0.7021505,0.7084386
2020-09-20.out.5,0.0,0.7132619,0.7269463,0.7334348,0.7475409,0.7482074,0.7506294,0.7481596,0.7650874,0.7621944,0.744306,0.7405862,0.7395801,0.7454615,0.7516868,0.7508756,0.7549097,0.7546813,0.7602965,0.7613089,0.77306,0.7833328,0.7901926,0.8060119,0.8091868,0.8387681,0.8399183,0.8607824,0.8522003,0.8515897,0.8502779,0.8591606,0.8626664
2020-09-20.out.6,0.0,0.8705057,0.8840879,0.8914667,0.8991114,0.8999714,0.8967521,0.8891227,0.8882436,0.8847528,0.8795338,0.8800957,0.8804973,0.8845561,0.8820373,0.8835711,0.8854879,0.8741732,0.8739109,0.8743273,0.8829419,0.8914931,0.9058416,0.9058718,0.9020754,0.8963961,0.8987665,0.9037632,0.9160408,0.9240886,0.9304889,0.9286154,0.9310933
2020-09-20.out.7,0.0,0.9244547,0.9206776,0.9272505,0.9265595,0.9276961,0.9229148,0.9296864,0.9402713,0.9547413,0.9511734,0.9558641,0.9555794,0.953169,0.9565575,0.9556196,0.9578845,0.965849,0.97494,0.9859622,0.9964665,0.9992682,0.9929878,0.9956665,0.9987677,1.0023043,1.0178802,1.0220211,1.0209967,1.0279385,1.0321931,1.0320205,1.0262471
2020-09-20.out.8,0.0,1.0200698,1.0219307,1.0319903,1.0419191,1.0451029,1.0533248,1.0654357,1.0650558,1.0693628,1.0779897,1.1070012,1.1083458,1.1134447,1.1409404,1.1505805,1.1645144,1.168188,1.1661421,1.1577284,1.1634757,1.2003495,1.2115395,1.2204629,1.2310243,1.241366,1.2367014,1.2410412,1.246063,1.2510933,1.253613,1.2695621,1.2922069
2020-09-20.out.9,0.0,1.3015513,1.303285,1.308509,1.3029363,1.3047274,1.3027871,1.2860578,1.2867586,1.3047977,1.3097539,1.3187253,1.3220489,1.3399917,1.3440437,1.3617699,1.3620042,1.3601043,1.379282,1.3852365,1.3880913,1.3956492,1.4027935,1.4008134,1.4011026,1.4027155,1.3997858,1.4058236,1.4041519,1.405638,1.4065293,1.4090855,1.4059125
2020-09-20.out.10,0.0,1.4084291,1.4137169,1.4118913,1.412039,1.410399,1.4078422,1.4057523,1.4103435,1.411811,1.4073884,1.4124674,1.4069724,1.406282,1.4153575,1.42145,1.4256614,1.4243299,1.4252477,1.4237091,1.4186618,1.4182459,1.4230102,1.423219,1.4258747,1.4224613,1.4178362,1.4221319,1.4352637,1.4446703,1.4501678,1.4594937,1.4571783
2020-09-20.out.11,0.0,1.4668497,1.4617442,1.4653112,1.4697355,1.4693683,1.4531789,1.4518989,1.4551305,1.4568891,1.4530493,1.4548628,1.464794,1.4683702,1.4652332,1.4660293,1.4716651,1.4767921,1.4760368,1.4782192,1.4955523,1.5015046,1.4964057,1.4983939,1.5008908,1.5077313,1.5076663,1.5014233,1.5033165,1.4980166,1.5032423,1.5030884,1.5074049
