,EncDec-AD
OBSEA/2020-07-11.out,0.31603344750718687
OBSEA/2020-07-12.out,0.16027877563461046
OBSEA/2020-07-13.out,0.6870957539235328
OBSEA/2020-07-14.out,0.33199358481632796
OBSEA/2020-07-15.out,0.22670718795647338
OBSEA/2020-07-16.out,0.23949132938527606
OBSEA/2020-07-17.out,0.22347323361876148
OBSEA/2020-07-18.out,0.304013021902291
OBSEA/2020-07-19.out,0.17567360843695762
OBSEA/2020-07-20.out,0.07007364772061694
OBSEA/2020-07-21.out,0.016793607665714756
OBSEA/2020-07-22.out,0.0
OBSEA/2020-07-23.out,0.0
OBSEA/2020-07-24.out,0.008524673080856752
OBSEA/2020-07-25.out,0.0004048582995951417
OBSEA/2020-07-26.out,0.3132810210118741
OBSEA/2020-07-27.out,0.21988196243901711
OBSEA/2020-07-28.out,0.05478667920071428
OBSEA/2020-08-01.out,0.029741656536126766
OBSEA/2020-08-02.out,0.1284687256691754
OBSEA/2020-08-03.out,0.09377802552911638
OBSEA/2020-08-04.out,0.13118515804719283
OBSEA/2020-08-05.out,0.35240330651254714
OBSEA/2020-08-06.out,0.073194781027193
OBSEA/2020-08-07.out,0.02176667421733918
OBSEA/2020-08-08.out,0.0
OBSEA/2020-08-09.out,0.0
OBSEA/2020-08-10.out,0.0
OBSEA/2020-08-11.out,0.09885797626714152
OBSEA/2020-08-12.out,0.14918962843913997
OBSEA/2020-08-13.out,0.04969614642434238
OBSEA/2020-08-14.out,0.08488656487453809
OBSEA/2020-08-15.out,0.0
OBSEA/2020-08-16.out,0.08766116521604768
OBSEA/2020-08-17.out,0.22934241743167
OBSEA/2020-08-18.out,0.13587710861935817
OBSEA/2020-08-19.out,0.3986100571531701
OBSEA/2020-08-20.out,0.2680980003252846
OBSEA/2020-08-21.out,0.21267165933295776
OBSEA/2020-08-22.out,0.10224305407453867
OBSEA/2020-08-23.out,0.3743710233611823
OBSEA/2020-08-24.out,0.19204644570710516
OBSEA/2020-08-25.out,0.3330328684044392
OBSEA/2020-08-26.out,0.34384285385980173
OBSEA/2020-08-27.out,0.20217791385830355
OBSEA/2020-08-28.out,0.26079290654829057
OBSEA/2020-08-29.out,0.43134658900939965
OBSEA/2020-08-30.out,0.4879270153064958
OBSEA/2020-08-31.out,0.27139199278489945
OBSEA/2020-09-01.out,0.02086974424908081
OBSEA/2020-09-02.out,0.04529121193735879
OBSEA/2020-09-03.out,0.21082702696794192
OBSEA/2020-09-04.out,0.34738887409527697
OBSEA/2020-09-05.out,0.4609961708325626
OBSEA/2020-09-06.out,0.16371365333131085
OBSEA/2020-09-07.out,0.42583664050067743
OBSEA/2020-09-08.out,0.08411055619982581
OBSEA/2020-09-09.out,0.2123975116398873
OBSEA/2020-09-10.out,0.0505767706811483
OBSEA/2020-09-11.out,0.0
OBSEA/2020-09-12.out,0.0
OBSEA/2020-09-13.out,0.0
OBSEA/2020-09-14.out,0.00713170505408316
OBSEA/2020-09-15.out,0.39351320242677085
OBSEA/2020-09-16.out,0.20391029506317448
OBSEA/2020-09-17.out,0.1703671112608582
OBSEA/2020-09-18.out,0.3059578370083026
OBSEA/2020-09-19.out,0.2209922901805378
OBSEA/2020-09-20.out,0.2534828075572587
OBSEA/2020-09-21.out,0.15585138990560196
OBSEA/2020-09-22.out,0.07097005845061671
OBSEA/2020-09-23.out,0.3116724343913177
OBSEA/2020-09-24.out,0.13690829200475915
OBSEA/2020-09-25.out,0.14442447607255826
OBSEA/2020-09-26.out,0.01890315773362558
OBSEA/2020-09-27.out,0.0
OBSEA/2020-09-28.out,0.0
OBSEA/2020-09-29.out,0.12952345533476908
OBSEA/2020-09-30.out,0.09980777623154598
OBSEA/2020-10-01.out,0.19665315410842654
OBSEA/2020-10-02.out,0.16252219993724334
OBSEA/2020-10-03.out,0.17674801529683037
OBSEA/2020-10-04.out,0.16328512663814235
OBSEA/2020-10-05.out,0.2136455604553181
OBSEA/2020-10-06.out,0.11254402798632146
OBSEA/2020-10-07.out,0.10044975722339766
OBSEA/2020-10-08.out,0.04423855362266612
OBSEA/2020-10-09.out,0.028670203472267956
OBSEA/2020-10-10.out,0.036805770020346025
OBSEA/2020-10-11.out,0.1478324168440589
OBSEA/2020-10-12.out,0.0
OBSEA/2020-10-13.out,0.0
OBSEA/2020-10-14.out,0.027964801018518462
OBSEA/2020-10-15.out,0.10909192376139412
OBSEA/2020-10-16.out,0.3130636827119877
OBSEA/2020-10-17.out,0.5627948746756601
OBSEA/2020-10-18.out,0.4097918147543561
OBSEA/2020-10-19.out,0.22537503162361228
OBSEA/2020-10-20.out,0.22834742463705868
OBSEA/2020-10-21.out,0.029432380166086826
OBSEA/2020-10-22.out,0.3366374447020392
OBSEA/2020-10-23.out,0.38615745795904655
OBSEA/2020-10-24.out,0.06588240457097552
OBSEA/2020-10-25.out,0.0657770911523074
OBSEA/2020-10-26.out,0.016926977043127706
OBSEA/2020-10-27.out,0.26342235851166385
OBSEA/2020-10-28.out,0.12239677226381741
OBSEA/2020-10-29.out,0.38177808590793916
OBSEA/2020-10-30.out,0.5196497292596516
OBSEA/2020-10-31.out,0.12991157351924942
OBSEA/2020-11-01.out,0.3227127464391799
OBSEA/2020-11-02.out,0.4409153330421919
OBSEA/2020-11-03.out,0.20431791399160773
OBSEA/2020-11-04.out,0.1942824018070048
OBSEA/2020-11-05.out,0.16748654514956568
OBSEA/2020-11-06.out,0.20510016508688028
OBSEA/2020-11-07.out,0.19393616869062746
OBSEA/2020-11-08.out,0.32776527423293556
OBSEA/2020-11-09.out,0.21694491572011965
OBSEA/2020-11-10.out,0.08430887656395342
OBSEA/2020-11-11.out,0.12009464813416394
OBSEA/2020-11-12.out,0.027183948117950038
OBSEA/2020-11-13.out,0.1266628654140788
OBSEA/2020-11-14.out,0.239707382605485
OBSEA/2020-11-15.out,0.5465592924583618
OBSEA/2020-11-16.out,0.30486584783492515
OBSEA/2020-11-17.out,0.19325154127178315
OBSEA/2020-11-18.out,0.4006310300331988
OBSEA/2020-11-19.out,0.21034490675541945
OBSEA/2020-11-20.out,0.33747447378620576
OBSEA/2020-11-21.out,0.2952850785751372
OBSEA/2020-11-22.out,0.16690463773799755
OBSEA/2020-11-23.out,0.3648547322511501
OBSEA/2020-11-24.out,0.42298145938191306
OBSEA/2020-11-25.out,0.6567171383108366
OBSEA/2020-11-26.out,0.9032551912820155
OBSEA/2020-11-27.out,1.0
OBSEA/2020-11-28.out,1.0
OBSEA/2020-11-29.out,0.9819663927624354
OBSEA/2020-11-30.out,1.0
OBSEA/2020-12-01.out,0.9789892148227108
OBSEA/2020-12-02.out,1.0
OBSEA/2020-12-03.out,0.9726146040102044
OBSEA/2020-12-04.out,0.9890844674548639
OBSEA/2020-12-05.out,1.0
OBSEA/2020-12-06.out,0.9953518679413937
OBSEA/2020-12-07.out,1.0
OBSEA/2020-12-08.out,0.4489646925156586
OBSEA/2020-12-09.out,0.4957258988492595
OBSEA/2020-12-10.out,0.42067253449527847
OBSEA/2020-12-11.out,0.6142357851473279
OBSEA/2020-12-12.out,0.4980004999319769
OBSEA/2020-12-13.out,0.5275353125945226
OBSEA/2020-12-14.out,0.5353175431789048
OBSEA/2020-12-15.out,0.72966851434192
OBSEA/2020-12-16.out,0.6154223797549664
OBSEA/2020-12-17.out,0.5594345302985473
OBSEA/2020-12-18.out,0.6578185612362811
OBSEA/2020-12-19.out,0.5160698784223156
OBSEA/2020-12-20.out,0.4060478102967594
OBSEA/2020-12-21.out,0.5304519557548889
OBSEA/2020-12-22.out,0.5719699418218274
OBSEA/2020-12-23.out,0.2569683406268871
OBSEA/2020-12-24.out,0.2247923291356061
OBSEA/2020-12-25.out,0.45481078192082625
OBSEA/2020-12-26.out,0.5133495384708415
OBSEA/2020-12-27.out,0.3222937966393735
OBSEA/2020-12-28.out,0.3161603836082565
OBSEA/2021-01-01.out,0.34932187950690097
OBSEA/2021-01-02.out,0.5079044230445137
OBSEA/2021-01-03.out,0.7442783940958662
OBSEA/2021-01-04.out,0.5156282523280039
OBSEA/2021-01-05.out,0.5172837991174761
OBSEA/2021-01-06.out,0.3201646818504031
OBSEA/2021-01-07.out,0.3995884707767234
OBSEA/2021-01-08.out,0.6052984377510435
OBSEA/2021-01-09.out,0.7405100259362476
OBSEA/2021-01-10.out,0.9174831446203593
OBSEA/2021-01-11.out,0.7680285241496474
OBSEA/2021-01-12.out,0.4526767857557679
OBSEA/2021-01-13.out,0.4579551682569843
OBSEA/2021-01-14.out,0.5175077705371395
OBSEA/2021-01-15.out,0.2727991273002838
OBSEA/2021-01-16.out,0.37868344600903603
OBSEA/2021-01-17.out,0.33279186323728804
OBSEA/2021-01-18.out,0.5807000155806459
OBSEA/2021-01-19.out,0.44157071629030525
OBSEA/2021-01-20.out,0.6365437350343804
OBSEA/2021-01-21.out,0.4713852485155565
OBSEA/2021-01-22.out,0.6848646055620504
OBSEA/2021-01-23.out,0.2356171805348373
OBSEA/2021-01-24.out,0.4273642821649007
OBSEA/2021-01-25.out,0.243016229050842
OBSEA/2021-01-26.out,0.5012260069831123
OBSEA/2021-01-27.out,0.5239422558976293
OBSEA/2021-01-28.out,0.4810189006004795
OBSEA/2021-01-29.out,0.5900684283196806
OBSEA/2021-01-30.out,0.7263795595211473
OBSEA/2021-01-31.out,0.4915052132223875
OBSEA/2021-02-01.out,0.6752156823598384
OBSEA/2021-02-02.out,0.5973231179535329
OBSEA/2021-02-03.out,0.43623784537821597
OBSEA/2021-02-04.out,0.20428142623958967
OBSEA/2021-02-05.out,0.0
OBSEA/2021-02-06.out,0.0
OBSEA/2021-02-07.out,0.0
OBSEA/2021-02-08.out,0.0
OBSEA/2021-02-09.out,0.0
OBSEA/2021-02-10.out,0.0
OBSEA/2021-02-11.out,0.0
OBSEA/2021-02-12.out,0.0
OBSEA/2021-02-13.out,0.0
OBSEA/2021-03-16.out,0.0
OBSEA/2021-03-17.out,0.0
OBSEA/2021-03-18.out,0.0
OBSEA/2021-03-19.out,0.034300523310358245
OBSEA/2021-03-20.out,0.015672118186364513
OBSEA/2021-03-21.out,0.0
OBSEA/2021-03-22.out,0.0
OBSEA/2021-03-23.out,0.0
OBSEA/2021-03-24.out,0.0
OBSEA/2021-07-22.out,0.012038628654134895
OBSEA/2021-07-23.out,0.0
OBSEA/2021-07-24.out,0.06363093835287259
OBSEA/2021-07-25.out,0.39419932116073897
OBSEA/2021-07-26.out,0.01583348989442363
OBSEA/2021-07-27.out,0.014681258237574818
OBSEA/2021-07-28.out,0.006377283663706285
OBSEA/2021-07-29.out,0.03528024622478432
OBSEA/2021-07-30.out,0.004811724618707689
OBSEA/2021-07-31.out,0.0863361430963609
OBSEA/2021-08-01.out,0.013104740075980194
OBSEA/2021-08-02.out,0.0
OBSEA/2021-08-03.out,0.0669840147102368
OBSEA/2021-08-04.out,0.03993717918076954
OBSEA/2021-08-05.out,0.0
OBSEA/2021-08-06.out,0.0
OBSEA/2021-08-07.out,0.0
OBSEA/2021-08-08.out,0.002149795310713727
OBSEA/2021-08-09.out,0.03381480452760956
OBSEA/2021-08-10.out,0.0719048091875153
OBSEA/2021-08-11.out,0.05890539953110291
OBSEA/2021-08-12.out,0.05523026978487193
OBSEA/2021-08-13.out,0.0
OBSEA/2021-08-14.out,0.0
OBSEA/2021-08-15.out,0.0
OBSEA/2021-08-16.out,0.0
OBSEA/2021-08-17.out,0.0
OBSEA/2021-08-18.out,0.0
OBSEA/2021-08-19.out,0.02962206887233445
OBSEA/2021-08-20.out,0.06235162778962951
OBSEA/2021-08-21.out,0.0
OBSEA/2021-08-23.out,0.03842422659299926
OBSEA/2021-08-24.out,0.00016808313521670483
OBSEA/2021-08-25.out,0.0014633879893813993
OBSEA/2021-08-26.out,0.0
OBSEA/2021-08-27.out,0.0
OBSEA/2021-08-28.out,0.012218836200314994
OBSEA/2021-08-29.out,0.026395499783842376
OBSEA/2021-08-30.out,0.05735432244077063
OBSEA/2021-08-31.out,0.1457978097162619
OBSEA/2021-09-01.out,0.01570379217036671
OBSEA/2021-09-02.out,0.0
OBSEA/2021-09-03.out,0.0
OBSEA/2021-09-04.out,0.008867595986712872
OBSEA/2021-09-05.out,0.0
OBSEA/2021-09-06.out,0.031541410865024544
OBSEA/2021-09-07.out,0.24687671585962806
OBSEA/2021-09-08.out,0.21135904059370222
OBSEA/2021-09-09.out,0.051837199404368206
OBSEA/2021-09-10.out,0.043807842269454125
OBSEA/2021-09-11.out,0.0
OBSEA/2021-09-12.out,0.025542694142396547
OBSEA/2021-09-13.out,0.17626229359675258
OBSEA/2021-09-14.out,0.030839854813114884
OBSEA/2021-09-15.out,0.0633253109796132
OBSEA/2021-09-16.out,0.010987881221067572
OBSEA/2021-09-17.out,0.0
OBSEA/2021-09-18.out,0.0
OBSEA/2021-09-19.out,0.0
OBSEA/2021-09-20.out,0.0
OBSEA/2021-09-21.out,0.022666079635234093
OBSEA/2021-09-22.out,0.0
OBSEA/2021-09-23.out,0.0
OBSEA/2021-09-24.out,0.0
OBSEA/2021-09-25.out,0.0
OBSEA/2021-09-26.out,0.0
OBSEA/2021-09-27.out,0.0
OBSEA/2021-09-28.out,0.0
OBSEA/2021-09-29.out,0.04728580720593486
OBSEA/2021-09-30.out,0.260759918940412
OBSEA/2021-10-01.out,0.402950215181784
OBSEA/2021-10-02.out,0.39449477381773346
OBSEA/2021-10-03.out,0.23292347620111364
OBSEA/2021-10-04.out,0.49161802149728584
OBSEA/2021-10-05.out,0.05883733321215385
OBSEA/2021-10-06.out,0.21379881355051883
OBSEA/2021-10-07.out,0.26342900591445045
OBSEA/2021-10-08.out,0.05958922975159864
OBSEA/2021-10-09.out,0.13004792414507277
OBSEA/2021-10-10.out,0.13013470772135516
OBSEA/2021-10-11.out,0.11136129053743862
OBSEA/2021-10-12.out,0.0
OBSEA/2021-10-13.out,0.04739371255959207
OBSEA/2021-10-14.out,0.0
OBSEA/2021-10-15.out,0.031052589701645004
OBSEA/2021-10-16.out,0.10571520865598348
OBSEA/2021-10-17.out,0.03440524697316233
OBSEA/2021-10-18.out,0.20925526915563408
OBSEA/2021-10-19.out,0.0
OBSEA/2021-10-20.out,0.0
OBSEA/2021-10-21.out,0.039846698548691405
OBSEA/2021-10-22.out,0.0
OBSEA/2021-10-23.out,0.020271241262185654
OBSEA/2021-10-24.out,0.11718626330065049
OBSEA/2021-10-25.out,0.0
OBSEA/2021-10-28.out,0.0
OBSEA/2021-10-29.out,0.0
OBSEA/2021-10-30.out,0.06033995053045871
OBSEA/2021-10-31.out,0.01481003993792675
OBSEA/2021-11-01.out,0.0
OBSEA/2021-11-02.out,0.0
OBSEA/2021-11-03.out,0.0
OBSEA/2021-11-04.out,0.0
OBSEA/2021-11-05.out,0.0
OBSEA/2021-11-06.out,0.0
OBSEA/2021-11-07.out,0.0
OBSEA/2021-11-08.out,0.0
OBSEA/2021-11-09.out,0.0
OBSEA/2021-11-10.out,0.0
OBSEA/2021-11-11.out,0.0
OBSEA/2021-11-12.out,0.0
OBSEA/2021-11-15.out,0.08320865417646257
OBSEA/2021-11-16.out,0.012611655120641977
OBSEA/2021-11-17.out,0.0
OBSEA/2021-11-18.out,0.0
OBSEA/2021-11-19.out,0.0
OBSEA/2021-11-20.out,0.0
OBSEA/2021-11-21.out,0.0
OBSEA/2021-11-22.out,0.007876683993734293
OBSEA/2021-11-23.out,0.0
OBSEA/2021-11-24.out,0.0
OBSEA/2021-11-25.out,0.0
OBSEA/2021-11-26.out,0.0
OBSEA/2021-11-27.out,0.0
OBSEA/2021-11-28.out,0.0
OBSEA/2021-11-29.out,0.0
OBSEA/2021-11-30.out,0.0
OBSEA/2021-12-01.out,0.0
OBSEA/2021-12-02.out,0.0
OBSEA/2021-12-03.out,0.004641126336973228
OBSEA/2021-12-04.out,0.0
OBSEA/2021-12-05.out,0.0
OBSEA/2021-12-06.out,0.0
OBSEA/2021-12-07.out,0.0
OBSEA/2021-12-08.out,0.01297329736527823
OBSEA/2021-12-09.out,0.00855070290544843
OBSEA/2021-12-10.out,0.0
OBSEA/2021-12-11.out,0.0
OBSEA/2021-12-12.out,0.0
OBSEA/2021-12-13.out,0.0
OBSEA/2021-12-14.out,0.0
OBSEA/2021-12-15.out,0.0
OBSEA/2021-12-16.out,0.007367227569273338
OBSEA/2021-12-17.out,0.0
OBSEA/2021-12-18.out,0.018351561010509918
OBSEA/2021-12-19.out,0.04287655345850862
OBSEA/2021-12-20.out,0.0
OBSEA/2021-12-21.out,0.0
OBSEA/2021-12-22.out,0.0
OBSEA/2021-12-23.out,0.0
OBSEA/2021-12-24.out,0.28463048913490224
OBSEA/2021-12-25.out,1.0
OBSEA/2021-12-26.out,1.0
OBSEA/2021-12-27.out,1.0
OBSEA/2021-12-28.out,1.0
OBSEA/2021-12-29.out,1.0
OBSEA/2021-12-30.out,1.0
OBSEA/2021-12-31.out,1.0
