,RobustPCA
OBSEA/2020-01-02.out,0.865948591121126
OBSEA/2020-01-03.out,0.12232239379946
OBSEA/2020-01-04.out,0.1038122908007476
OBSEA/2020-01-05.out,0.3805068738792588
OBSEA/2020-01-06.out,0.3300668801312151
OBSEA/2020-01-07.out,0.26987807473156
OBSEA/2020-01-08.out,0.3291055395644737
OBSEA/2020-01-09.out,0.1772752596079297
OBSEA/2020-01-20.out,0.4879490918372611
OBSEA/2020-02-29.out,0.5215486934401428
OBSEA/2020-03-10.out,0.5736034932432172
OBSEA/2020-03-15.out,0.264847390776699
OBSEA/2020-03-17.out,0.2225762192020508
OBSEA/2020-03-29.out,0.137172395974595
OBSEA/2020-04-01.out,0.0995491134545436
OBSEA/2020-04-10.out,0.4168025655382761
OBSEA/2020-04-11.out,0.579246387783534
OBSEA/2020-04-15.out,0.621080907783645
OBSEA/2020-04-23.out,0.5381113171239129
OBSEA/2020-04-24.out,0.4556926521442428
OBSEA/2020-05-01.out,0.3364603559809612
OBSEA/2020-05-04.out,0.5578360201238989
OBSEA/2020-05-05.out,0.0562986688502082
OBSEA/2020-05-06.out,0.1085246283815416
OBSEA/2020-05-08.out,0.4143056237911239
OBSEA/2020-05-09.out,0.5183709950075512
OBSEA/2020-05-10.out,0.5407496345734852
OBSEA/2020-05-12.out,0.255082577985435
OBSEA/2020-05-13.out,0.1189563851426193
OBSEA/2020-05-14.out,0.4944490791163671
OBSEA/2020-05-15.out,0.536035969852892
OBSEA/2020-05-16.out,0.5328652986357905
OBSEA/2020-05-23.out,0.4892703053931123
OBSEA/2020-05-24.out,0.4349533566514763
OBSEA/2020-05-26.out,0.1337608346079931
OBSEA/2020-05-27.out,0.665954300308497
OBSEA/2020-05-28.out,0.5076149801448882
OBSEA/2020-05-29.out,0.5450639610682984
OBSEA/2020-05-30.out,0.1865466860771678
OBSEA/2020-05-31.out,0.8776289925941474
OBSEA/2020-06-01.out,0.6553603989454537
OBSEA/2020-06-04.out,0.2105406277049016
OBSEA/2020-06-05.out,0.0397523414565956
OBSEA/2020-06-07.out,0.8286949064586472
OBSEA/2020-06-08.out,0.255558798928319
OBSEA/2020-06-09.out,0.1513686444526235
OBSEA/2020-06-10.out,0.1003063136896985
OBSEA/2020-06-11.out,0.2533533766419103
OBSEA/2020-06-13.out,0.311454789821271
OBSEA/2020-06-14.out,0.4480427893686004
OBSEA/2020-06-15.out,0.433494849596388
OBSEA/2020-06-16.out,0.4247335991301196
OBSEA/2020-06-17.out,0.3993507599155833
OBSEA/2020-06-18.out,0.4489081209511317
OBSEA/2020-06-19.out,0.3906056981277684
OBSEA/2020-06-20.out,0.3860392535454784
OBSEA/2020-06-21.out,0.4820672057968217
OBSEA/2020-06-22.out,0.9043853151397012
OBSEA/2020-06-23.out,0.7316065116080652
OBSEA/2020-06-24.out,0.4833189237642228
OBSEA/2020-06-25.out,0.7935270938745305
OBSEA/2020-06-26.out,0.5063710940629313
OBSEA/2020-06-27.out,0.42329554149121
OBSEA/2020-06-28.out,0.6237368587302234
OBSEA/2020-06-29.out,0.8128275281490055
OBSEA/2020-06-30.out,0.5721408239571072
OBSEA/2020-07-01.out,0.3666717091997379
OBSEA/2020-07-02.out,0.5400465076754433
OBSEA/2020-07-03.out,0.7406801368865589
OBSEA/2020-07-04.out,0.481714198300176
OBSEA/2020-07-05.out,0.3691443115691359
OBSEA/2020-07-06.out,0.4054939340584462
OBSEA/2020-07-07.out,0.5581326083270529
OBSEA/2020-07-08.out,0.4347730259574895
OBSEA/2020-07-09.out,0.7302248654206955
