,RobustPCA
OBSEA/2020-01-02.out,0.2095773609993598
OBSEA/2020-01-03.out,0.2321412851439501
OBSEA/2020-01-04.out,0.3474923079922233
OBSEA/2020-01-05.out,0.1292470747385735
OBSEA/2020-01-06.out,0.0165532525627399
OBSEA/2020-01-07.out,0.4116767198801478
OBSEA/2020-01-08.out,0.2936937030414215
OBSEA/2020-01-09.out,0.4067660340955832
OBSEA/2020-01-10.out,1.0
OBSEA/2020-01-11.out,1.0
OBSEA/2020-01-12.out,1.0
OBSEA/2020-01-13.out,1.0000000000000002
OBSEA/2020-01-14.out,1.0
OBSEA/2020-01-15.out,1.0
OBSEA/2020-01-16.out,1.0
OBSEA/2020-01-17.out,1.0
OBSEA/2020-01-18.out,1.0000000000000002
OBSEA/2020-01-19.out,1.0
OBSEA/2020-01-20.out,0.8995234576402277
OBSEA/2020-01-21.out,1.0
OBSEA/2020-01-22.out,1.0
OBSEA/2020-02-29.out,0.0482449695633402
OBSEA/2020-03-10.out,0.0819317362984539
OBSEA/2020-03-15.out,0.3613632009101505
OBSEA/2020-03-17.out,0.1910679833736488
OBSEA/2020-03-29.out,0.1493349518399343
OBSEA/2020-04-01.out,0.0182848481888753
OBSEA/2020-04-10.out,0.3087272434862412
OBSEA/2020-04-11.out,0.5116416681024887
OBSEA/2020-04-15.out,0.5436535450815724
OBSEA/2020-04-23.out,0.3030026768278757
OBSEA/2020-04-24.out,0.6378085538816278
OBSEA/2020-05-01.out,0.1035929782134594
OBSEA/2020-05-04.out,0.1436773565289887
OBSEA/2020-05-05.out,0.3827319129810747
OBSEA/2020-05-06.out,0.1339823715529623
OBSEA/2020-05-08.out,0.248882018919599
OBSEA/2020-05-09.out,0.8596141437597671
OBSEA/2020-05-10.out,0.8339196314671369
OBSEA/2020-05-12.out,0.5101491526671987
OBSEA/2020-05-13.out,0.6586105892040157
OBSEA/2020-05-14.out,0.5959417685971538
OBSEA/2020-05-15.out,0.3671021720545396
OBSEA/2020-05-16.out,0.7106361435605727
OBSEA/2020-05-23.out,0.0384246850594007
OBSEA/2020-05-24.out,0.1375844217905172
OBSEA/2020-05-26.out,0.0499331066113396
OBSEA/2020-05-27.out,0.3470778646689736
OBSEA/2020-05-28.out,0.6096583905078815
OBSEA/2020-05-29.out,0.2301980649869738
OBSEA/2020-05-30.out,0.288663815860137
OBSEA/2020-05-31.out,0.0204262271444824
OBSEA/2020-06-01.out,0.1807477048581219
OBSEA/2020-06-04.out,0.2466384468876061
OBSEA/2020-06-05.out,0.552513220890938
OBSEA/2020-06-07.out,0.5308585464037964
OBSEA/2020-06-08.out,0.3261137230544549
OBSEA/2020-06-09.out,0.502361796427938
OBSEA/2020-06-10.out,0.2872831137540766
OBSEA/2020-06-11.out,0.6078101754559084
OBSEA/2020-06-13.out,0.3123902319233431
OBSEA/2020-06-14.out,0.1282088066284705
OBSEA/2020-06-15.out,0.50321334382223
OBSEA/2020-06-16.out,0.2267600744083169
OBSEA/2020-06-17.out,0.3823968522025138
OBSEA/2020-06-18.out,0.2232684668940699
OBSEA/2020-06-19.out,0.5378198194777987
OBSEA/2020-06-20.out,0.5800936924866763
OBSEA/2020-06-21.out,0.5169495921392415
OBSEA/2020-06-22.out,0.1756238863751801
OBSEA/2020-06-23.out,0.4262187021632578
OBSEA/2020-06-24.out,0.2092318999511301
OBSEA/2020-06-25.out,0.5672199019111895
OBSEA/2020-06-26.out,0.3139755351593316
OBSEA/2020-06-27.out,0.4653370022983172
OBSEA/2020-06-28.out,0.4094791624725272
OBSEA/2020-06-29.out,0.2999432445204446
OBSEA/2020-06-30.out,0.2349162707411257
OBSEA/2020-07-01.out,0.2457550882253546
OBSEA/2020-07-02.out,0.4012060694559788
OBSEA/2020-07-03.out,0.5054332291961333
OBSEA/2020-07-04.out,0.3606739916201069
OBSEA/2020-07-05.out,0.3950938691652262
OBSEA/2020-07-06.out,0.4060215276342492
OBSEA/2020-07-07.out,0.3494352744672539
OBSEA/2020-07-08.out,0.2904071976437105
OBSEA/2020-07-09.out,0.5218732741392264
OBSEA/2020-07-10.out,0.3954809638668735
OBSEA/2020-07-11.out,0.4487717921216074
OBSEA/2020-07-12.out,0.2285381602499397
OBSEA/2020-07-13.out,0.6218986511960202
OBSEA/2020-07-14.out,0.3820408809197558
OBSEA/2020-07-15.out,0.2863421108521671
OBSEA/2020-07-16.out,0.4328403517242017
OBSEA/2020-07-17.out,0.3909991554012582
OBSEA/2020-07-18.out,0.3154485898396773
OBSEA/2020-07-19.out,0.4959290504843598
OBSEA/2020-07-20.out,0.3875250279309922
OBSEA/2020-07-21.out,0.0322060342127659
OBSEA/2020-07-24.out,0.0955246056267524
OBSEA/2020-07-25.out,0.0006553079947575
OBSEA/2020-07-26.out,0.7404906322424579
OBSEA/2020-07-27.out,0.3498964722225733
OBSEA/2020-07-28.out,0.3855251779670491
OBSEA/2020-08-01.out,0.1438397873381624
OBSEA/2020-08-02.out,0.5605546476624527
OBSEA/2020-08-03.out,0.3262355648072774
OBSEA/2020-08-04.out,0.626327105502151
OBSEA/2020-08-05.out,0.6330972410474514
OBSEA/2020-08-06.out,0.4098269230737806
OBSEA/2020-08-07.out,0.2984391494327812
OBSEA/2020-08-11.out,0.3513282778503524
OBSEA/2020-08-12.out,0.3121763388736365
OBSEA/2020-08-13.out,0.3177704124640215
OBSEA/2020-08-14.out,0.3894413159574577
OBSEA/2020-08-16.out,0.5275029187850887
OBSEA/2020-08-17.out,0.3831138225967092
OBSEA/2020-08-18.out,0.2250190719649557
OBSEA/2020-08-19.out,0.2958225738627099
OBSEA/2020-08-20.out,0.2435813333754266
OBSEA/2020-08-21.out,0.2025591273243217
OBSEA/2020-08-22.out,0.4096127551014428
OBSEA/2020-08-23.out,0.2551962249119992
OBSEA/2020-08-24.out,0.3024303303099617
OBSEA/2020-08-25.out,0.5560045742215445
OBSEA/2020-08-26.out,0.4938930078009346
OBSEA/2020-08-27.out,0.3856100478297314
OBSEA/2020-08-28.out,0.3211506198932887
OBSEA/2020-08-29.out,0.7752889527295527
OBSEA/2020-08-30.out,0.7179844572715782
OBSEA/2020-08-31.out,0.6728538169628668
OBSEA/2020-09-01.out,0.2850725057425172
OBSEA/2020-09-02.out,0.2052508684025612
OBSEA/2020-09-03.out,0.7794728133329469
OBSEA/2020-09-04.out,0.6661402691801921
OBSEA/2020-09-05.out,0.8278678882363707
OBSEA/2020-09-06.out,0.7517763760150883
OBSEA/2020-09-07.out,0.647341205067553
OBSEA/2020-09-08.out,0.9329924947671016
OBSEA/2020-09-09.out,0.6443256796558527
OBSEA/2020-09-10.out,0.2696128318605094
OBSEA/2020-09-14.out,0.1297960489916259
OBSEA/2020-09-15.out,0.3876636389209835
OBSEA/2020-09-16.out,0.866285578514278
OBSEA/2020-09-17.out,0.7312439096465455
OBSEA/2020-09-18.out,0.7260821099454586
OBSEA/2020-09-19.out,0.6214093000776462
OBSEA/2020-09-20.out,0.4118912796172778
OBSEA/2020-09-21.out,0.3023255149319873
OBSEA/2020-09-22.out,0.3105175378213407
OBSEA/2020-09-23.out,0.7506411501719067
OBSEA/2020-09-24.out,0.2051804021210944
OBSEA/2020-09-25.out,0.3894576564727486
OBSEA/2020-09-26.out,0.1593611519114661
OBSEA/2020-09-29.out,0.4613571254658169
OBSEA/2020-09-30.out,0.3639802699322373
OBSEA/2020-10-01.out,0.4314928099124163
OBSEA/2020-10-02.out,0.4927540420256895
OBSEA/2020-10-03.out,0.682715979657535
OBSEA/2020-10-04.out,0.456895505626851
OBSEA/2020-10-05.out,0.7688674581911252
OBSEA/2020-10-06.out,0.4705389033016262
OBSEA/2020-10-07.out,0.3989091411788056
OBSEA/2020-10-08.out,0.2055893522240402
OBSEA/2020-10-09.out,0.2034071434615148
OBSEA/2020-10-10.out,0.2858013462171969
OBSEA/2020-10-11.out,0.5761768911428446
OBSEA/2020-10-14.out,0.3225775651720184
OBSEA/2020-10-15.out,0.4160542494606896
OBSEA/2020-10-16.out,0.4954703859373202
OBSEA/2020-10-17.out,0.883739621279402
OBSEA/2020-10-18.out,0.6980480910534622
OBSEA/2020-10-19.out,0.6592903589393645
OBSEA/2020-10-20.out,0.8796179503781074
OBSEA/2020-10-21.out,0.141596857793212
OBSEA/2020-10-22.out,0.6751928054836795
OBSEA/2020-10-23.out,0.7974227443518236
OBSEA/2020-10-24.out,0.4828275947949763
OBSEA/2020-10-25.out,0.4101411890507703
OBSEA/2020-10-26.out,0.057119506114599
OBSEA/2020-10-27.out,0.605292834761556
OBSEA/2020-10-28.out,0.4702289648832001
OBSEA/2020-10-29.out,0.724089791740715
OBSEA/2020-10-30.out,0.7357683706717018
OBSEA/2020-10-31.out,0.4366224674248889
OBSEA/2020-11-01.out,0.5552738179997017
OBSEA/2020-11-02.out,0.769471701662229
OBSEA/2020-11-03.out,0.664796037457478
OBSEA/2020-11-04.out,0.7588566271962723
OBSEA/2020-11-05.out,0.2695472904918236
OBSEA/2020-11-06.out,0.3549255729235589
OBSEA/2020-11-07.out,0.5723018338103545
OBSEA/2020-11-08.out,0.5076815894401627
OBSEA/2020-11-09.out,0.4221103267103524
OBSEA/2020-11-10.out,0.4202778932748902
OBSEA/2020-11-11.out,0.6044356618518911
OBSEA/2020-11-12.out,0.1552417635149265
OBSEA/2020-11-13.out,0.4569797256483862
OBSEA/2020-11-14.out,0.6552808359548746
OBSEA/2020-11-15.out,0.7645445015590407
OBSEA/2020-11-16.out,0.6952973287656469
OBSEA/2020-11-17.out,0.3712417066908722
OBSEA/2020-11-18.out,0.4884399727300909
OBSEA/2020-11-19.out,0.7574301102355583
OBSEA/2020-11-20.out,0.4115540164910762
OBSEA/2020-11-21.out,0.6052342768907328
OBSEA/2020-11-22.out,0.4063111573023473
OBSEA/2020-11-23.out,0.4875394845370713
OBSEA/2020-11-24.out,0.5898290047847536
OBSEA/2020-11-25.out,0.7486059744615328
OBSEA/2020-11-26.out,0.9841090082142911
OBSEA/2020-11-27.out,1.0000000000000002
OBSEA/2020-11-28.out,0.9999999999999998
OBSEA/2020-11-29.out,0.98993253912991
OBSEA/2020-11-30.out,1.0
OBSEA/2020-12-01.out,0.9964702889649212
OBSEA/2020-12-02.out,1.0
OBSEA/2020-12-03.out,0.9555033837214022
OBSEA/2020-12-04.out,0.9892187092722524
OBSEA/2020-12-05.out,1.0
OBSEA/2020-12-06.out,0.9952288015020234
OBSEA/2020-12-07.out,1.0
OBSEA/2020-12-08.out,0.7773365266773078
OBSEA/2020-12-09.out,0.7787413021009149
OBSEA/2020-12-10.out,0.6887807091880568
OBSEA/2020-12-11.out,0.7465036474271673
OBSEA/2020-12-12.out,0.8034605786652494
OBSEA/2020-12-13.out,0.9210451651114556
OBSEA/2020-12-14.out,0.6960726454848108
OBSEA/2020-12-15.out,0.8684144601744574
OBSEA/2020-12-16.out,0.8317195075887904
OBSEA/2020-12-17.out,0.7444887651917932
OBSEA/2020-12-18.out,0.8596259364957491
OBSEA/2020-12-19.out,0.7283510769691084
OBSEA/2020-12-20.out,0.734646239710374
OBSEA/2020-12-21.out,0.8233465044289797
OBSEA/2020-12-22.out,0.7789837455175015
OBSEA/2020-12-23.out,0.6223520612725578
OBSEA/2020-12-24.out,0.4183543716435912
OBSEA/2020-12-25.out,0.7395761559110432
OBSEA/2020-12-26.out,0.7261228799471671
OBSEA/2020-12-27.out,0.594737057378782
OBSEA/2020-12-28.out,0.624993438097054
