,COPOD
OBSEA/2020-01-02.out,0.6768423180592993
OBSEA/2020-01-03.out,0.20166499407755642
OBSEA/2020-01-04.out,0.9417291105121294
OBSEA/2020-01-05.out,0.10132037077192017
OBSEA/2020-01-06.out,0.9412075471698113
OBSEA/2020-01-07.out,0.5842251322540075
OBSEA/2020-01-08.out,0.9501805929919137
OBSEA/2020-01-09.out,0.942712776398626
OBSEA/2020-01-10.out,0.2671603773584906
OBSEA/2020-01-11.out,0.04051752021563342
OBSEA/2020-01-12.out,0.1427911051212938
OBSEA/2020-01-13.out,0.10395822102425875
OBSEA/2020-01-14.out,0.055266846361185985
OBSEA/2020-01-15.out,0.12035040431266844
OBSEA/2020-01-16.out,0.05035849056603773
OBSEA/2020-01-17.out,0.10939487870619946
OBSEA/2020-01-18.out,0.2071266846361186
OBSEA/2020-01-19.out,0.1596388140161725
OBSEA/2020-01-20.out,0.029435309973045824
OBSEA/2020-01-21.out,0.11647169811320754
OBSEA/2020-01-22.out,0.09052695417789758
OBSEA/2020-02-15.out,0.8425404312668464
OBSEA/2020-02-16.out,0.9486428571428571
OBSEA/2020-02-17.out,0.9245592991913746
OBSEA/2020-02-18.out,0.7642237196765499
OBSEA/2020-02-19.out,0.8664043126684636
OBSEA/2020-02-20.out,0.8286684636118598
OBSEA/2020-02-22.out,0.9291576819407007
OBSEA/2020-02-24.out,0.8558126684636119
OBSEA/2020-02-25.out,0.9508787061994609
OBSEA/2020-02-26.out,0.9424824797843665
OBSEA/2020-02-27.out,0.9085134770889488
OBSEA/2020-02-29.out,0.9143207547169812
OBSEA/2020-03-01.out,0.9450579514824797
OBSEA/2020-03-02.out,0.711411051212938
OBSEA/2020-03-05.out,0.8412398921832884
OBSEA/2020-03-07.out,0.8375592991913746
OBSEA/2020-03-08.out,0.9416913746630728
OBSEA/2020-03-10.out,0.6894474393530997
OBSEA/2020-03-11.out,0.7333638814016172
OBSEA/2020-03-15.out,0.9534690026954178
OBSEA/2020-03-16.out,0.8749204851752022
OBSEA/2020-03-18.out,0.9403598382749326
OBSEA/2020-03-19.out,0.9294568733153639
OBSEA/2020-03-20.out,0.9899326145552562
OBSEA/2020-03-21.out,0.7348962264150943
OBSEA/2020-03-22.out,0.8135902964959568
OBSEA/2020-03-23.out,0.979489218328841
OBSEA/2020-03-24.out,0.8217641509433962
OBSEA/2020-03-25.out,0.7801145552560647
OBSEA/2020-03-26.out,0.665567385444744
OBSEA/2020-03-27.out,0.681510781671159
OBSEA/2020-03-28.out,0.7026132075471698
OBSEA/2020-03-29.out,0.8833625336927224
OBSEA/2020-03-30.out,0.9879070080862534
OBSEA/2020-03-31.out,0.7685377358490566
OBSEA/2020-04-01.out,0.8361576819407007
OBSEA/2020-04-02.out,0.9564083557951483
OBSEA/2020-04-03.out,0.9676132075471698
OBSEA/2020-04-04.out,0.9201752021563342
OBSEA/2020-04-05.out,0.925809973045822
OBSEA/2020-04-06.out,0.9343921832884097
OBSEA/2020-04-07.out,0.9439326145552561
OBSEA/2020-04-08.out,0.8687601078167115
OBSEA/2020-04-09.out,0.9149878706199461
OBSEA/2020-04-10.out,0.841711590296496
OBSEA/2020-04-11.out,0.5403995669087088
OBSEA/2020-04-12.out,0.9919191374663073
OBSEA/2020-04-13.out,0.9560795148247978
OBSEA/2020-04-14.out,0.8011320754716981
OBSEA/2020-04-15.out,0.9734460916442049
OBSEA/2020-04-19.out,0.9664609164420486
OBSEA/2020-04-21.out,0.9808247978436657
OBSEA/2020-04-23.out,0.36806794215434285
OBSEA/2020-04-24.out,0.6207192476329797
OBSEA/2020-05-01.out,0.912632075471698
OBSEA/2020-05-02.out,0.9151253369272238
OBSEA/2020-05-03.out,0.9680363881401618
