,training_stats
n_epochs,10.0
training_time,656.2977143239987
acc,0.21054218481989706
val_acc,0.20162584483623505
loss,2.448411919853904
val_loss,2.487752676010132
top_2_val_acc,0.32366976141929626
top_3_val_acc,0.4279771983623505
top_4_val_acc,0.5414273619651795
