,training_stats
n_epochs,10.0
training_time,958.0878099490074
acc,0.2760416666666667
val_acc,0.2216140367090702
loss,2.5398970974816217
val_loss,2.556535005569458
top_2_val_acc,0.32915080338716507
top_3_val_acc,0.4116826429963112
top_4_val_acc,0.49865414947271347
