,training_stats
n_epochs,10.0
training_time,916.1225031109934
acc,0.20653997917293987
val_acc,0.21904063497025233
loss,2.322216183069802
val_loss,2.694103559622398
top_2_val_acc,0.28417677016785514
top_3_val_acc,0.35941328939337
top_4_val_acc,0.4554854513934025
