,training_stats
n_epochs,10.0
training_time,2027.803554468992
acc,0.19062414703535735
val_acc,0.09322565701745805
loss,2.3341723028033847
val_loss,2.573744247073219
top_2_val_acc,0.1416785995165507
top_3_val_acc,0.21307277629772822
top_4_val_acc,0.31652557849884033
